run_id,algorithm,scenario,axis,dimension,kpi,value,baseline,value_minus_baseline,lower_is_better,comparison_available,improved_vs_baseline,signed_relative_gain,source,note
madrl_v3_20260627_164047,HAPPO,E2,OE3,Costos energéticos,cost_one_minus_load_factor_average,0.8469709098763134,1.0,-0.1530290901236866,True,True,True,0.1530290901236866,citylearn_v2.evaluate_v2,
madrl_v3_20260627_164047,HAPPO,E2,OE3,Costos energéticos,cost_peak_average,1.4000273280828726,1.0,0.40002732808287256,True,True,False,-0.40002732808287256,citylearn_v2.evaluate_v2,
madrl_v3_20260627_164047,HAPPO,E2,OE3,Costos energéticos,cost_ramping_average,1.1827900919539245,1.0,0.18279009195392448,True,True,False,-0.18279009195392448,citylearn_v2.evaluate_v2,
madrl_v3_20260627_164047,HAPPO,E2,OE3,Costos energéticos,electricity_cost,0.9674280513644307,1.0,-0.03257194863556934,True,True,True,0.03257194863556934,citylearn_v2.evaluate_v2,CityLearn v2 normalized district cost ratio to baseline.
madrl_v3_20260627_164047,HAPPO,E2,OE3,Costos energéticos,electricity_cost_baseline,5953851.809797184,,,True,True,,,citylearn_v2.evaluate_v2,Total district electricity cost for the CityLearn v2 baseline in EUR.
madrl_v3_20260627_164047,HAPPO,E2,OE3,Costos energéticos,electricity_cost_control,5759923.2544646785,5953851.809797184,-193928.55533250514,True,True,True,0.032571948635569295,citylearn_v2.evaluate_v2,Total district electricity cost under control in EUR.
madrl_v3_20260627_164047,HAPPO,E2,OE3,Costos energéticos,electricity_cost_daily_average_baseline,16313.785070799453,,,True,True,,,citylearn_v2.evaluate_v2,
madrl_v3_20260627_164047,HAPPO,E2,OE3,Costos energéticos,electricity_cost_daily_average_control,15782.413301421657,16313.785070799453,-531.3717693777962,True,True,True,0.032571948635569246,citylearn_v2.evaluate_v2,
madrl_v3_20260627_164047,HAPPO,E2,OE3,Costos energéticos,electricity_cost_daily_average_delta,-531.371769377797,0.0,-531.371769377797,True,True,True,1.0,citylearn_v2.evaluate_v2,
madrl_v3_20260627_164047,HAPPO,E2,OE3,Costos energéticos,electricity_cost_delta,-97229.96355094147,0.0,-97229.96355094147,True,True,True,1.0,citylearn_v2.evaluate_v2,Control minus baseline total district electricity cost in EUR.
madrl_v3_20260627_164047,HAPPO,E2,OE3,Costos energéticos,price_signal_deviation,,,,True,False,,,derived_from_citylearn_v2_timeseries,Not a native evaluate_v2 KPI in this codebase; derived from district net import and the electricity_pricing signal.
madrl_v3_20260627_164047,HAPPO,E3,OE1,Flexibilidad energética,battery_capacity_fade_ratio,0.0010271267729816233,,,True,True,,,citylearn_v2.evaluate_v2,
madrl_v3_20260627_164047,HAPPO,E3,OE1,Flexibilidad energética,battery_charge_total,7582573.977868812,,,False,True,,,citylearn_v2.evaluate_v2,
madrl_v3_20260627_164047,HAPPO,E3,OE1,Flexibilidad energética,battery_discharge_total,6610485.955757943,,,False,True,,,citylearn_v2.evaluate_v2,
madrl_v3_20260627_164047,HAPPO,E3,OE1,Flexibilidad energética,battery_equivalent_full_cycles,270.17931800858054,,,False,True,,,citylearn_v2.evaluate_v2,
madrl_v3_20260627_164047,HAPPO,E3,OE1,Flexibilidad energética,battery_throughput_total,14193059.933626752,,,False,True,,,citylearn_v2.evaluate_v2,CityLearn v2 district battery throughput in kWh.
madrl_v3_20260627_164047,HAPPO,E3,OE1,Flexibilidad energética,community_import_share,0.36970564723931837,,,False,True,,,citylearn_v2.evaluate_v2,
madrl_v3_20260627_164047,HAPPO,E3,OE1,Flexibilidad energética,community_local_traded_daily_average,11009.847685926497,,,False,True,,,citylearn_v2.evaluate_v2,
madrl_v3_20260627_164047,HAPPO,E3,OE1,Flexibilidad energética,community_local_traded_total,4018135.661709591,,,False,True,,,citylearn_v2.evaluate_v2,
madrl_v3_20260627_164047,HAPPO,E3,OE1,Flexibilidad energética,ev_charge_total,194863.48174975626,,,False,True,,,citylearn_v2.evaluate_v2,
madrl_v3_20260627_164047,HAPPO,E3,OE1,Flexibilidad energética,ev_departure_count,39682.0,,,True,True,,,citylearn_v2.evaluate_v2,
madrl_v3_20260627_164047,HAPPO,E3,OE1,Flexibilidad energética,ev_departure_met_count,19974.0,,,False,True,,,citylearn_v2.evaluate_v2,
madrl_v3_20260627_164047,HAPPO,E3,OE1,Flexibilidad energética,ev_departure_soc_deficit_mean,0.2435035878785236,,,True,True,,,citylearn_v2.evaluate_v2,
madrl_v3_20260627_164047,HAPPO,E3,OE1,Flexibilidad energética,ev_departure_success_rate,0.5033516455823799,,,False,True,,,citylearn_v2.evaluate_v2,
madrl_v3_20260627_164047,HAPPO,E3,OE1,Flexibilidad energética,ev_departure_within_tolerance_count,2145.0,,,False,True,,,citylearn_v2.evaluate_v2,
madrl_v3_20260627_164047,HAPPO,E3,OE1,Flexibilidad energética,ev_departure_within_tolerance_rate,0.054054735144397965,,,False,True,,,citylearn_v2.evaluate_v2,
