run_id,algorithm,scenario,axis,dimension,kpi,value,baseline,value_minus_baseline,lower_is_better,comparison_available,improved_vs_baseline,signed_relative_gain,source,note
madrl_v3_20260627_164047,HAPPO,E1,OE1,Flexibilidad energética,grid_export_control,40137726.308168374,40645680.1407814,-507953.8326130286,True,True,True,0.012497117303823356,citylearn_v2.evaluate_v2,
madrl_v3_20260627_164047,HAPPO,E1,OE1,Flexibilidad energética,grid_export_delta,-254672.8229158711,0.0,-254672.8229158711,True,True,True,1.0,citylearn_v2.evaluate_v2,
madrl_v3_20260627_164047,HAPPO,E1,OE1,Flexibilidad energética,grid_export_ratio,0.9875028826961767,1.0,-0.012497117303823302,True,True,True,0.012497117303823302,citylearn_v2.evaluate_v2,
madrl_v3_20260627_164047,HAPPO,E1,OE1,Flexibilidad energética,grid_import,1.5195933982824632,1.0,0.5195933982824632,True,True,False,-0.5195933982824632,citylearn_v2.evaluate_v2,CityLearn v2 district import ratio to baseline.
madrl_v3_20260627_164047,HAPPO,E1,OE1,Flexibilidad energética,grid_import_control,11444718.932300132,11178076.084388733,266642.84791139886,True,True,False,-0.023854091339008815,citylearn_v2.evaluate_v2,
madrl_v3_20260627_164047,HAPPO,E1,OE1,Flexibilidad energética,grid_import_delta,133686.72983250464,0.0,133686.72983250464,True,True,False,-1.0,citylearn_v2.evaluate_v2,
madrl_v3_20260627_164047,HAPPO,E1,OE1,Flexibilidad energética,net_exchange_control,-28693007.375868242,-29467604.05639267,774596.6805244274,True,True,False,-0.02628638144594546,citylearn_v2.evaluate_v2,
madrl_v3_20260627_164047,HAPPO,E1,OE1,Flexibilidad energética,net_exchange_delta,388359.55274837575,0.0,388359.55274837575,True,True,False,-1.0,citylearn_v2.evaluate_v2,
madrl_v3_20260627_164047,HAPPO,E1,OE1,Flexibilidad energética,one_minus_load_factor_average,0.8573905340133239,1.0,-0.14260946598667612,True,True,True,0.14260946598667612,citylearn_v2.evaluate_v2,
madrl_v3_20260627_164047,HAPPO,E1,OE1,Flexibilidad energética,peak_average,1.3903228238073362,1.0,0.3903228238073362,True,True,False,-0.3903228238073362,citylearn_v2.evaluate_v2,
madrl_v3_20260627_164047,HAPPO,E1,OE1,Flexibilidad energética,ramping_average,1.0839090593092051,1.0,0.08390905930920511,True,True,False,-0.08390905930920511,citylearn_v2.evaluate_v2,
madrl_v3_20260627_164047,HAPPO,E1,OE1,Flexibilidad energética,zero_net_energy,0.9813052920266815,1.0,-0.018694707973318514,True,True,True,0.018694707973318514,citylearn_v2.evaluate_v2,CityLearn v2 district net exchange ratio to baseline.
madrl_v3_20260627_164047,MAAC,E1,OE1,Flexibilidad energética,grid_export_control,39628757.33693227,39642401.10018158,-13643.76324930787,True,True,True,0.0003441709601501756,citylearn_v2.evaluate_v2,
madrl_v3_20260627_164047,MAAC,E1,OE1,Flexibilidad energética,grid_export_delta,-6840.573845111944,0.0,-6840.573845111944,True,True,True,1.0,citylearn_v2.evaluate_v2,
madrl_v3_20260627_164047,MAAC,E1,OE1,Flexibilidad energética,grid_export_ratio,0.9996558290398498,1.0,-0.0003441709601501586,True,True,True,0.0003441709601501586,citylearn_v2.evaluate_v2,
madrl_v3_20260627_164047,MAAC,E1,OE1,Flexibilidad energética,grid_import,1.027697229384953,1.0,0.027697229384952893,True,True,False,-0.027697229384952893,citylearn_v2.evaluate_v2,CityLearn v2 district import ratio to baseline.
madrl_v3_20260627_164047,MAAC,E1,OE1,Flexibilidad energética,grid_import_control,12487915.029436171,12471908.741031647,16006.288404524326,True,True,False,-0.0012833872294033739,citylearn_v2.evaluate_v2,
madrl_v3_20260627_164047,MAAC,E1,OE1,Flexibilidad energética,grid_import_delta,8025.073128036143,0.0,8025.073128036143,True,True,False,-1.0,citylearn_v2.evaluate_v2,
madrl_v3_20260627_164047,MAAC,E1,OE1,Flexibilidad energética,net_exchange_control,-27140842.307496104,-27170492.359149933,29650.051653828472,True,True,False,-0.0010912592698690468,citylearn_v2.evaluate_v2,
madrl_v3_20260627_164047,MAAC,E1,OE1,Flexibilidad energética,net_exchange_delta,14865.646973146218,0.0,14865.646973146218,True,True,False,-1.0,citylearn_v2.evaluate_v2,
madrl_v3_20260627_164047,MAAC,E1,OE1,Flexibilidad energética,one_minus_load_factor_average,0.9955821162398271,1.0,-0.004417883760172936,True,True,True,0.004417883760172936,citylearn_v2.evaluate_v2,
madrl_v3_20260627_164047,MAAC,E1,OE1,Flexibilidad energética,peak_average,1.0307016374943516,1.0,0.03070163749435162,True,True,False,-0.03070163749435162,citylearn_v2.evaluate_v2,
madrl_v3_20260627_164047,MAAC,E1,OE1,Flexibilidad energética,ramping_average,1.010993644889474,1.0,0.010993644889474075,True,True,False,-0.010993644889474075,citylearn_v2.evaluate_v2,
madrl_v3_20260627_164047,MAAC,E1,OE1,Flexibilidad energética,zero_net_energy,0.9986756010334867,1.0,-0.0013243989665132627,True,True,True,0.0013243989665132627,citylearn_v2.evaluate_v2,CityLearn v2 district net exchange ratio to baseline.
madrl_v3_20260627_164047,MASAC,E1,OE1,Flexibilidad energética,grid_export_control,40666473.210258365,40655093.25299454,11379.957263827324,True,True,False,-0.0002799146762008499,citylearn_v2.evaluate_v2,
madrl_v3_20260627_164047,MASAC,E1,OE1,Flexibilidad energética,grid_export_delta,5705.569394234239,0.0,5705.569394234239,True,True,False,-1.0,citylearn_v2.evaluate_v2,
