algorithm,scenario,metric,n,mean,median,std,min,p25,p75,iqr,max,cv_abs,sum
HAPPO,E1,electricity_cost_ratio_to_baseline,17,0.9501148740016977,0.9573551254621958,0.4781945407197813,0.1059116116292815,0.7020864347329527,1.0860932217468149,0.38400678701386215,2.2824872076524767,0.5033018151854833,16.15195285802886
HAPPO,E1,equity_relative_benefit_percent,14,11.920432097557239,2.9347017555331125,36.65388824156931,-61.99340379381132,-7.156428616410037,32.96771986469866,40.1241484811087,89.40883883707185,3.0748791605532912,166.88604936580134
HAPPO,E1,ev_charge_total_kwh,17,12548.90987878994,9119.660210248085,8860.844325316279,1979.7644637934864,6177.286766605452,21462.234931595623,15284.948164990172,26756.941616261374,0.7061047063771493,213331.46793942899
HAPPO,E1,ev_departure_count,17,2334.235294117647,1535.0,2220.9324204433756,542.0,983.0,2133.0,1150.0,7949.0,0.9514603887792296,39682.0
HAPPO,E1,ev_departure_met_count,17,1229.1176470588234,901.0,1078.340558587183,223.0,556.0,1206.0,650.0,4213.0,0.8773290019613359,20895.0
HAPPO,E1,ev_departure_soc_deficit_mean,17,0.21768938604803748,0.2258046465037392,0.05742012897976406,0.1201012799949201,0.1710414607633526,0.2534774493725881,0.08243598860923548,0.3451573625191994,0.2637709170032441,3.700719562816637
HAPPO,E1,ev_departure_success_rate,17,0.547383560858497,0.5410994091959928,0.09848837131754133,0.4026058631921824,0.481437125748503,0.6122019635343618,0.13076483778585885,0.7130872483221476,0.17992570175669076,9.30552053459445
HAPPO,E1,ev_departure_within_tolerance_count,17,127.94117647058823,87.0,133.68361464117214,23.0,67.0,122.0,55.0,530.0,1.0448834247815755,2175.0
HAPPO,E1,ev_departure_within_tolerance_rate,17,0.05406254710074895,0.0499614693038787,0.019171363125234046,0.0284842319430315,0.0396432111000991,0.0666750534658447,0.027031842365745594,0.0941558441558441,0.35461450030289926,0.9190633007127322
HAPPO,E1,ev_v2g_export_total_kwh,17,3104.677211389812,2325.6824577866355,3296.067939927297,0.0,1043.4885702952745,3413.690712036594,2370.20214174132,11338.138423167991,1.0616459346676523,52779.5125936268
HAPPO,E1,grid_export_baseline_kwh,17,2436309.3160909377,1931201.3037362096,2450787.298681182,94057.66908079386,1077814.8113464117,2957317.8583192825,1879503.0469728708,10206221.64710313,1.0059425880345416,41417258.373545945
HAPPO,E1,grid_export_control_kwh,17,2513460.9256946496,1978160.8596967903,2424596.9479639144,114054.8292720914,1074575.2979122996,2963089.8305253983,1888514.5326130986,10169226.833759472,0.9646447745328781,42728835.736809045
HAPPO,E1,grid_export_daily_average_baseline_kwh,17,6675.582096835543,5291.566536096477,6715.2523311277955,257.72166433828664,2953.2544208601303,8103.165726642628,5149.911305782498,27965.44349017869,1.0059425880345412,113484.89564620423
HAPPO,E1,grid_export_daily_average_control_kwh,17,6886.980501960451,5420.237542267722,6643.489753525967,312.51465949653993,2944.3780283017686,8118.981154539281,5174.603126237513,27864.07626558138,0.9646447745328781,117078.66853332767
HAPPO,E1,grid_export_daily_average_delta_kwh,17,211.39840512490957,60.39915310503591,367.67815005329413,-101.36722459730758,1.4289279906414103,187.5759358025942,186.1470078119528,1141.994094129512,1.7392664331409837,3593.7728871234626
HAPPO,E1,grid_export_delta_kwh,17,77151.60960371178,22043.174251958728,134187.20484653345,-36994.81334365904,521.4991779178381,68457.4009039551,67935.90172603726,416780.2612700164,1.7392664331409837,1311577.3632631004
HAPPO,E1,grid_export_ratio_to_baseline,17,1.0876314560967382,1.0112688384834811,0.12278221207154084,0.992374594468318,1.0008131173978323,1.1917024634994926,0.1908893461016603,1.3347547498207963,0.11288953752052949,18.489734753644548
