scope,scenario,dimension,null_hypothesis,alternative_hypothesis,impact_condition,difference_condition,friedman_statistic,friedman_p,kendall_w,significant_impact_algorithms_holm,significant_posthoc_pairs_holm,primary_leader,leader_effect_percent,decision,objective_compliance
OE1,E1,Flexibilidad energética,HE10,HE11,False,False,1.8000000000000043,0.6149349357825364,0.20000000000000048,ninguno,ninguno,MATD3,-0.09229901555254383,No rechazar HE10 y no respaldar HE11.,"Cumplido cuantitativamente: se calculó el impacto, se compararon cuatro algoritmos y se identificó el líder."
OE2,E2,Emisiones de CO₂,HE20,HE21,True,True,39.35294117647061,1.4611307640126444e-08,0.7716262975778551,"HAPPO, MAAC, MASAC",HAPPO-MAAC; HAPPO-MASAC; HAPPO-MATD3; MASAC-MATD3,MATD3,-0.41931781815750746,Rechazar HE20 y respaldar HE21; el impacto significativo es predominantemente desfavorable.,"Cumplido cuantitativamente: se calculó el impacto, se compararon cuatro algoritmos y se identificó el líder."
OE3,E3,Costos energéticos,HE30,HE31,True,False,6.035294117647084,0.10990565877943162,0.11833910034602124,MATD3,ninguno,MAAC,-0.2675335325077984,"No respaldar HE31: existe impacto significativo en al menos un algoritmo, pero no diferencias globales/post hoc.","Cumplido cuantitativamente: se calculó el impacto, se compararon cuatro algoritmos y se identificó el líder."
OG,E1-E3,Gestión coordinada integral,H0G,H1G,False,False,6.600000000000001,0.08580108740012288,0.7333333333333335,"La condición conjunta no se cumple en OE1, OE2 y OE3",no aplicable con n=3 dimensiones,MAAC,0.9366270940691049,No rechazar H0G y no respaldar H1G bajo la regla conjuntiva: no se demostraron impacto y diferencias en las tres dimensiones; el ranking global es descriptivo.,"OG cumplido cuantitativamente: se integraron los tres efectos y TOPSIS identificó el mejor desempeño relativo, sin afirmar superioridad estadística global."
