algorithm,scenario,kpi,n,mean,median,std,min,p25,p75,iqr,max,cv_abs
MAAC,E1,building_battery_health_capacity_fade_ratio,17,2.9760317656756615e-05,3.150709952012341e-05,1.5160134200363911e-05,8.669824448366132e-06,1.580672231114022e-05,4.236777883618799e-05,2.656105652504777e-05,5.807964042242324e-05,0.5094076741792452
MAAC,E1,building_battery_health_equivalent_full_cycles_count,17,7.2017109736923315,7.592046439497532,3.2735426649211847,2.676641314382871,4.106881103097336,9.663422568861549,5.556541465764213,12.154769566759832,0.4545506862021197
MAAC,E1,building_battery_total_charge_kwh,17,10685.293516637372,3891.7717490230816,12956.735740597951,1336.133678591606,2475.3210365772247,9435.944743492177,6960.623706914952,39631.49459246732,1.2125764931420804
MAAC,E1,building_battery_total_discharge_kwh,17,9375.017716578008,2999.2195434570312,11512.105358900002,1133.0143076919658,2206.780064263352,8062.027877854336,5855.247813590984,35266.12563249203,1.2279555843977707
MAAC,E1,building_battery_total_throughput_kwh,17,20060.31123321538,6890.991292480113,24454.48276719175,2469.147986283572,4715.750213604435,17451.537687945704,12735.787474341269,73357.46596452329,1.2190480238761503
MAAC,E1,building_comfort_resilience_discomfort_cold_delta_average_c,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MAAC,E1,building_comfort_resilience_discomfort_cold_delta_max_c,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MAAC,E1,building_comfort_resilience_discomfort_cold_delta_min_c,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MAAC,E1,building_comfort_resilience_discomfort_cold_ratio,0,,,,,,,,,
MAAC,E1,building_comfort_resilience_discomfort_hot_delta_average_c,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MAAC,E1,building_comfort_resilience_discomfort_hot_delta_max_c,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MAAC,E1,building_comfort_resilience_discomfort_hot_delta_min_c,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MAAC,E1,building_comfort_resilience_discomfort_hot_ratio,0,,,,,,,,,
MAAC,E1,building_comfort_resilience_discomfort_overall_ratio,0,,,,,,,,,
MAAC,E1,building_comfort_resilience_resilience_one_minus_thermal_ratio,0,,,,,,,,,
MAAC,E1,building_comfort_resilience_resilience_unserved_energy_annual_normalized_ratio,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MAAC,E1,building_comfort_resilience_resilience_unserved_energy_outage_normalized_ratio,0,,,,,,,,,
MAAC,E1,building_cost_daily_average_baseline_eur,17,952.793767341649,284.7905643204544,1889.7212513336583,-127.82032802031962,17.60229201247081,711.3018762664061,693.6995842539353,6790.554105554898,1.9833476205518141
MAAC,E1,building_cost_daily_average_control_eur,17,953.9600975075455,282.35485580629523,1891.789197823512,-128.49490111517505,18.156264939370647,712.5237622886913,694.3674973493206,6796.44222283927,1.9830904906465951
MAAC,E1,building_cost_daily_average_delta_eur,17,1.1663301658966323,0.5019272616584348,2.6366085956718033,-2.43570851415913,-0.6745730948554421,2.451664156663357,3.1262372515187993,8.056557628909962,2.2606022486307507
MAAC,E1,building_cost_ratio_to_baseline_total_ratio,17,1.017211894437648,1.0032491213603452,0.03711195800574303,0.99144736933272,1.0008671040967856,1.0138983845248135,0.013031280428027925,1.145460696785598,0.03648399926178594
MAAC,E1,building_cost_total_baseline_eur,17,347730.025339396,103936.68970345247,689669.5183513131,-46649.09388041581,6424.103155717992,259595.5472590605,253171.4441033425,2478269.3087731395,1.9833476205518143
MAAC,E1,building_cost_total_control_eur,17,348155.68725285796,103047.75758363916,690424.2326556727,-46895.284952825765,6626.280191831145,260041.48474527692,253415.20455344577,2480418.226243715,1.9830904906465954
MAAC,E1,building_cost_total_delta_eur,17,425.66191346202504,183.18253686942623,962.2522787287219,-888.9321198133257,-246.19107240995072,894.7552645089308,1140.9463369188816,2940.307844650932,2.2606022486307507
MAAC,E1,building_electrical_service_phase_imbalance_phase_average_ratio,17,0.08553133459711543,0.0376615125348141,0.10340082141019152,0.0028777598743588,0.0186512285252654,0.1031223303622463,0.0844711018369809,0.370876376601678,1.2089232782026385
MAAC,E1,building_electrical_service_phase_phase_peaks_export_peak_l1_kw,17,985.7731359145221,939.6363525390624,923.9838636091538,133.65415954589844,515.5694580078125,1101.720947265625,586.1514892578125,4242.4853515625,0.9373189732462681
MAAC,E1,building_electrical_service_phase_phase_peaks_export_peak_l2_kw,17,985.7296824735754,938.8976440429688,923.9861863219373,133.65415954589844,515.5694580078125,1101.720947265625,586.1514892578125,4242.4853515625,0.9373626489600071
MAAC,E1,building_electrical_service_phase_phase_peaks_export_peak_l3_kw,17,985.7582361557904,939.383056640625,923.9846561314729,133.65415954589844,515.5694580078125,1101.720947265625,586.1514892578125,4242.4853515625,0.937333944816714
MAAC,E1,building_electrical_service_phase_phase_peaks_import_peak_l1_kw,17,217.63006889118867,101.99317169189452,272.61148494868917,12.49204921722412,47.27035903930664,225.83058166503903,178.5602226257324,932.0430908203124,1.2526370383358665
MAAC,E1,building_electrical_service_phase_phase_peaks_import_peak_l2_kw,17,217.63006889118867,101.99317169189452,272.61148494868917,12.49204921722412,47.27035903930664,225.83058166503903,178.5602226257324,932.0430908203124,1.2526370383358665
MAAC,E1,building_electrical_service_phase_phase_peaks_import_peak_l3_kw,17,217.63006889118867,101.99317169189452,272.61148494868917,12.49204921722412,47.27035903930664,225.83058166503903,178.5602226257324,932.0430908203124,1.2526370383358665
MAAC,E1,building_electrical_service_phase_violations_energy_total_kwh,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MAAC,E1,building_electrical_service_phase_violations_event_count,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MAAC,E1,building_emissions_daily_average_baseline_kgco2,17,1679.0738375451426,672.8161595633704,3088.1594332772056,37.55618774013864,97.37712090592436,1158.38497205872,1061.0078511527956,11162.602455924143,1.8392040684715742
MAAC,E1,building_emissions_daily_average_control_kgco2,17,1691.471856460356,683.6498708281463,3098.362210105406,41.72035825850689,101.49397643600676,1164.2388156633465,1062.7448392273398,11191.802776534125,1.8317551062239763
MAAC,E1,building_emissions_daily_average_delta_kgco2,17,12.398018915213276,5.853843604626562,13.265130557704293,1.6407681385447883,3.802534446551221,13.43656480356476,9.63403035701354,48.69231588825948,1.069939532147915
MAAC,E1,building_emissions_ratio_to_baseline_total_ratio,17,1.0279904744395532,1.0185265908848593,0.028477456809538733,1.0023835776112264,1.006173677294096,1.0368311767270872,0.030657499432991342,1.1108784136233758,0.02770206292530509
MAAC,E1,building_emissions_total_baseline_kgco2,17,612791.9892940795,245549.86423398173,1127049.5198364602,13706.443683994765,35538.59175062464,422762.2487609303,387223.6570103057,4073884.787976649,1.839204068471574
MAAC,E1,building_emissions_total_control_kgco2,17,617316.7496140107,249503.71744098887,1130773.1082630518,15226.192416094244,37041.072483457625,424898.6577664688,387857.5852830112,4084541.688319266,1.831755106223976
MAAC,E1,building_emissions_total_delta_kgco2,17,4524.760319931379,2136.4090055385022,4841.219939788828,598.8120052297418,1387.7666340559226,4903.786296434322,3516.0196623783995,17770.666452719364,1.0699395321479146
MAAC,E1,building_energy_grid_daily_average_export_baseline_kwh,17,6575.598781592525,5238.625029745365,6812.875817206904,250.9318446037156,1868.1371586244663,8096.421808135443,6228.284649510977,28105.236015725728,1.0360844758774825
MAAC,E1,building_energy_grid_daily_average_export_control_kwh,17,6586.789157566557,5241.1788723379095,6811.32665983462,251.94541567804055,1895.38035407166,8104.708943707688,6209.3285896360285,28111.53153522125,1.0340890678138872
MAAC,E1,building_energy_grid_daily_average_export_delta_kwh,17,11.1903759740308,4.922052852475136,13.854785010194027,1.013571074324964,2.795825767168676,11.89259239886637,9.096766631697694,53.33906750461802,1.2380982589277114
MAAC,E1,building_energy_grid_daily_average_import_baseline_kwh,17,2196.292686057509,873.7942310234826,4047.6168125779154,48.80342882470816,128.45990612286147,1534.3150601148443,1405.855153991983,14698.083286061654,1.842931426340838
MAAC,E1,building_energy_grid_daily_average_import_control_kwh,17,2212.2620131845993,887.9728497473504,4060.498386373343,54.16940637135128,133.79573453583427,1541.8100908338406,1408.0143562980063,14735.245381001429,1.835450937625678
MAAC,E1,building_energy_grid_daily_average_import_delta_kwh,17,15.96932712709037,7.821682683163167,16.927512907663715,2.109766592839521,4.949079032415314,17.392989640203783,12.44391060778847,61.9842810867611,1.060001637698803
MAAC,E1,building_energy_grid_daily_average_net_exchange_baseline_kwh,17,-4379.3060955350165,-4982.337015977107,8422.514667854079,-26799.864409437894,-6464.621802769781,-306.94759693280764,6157.674205836974,12829.946127437188,1.9232532470021615
MAAC,E1,building_energy_grid_daily_average_net_exchange_control_kwh,17,-4374.5271443819565,-4974.774400586788,8423.896821628205,-26798.33824625025,-6457.9720231160845,-301.44719969147025,6156.524823424615,12839.865026929769,1.9256702595723298
MAAC,E1,building_energy_grid_daily_average_net_exchange_delta_kwh,17,4.778951153059569,2.8461349698346914,4.708026533195122,0.7527390624551635,1.5210815559635018,6.649779653696182,5.128698097732681,19.200675779696077,0.985158956935762
MAAC,E1,building_energy_grid_ratio_to_baseline_export_total_ratio,17,1.0045287727112835,1.0011945683685246,0.0058938108616731185,1.0002239981009942,1.0004394992388328,1.007801800842273,0.007362301603440313,1.0163936482224134,0.005867239467681318
MAAC,E1,building_energy_grid_ratio_to_baseline_import_total_ratio,17,1.027697229384953,1.0183220460875857,0.02814625065972142,1.0023356290683405,1.0060546106527837,1.036647382758643,0.030592772105859423,1.1099508308302803,0.02738768759410409
MAAC,E1,building_energy_grid_ratio_to_baseline_net_exchange_total_ratio,17,0.9986756010334867,0.9997584655328566,0.004483846003301495,0.9820803378286702,0.9984821148456904,0.999943053324288,0.0014609384785976287,1.0020849468485182,0.004489792279556399
MAAC,E1,building_energy_grid_total_export_baseline_kwh,17,2399819.5719987047,1911879.859814152,2486415.8034548033,91579.66778683104,681792.2238496542,2954856.6090607643,2273064.38521111,10257240.094239237,1.036084475877483
MAAC,E1,building_energy_grid_total_export_control_kwh,17,2403903.5929635605,1912811.9059503227,2485850.425562143,91949.57899683157,691734.8550547361,2957881.0682473183,2266146.213192582,10259537.696541786,1.0340890678138874
MAAC,E1,building_energy_grid_total_export_delta_kwh,17,4084.020964855657,1796.344205617905,5056.419246012061,369.911210000515,1020.359912276268,4340.300700902939,3319.940788626671,19466.53717803955,1.2380982589277114
MAAC,E1,building_energy_grid_total_import_baseline_kwh,17,801555.3182157383,318898.4862306118,1477211.4858904153,17811.218044817448,46882.51323875599,559961.0671477467,513078.5539089907,5364187.979275584,1.8429314263408385
MAAC,E1,building_energy_grid_total_import_control_kwh,17,807383.457228496,324073.0912890434,1481912.7235935044,19769.57626694441,48829.86828330718,562696.4410672337,513866.5727839265,5377750.595507979,1.835450937625678
MAAC,E1,building_energy_grid_total_import_delta_kwh,17,5828.139012757689,2854.588275909424,6177.836898259436,769.9768994450569,1806.207635205239,6347.716510772705,4541.508875567466,22621.679918289185,1.060001637698803
MAAC,E1,building_energy_grid_total_net_exchange_baseline_kwh,17,-1598264.253782967,-1818345.413455978,3073866.915655578,-9780833.848427773,-2359317.598769188,-112023.08339726923,2247294.5153719187,4682395.75542593,1.9232532470021615
MAAC,E1,building_energy_grid_total_net_exchange_control_kwh,17,-1596520.135735065,-1815585.3739474865,3074371.344193394,-9780276.862454414,-2356890.706269741,-110015.66758739948,2246875.0386823416,4686015.740453243,1.9256702595723298
MAAC,E1,building_energy_grid_total_net_exchange_delta_kwh,17,1744.1180479020318,1038.720675032586,1718.2335168440031,274.7183936685324,555.131389528513,2426.892499446869,1871.761109918356,7007.44663143158,0.985158956935762
MAAC,E1,building_equity_benefit_relative_percent,13,-0.5824744008060996,-0.1714365433764622,1.283339009064117,-3.31919238433538,-0.3456101300506296,-0.0010559565864439,0.3445541734641857,0.8552630667280121,2.203253923757121
MAAC,E1,building_ev_events_departure_count,17,2334.235294117647,1535.0,2220.9324204433756,542.0,983.0,2133.0,1150.0,7949.0,0.9514603887792296
MAAC,E1,building_ev_events_departure_met_count,17,98.6470588235294,62.0,112.14329069123495,10.0,35.0,123.0,88.0,467.0,1.1368133224513979
MAAC,E1,building_ev_events_departure_within_tolerance_count,17,31.88235294117647,16.0,35.22052376268199,2.0,11.0,41.0,30.0,144.0,1.104702774844269
MAAC,E1,building_ev_performance_departure_soc_deficit_mean_ratio,17,0.49832433929896036,0.4957039809663783,0.012370493140218337,0.4790795768830276,0.4909309926852031,0.507012005991262,0.016081013306058822,0.519474538689437,0.024824180086449463
MAAC,E1,building_ev_performance_departure_success_ratio,17,0.04052927680127566,0.04004329004329,0.02010862388491554,0.0083892617449664,0.0238828967642526,0.059979450295402,0.0360965535311494,0.0762970498474059,0.4961505724247865
MAAC,E1,building_ev_performance_departure_within_tolerance_ratio,17,0.013660411495270424,0.0151515151515151,0.006663337439978791,0.0016778523489932,0.0071856287425149,0.0184947341381967,0.0113091053956818,0.0255681818181818,0.48778453286607104
MAAC,E1,building_ev_total_charge_kwh,17,652.0839118168634,570.3815714120865,496.97014139132403,55.26330590248108,419.147693157196,716.4884076043963,297.34071444720036,2126.7416176199918,0.7621260582961557
MAAC,E1,building_ev_total_v2g_export_kwh,17,218.2418496243327,148.39653396606445,192.61145754824025,15.436620950698853,85.91659945249557,305.9484807252884,220.03188127279282,698.6422567665577,0.8825596826630139
MAAC,E1,building_solar_self_consumption_daily_average_export_kwh,17,6572.133427808364,5235.235259379384,6811.014780876521,251.40636001602115,1874.9939880559457,8097.012517234416,6222.01852917847,28101.572915056076,1.0363476115772985
MAAC,E1,building_solar_self_consumption_daily_average_generation_kwh,17,8005.625850767637,6693.004380648951,6932.277293434777,735.1028961442805,3007.09433368956,11876.495206871134,8869.400873181574,28848.054152112843,0.8659257155728881
MAAC,E1,building_solar_self_consumption_ratio_self_consumption_ratio,17,0.2220732603881014,0.0704856544784315,0.29503081104419393,0.0027390244716246,0.0234481276563416,0.253856877555949,0.23040874989960738,0.861041249274439,1.3285292003575302
MAAC,E1,building_solar_self_consumption_total_export_kwh,17,2398554.862257227,1910642.734871001,2485736.6027373928,91752.84614084705,684294.6808909178,2955072.19326901,2270777.5123780924,10255903.215124004,1.0363476115772983
MAAC,E1,building_solar_self_consumption_total_generation_kwh,17,2921719.8677864047,2442667.72375434,2529992.367216467,268281.92780532304,1097464.136199452,4334425.896541011,3236961.7603415586,10528337.76326485,0.8659257155728882
MAAC,E2,building_battery_health_capacity_fade_ratio,17,5.4239340381404906e-05,4.5045045581141895e-05,3.4700619713912575e-05,2.1203776968757697e-05,3.653762923713253e-05,5.525492349946679e-05,1.8717294262334257e-05,0.0001674003723731,0.6397684682354494
MAAC,E2,building_battery_health_equivalent_full_cycles_count,17,12.372997254850985,11.455107148412996,4.487944000182724,6.598521218443045,10.156265999190222,13.967701686591194,3.811435687400973,24.515408961849253,0.362720843441808
MAAC,E2,building_battery_total_charge_kwh,17,19078.914551745125,10805.969852110164,19527.93697891158,1575.8712298900937,3919.1352310180655,28752.198505090084,24833.063274072018,67713.65050990321,1.0235350090776199
MAAC,E2,building_battery_total_discharge_kwh,17,16457.14670467273,9255.005924496776,16776.515119455864,1345.3867652638,3349.4445886462927,25106.682101022565,21757.237512376272,56643.26563543081,1.0194060623335426
MAAC,E2,building_battery_total_throughput_kwh,17,35536.06125641785,20060.975776606934,36297.9882216253,2921.2579951538937,7275.652964822283,54136.836383399816,46861.18341857753,124356.91614533402,1.0214409514805147
MAAC,E2,building_comfort_resilience_discomfort_cold_delta_average_c,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MAAC,E2,building_comfort_resilience_discomfort_cold_delta_max_c,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MAAC,E2,building_comfort_resilience_discomfort_cold_delta_min_c,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MAAC,E2,building_comfort_resilience_discomfort_cold_ratio,0,,,,,,,,,
MAAC,E2,building_comfort_resilience_discomfort_hot_delta_average_c,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MAAC,E2,building_comfort_resilience_discomfort_hot_delta_max_c,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MAAC,E2,building_comfort_resilience_discomfort_hot_delta_min_c,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MAAC,E2,building_comfort_resilience_discomfort_hot_ratio,0,,,,,,,,,
MAAC,E2,building_comfort_resilience_discomfort_overall_ratio,0,,,,,,,,,
MAAC,E2,building_comfort_resilience_resilience_one_minus_thermal_ratio,0,,,,,,,,,
MAAC,E2,building_comfort_resilience_resilience_unserved_energy_annual_normalized_ratio,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MAAC,E2,building_comfort_resilience_resilience_unserved_energy_outage_normalized_ratio,0,,,,,,,,,
MAAC,E2,building_cost_daily_average_baseline_eur,17,1070.4539229137856,321.6490962635416,2130.60908433599,-148.3575179688547,15.326209058957518,781.1212305637486,765.7950215047911,7569.791443223861,1.9903790707183844
MAAC,E2,building_cost_daily_average_control_eur,17,1074.7216314827251,323.298589655657,2136.214520461177,-150.28062936520783,15.950775756933735,786.5782505776547,770.627474820721,7586.924292920921,1.9876910056364807
MAAC,E2,building_cost_daily_average_delta_eur,17,4.267708568939675,1.649493392115421,6.330600254365738,-1.9231113963531763,-0.4998923303912816,5.457020013906059,5.956912344297341,19.894881652448877,1.4833722012884762
MAAC,E2,building_cost_ratio_to_baseline_total_ratio,17,1.0220929314486806,1.006986137106999,0.04119843558028789,0.9849365855958466,1.0028470770966291,1.0129626824624884,0.010115605365859315,1.1499338731060174,0.040307915564873925
MAAC,E2,building_cost_total_baseline_eur,17,390671.0796167436,117388.51809051502,777583.5404041221,-54144.312495383245,5593.4277144753705,285076.70243782806,279483.2747233527,2762658.468799908,1.9903790707183844
MAAC,E2,building_cost_total_control_eur,17,392228.61542321614,117990.5144497458,779629.2910299769,-54846.16802541064,5821.368535624274,287068.28736706986,281246.91883144557,2768911.2450705976,1.9876910056364807
MAAC,E2,building_cost_total_delta_eur,17,1557.5358064726086,601.9963592307904,2310.4053178328954,-701.8555300273947,-182.43987174571816,1991.5849292417988,2174.0248009875168,7260.802849741653,1.4833722012884762
MAAC,E2,building_electrical_service_phase_imbalance_phase_average_ratio,17,0.08498207619949964,0.0389856256913254,0.10215991038050361,0.0029479856655801,0.0179833009713442,0.1043552590093776,0.08637195803803341,0.3683646342836014,1.202134790643125
MAAC,E2,building_electrical_service_phase_phase_peaks_export_peak_l1_kw,17,985.7731359145221,939.6363525390624,923.9838636091538,133.65415954589844,515.5694580078125,1101.720947265625,586.1514892578125,4242.4853515625,0.9373189732462681
MAAC,E2,building_electrical_service_phase_phase_peaks_export_peak_l2_kw,17,985.7296824735754,938.8976440429688,923.9861863219373,133.65415954589844,515.5694580078125,1101.720947265625,586.1514892578125,4242.4853515625,0.9373626489600071
MAAC,E2,building_electrical_service_phase_phase_peaks_export_peak_l3_kw,17,985.7582361557904,939.383056640625,923.9846561314729,133.65415954589844,515.5694580078125,1101.720947265625,586.1514892578125,4242.4853515625,0.937333944816714
MAAC,E2,building_electrical_service_phase_phase_peaks_import_peak_l1_kw,17,223.19644080891328,101.99317169189452,283.6993086239172,12.49204921722412,48.41945266723633,225.83058166503903,177.4111289978027,995.69970703125,1.2710745189113597
MAAC,E2,building_electrical_service_phase_phase_peaks_import_peak_l2_kw,17,223.19644080891328,101.99317169189452,283.6993086239172,12.49204921722412,48.41945266723633,225.83058166503903,177.4111289978027,995.69970703125,1.2710745189113597
MAAC,E2,building_electrical_service_phase_phase_peaks_import_peak_l3_kw,17,223.19644080891328,101.99317169189452,283.6993086239172,12.49204921722412,48.41945266723633,225.83058166503903,177.4111289978027,995.69970703125,1.2710745189113597
MAAC,E2,building_electrical_service_phase_violations_energy_total_kwh,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MAAC,E2,building_electrical_service_phase_violations_event_count,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MAAC,E2,building_emissions_daily_average_baseline_kgco2,17,1679.1331436663952,672.8658914912271,3088.175746908528,37.44009869279692,97.37957670323546,1158.3614612513215,1060.981884548086,11162.7477803244,1.8391488242352727
MAAC,E2,building_emissions_daily_average_control_kgco2,17,1701.8468161650335,694.5135395541313,3102.5799600946593,41.57641557992383,112.85587163234644,1175.9290253922186,1063.0731537598722,11213.178825585888,1.8230665243338753
MAAC,E2,building_emissions_daily_average_delta_kgco2,17,22.713672498638136,17.56756414089709,19.49455997181918,1.9583975999279304,4.828192789450391,40.10285708426645,35.274664294816056,64.75972441315969,0.858274238698653
MAAC,E2,building_emissions_ratio_to_baseline_total_ratio,17,1.0469962875520018,1.03375806293277,0.04308095163108291,1.0035175046298634,1.0151658741494385,1.0574735344386397,0.04230766028920119,1.158927523132238,0.041147186616880126
MAAC,E2,building_emissions_total_baseline_kgco2,17,612813.633557248,245568.01431548572,1127055.473632158,13664.076018758677,35539.4880143183,422753.6682958469,387214.1802815286,4073937.825327559,1.8391488242352727
MAAC,E2,building_emissions_total_control_kgco2,17,621103.1776162302,253468.50387310985,1132312.4112695467,15173.659336023033,41187.69081782177,429165.0972254351,387977.4064076133,4092343.0555544496,1.8230665243338757
MAAC,E2,building_emissions_total_delta_kgco2,17,8289.544058982143,6411.428929588234,7114.702116381842,714.7335240736975,1762.0891934498322,14635.871883378742,12873.78268992891,23634.60108895274,0.8582742386986532
MAAC,E2,building_energy_grid_daily_average_export_baseline_kwh,17,6575.645972701437,5238.689475954784,6812.850831071625,251.10185846179564,1868.2329790738363,8096.348811370732,6228.115832296895,28105.236003538208,1.0360732404626003
MAAC,E2,building_energy_grid_daily_average_export_control_kwh,17,6596.46610788736,5253.680766413712,6816.3653714255615,252.95693571689316,1914.3995737811176,8137.516877213247,6223.11730343213,28139.69267441669,1.0333359195577871
MAAC,E2,building_energy_grid_daily_average_export_delta_kwh,17,20.820135185922094,15.193981191994652,17.646712263801394,1.494816252352073,4.438761526461211,38.48668810194085,34.047926575479636,51.77132070754568,0.8475791394348646
MAAC,E2,building_energy_grid_daily_average_import_baseline_kwh,17,2196.3712152290486,873.8574107564575,4047.643867092825,48.64889061621083,128.45990623220868,1534.2846457247376,1405.824739492529,14698.29967140403,1.842877851898417
MAAC,E2,building_energy_grid_daily_average_import_control_kwh,17,2225.543762858938,901.7518478515065,4065.8516173870776,54.00410331331278,148.40120585036345,1556.7886218783356,1408.387416027972,14762.039645501613,1.8269025688194405
MAAC,E2,building_energy_grid_daily_average_import_delta_kwh,17,29.172547629889475,22.5039761535979,24.933676722962474,2.503334994358428,6.315614618195125,51.49648570698655,45.18087108879142,82.97680221402574,0.8546965811589263
MAAC,E2,building_energy_grid_daily_average_net_exchange_baseline_kwh,17,-4379.274757472388,-4982.401462237154,8422.59346287158,-26799.94440641206,-6464.4758108108335,-306.8611211582928,6157.614689652541,12830.066692330192,1.923285002499569
MAAC,E2,building_energy_grid_daily_average_net_exchange_control_kwh,17,-4370.922345028421,-4973.251180794335,8424.833921012852,-26788.46155545831,-6452.275148648461,-301.0559461113252,6151.219202537136,12847.640071720494,1.9274727977255044
MAAC,E2,building_energy_grid_daily_average_net_exchange_delta_kwh,17,8.352412443967383,5.913251278293992,7.867601689410809,0.9164511706407436,2.501182288935174,11.482850953751145,8.98166866481597,31.20548150648005,0.9419556017128041
MAAC,E2,building_energy_grid_ratio_to_baseline_export_total_ratio,17,1.0088767526873468,1.003305426088045,0.014120405543426327,1.0002794381363225,1.0010329536219884,1.0107507000237106,0.009717746401722183,1.0565564655987252,0.013996165047726373
MAAC,E2,building_energy_grid_ratio_to_baseline_import_total_ratio,17,1.0463089355683581,1.0327039714405335,0.04231325297151591,1.003505258498149,1.0149182307655906,1.0568803030310308,0.04196207226544013,1.1552336460693668,0.040440496619223866
MAAC,E2,building_energy_grid_ratio_to_baseline_net_exchange_total_ratio,17,0.9988305956826783,0.99957153452337,0.005170738470223553,0.981082077048226,0.9981634796970554,0.999922318928628,0.0017588392315726065,1.0057554401116942,0.005176792233411181
MAAC,E2,building_energy_grid_total_export_baseline_kwh,17,2399836.7947871615,1911903.3799953312,2486406.684556515,91641.7157611195,681827.1943211555,2954829.9682831764,2273002.773962021,10257240.089791298,1.0360732404626003
MAAC,E2,building_energy_grid_total_export_control_kwh,17,2407435.2766243904,1917374.5763757376,2487689.3453465197,92318.74166434444,698676.0777812004,2969854.596979618,2271178.5191984177,10269815.338967323,1.033335919557787
MAAC,E2,building_energy_grid_total_export_delta_kwh,17,7598.481837228817,5545.170052528381,6440.314696609851,545.545648097992,1619.963008761406,14046.037545204164,12426.074536442758,18894.37491989136,0.8475791394348647
MAAC,E2,building_energy_grid_total_import_baseline_kwh,17,801583.9780913015,318921.5442006588,1477221.3596610855,17754.81803780794,46882.51327866316,559949.967162624,513067.45388396084,5364266.950909495,1.842877851898417
MAAC,E2,building_energy_grid_total_import_control_kwh,17,812230.7424533933,329101.85147213936,1483866.4298622257,19709.24753838777,54160.25675180554,568162.9807930142,514002.7240412086,5387529.385622859,1.8269025688194407
MAAC,E2,building_energy_grid_total_import_delta_kwh,17,10646.764362091746,8213.013630390167,9099.753100684513,913.6129673160611,2304.9361850321293,18794.07159614563,16489.1354111135,30283.075441360477,0.8546965811589263
MAAC,E2,building_energy_grid_total_net_exchange_baseline_kwh,17,-1598252.8166958604,-1818368.9336556343,3073895.672553841,-9780863.043990135,-2359264.3177871704,-111991.5233427286,2247272.794444442,4682439.75658834,1.9232850024995691
MAAC,E2,building_energy_grid_total_net_exchange_control_kwh,17,-1595204.5341709976,-1815029.4621907324,3074713.346422982,-9776672.28184414,-2354811.584458828,-109872.87633287908,2244938.708125949,4688853.307841659,1.927472797725504
MAAC,E2,building_energy_grid_total_net_exchange_delta_kwh,17,3048.282524862929,2158.090331107378,2871.3467998978867,334.46649181842804,912.8273195326328,4190.762145996094,3277.934826463461,11388.700521469116,0.9419556017128042
MAAC,E2,building_equity_benefit_relative_percent,13,-1.2024178525948004,-0.5128238851832236,2.249809255244612,-7.459355361140156,-1.1106754694065375,-0.2847077096629062,0.8259677597436312,1.50634144041534,1.8710710676738176
MAAC,E2,building_ev_events_departure_count,17,2334.235294117647,1535.0,2220.9324204433756,542.0,983.0,2133.0,1150.0,7949.0,0.9514603887792296
MAAC,E2,building_ev_events_departure_met_count,17,95.29411764705883,54.0,107.44577976000404,9.0,33.0,109.0,76.0,445.0,1.1275174419259684
MAAC,E2,building_ev_events_departure_within_tolerance_count,17,30.705882352941178,16.0,33.767152504102185,2.0,11.0,39.0,28.0,140.0,1.099696537489918
MAAC,E2,building_ev_performance_departure_soc_deficit_mean_ratio,17,0.49899822567962354,0.494077542112054,0.01155576429257452,0.4801102936607621,0.4915848244922758,0.5069190270775737,0.01533420258529794,0.5199086252542725,0.02315792661754628
MAAC,E2,building_ev_performance_departure_success_ratio,17,0.039000549915752344,0.0422077922077922,0.01840911589631763,0.0109060402684563,0.0220153478424959,0.0553745928338762,0.033359244991380294,0.0629734848484848,0.47202195702584643
MAAC,E2,building_ev_performance_departure_within_tolerance_ratio,17,0.013407933991191882,0.0162337662337662,0.00688695417541632,0.0016778523489932,0.0063872255489021,0.0179809915232468,0.011593765974344698,0.0255681818181818,0.5136476790488818
MAAC,E2,building_ev_total_charge_kwh,17,645.1511783314978,553.1733643338084,492.08148376808026,59.778337717056274,438.5593731403351,700.5233999043703,261.9640267640352,2057.907931178808,0.7627382546842908
