algorithm,scenario,action_dim,agent,agent_index,battery_capacity_fade_ratio,battery_charge_total_kwh,battery_discharge_total_kwh,battery_equivalent_full_cycles,battery_throughput_total_kwh,carbon_emissions_baseline_kgco2,carbon_emissions_control_kgco2,carbon_emissions_delta_kgco2,carbon_emissions_ratio_to_baseline,electrical_service_violation_time_step_count,electrical_service_violation_total_kwh,electricity_cost_baseline_eur,electricity_cost_control_eur,electricity_cost_delta_eur,electricity_cost_ratio_to_baseline,equity_relative_benefit_percent,ev_charge_total_kwh,ev_departure_count,ev_departure_met_count,ev_departure_soc_deficit_mean,ev_departure_success_rate,ev_departure_within_tolerance_count,ev_departure_within_tolerance_rate,ev_v2g_export_total_kwh,grid_export_baseline_kwh,grid_export_control_kwh,grid_export_daily_average_baseline_kwh,grid_export_daily_average_control_kwh,grid_export_daily_average_delta_kwh,grid_export_delta_kwh,grid_export_ratio_to_baseline,grid_import_baseline_kwh,grid_import_control_kwh,grid_import_daily_average_baseline_kwh,grid_import_daily_average_control_kwh,grid_import_daily_average_delta_kwh,grid_import_delta_kwh,grid_import_minus_export_control_kwh,grid_import_ratio_to_baseline,grid_role_control,net_exchange_baseline_kwh,net_exchange_control_kwh,net_exchange_delta_kwh,net_exchange_ratio_to_baseline,observation_dim,phase_imbalance_ratio_average,pv_export_daily_average_kwh,pv_export_total_kwh,pv_generation_daily_average_kwh,pv_generation_total_kwh,pv_self_consumption_ratio,action_l2_max,action_l2_mean,action_l2_min,action_l2_total,action_mean_max,action_mean_mean,action_mean_min,action_mean_total,agent_steps,carbon_emissions_max,carbon_emissions_mean,carbon_emissions_min,carbon_emissions_total,electricity_cost_max,electricity_cost_mean,electricity_cost_min,electricity_cost_total,grid_export_max,grid_export_mean,grid_export_min,grid_export_total,grid_import_max,grid_import_mean,grid_import_min,grid_import_total,individual_reward_max,individual_reward_mean,individual_reward_min,individual_reward_total,net_electricity_consumption_max,net_electricity_consumption_mean,net_electricity_consumption_min,net_electricity_consumption_total,observation_l2_max,observation_l2_mean,observation_l2_min,observation_l2_total,observation_mean_max,observation_mean_mean,observation_mean_min,observation_mean_total,team_reward_max,team_reward_mean,team_reward_min,team_reward_total
MASAC,E1,34,Building_6,5,7.745091108674726e-05,41674.21474456787,37351.7409546245,15.550168378432186,79025.95569919237,2853809.33948926,2869913.5676074624,16104.228118202183,1.0056430637798264,0.0,0.0,1961977.88903462,1966479.1283379677,4501.239303347655,1.002294235489862,-0.2294235489861949,1406.0533001422882,7949.0,164.0,0.5181667243254676,0.0206315259781104,41.0,0.0051578814945276,293.98155719041824,1416867.8530703187,1432304.6984148622,3882.2729162789874,3924.5704717384056,42.297555459418085,15436.845344543455,1.0108950494649815,3756983.814991832,3777855.207172752,10294.281488732044,10351.469913477114,57.18842474507039,20871.392180919647,2345550.5087578893,1.0055553585558803,net_importer,2340115.961921513,2345550.5087578893,5434.54683637619,1.0023223408261843,257,0.027526222189304,3893.5635594747305,1420988.4673932984,13459.757425435582,4912250.637057927,0.7107255772591512,1.0,0.48,0.0,48.0,0.0294117647058823,0.0094117647058823,-0.0294117647058823,0.9411764705882352,100.0,286.6831970214844,140.07144897460938,0.0,14007.144897460938,232.2628326416016,89.22708465576171,0.0,8922.708465576172,0.0,0.0,0.0,0.0,362.8901062011719,177.30562561035157,0.0,17730.562561035156,-0.4145293831825256,-0.7525732403993607,-0.95085471868515,-75.25732403993607,362.8901062011719,177.30562561035157,0.0,17730.562561035156,6.835906624360853,3.609159538725657,3.137950475823125,360.9159538725656,0.2381454250846917,0.0701924611995211,0.0504885414758553,7.019246119952116,-0.3433991372585296,-0.7073660162091255,-0.8780630826950073,-70.73660162091255
MASAC,E1,44,Building_7,6,4.9372197595075e-05,11851.74667236302,10565.482462381984,11.390868462776933,22417.229134745005,49851.68929576071,58415.530713140965,8563.841417380252,1.17178638353803,0.0,0.0,21210.793816463905,23399.520642754585,2188.72682629068,1.103189293396072,-10.318929339607182,2126.318462386728,7786.0,473.0,0.4957498671362081,0.0607500642178268,149.0,0.0191369124068841,385.2483840584755,1932162.690760136,1940231.165433884,5294.200773860402,5316.3087076622005,22.107933801798424,8068.474673748016,1.0041758774829534,65766.82339211926,76862.63258301839,180.203648979434,210.60659687092607,30.40294789149209,11095.809190899134,-1863368.5328508653,1.1687143854393418,net_exporter,-1866395.8673680164,-1863368.5328508653,3027.3345171511173,0.9983779783431368,327,0.4974837483738459,5289.530731937023,1930458.3200431825,5462.3447444872845,1993528.234040172,0.031637331701678,1.0,0.54,0.0,54.0,0.0227272727272727,0.01,-0.0227272727272727,1.0,100.0,14.741578102111816,4.660045094490052,0.0,466.0045094490051,12.35168743133545,3.0805454516410826,0.0,308.0545451641083,0.0,0.0,0.0,0.0,18.66022491455078,5.898791046142578,0.0,589.8791046142578,-0.3395293951034546,-0.6795626452565193,-0.8788882493972778,-67.95626452565193,18.66022491455078,5.898791046142578,0.0,589.8791046142578,3.604038512427256,3.347135572009021,2.814099181272108,334.71355720090213,0.052089252751885,0.045108621557864,0.0393969280814582,4.510862155786405,-0.3433991372585296,-0.7073660162091255,-0.8780630826950073,-70.73660162091255
MASAC,E1,19,Building_8,7,3.761113997637656e-05,6371.851001799107,5307.336439358012,9.716462097468485,11679.18744115712,34984.99707006994,38383.92424414214,3398.927174072196,1.09715385047095,0.0,0.0,-24358.92287250812,-24950.318901129634,-591.3960286215188,1.0242784145964423,,1446.981806665659,3726.0,210.0,0.4969894631518798,0.0563607085346215,57.0,0.0152979066022544,594.4339935164899,4944874.389849186,4947343.228744984,13549.147774446908,13555.912488854849,6.764714407939891,2468.838895797729,1.000499272317385,46165.24923161604,50551.15071914531,126.49457490110572,138.51211522542386,12.01754032431815,4385.901487529278,-4896792.078025838,1.0950043931426587,net_exporter,-4898709.14061757,-4896792.078025838,1917.0625917315483,0.9996086596414072,152,0.2693309756497718,13542.778517564464,4942549.876472797,13651.89850035546,4982374.123525562,0.0079930262291472,1.0,0.24,0.0,24.0,0.0526315789473684,0.0042105263157894,-0.0526315789473684,0.4210526315789473,100.0,102.85565185546876,8.256952376365662,0.0,825.6952376365662,59.56864547729492,5.188902177810669,0.0,518.8902177810669,0.0,0.0,0.0,0.0,130.197021484375,10.451838068962097,0.0,1045.1838068962095,-0.3395293951034546,-0.6852996018528938,-0.8702879548072815,-68.52996018528938,130.197021484375,10.451838068962097,0.0,1045.1838068962095,3.739149696752593,3.39788311315046,2.8609477493371465,339.788311315046,0.1151518620790973,0.0981804195474232,0.0859247094681186,9.818041954742322,-0.3433991372585296,-0.7073660162091255,-0.8780630826950073,-70.73660162091255
MASAC,E1,12,Building_9,8,4.4612968738823696e-05,1590.2749729156494,1439.2875332006854,10.976675746798314,3029.5625061163346,20956.655157125417,21782.64402115345,825.9888640280333,1.0394141554477596,0.0,0.0,4718.663059981767,4445.755144510879,-272.907915470888,0.9421641443769578,5.783585562304219,238.8181478828192,1847.0,39.0,0.5133024589197412,0.0211153221440173,16.0,0.0086626962642122,47.98630881309509,1078100.3722413778,1078815.7209056616,2954.0368687970167,2955.9969519049982,1.9600831079815115,715.3486642837524,1.000663526961591,27230.754670500755,28287.922610402107,74.61332481927369,77.51000601092026,2.896681191646586,1057.167939901352,-1050527.7982952597,1.0388225722236992,net_exporter,-1050869.617570877,-1050527.7982952597,341.8192756175995,0.999674727226002,103,0.1158632328368042,2952.850662435412,1077667.4563446569,2999.344794388089,1094635.8772518863,0.0155014295254318,1.0,0.17,0.0,17.0,0.0833333333333333,0.0141666666666666,0.0,1.4166666666666663,100.0,4.056704998016357,0.978888030052185,0.0,97.8888030052185,2.349432945251465,0.606496422290802,0.0,60.6496422290802,0.0,0.0,0.0,0.0,5.135069847106934,1.239098734855652,0.0,123.9098734855652,-0.3001854717731476,-0.6488853326439857,-0.8533619046211243,-64.88853326439857,5.135069847106934,1.239098734855652,0.0,123.9098734855652,4.57828839039352,3.606144706812664,3.1865560731380302,360.6144706812664,0.2741044263865025,0.1622054635470662,0.1282020739086394,16.220546354706627,-0.3433991372585296,-0.7073660162091255,-0.8780630826950073,-70.73660162091255
MASAC,E1,8,Building_10,9,5.666493842578151e-05,32125.504287838936,28474.131242618256,12.877100622706584,60599.63553045719,400674.4778096848,418222.3595886231,17547.88177893829,1.043795856114582,0.0,0.0,290559.9399855051,294528.1543582308,3968.21437272575,1.0136571282776412,-1.3657128277641126,570.2541084438562,1298.0,26.0,0.508340686718614,0.0200308166409861,7.0,0.0053929121725731,509.1236396357417,2958450.058275938,2977379.5908019543,8106.267998472716,8158.135652385764,51.86765391304826,18929.532526016235,1.0063984627602764,534120.7081766129,556762.7438287735,1463.511473483127,1525.551530070849,62.04005658772183,22642.035652160645,-2420616.846973181,1.0423912334900032,net_exporter,-2424329.350099325,-2420616.846973181,3712.503126144409,0.998468647370048,75,0.0426201838971109,8098.776447900905,2955715.954465168,9620.309019882929,3511011.946048106,0.1581583885546056,1.0,0.08,0.0,8.0,0.125,0.0075,-0.125,0.75,100.0,40.803165435791016,13.90519296646118,0.0,1390.5192966461182,22.726659774780277,8.473846745491027,0.0,847.3846745491028,0.0,0.0,0.0,0.0,51.64957427978516,17.60150951385498,0.0,1760.150951385498,-0.3395293951034546,-0.7185043159127236,-0.8931363224983215,-71.85043159127235,51.64957427978516,17.60150951385498,0.0,1760.150951385498,3.5733080197369023,3.3426866351658946,2.863533746140884,334.26866351658947,0.2207692439178339,0.1912837608373509,0.1719712445942255,19.12837608373509,-0.3433991372585296,-0.7073660162091255,-0.8780630826950073,-70.73660162091255
MASAC,E1,5,Building_11,10,3.071727300716705e-05,16405.699927330017,13698.444723979215,7.917975973516369,30104.144651309238,398308.7379030657,406153.4012265205,7844.66332345485,1.0196949315366612,0.0,0.0,179224.08803948527,177856.45016056282,-1367.6378789224543,0.9923691179356364,0.7630882064363732,454.0980418175459,983.0,53.0,0.5011676143368374,0.0539165818921668,11.0,0.0111902339776195,298.95747432112694,10206542.833904862,10213589.267353654,27966.323554483013,27985.631055655635,19.307501172622,7046.433448791504,1.000690383958943,516093.3649930954,526002.1947889328,1414.1158533890043,1441.266431662791,27.150578273786696,9908.829795837402,-9687587.07256472,1.0191996845298912,net_exporter,-9690449.468911769,-9687587.07256472,2862.3963470458984,0.9997046167614588,54,0.007923891403806,27961.35912469517,10204731.02388354,28769.848278196278,10499795.87786338,0.0281019609725864,1.0,0.09,0.0,9.0,0.2,0.006,-0.2,0.6000000000000001,100.0,56.52294921875,25.82702026367188,0.0,2582.7020263671875,38.33713912963867,15.98586483001709,0.0,1598.586483001709,0.0,0.0,0.0,0.0,71.54803466796875,32.692429275512694,0.0,3269.242927551269,-0.3395293951034546,-0.7325580251216889,-0.8753877282142639,-73.25580251216888,71.54803466796875,32.692429275512694,0.0,3269.242927551269,4.060402470315101,3.514046255884929,3.1549501633752577,351.40462558849293,0.4168975199000877,0.2873093225413182,0.2358790747821331,28.73093225413182,-0.3433991372585296,-0.7073660162091255,-0.8780630826950073,-70.73660162091255
MASAC,E1,5,Building_12,11,5.241532822502448e-05,59053.84965133667,53098.48219434917,12.902937395960176,112152.33184568584,954362.9845843957,982722.8745675088,28359.88998311316,1.0297160414236552,0.0,0.0,630150.2965919224,636165.8269176586,6015.530325736152,1.0095461834395227,-0.954618343952274,439.07183046638966,960.0,45.0,0.4968236488000715,0.046875,10.0,0.0104166666666666,272.0152448862791,3731526.7182991514,3761996.2142937183,10224.528055620462,10308.015657386602,83.487601766141,30469.49599456787,1.0081654235102075,1239570.7300128937,1276162.6500911713,3396.471916920819,3496.735198331786,100.26328141096724,36591.92007827759,-2485833.564202547,1.0295198323034758,net_exporter,-2491955.988286257,-2485833.564202547,6122.424083709717,0.9975431251143724,54,0.0033378749000983,10207.544959216417,3725328.5957406894,12113.474015475873,4420913.287564714,0.1573395917491951,1.0,0.18,0.0,18.0,0.2,0.012,-0.2,1.2000000000000002,100.0,835.7855834960938,74.8865658569336,0.0,7488.656585693359,484.0435791015625,39.70568878173828,-155.42771911621094,3970.568878173828,293.51416015625,11.582273559570313,0.0,1158.2273559570312,1057.9564208984375,94.79311935424803,0.0,9479.311935424805,-0.3395293951034546,-0.7398281270265579,-0.9006802439689636,-73.98281270265579,1057.9564208984375,83.21084579467774,-293.51416015625,8321.084579467773,4.284426302549777,3.5436071369034723,3.166759757600613,354.3607136903472,0.4668395404230084,0.2973164618477683,0.2369376184386119,29.731646184776828,-0.3433991372585296,-0.7073660162091255,-0.8780630826950073,-70.73660162091255
MASAC,E1,13,Building_13,12,5.370608043557301e-05,3622.9902933184057,3097.030645911524,12.352979667702076,6720.020939229929,18528.064770048924,20846.530005672947,2318.465235624022,1.1251326171620406,0.0,0.0,9121.79568511174,9466.718298382488,344.9226132707463,1.03781301677626,-3.7813016776259993,478.309907823801,2018.0,100.0,0.4988148806922007,0.0495540138751238,28.0,0.0138751238850346,71.90808868408203,641641.949939236,643695.5084768385,1758.1238495880427,1763.7506796945,5.626830106457152,2053.5585376024246,1.0032004742486007,24629.370665229857,27615.290705055,67.48543166634508,75.66696848057084,8.181536814225757,2985.920039825141,-616080.2177717835,1.1212341184194556,net_exporter,-617012.5792740062,-616080.2177717835,932.3615022227168,0.9984889100586576,110,0.158861326003037,1756.1379784876397,640917.1897322182,1832.502519284712,668787.065267283,0.0416722705663073,1.0,0.18,0.0,18.0,0.0769230769230769,0.0123076923076923,-0.0769230769230769,1.2307692307692308,100.0,55.41779708862305,1.2082654931396246,0.0,120.82654931396246,46.43351745605469,0.8903524534404278,0.0,89.03524534404278,0.0,0.0,0.0,0.0,70.14910888671875,1.5294499542564153,0.0,152.94499542564154,-0.3395293951034546,-0.6544756299257278,-0.8721043467521667,-65.44756299257278,70.14910888671875,1.5294499542564153,0.0,152.94499542564154,3.5993105556902245,3.3550255636869406,2.8195961582188045,335.50255636869406,0.1523046885180262,0.1312994372280133,0.1150601942388884,13.12994372280133,-0.3433991372585296,-0.7073660162091255,-0.8780630826950073,-70.73660162091255
MASAC,E1,6,Building_14,13,3.760713119769648e-05,2313.8632764816284,2087.5439415347523,9.610059427983362,4401.40721801638,11961.567807557309,13472.046073913574,1510.478266356267,1.1262776159996308,0.0,0.0,-35767.5513113164,-36376.9852660121,-609.4339546957053,1.0170387385312254,,522.1940021514893,1192.0,11.0,0.5047519156688101,0.009228187919463,4.0,0.0033557046979865,480.1685774801299,4312600.123697281,4314284.251653314,11816.691742063564,11821.306318036251,4.614575972689357,1684.127956032753,1.0003905133580038,15552.459397286177,17504.932097047567,42.61434245174886,47.96419343865072,5.349850986901859,1952.472699761391,-4296779.319556266,1.1255410896685631,net_exporter,-4297047.664299995,-4296779.319556266,268.3447437286377,0.9999375513690578,61,0.1048713797465246,11815.518512110582,4312171.943649025,11843.52642859476,4322393.666169229,0.0023648291455283,1.0,0.08,0.0,8.0,0.1666666666666666,0.01,-0.1666666666666666,1.0,100.0,2.0658223628997803,0.8659188580513001,0.0,86.59188580513,1.6454328298568726,0.5378708720207215,0.0,53.787087202072144,0.0,0.0,0.0,0.0,2.6149649620056152,1.0960998165607452,0.0,109.60998165607452,-0.3395293951034546,-0.6552554526925087,-0.8800011873245239,-65.52554526925087,2.6149649620056152,1.0960998165607452,0.0,109.60998165607452,4.312722977502172,3.545061586519385,3.1302707906930087,354.5061586519385,0.4210896076401695,0.2613225020382378,0.2089398155221715,26.132250203823787,-0.3433991372585296,-0.7073660162091255,-0.8780630826950073,-70.73660162091255
MASAC,E1,10,Building_15,14,3.666632975352968e-05,5011.550247490406,4357.916513934573,9.36946676142498,9369.46676142498,64343.08721617053,66867.9538628878,2524.8666467172807,1.039240682347656,0.0,0.0,23581.028733834235,23364.182342039927,-216.84639179430812,0.9908042013670432,0.9195798632956812,426.902989178896,1535.0,82.0,0.4966865838015896,0.0534201954397394,28.0,0.0182410423452768,100.5998066663742,2383561.737860203,2385817.393028736,6531.051684969159,6537.232267689196,6.180582720036512,2255.655168533325,1.0009463380506176,83814.22778194305,87049.81961648818,229.65423755755603,238.5198847808787,8.865647223322668,3235.5918345451355,-2298767.573412248,1.0386043267374971,net_exporter,-2299747.51007826,-2298767.573412248,979.9366660118104,0.999573893802812,89,0.071024401424546,6527.452793058581,2382248.292266671,6675.088427264501,2436129.1472670734,0.0221174050073854,1.0,0.18,0.0,18.0,0.1,0.016,-0.1,1.6,100.0,16.269351959228516,7.336737852096558,0.0,733.6737852096558,13.631780624389648,4.59827073097229,0.0,459.827073097229,0.0,0.0,0.0,0.0,20.5941162109375,9.287009716033936,0.0,928.7009716033936,-0.3395293951034546,-0.6913344141840935,-0.8742771744728088,-69.13344141840935,20.5941162109375,9.287009716033936,0.0,928.7009716033936,3.661014336514397,3.4056189561340617,2.8798104156872677,340.5618956134062,0.191279989707729,0.1666034345774223,0.1458208548795918,16.66034345774223,-0.3433991372585296,-0.7073660162091255,-0.8780630826950073,-70.73660162091255
MASAC,E1,13,Building_16,15,4.386552956899966e-05,19406.78080749512,16428.934565571493,11.046767994163568,35835.71537306661,240404.71259659025,250455.7416371405,10051.02904055029,1.0418087854101945,0.0,0.0,150176.44887228834,151321.8126490447,1145.3637767563632,1.0076267869253612,-0.7626786925361332,544.5441738069057,2133.0,108.0,0.4957219400683277,0.050632911392405,32.0,0.0150023441162681,36.515461921691895,2348596.2357270643,2358113.1552297994,6435.244851860892,6461.321580718711,26.076728857819766,9516.919502735138,1.0040521735315602,312727.24309927225,325730.0374569297,856.884785293131,892.5129465653971,35.628161272266055,13002.794357657433,-2032383.1177728695,1.041578706827054,net_exporter,-2035868.992627792,-2032383.1177728695,3485.8748549222946,0.9982877705453812,110,0.0253664661331165,6426.579485534239,2345433.7380747665,6940.358166914283,2532941.549333425,0.0740276897854211,1.0,0.14,0.0,14.0,0.0769230769230769,0.0076923076923076,-0.0769230769230769,0.7692307692307693,100.0,81.47310638427734,22.258565006256102,0.0,2225.8565006256104,68.26476287841797,15.284631271362304,-17.495628356933594,1528.4631271362305,33.03924560546875,0.3303924560546875,0.0,33.03924560546875,103.13050842285156,28.17539710998535,0.0,2817.539710998535,-0.3395293951034546,-0.7214918950200081,-0.8815260529518127,-72.14918950200081,103.13050842285156,27.845004653930665,-33.03924560546875,2784.5004653930664,3.574671478987479,3.312035446397711,2.738842729870938,331.2035446397711,0.1501644953953481,0.1303578295110646,0.1101501400209551,13.035782951106464,-0.3433991372585296,-0.7073660162091255,-0.8780630826950073,-70.73660162091255
MASAC,E1,13,Building_17,16,4.0784659389109e-05,7982.370228290558,6986.34705293175,10.155167762023275,14968.717281222309,136032.76746119602,140244.1392994523,4211.37183825628,1.030958510341691,0.0,0.0,91177.8463598943,91247.1266782944,69.28031840008043,1.0007598371881543,-0.0759837188154448,524.9144373387098,2112.0,108.0,0.5035215741261662,0.0511363636363636,45.0,0.0213068181818181,39.56527614593506,299992.0993386507,303899.2243195772,821.9899970461945,832.6956711576497,10.705674111455227,3907.1249809265137,1.013024092932914,176792.0874055624,182180.584807992,484.41718206798697,499.1818741171147,14.764692049127747,5388.497402429581,-121718.63951158524,1.0304792905695397,net_exporter,-123200.0119330883,-121718.63951158524,1481.372421503067,0.987975874366736,110,0.0410215517704458,818.7094618503194,298794.8406811228,1086.054211042872,396364.5347718549,0.2461615142911124,1.0,0.27,0.0,27.0,0.0769230769230769,0.013076923076923,-0.0769230769230769,1.3076923076923077,100.0,19.232288360595703,8.802382736206054,0.0,880.2382736206055,16.114368438720703,5.432908086776734,0.0,543.2908086776733,0.0,0.0,0.0,0.0,24.344667434692383,11.142256107330322,0.0,1114.2256107330322,-0.3395295441150665,-0.7126271191239357,-0.8754664063453674,-71.26271191239357,24.344667434692383,11.142256107330322,0.0,1114.2256107330322,3.585919451861246,3.3683986950208062,2.9183357645136105,336.8398695020806,0.1622960119780186,0.135013274778818,0.1173900673742842,13.501327477881803,-0.3433991372585296,-0.7073660162091255,-0.8780630826950073,-70.73660162091255
MASAC,E2,6,Building_1,0,3.836046554752765e-05,75244.5313813067,62365.51717107747,10.197869316168976,137610.04855238416,2826206.486219494,2856004.146149099,29797.65992960473,1.0105433414277751,0.0,0.0,1941353.8127803968,1951874.3073584964,10520.494578099577,1.005419153638477,-0.5419153638476739,537.5699851512909,924.0,32.0,0.4944576720970576,0.0346320346320346,13.0,0.014069264069264,265.85821113176644,1769476.3189604878,1794533.855562508,4848.433800097238,4917.092423050599,68.6586229533607,25057.536602020264,1.014160990081371,3666921.045309007,3705129.308744848,10047.506003815068,10152.198128767708,104.6921249526401,38208.26343584061,1910595.45318234,1.0104197126045895,net_importer,1897444.7263485196,1910595.45318234,13150.726833820345,1.0069307562171403,61,0.0030352225360179,4857.069127292609,1772627.8535814984,9424.330475569272,3439487.9431463024,0.4846244897837987,1.0,0.1,0.0,10.0,0.1666666666666666,0.0133333333333333,-0.1666666666666666,1.3333333333333333,100.0,353.0396423339844,168.0570068359375,0.0,16805.70068359375,237.9646148681641,113.04884521484377,0.0,11304.884521484377,0.0,0.0,0.0,0.0,446.8856201171875,212.73038208007813,0.0,21273.03820800781,-0.0370601154863834,-0.7319623259082436,-0.9192460179328918,-73.19623259082437,446.8856201171875,212.73038208007813,0.0,21273.03820800781,3.503198034045723,3.299226605319163,2.826256096776884,329.9226605319163,0.2747317033354193,0.2330620336196443,0.2086287945276126,23.306203361964435,-0.0409430228173732,-0.6411647174879909,-0.8911147117614746,-64.11647174879909
MASAC,E2,8,Building_2,1,2.5803570674263785e-05,1995.528907851345,1718.0945284366608,7.60988409075411,3713.623436288006,18879.2447587344,19849.066517438278,969.821758703878,1.0513697327990408,0.0,0.0,-6046.935042874785,-6379.52197290834,-332.5869300335553,1.055000909994138,,19.553312346339226,542.0,4.0,0.5271368495480473,0.007380073800738,1.0,0.0018450184501845,0.0,1956950.724402428,1957893.0543092787,5362.120948242752,5364.702968766148,2.5820205233959674,942.3299068510532,1.000481529705935,24679.98390360875,25919.301704071,67.62411390416828,71.01989278430231,3.3957788801340225,1239.317800462246,-1931973.752605208,1.0502155027856817,net_exporter,-1932270.740498819,-1931973.752605208,296.9878936111927,0.9998463010967426,75,0.1052139293485091,5360.743759572045,1956448.107920481,5410.909603423045,1974756.550682602,0.0092712404249488,1.0,0.09,0.0,9.0,0.125,0.00875,-0.125,0.875,100.0,11.979840278625488,2.932889565974474,0.0,293.2889565974474,8.074951171875,1.90231487929821,0.0,190.231487929821,0.0,0.0,0.0,0.0,15.16435432434082,3.712518358379602,0.0,371.2518358379602,-0.0370601154863834,-0.5368849708512425,-0.8722308874130249,-53.688497085124254,15.16435432434082,3.712518358379602,0.0,371.2518358379602,3.5968274207411803,3.3747376903105475,2.81033676266604,337.4737690310548,0.2227797504418935,0.1924773499955877,0.1645568579148787,19.24773499955877,-0.0409430228173732,-0.6411647174879909,-0.8911147117614746,-64.11647174879909
MASAC,E2,10,Building_3,2,4.1122328868570326e-05,27397.696863412857,24025.66694688797,10.880948753766573,51423.36381030083,337879.36344317725,350831.8408179879,12952.477374810667,1.0383346210991335,0.0,0.0,225904.51915638844,228825.25950592468,2920.7403495362378,1.0129290921688656,-1.292909216886572,685.5163616538048,2505.0,63.0,0.4786133112792105,0.0251497005988023,14.0,0.0055888223552894,262.24931744486094,1244359.182352662,1257361.1771970987,3409.592462206176,3445.218432781182,35.62597057500622,13001.994844436646,1.0104487474587958,438377.4310086444,455174.7227557376,1201.1711775553676,1247.1964089665148,46.02523141114703,16797.2917470932,-802186.4544413611,1.038316962870203,net_exporter,-805981.7513440177,-802186.4544413611,3795.296902656555,0.9952910882953272,89,0.0208786278683345,3396.0605233987885,1239420.5885187497,4022.252636903788,1467954.6186100116,0.1556819449280103,1.0,0.23,0.0,23.0,0.1,0.0069999999999999,-0.1,0.7,100.0,77.5547866821289,29.009823570251463,0.0,2900.9823570251465,52.27541732788086,14.566983680725098,-162.576171875,1456.6983680725098,381.6373901367188,11.449121704101564,0.0,1144.9121704101562,98.17061614990234,36.72129463195801,0.0,3672.129463195801,-0.0670495554804802,-0.7135681933909654,-0.9930866956710817,-71.35681933909655,98.17061614990234,25.272172927856445,-381.6373901367188,2527.2172927856445,4.434625179060793,3.5585404938281457,3.2055888394493683,355.8540493828146,0.3088199311118249,0.1852327821205835,0.1461529461262019,18.523278212058354,-0.0409430228173732,-0.6411647174879909,-0.8911147117614746,-64.11647174879909
MASAC,E2,8,Building_4,3,0.000159503595844,11876.460379249678,10037.315691564232,24.134114615433823,21913.77607081391,440526.77974205714,445869.001723649,5342.221981591836,1.0121268949522657,0.0,0.0,296353.3218276294,297455.6339798064,1102.312152176979,1.0037195876374152,-0.3719587637415201,157.37138909101486,1426.0,22.0,0.5150634409765205,0.0154277699859747,8.0,0.005610098176718,55.92302918434143,101996.3329244256,106969.7450621724,279.4739114266713,293.1012537381137,13.62734231144234,4973.412137746811,1.0487606955578674,582690.5795987584,589604.5847702362,1596.5948065270238,1615.5394490793092,18.94464255228532,6914.005171477795,482634.83970806375,1.011865654626232,net_importer,480694.2466743328,482634.83970806375,1940.593033730984,1.0040370631584563,75,0.0247498101928745,283.36310731908725,103415.72737532854,1690.947699404299,617125.4541284273,0.8324234939857024,1.0,0.1,0.0,10.0,0.125,0.01,-0.125,1.0,100.0,28.97085189819336,12.633738994598389,0.0,1263.3738994598389,19.52765655517578,8.3068687915802,0.0,830.68687915802,0.0,0.0,0.0,0.0,36.67196273803711,15.9920743560791,0.0,1599.2074356079102,-0.0370636656880378,-0.699056760147214,-0.918679177761078,-69.9056760147214,36.67196273803711,15.9920743560791,0.0,1599.2074356079102,3.944788514220777,3.375583686670885,3.09455029488937,337.5583686670885,0.301691312677203,0.1968037480253201,0.1715549639402291,19.68037480253201,-0.0409430228173732,-0.6411647174879909,-0.8911147117614746,-64.11647174879909
MASAC,E2,5,Building_5,4,7.68353740720584e-05,3512.9795327144,3101.070962851867,14.132586528987751,6614.050495566267,280592.40756323264,281936.190518182,1343.7829549493615,1.0047890923586251,0.0,0.0,191614.66041205224,191116.0158127281,-498.6445993241796,0.9973976698951328,0.2602330104867151,255.11854657530785,746.0,26.0,0.482962104372203,0.03485254691689,9.0,0.0120643431635388,64.23031663894653,97050.93721203506,98150.0466800183,265.92333520822484,268.9349378148692,3.011602606644354,1099.1094679832458,1.0113250783511951,364985.14343751967,366687.0497313887,1000.0734607261644,1004.7367500346304,4.6632893084663145,1701.9062938690186,268537.0030513704,1.004662946765011,net_importer,267934.2062254846,268537.0030513704,602.7968258857727,1.002249794210219,54,0.0164809983305248,267.04480147668204,97460.22567226074,733.1778193012495,267579.35496915184,0.6357707578617321,1.0,0.03,0.0,3.0,0.2,-0.002,-0.2,-0.2,100.0,42.838016510009766,16.55370361328125,0.0,1655.370361328125,28.87475204467773,10.92880373954773,0.0,1092.880373954773,0.0,0.0,0.0,0.0,54.22533798217773,20.954054889678957,0.0,2095.4054889678955,-0.0374200418591499,-0.7414161462336779,-0.9198741912841796,-74.14161462336779,54.22533798217773,20.954054889678957,0.0,2095.4054889678955,3.927530340911824,3.533309560945985,3.1159679873207184,353.3309560945985,0.3607160144469194,0.2982620196748656,0.2518939628151425,29.826201967486565,-0.0409430228173732,-0.6411647174879909,-0.8911147117614746,-64.11647174879909
