algorithm,scenario,action_dim,agent,agent_index,battery_capacity_fade_ratio,battery_charge_total_kwh,battery_discharge_total_kwh,battery_equivalent_full_cycles,battery_throughput_total_kwh,carbon_emissions_baseline_kgco2,carbon_emissions_control_kgco2,carbon_emissions_delta_kgco2,carbon_emissions_ratio_to_baseline,electrical_service_violation_time_step_count,electrical_service_violation_total_kwh,electricity_cost_baseline_eur,electricity_cost_control_eur,electricity_cost_delta_eur,electricity_cost_ratio_to_baseline,equity_relative_benefit_percent,ev_charge_total_kwh,ev_departure_count,ev_departure_met_count,ev_departure_soc_deficit_mean,ev_departure_success_rate,ev_departure_within_tolerance_count,ev_departure_within_tolerance_rate,ev_v2g_export_total_kwh,grid_export_baseline_kwh,grid_export_control_kwh,grid_export_daily_average_baseline_kwh,grid_export_daily_average_control_kwh,grid_export_daily_average_delta_kwh,grid_export_delta_kwh,grid_export_ratio_to_baseline,grid_import_baseline_kwh,grid_import_control_kwh,grid_import_daily_average_baseline_kwh,grid_import_daily_average_control_kwh,grid_import_daily_average_delta_kwh,grid_import_delta_kwh,grid_import_minus_export_control_kwh,grid_import_ratio_to_baseline,grid_role_control,net_exchange_baseline_kwh,net_exchange_control_kwh,net_exchange_delta_kwh,net_exchange_ratio_to_baseline,observation_dim,phase_imbalance_ratio_average,pv_export_daily_average_kwh,pv_export_total_kwh,pv_generation_daily_average_kwh,pv_generation_total_kwh,pv_self_consumption_ratio,action_l2_max,action_l2_mean,action_l2_min,action_l2_total,action_mean_max,action_mean_mean,action_mean_min,action_mean_total,agent_steps,carbon_emissions_max,carbon_emissions_mean,carbon_emissions_min,carbon_emissions_total,electricity_cost_max,electricity_cost_mean,electricity_cost_min,electricity_cost_total,grid_export_max,grid_export_mean,grid_export_min,grid_export_total,grid_import_max,grid_import_mean,grid_import_min,grid_import_total,individual_reward_max,individual_reward_mean,individual_reward_min,individual_reward_total,net_electricity_consumption_max,net_electricity_consumption_mean,net_electricity_consumption_min,net_electricity_consumption_total,observation_l2_max,observation_l2_mean,observation_l2_min,observation_l2_total,observation_mean_max,observation_mean_mean,observation_mean_min,observation_mean_total,team_reward_max,team_reward_mean,team_reward_min,team_reward_total
MAAC,E1,13,Building_17,16,4.553481111221608e-05,9435.944743492177,8015.592944453529,11.839577807290166,17451.537687945704,142616.08308389076,147519.86938032508,4903.786296434322,1.0343845251559023,0.0,0.0,84297.63788904436,85469.2388749598,1171.6009859154435,1.0138983845248135,-1.3898384524813707,716.4884076043963,2112.0,138.0,0.4909309926852031,0.065340909090909,54.0,0.0255681818181818,129.42445302009585,297468.9881566167,301809.2888575196,815.0765744672681,826.9691668661344,11.89259239886637,4340.300700902939,1.0145907670167549,185445.90475934744,191793.62127012011,508.1289775344604,525.5219671746642,17.392989640203783,6347.716510772705,-110015.66758739948,1.03422947796561,net_exporter,-112023.08339726923,-110015.66758739948,2007.4158098697665,0.9820803378286702,110,0.0511465459145298,812.4384666003135,296506.1887063394,1088.8507072733,397385.1393752848,0.253856877555949,1.0,0.15,0.0,15.0,0.0769230769230769,0.0115384615384615,0.0,1.153846153846154,100.0,18.239238739013672,8.812286777496338,0.0,881.2286777496338,14.031582832336426,5.426038999557495,0.0,542.6038999557495,0.0,0.0,0.0,0.0,23.08764266967773,11.154792861938477,0.0,1115.4792861938477,-0.4913049340248108,-0.7198942345380783,-0.8519050478935242,-71.98942345380783,23.08764266967773,11.154792861938477,0.0,1115.4792861938477,3.6022937375224573,3.365491735670592,3.001683134511828,336.54917356705914,0.158103953354654,0.1354959859680055,0.1173141106171945,13.549598596800548,-0.470935046672821,-0.7104156750440598,-0.8457818627357483,-71.04156750440598
MAAC,E2,6,Building_1,0,3.359824654442564e-05,67713.65050990321,56643.26563543081,9.215719293414407,124356.91614533402,2878456.983212936,2902091.584301889,23634.60108895274,1.0082108578404294,0.0,0.0,1974558.5730118435,1981819.375861585,7260.802849741653,1.0036771777494888,-0.3677177749488873,584.6912280917168,924.0,39.0,0.4934889915249812,0.0422077922077922,15.0,0.0162337662337662,266.37635450065136,1757501.8257620337,1776396.2006819248,4815.623223916978,4867.394544624523,51.77132070754568,18894.37491989136,1.0107507000237106,3736273.266425431,3766556.3418667912,10237.533781734255,10320.51058394828,82.97680221402574,30283.075441360477,1990160.1411848664,1.008105155400031,net_importer,1978771.4406633973,1990160.1411848664,11388.700521469116,1.0057554401116942,61,0.0032321264619775,4815.681146387152,1757522.965050211,9449.55587890279,3448694.164304564,0.4903801609196566,1.0,0.11,0.0,11.0,0.1666666666666666,0.0116666666666666,-0.1666666666666666,1.1666666666666667,100.0,353.0396423339844,166.85252716064454,0.0,16685.252716064453,237.9646148681641,112.43377059936525,0.0,11243.377059936523,0.0,0.0,0.0,0.0,446.8856201171875,211.20572387695316,0.0,21120.572387695312,-0.1806390136480331,-0.7364984606206417,-0.8874819278717041,-73.64984606206417,446.8856201171875,211.20572387695316,0.0,21120.572387695312,3.45433278012731,3.281036473013032,2.882862208325541,328.1036473013032,0.2665880694985389,0.2326486152641882,0.2116014421917498,23.264861526418827,-0.2177357226610183,-0.6394809527695179,-0.8458030223846436,-63.94809527695179
MAAC,E2,8,Building_2,1,2.1203776968757697e-05,1775.6020591290144,1444.4762954711914,6.598521218443045,3220.078354600206,31062.8162604842,31777.54978455789,714.7335240736975,1.0230092956826624,0.0,0.0,-5828.1289891650085,-6227.84343961018,-399.7144504451717,1.0685836657335956,,59.778337717056274,542.0,9.0,0.5199086252542725,0.0166051660516605,7.0,0.0129151291512915,22.83662056922913,1952294.8988928795,1952840.4445409772,5349.363805620403,5350.858621872755,1.494816252352073,545.545648097992,1.0002794381363225,40509.93354729284,41423.5465146089,110.99879040244642,113.50212539680484,2.503334994358428,913.6129673160611,-1911416.8980263688,1.0225528132809567,net_exporter,-1911784.9653455869,-1911416.8980263688,368.0673192180693,0.9998074745194204,75,0.1043552590093776,5348.269083397085,1951895.3708947944,5424.796181722015,1979824.5731542967,0.0141069075706061,1.0,0.07,0.0,7.0,0.125,0.00875,0.0,0.875,100.0,11.979840278625488,2.7286944326758387,0.0,272.86944326758385,8.074951171875,1.812729495167732,0.0,181.2729495167732,0.0,0.0,0.0,0.0,15.16435432434082,3.454043509662151,0.0,345.40435096621513,-0.1806371212005615,-0.5299057845771312,-0.822790801525116,-52.99057845771313,15.16435432434082,3.454043509662151,0.0,345.40435096621513,3.595373966803398,3.3740595016700285,2.875292169881484,337.40595016700286,0.2147832114058427,0.1930145263271884,0.1693049670220949,19.30145263271884,-0.2177357226610183,-0.6394809527695179,-0.8458030223846436,-63.94809527695179
MAAC,E2,10,Building_3,2,4.40465445731189e-05,28752.198505090084,25384.637878309728,11.455107148412996,54136.836383399816,254654.1121288525,269289.98401223123,14635.871883378742,1.0574735344386397,0.0,0.0,162253.35224799748,164055.46042970577,1802.1081817082888,1.0111067546940653,-1.1106754694065375,610.9675801545382,2505.0,54.0,0.4801102936607621,0.0215568862275449,16.0,0.0063872255489021,289.8337551355362,1293565.006811738,1308670.3836075068,3544.4183312571886,3585.8076500262773,41.38931876908891,15105.376795768738,1.0116773233012843,330414.4070029408,349208.4785990864,905.3483009556546,956.8447866626412,51.49648570698655,18794.07159614563,-959461.9050084203,1.0568803030310308,net_exporter,-963150.5998087972,-959461.9050084203,3688.694800376892,0.9961701785773592,89,0.0303345732721741,3529.291741838349,1288044.4319484206,4032.638971789137,1471745.1980792105,0.1248183220645391,1.0,0.05,0.0,5.0,0.1,-0.003,-0.1,-0.3,100.0,77.5547866821289,29.876965255737304,0.0,2987.6965255737305,52.27541732788086,20.106080226898197,0.0,2010.6080226898196,0.0,0.0,0.0,0.0,98.17061614990234,37.81894218444824,0.0,3781.894218444824,-0.1858700066804886,-0.7224753376841545,-0.9371511936187744,-72.24753376841545,98.17061614990234,37.81894218444824,0.0,3781.894218444824,4.487946295320341,3.5654079291463963,3.205002595727285,356.5407929146396,0.3050802096562541,0.1881810335232875,0.1460533164765523,18.81810335232876,-0.2177357226610183,-0.6394809527695179,-0.8458030223846436,-63.94809527695179
MAAC,E2,8,Building_4,3,0.0001674003723731,12064.277325780133,10195.714011578992,24.515408961849253,22259.991337359123,422753.6682958469,429165.0972254351,6411.428929588234,1.0151658741494385,0.0,0.0,285076.70243782806,287068.28736706986,1991.5849292417988,1.006986137106999,-0.6986137106998915,219.30346320569515,1426.0,33.0,0.5123699000540205,0.0231416549789621,11.0,0.0077138849929873,72.06302678585052,109575.6223032698,115772.8322165236,300.2414585316218,317.2220542523765,16.980595720754746,6197.209913253784,1.0565564655987252,559949.967162624,568162.9807930142,1534.2846457247376,1556.7886218783356,22.5039761535979,8213.013630390167,452390.1485764906,1.0146674062184646,net_importer,450374.3448593542,452390.1485764906,2015.803717136383,1.0044758404650378,75,0.0278720026674447,308.19528022538805,112478.43581225724,1695.2977538090224,618713.0427338844,0.8182058110246829,1.0,0.03,0.0,3.0,0.125,0.00375,0.0,0.375,100.0,28.97085189819336,12.801885604858398,0.0,1280.1885604858398,19.52765655517578,8.596708202362061,0.0,859.670820236206,0.0,0.0,0.0,0.0,36.67196273803711,16.204918117523192,0.0,1620.491811752319,-0.4564267694950104,-0.6971501523256302,-0.8836149573326111,-69.71501523256302,36.67196273803711,16.204918117523192,0.0,1620.491811752319,3.835193491404646,3.378212761603718,3.12832288811119,337.8212761603718,0.2895619931320349,0.1983444986295385,0.1715535169992691,19.83444986295385,-0.2177357226610183,-0.6394809527695179,-0.8458030223846436,-63.94809527695179
MAAC,E2,5,Building_5,4,7.934066975387383e-05,3926.2083761759914,3349.4445886462927,15.546267018851031,7275.652964822283,294472.6816710112,295508.4906921573,1035.809021146095,1.0035175046298634,0.0,0.0,201037.7017760049,200442.0207280897,-595.6810479151609,0.9970369684757991,0.2963031524200697,177.98002815246582,746.0,29.0,0.4887186719289306,0.0388739946380697,13.0,0.017426273458445,88.67366760969162,91641.7157611195,92318.74166434444,251.10185846179564,252.95693571689316,1.8550772550974637,677.0259032249451,1.0073877480097573,383166.045080021,384509.14111574,1049.8898369586143,1053.569972231734,3.6801352731195376,1343.0960357189178,292190.3994513955,1.003505258498149,net_importer,291524.3293189015,292190.3994513955,666.0701324939728,1.0022847840317484,54,0.0179833009713442,251.9668076083508,91957.38616006434,735.1028961442805,268281.92780532304,0.6572360020210061,1.0,0.13,0.0,13.0,0.2,0.026,0.0,2.6,100.0,42.838016510009766,17.376932830810546,0.0,1737.6932830810547,28.87475204467773,11.680496273040772,0.0,1168.0496273040771,0.0,0.0,0.0,0.0,54.22533798217773,21.99611724853516,0.0,2199.611724853516,-0.2553176879882812,-0.7447668647766114,-0.8833084106445312,-74.47668647766113,54.22533798217773,21.99611724853516,0.0,2199.611724853516,3.7380962988959774,3.528605067112708,3.2509254847207543,352.8605067112708,0.3521591353050449,0.2975800986137045,0.2630062992112678,29.758009861370446,-0.2177357226610183,-0.6394809527695179,-0.8458030223846436,-63.94809527695179
MAAC,E2,34,Building_6,5,9.914405207229324e-05,53456.33253114671,47744.59051870406,19.913601544638087,101200.92304985075,4073937.825327559,4092343.0555544496,18405.23022689065,1.004517798507495,0.0,0.0,2762658.468799908,2768911.2450705976,6252.776270689443,1.002263318590157,-0.2263318590156977,1136.7062156945467,7949.0,175.0,0.5180554432708172,0.0220153478424959,43.0,0.0054094854698704,434.897685945034,681827.1943211555,698676.0777812004,1868.2329790738363,1914.3995737811176,46.16659470728128,16848.88346004486,1.0247113690981775,5364266.950909495,5387529.385622859,14698.29967140403,14762.039645501613,63.73997409758278,23262.434713363647,4688853.307841659,1.004336554262912,net_importer,4682439.75658834,4688853.307841659,6413.551253318787,1.0013697028871102,257,0.0178690504547548,1885.7112665617356,688206.04099226,13493.16957921562,4924444.681014567,0.8602469749237854,1.0,0.58,0.0,58.0,0.0294117647058823,0.008235294117647,-0.0294117647058823,0.8235294117647058,100.0,286.6831970214844,139.92936767578124,0.0,13992.936767578123,193.23736572265625,94.28634887695311,0.0,9428.634887695312,0.0,0.0,0.0,0.0,362.8901062011719,177.1257763671875,0.0,17712.57763671875,-0.4423823654651642,-0.7291839841008186,-0.887477695941925,-72.91839841008186,362.8901062011719,177.1257763671875,0.0,17712.57763671875,6.878215570897732,3.6259227112270582,3.1718995485027044,362.5922711227059,0.2394578957034704,0.0715826344175909,0.0513858573941084,7.15826344175909,-0.2177357226610183,-0.6394809527695179,-0.8458030223846436,-63.94809527695179
MAAC,E2,44,Building_7,6,4.056194953585322e-05,10805.969852110164,9255.005924496776,10.193585252340924,20060.975776606934,70808.21421259834,77604.43241656572,6796.218203967379,1.0959806468718736,0.0,0.0,25875.52195645902,27805.669090741143,1930.147134282124,1.0745935536114015,-7.459355361140156,2057.907931178808,7786.0,445.0,0.4972864568861321,0.0571538659131775,140.0,0.0179809915232468,269.4010773897171,1911903.3799953312,1917374.5763757376,5238.689475954784,5253.680766413712,14.991290458928969,5471.196380406618,1.0028616489921265,93534.44633969665,102345.11418500544,256.28801371762984,280.4295856193778,24.141571901748,8810.66784530878,-1815029.4621907324,1.0941970385253617,net_exporter,-1818368.9336556343,-1815029.4621907324,3339.4714649021626,0.9981634796970554,327,0.3683646342836014,5232.946319515941,1909807.3671933385,5476.471463666728,1998683.8979273688,0.0444675272694174,1.0,0.38,0.0,38.0,0.0227272727272727,0.0077272727272727,-0.0227272727272727,0.7727272727272727,100.0,14.741578102111816,4.335795078277588,0.0,433.5795078277588,9.936487197875977,2.890182362794876,0.0,289.0182362794876,0.0,0.0,0.0,0.0,18.66022491455078,5.4883479976654055,0.0,548.8347997665405,-0.1806371212005615,-0.5688315081596375,-0.880778968334198,-56.88315081596375,18.66022491455078,5.4883479976654055,0.0,548.8347997665405,3.583870825980695,3.358309380182716,2.893622994400572,335.8309380182716,0.0504370451425061,0.0455772224956502,0.0407174450966219,4.557722249565025,-0.2177357226610183,-0.6394809527695179,-0.8458030223846436,-63.94809527695179
MAAC,E2,19,Building_8,7,5.5263523903100674e-05,9085.015435621142,7704.161991661473,13.967701686591194,16789.177427282615,35539.4880143183,41187.69081782177,5648.202803503467,1.158927523132238,0.0,0.0,-48687.30765385182,-48092.60643132034,594.7012225314829,0.9877852924881452,,1377.5827544033527,3726.0,218.0,0.49419461787122,0.0585077831454643,69.0,0.0185185185185185,600.3459883034229,4956324.304454327,4961443.957596362,13580.520984918809,13594.549033258669,14.028048339860735,5119.653142035008,1.0010329536219884,46882.51327866316,54160.25675180554,128.45990623220868,148.40120585036345,19.941299618154726,7277.7434731423855,-4907283.700844556,1.1552336460693668,net_exporter,-4909441.791175664,-4907283.700844556,2158.090331107378,0.9995604204260072,152,0.2732789361357707,13575.469517861393,4954480.729456164,13685.128376618246,4994501.6437833,0.0080129945250795,1.0,0.39,0.0,39.0,0.0526315789473684,0.0173684210526315,-0.0526315789473684,1.7368421052631575,100.0,101.62311553955078,6.705646276473999,0.0,670.5646276473999,68.4985580444336,4.487568800449371,0.0,448.75688004493713,0.0,0.0,0.0,0.0,128.63685607910156,8.488159656524658,0.0,848.8159656524658,-0.1806371212005615,-0.5687817074358463,-0.852938711643219,-56.87817074358463,128.63685607910156,8.488159656524658,0.0,848.8159656524658,3.719786133696803,3.383688401622343,2.8434665514390565,338.36884016223433,0.1094783813722672,0.0982270488428372,0.084690871113731,9.822704884283723,-0.2177357226610183,-0.6394809527695179,-0.8458030223846436,-63.94809527695179
MAAC,E2,12,Building_9,8,4.012822589926224e-05,1575.8712298900937,1345.3867652638,10.584268098383673,2921.2579951538937,19502.47047496476,20293.84703862667,791.37656366191,1.0405782726182202,0.0,0.0,-1216.8022339869526,-1399.2421057326708,-182.43987174571816,1.1499338731060174,,207.2546579837799,1847.0,45.0,0.5135361512118872,0.0243638332430969,11.0,0.0059556036816459,56.23810577392578,1081838.980417814,1082478.4775603674,2964.280800322816,2966.0330473169106,1.752246994095206,639.4971425533295,1.000591120447801,25366.210520744324,26387.208748698235,69.50440147252698,72.30197624943003,2.7975747769030552,1020.9982279539108,-1056091.2688116692,1.040250325412972,net_exporter,-1056472.7698970698,-1056091.2688116692,381.50108540058136,0.9996388917005048,103,0.1258793875265372,2963.2612948744536,1081466.9034085558,3007.09433368956,1097464.136199452,0.0145765426524961,1.0,0.08,0.0,8.0,0.0833333333333333,0.0066666666666666,0.0,0.6666666666666666,100.0,1.9360077381134035,0.90157674908638,0.0,90.157674908638,1.304956316947937,0.5931027996540069,0.0,59.310279965400696,0.0,0.0,0.0,0.0,2.4506425857543945,1.1412363505363463,0.0,114.12363505363464,-0.1469123661518097,-0.5024462258815765,-0.702097475528717,-50.24462258815765,2.4506425857543945,1.1412363505363463,0.0,114.12363505363464,4.485047869937341,3.5799751232116046,3.0747425114366727,357.99751232116046,0.2609844929626528,0.1605680058315783,0.1451294218840182,16.05680058315783,-0.2177357226610183,-0.6394809527695179,-0.8458030223846436,-63.94809527695179
MAAC,E2,8,Building_10,9,4.575637953765075e-05,29306.859312552435,25106.682101022565,11.562588485672546,54413.541413575,448276.7463910423,463409.70100700855,15132.954615966242,1.03375806293277,0.0,0.0,287104.1590572693,290201.88871457166,3097.7296573023777,1.010789567338467,-1.0789567338467108,794.2589787244797,1298.0,19.0,0.5069190270775737,0.0146379044684129,5.0,0.0038520801232665,541.7022498995066,2954829.9682831764,2969854.596979618,8096.348811370732,8137.516877213247,41.16806584251623,15024.62869644165,1.0050847692955989,595565.650496006,615043.0125207901,1631.8730005598975,1685.2417285647864,53.36872800488848,19477.362024784088,-2354811.584458828,1.0327039714405335,net_exporter,-2359264.3177871704,-2354811.584458828,4452.733328342438,0.9981126602497348,75,0.0389856256913254,8091.082950111227,2952908.148334343,9646.279287943597,3520490.0117957485,0.1612224041425104,1.0,0.26,0.0,26.0,0.125,0.02,-0.125,2.0,100.0,40.803165435791016,13.344591464996338,0.0,1334.4591464996338,27.5031681060791,8.962516317367553,0.0,896.2516317367554,0.0,0.0,0.0,0.0,51.64957427978516,16.891887397766112,0.0,1689.188739776611,-0.1806371212005615,-0.67193603515625,-0.886438250541687,-67.193603515625,51.64957427978516,16.891887397766112,0.0,1689.188739776611,3.5526939674498985,3.333583217331631,2.872609533727147,333.3583217331631,0.2182076728114715,0.1919918718670781,0.1720948620842626,19.199187186707817,-0.2177357226610183,-0.6394809527695179,-0.8458030223846436,-63.94809527695179
MAAC,E2,5,Building_11,10,5.525492349946679e-05,28619.46181640029,24750.06809193393,14.03722512055082,53369.52990833422,367622.40877987567,380682.6481084824,13060.239328606694,1.0355262329408947,0.0,0.0,117388.51809051502,117990.5144497458,601.9963592307904,1.0051282388518323,-0.5128238851832236,493.38030640780926,983.0,59.0,0.4907011403596018,0.0600203458799593,14.0,0.0142421159715157,172.0094441473484,10257240.089791298,10269815.338967323,28105.236003538208,28139.69267441669,34.45667087848035,12575.24917602539,1.0012259876015324,476377.0458011627,493143.0571231842,1305.2915971261452,1351.2311189583768,45.93952183223149,16766.011322021484,-9776672.28184414,1.0351948345744173,net_exporter,-9780863.043990135,-9776672.28184414,4190.762145996094,0.99957153452337,54,0.0068249604253069,28091.55233224586,10252246.119922562,28848.054152112843,10528337.76326485,0.0262236688782552,1.0,0.06,0.0,6.0,0.0,-0.012,-0.2,-1.2,100.0,56.52294921875,25.396634521484376,0.0,2539.663452148437,38.0990104675293,17.00641749382019,-8.114466667175293,1700.641749382019,19.04820251464844,0.1904820251464843,0.0,19.04820251464844,71.54803466796875,32.14763725280762,0.0,3214.7637252807617,-0.1632516086101532,-0.715429740101099,-0.8756288290023804,-71.5429740101099,71.54803466796875,31.957155227661133,-19.04820251464844,3195.7155227661133,3.979268832296341,3.5349447776579668,3.009847632522314,353.49447776579666,0.407591166464906,0.2930748495425245,0.2430971150466224,29.30748495425245,-0.2177357226610183,-0.6394809527695179,-0.8458030223846436,-63.94809527695179
MAAC,E2,5,Building_12,11,2.9051302087562244e-05,39067.264870161496,33464.065951167504,8.344607779720318,72531.330821329,1032499.2206937646,1047927.11668396,15427.895990195337,1.0149422834235449,0.0,0.0,676482.4136125701,679814.2868790064,3331.873266436276,1.0049252917731346,-0.4925291773134669,484.6437773704529,960.0,49.0,0.4890529464965067,0.0510416666666666,19.0,0.0197916666666666,153.39474046323448,3736492.833554119,3750538.871099323,10238.135404189845,10276.622092291787,38.48668810194085,14046.037545204164,1.003759150136478,1339333.4402952194,1359313.9256296158,3669.8256156051225,3724.572921008195,54.74730540307258,19980.48533439636,-2391224.9454697077,1.0149182307655906,net_exporter,-2397159.3932588995,-2391224.9454697077,5934.4477891922,0.997524383315569,54,0.0029479856655801,10232.251909811372,3734345.603251575,12146.926126218608,4433121.914147866,0.1576262337081721,1.0,0.04,0.0,4.0,0.2,0.0,-0.2,0.0,100.0,169.94158935546875,69.73957641601562,0.0,6973.9576416015625,114.54827880859376,46.08404460906982,-48.339500427246094,4608.404460906982,113.47395324707033,2.130936279296875,0.0,213.0936279296875,215.11593627929688,88.2779426574707,0.0,8827.79426574707,-0.1470574140548706,-0.7130042876303196,-0.8659383058547974,-71.30042876303196,215.11593627929688,86.14700637817383,-113.47395324707033,8614.700637817383,4.229937627772431,3.585493721770961,3.24007722483792,358.5493721770961,0.4545287458520186,0.3055258064369033,0.244474220955581,30.552580643690337,-0.2177357226610183,-0.6394809527695179,-0.8458030223846436,-63.94809527695179
MAAC,E2,13,Building_13,12,4.5045045581141895e-05,3220.4350812350167,2708.0755699032006,10.897997520474664,5928.510651138217,19262.81061510601,21024.89980855584,1762.0891934498322,1.0914762247658705,0.0,0.0,5593.4277144753705,5821.368535624274,227.94082114890352,1.0407515449889535,-4.07515449889537,613.5159951746464,2018.0,106.0,0.4929667472504914,0.0525272547076313,39.0,0.0193260654112983,38.60542964935303,642480.5647104308,643698.2308598086,1760.4216866138074,1763.7581391295134,3.336452515705874,1217.6661493778229,1.0018952575630464,25616.99969270453,27921.935877736654,70.19157353863554,76.50718815683067,6.315614618195125,2304.9361850321293,-615776.294982072,1.0899768205754616,net_exporter,-616863.5650177263,-615776.294982072,1087.2700356543064,0.9982374221832616,110,0.1732882093590884,1757.526513990089,641423.9473349662,1837.2319980816064,670513.1279665328,0.0433834617374092,1.0,0.19,0.0,19.0,0.0769230769230769,0.013076923076923,-0.0769230769230769,1.3076923076923077,100.0,2.2036004066467285,0.6618562512099743,0.0,66.18562512099743,1.485325813293457,0.4329358799383044,0.0,43.29358799383044,0.0,0.0,0.0,0.0,2.789367437362671,0.8377927009761333,0.0,83.77927009761333,-0.1806375384330749,-0.5049886648356915,-0.7922155857086182,-50.498866483569145,2.789367437362671,0.8377927009761333,0.0,83.77927009761333,3.5803470114836005,3.3660318976392456,2.8685828704474328,336.60318976392455,0.1509623507746553,0.1328341025119828,0.1152109960671019,13.283410251198289,-0.2177357226610183,-0.6394809527695179,-0.8458030223846436,-63.94809527695179
MAAC,E2,6,Building_14,13,4.907804142805029e-05,3090.6167459487915,2765.8107713336067,12.786959644721394,5856.427517282398,13664.076018758677,15173.659336023033,1509.583317264358,1.1104782581121426,0.0,0.0,-54144.312495383245,-54846.16802541064,-701.8555300273947,1.0129626824624884,,438.5593731403351,1192.0,13.0,0.5062909833702985,0.0109060402684563,2.0,0.0016778523489932,428.89816468954086,4323391.775810719,4325011.73881948,11846.26128775628,11850.70004928274,4.438761526461211,1619.963008761406,1.0003746972499288,17754.81803780794,19709.24753838777,48.64889061621083,54.00410331331278,5.355212697101955,1954.429500579834,-4305302.491281092,1.1100788245994964,net_exporter,-4305636.957772911,-4305302.491281092,334.46649181842804,0.999922318928628,61,0.0964275349524432,11843.49030857212,4322380.483865966,11876.495206871134,4334425.896541011,0.0027790099456209,1.0,0.08,0.0,8.0,0.1666666666666666,0.0033333333333333,-0.1666666666666666,0.3333333333333333,100.0,2.0658113956451416,0.838026751279831,0.0,83.8026751279831,1.3924498558044434,0.5491546261310577,0.0,54.915462613105774,0.0,0.0,0.0,0.0,2.614951133728028,1.0607933521270752,0.0,106.07933521270752,-0.1893325597047805,-0.5067346949875354,-0.7358720898628235,-50.67346949875355,2.614951133728028,1.0607933521270752,0.0,106.07933521270752,4.328173429097214,3.556836228124153,3.2460524164522155,355.6836228124153,0.415217827539891,0.2660868160675454,0.2122048893943429,26.608681606754544,-0.2177357226610183,-0.6394809527695179,-0.8458030223846436,-63.94809527695179
MAAC,E2,10,Building_15,14,2.8355892523563854e-05,3919.1352310180655,3397.3938504519538,7.31652908147002,7316.52908147002,67109.87045766419,69229.92191257235,2120.0514549081563,1.0315907546900358,0.0,0.0,14753.496290401636,14531.258261869178,-222.2380285324598,0.9849365855958466,1.50634144041534,457.3426399976015,1535.0,85.0,0.4937074737317751,0.0553745928338762,27.0,0.0175895765472312,66.25712063908577,2385882.473461002,2387718.577665657,6537.410590599847,6542.441587393055,5.030996793208431,1836.1042046546936,1.000769570263866,87516.92404051311,90265.85556470044,239.79976903440055,247.3319481165442,7.532179082143605,2748.9315241873264,-2297452.7221009564,1.0314102849743074,net_exporter,-2298365.549420489,-2297452.7221009564,912.8273195326328,0.9996028363200264,89,0.0769822978465245,6535.0971615674825,2385038.1682570656,6693.004380648951,2442667.72375434,0.0235928755011748,1.0,0.24,0.0,24.0,0.1,0.0019999999999999,-0.1,0.1999999999999999,100.0,16.269351959228516,6.599250965118408,0.0,659.9250965118408,10.966275215148926,3.586757793426514,-27.0373592376709,358.67577934265137,63.468509674072266,1.9799790382385252,0.0,197.9979038238525,20.5941162109375,8.353482055664063,0.0,835.3482055664062,-0.1806371212005615,-0.5951043193042278,-0.8721234798431396,-59.51043193042278,20.5941162109375,6.373503017425537,-63.468509674072266,637.3503017425537,3.5453373525908103,3.362634671822024,2.8995463204675853,336.2634671822024,0.1836651774204295,0.164659000106824,0.1472284876761715,16.4659000106824,-0.2177357226610183,-0.6394809527695179,-0.8458030223846436,-63.94809527695179
MAAC,E2,13,Building_16,15,3.653762923713253e-05,17428.35658961814,15518.570311754942,10.156265999190222,32946.92690137308,245568.01431548572,253468.50387310985,7900.489557624067,1.032172307047587,0.0,0.0,142438.5858685137,142844.11950401618,405.5336355024774,1.0028470770966291,-0.2847077096629062,553.1733643338084,2133.0,109.0,0.494077542112054,0.0511017346460384,37.0,0.017346460384435,93.26190900802612,2362965.8889874667,2370776.4980820864,6474.618259584337,6496.019631689699,21.401372105362945,7810.609094619751,1.003305426088045,318921.5442006588,329101.85147213936,873.8574107564575,901.7518478515065,27.89443709504892,10180.30727148056,-2041674.646609947,1.0319210396933087,net_exporter,-2044044.344786808,-2041674.646609947,2369.6981768608093,0.9988406816207756,110,0.0285063589365987,6466.709387347184,2360079.480157249,6959.542168342368,2539942.9105212837,0.0708139657859947,1.0,0.11,0.0,11.0,0.0769230769230769,0.0023076923076923,-0.0769230769230769,0.2307692307692307,100.0,81.47310638427734,21.293563175201417,0.0,2129.3563175201416,54.91653823852539,14.320480618476868,0.0,1432.0480618476868,0.0,0.0,0.0,0.0,103.13050842285156,26.953875885009765,0.0,2695.387588500977,-0.1806371212005615,-0.6855574166774749,-0.8841150999069214,-68.5557416677475,103.13050842285156,26.953875885009765,0.0,2695.387588500977,3.5297883832537646,3.2911989345028143,2.886269855399807,329.11989345028144,0.1455618770776596,0.1302985272262311,0.1170589126712453,13.029852722623112,-0.2177357226610183,-0.6394809527695179,-0.8458030223846436,-63.94809527695179
