algorithm,scenario,episode,steps,reward_mean_average,reward_sum_total,source
MAAC,E3,39,8760,-0.5248192921266143,-78156.0889834954,Drive results.json episode_summaries
MAAC,E3,40,8760,-0.5415060836179317,-80641.0859723824,Drive results.json episode_summaries
MAAC,E3,41,8760,-0.5509945603833987,-82054.10993229572,Drive results.json episode_summaries
MAAC,E3,42,8760,-0.5254143179556776,-78244.7002299595,Drive results.json episode_summaries
MAAC,E3,43,8760,-0.5417308376725886,-80674.55634620189,Drive results.json episode_summaries
MAAC,E3,44,8760,-0.5500662867710824,-81915.87142594959,Drive results.json episode_summaries
MAAC,E3,45,8760,-0.5255362287935904,-78262.85519194147,Drive results.json episode_summaries
MAAC,E3,46,8760,-0.5419086847598242,-80701.04133443302,Drive results.json episode_summaries
MAAC,E3,47,8760,-0.5503509618328148,-81958.26523614279,Drive results.json episode_summaries
MAAC,E3,48,8760,-0.525685534999424,-78285.08987211423,Drive results.json episode_summaries
MAAC,E3,49,8749,-0.5419790135380939,-80610.16462056132,Drive results.json episode_summaries
MASAC,E1,0,8760,-0.6210917477015423,-92492.98306771368,Drive results.json episode_summaries
MASAC,E1,1,8760,-0.6273420491722544,-93423.77796273213,Drive results.json episode_summaries
MASAC,E1,2,8760,-0.5940955721188472,-88472.71259993874,Drive results.json episode_summaries
MASAC,E1,3,8760,-0.6223996801744109,-92687.76037157327,Drive results.json episode_summaries
MASAC,E1,4,8760,-0.6272485963388912,-93409.86096678767,Drive results.json episode_summaries
MASAC,E1,5,8760,-0.5946771398305757,-88559.31966356933,Drive results.json episode_summaries
MASAC,E1,6,8760,-0.6202952471434151,-92374.36820459738,Drive results.json episode_summaries
MASAC,E1,7,8760,-0.626684333464624,-93325.83093955182,Drive results.json episode_summaries
MASAC,E1,8,8760,-0.5943081018458584,-88504.36252688523,Drive results.json episode_summaries
MASAC,E1,9,8760,-0.6211253258863731,-92497.9835309987,Drive results.json episode_summaries
MASAC,E1,10,8760,-0.627759154809035,-93485.89333416149,Drive results.json episode_summaries
MASAC,E1,11,8760,-0.5949465356619399,-88599.4380907761,Drive results.json episode_summaries
MASAC,E1,12,8760,-0.6201102730134485,-92346.82185716275,Drive results.json episode_summaries
MASAC,E1,13,8760,-0.6267569655710916,-93336.64731284697,Drive results.json episode_summaries
MASAC,E1,14,8760,-0.5935483689749503,-88391.2231077496,Drive results.json episode_summaries
MASAC,E1,15,8760,-0.621724609506729,-92587.22884774208,Drive results.json episode_summaries
MASAC,E1,16,8760,-0.6273043487738759,-93418.16361940559,Drive results.json episode_summaries
MASAC,E1,17,8760,-0.5940935033245957,-88472.40451509878,Drive results.json episode_summaries
MASAC,E1,18,8760,-0.6196734128005857,-92281.76463426324,Drive results.json episode_summaries
MASAC,E1,19,8760,-0.626621744706036,-93316.51022162288,Drive results.json episode_summaries
MASAC,E1,20,8760,-0.5936434362832134,-88405.38053129613,Drive results.json episode_summaries
MASAC,E1,21,8760,-0.6209577095561946,-92473.0221071085,Drive results.json episode_summaries
MASAC,E1,22,8737,-0.6262709057626162,-93019.39136201562,Drive results.json episode_summaries
MASAC,E1,23,8760,-0.6198266866174633,-92304.59017107263,Drive results.json episode_summaries
MASAC,E1,24,8760,-0.625059442587418,-93083.85219011828,Drive results.json episode_summaries
MASAC,E1,25,8760,-0.5912577995024707,-88050.11150190793,Drive results.json episode_summaries
MASAC,E1,26,8760,-0.617648968359532,-91980.28436810151,Drive results.json episode_summaries
MASAC,E1,27,8760,-0.624221940411225,-92959.13136603963,Drive results.json episode_summaries
MASAC,E1,28,8760,-0.5910754955645872,-88022.96279947832,Drive results.json episode_summaries
MASAC,E1,29,8760,-0.6177623385667682,-91997.16745936312,Drive results.json episode_summaries
MASAC,E1,30,8752,-0.62171172874099,-92500.75784899946,Drive results.json episode_summaries
MASAC,E1,31,8760,-0.6198266866174633,-92304.59017107263,Drive results.json episode_summaries
MASAC,E1,32,8760,-0.625059442587418,-93083.85219011828,Drive results.json episode_summaries
MASAC,E1,33,8760,-0.5912577995024707,-88050.11150190793,Drive results.json episode_summaries
MASAC,E1,34,8760,-0.617648968359532,-91980.28436810151,Drive results.json episode_summaries
MASAC,E1,35,8760,-0.624221940411225,-92959.13136603963,Drive results.json episode_summaries
MASAC,E1,36,8760,-0.5910754955645872,-88022.96279947832,Drive results.json episode_summaries
MASAC,E1,37,8753,-0.6177986854378559,-91929.0621918384,Drive results.json episode_summaries
MASAC,E1,38,8760,-0.6198266866174633,-92304.59017107263,Drive results.json episode_summaries
MASAC,E1,39,8760,-0.625059442587418,-93083.85219011828,Drive results.json episode_summaries
MASAC,E1,40,8760,-0.5912577995024707,-88050.11150190793,Drive results.json episode_summaries
MASAC,E1,41,8760,-0.617648968359532,-91980.28436810151,Drive results.json episode_summaries
MASAC,E1,42,8760,-0.624221940411225,-92959.13136603963,Drive results.json episode_summaries
MASAC,E1,43,8760,-0.5910754955645872,-88022.96279947832,Drive results.json episode_summaries
MASAC,E1,44,8760,-0.6177623385667682,-91997.16745936312,Drive results.json episode_summaries
MASAC,E1,45,8760,-0.6216226868236812,-92572.0505217826,Drive results.json episode_summaries
MASAC,E1,46,8760,-0.5913046111629162,-88057.08269438148,Drive results.json episode_summaries
MASAC,E1,47,8760,-0.6160705411193262,-91745.22498349007,Drive results.json episode_summaries
MASAC,E1,48,8760,-0.622954731382117,-92770.41859742487,Drive results.json episode_summaries
MASAC,E1,49,8748,-0.5895927763098163,-87681.87932169065,Drive results.json episode_summaries
MASAC,E2,0,8760,-0.528240462095925,-78665.56961532516,Drive results.json episode_summaries
MASAC,E2,1,8760,-0.5342859520192066,-79565.86397470025,Drive results.json episode_summaries
MASAC,E2,2,8760,-0.51241294757989,-76308.53615359722,Drive results.json episode_summaries
MASAC,E2,3,8760,-0.5284359870146329,-78694.68718621913,Drive results.json episode_summaries
MASAC,E2,4,8760,-0.5342089289762134,-79554.39370313771,Drive results.json episode_summaries
MASAC,E2,5,8760,-0.5124602174516978,-76315.57558290684,Drive results.json episode_summaries
MASAC,E2,6,8760,-0.5278329040124459,-78604.87606553343,Drive results.json episode_summaries
MASAC,E2,7,8760,-0.5341600304390212,-79547.11173297903,Drive results.json episode_summaries
MASAC,E2,8,8760,-0.5127932614670209,-76365.17249766874,Drive results.json episode_summaries
MASAC,E2,9,8760,-0.528396128213109,-78688.7514134962,Drive results.json episode_summaries
MASAC,E2,10,8760,-0.5344206644554094,-79585.92535069956,Drive results.json episode_summaries
MASAC,E2,11,8760,-0.5128660689783334,-76376.01499225342,Drive results.json episode_summaries
MASAC,E2,12,8760,-0.5280416566818644,-78635.96351306327,Drive results.json episode_summaries
MASAC,E2,13,8760,-0.5341204026896166,-79541.2103685377,Drive results.json episode_summaries
MASAC,E2,14,8760,-0.5124616506653793,-76315.78901708829,Drive results.json episode_summaries
MASAC,E2,15,8760,-0.5282891881860986,-78672.82590467381,Drive results.json episode_summaries
MASAC,E2,16,8760,-0.5344664911717443,-79592.74986529615,Drive results.json episode_summaries
MASAC,E2,17,8760,-0.512841510416361,-76372.35773120447,Drive results.json episode_summaries
MASAC,E2,18,8760,-0.5282145512657044,-78661.7109744887,Drive results.json episode_summaries
MASAC,E2,19,8760,-0.5344791460117901,-79594.63442407579,Drive results.json episode_summaries
MASAC,E2,20,8760,-0.5124952866072731,-76320.7980815551,Drive results.json episode_summaries
MASAC,E2,21,8760,-0.5284842861702306,-78701.87989647072,Drive results.json episode_summaries
MASAC,E2,22,8737,-0.5342170296540485,-79346.72119748619,Drive results.json episode_summaries
MASAC,E2,23,8760,-0.528316323448379,-78676.8668879326,Drive results.json episode_summaries
MASAC,E2,24,8760,-0.5342200265674227,-79556.04635642059,Drive results.json episode_summaries
MASAC,E2,25,8760,-0.5122386797760721,-76282.58419225266,Drive results.json episode_summaries
MASAC,E2,26,8760,-0.5281246595625226,-78648.32430205088,Drive results.json episode_summaries
MASAC,E2,27,8760,-0.5341713049896714,-79548.79073906186,Drive results.json episode_summaries
MASAC,E2,28,8760,-0.5124019091372712,-76306.89230872242,Drive results.json episode_summaries
MASAC,E2,29,8760,-0.5280629675781271,-78639.13713173468,Drive results.json episode_summaries
MASAC,E2,30,8752,-0.5341520103821658,-79473.27271270016,Drive results.json episode_summaries
MASAC,E2,31,8760,-0.528316323448379,-78676.8668879326,Drive results.json episode_summaries
MASAC,E2,32,8760,-0.5342200265674227,-79556.04635642059,Drive results.json episode_summaries
MASAC,E2,33,8760,-0.5122386797760721,-76282.58419225266,Drive results.json episode_summaries
MASAC,E2,34,8760,-0.5281246595625226,-78648.32430205088,Drive results.json episode_summaries
MASAC,E2,35,8760,-0.5341713049896714,-79548.79073906186,Drive results.json episode_summaries
MASAC,E2,36,8760,-0.5124019091372712,-76306.89230872242,Drive results.json episode_summaries
MASAC,E2,37,8753,-0.5279973791614397,-78566.5380166014,Drive results.json episode_summaries
MASAC,E2,38,8760,-0.528316323448379,-78676.8668879326,Drive results.json episode_summaries
MASAC,E2,39,8760,-0.5342200265674227,-79556.04635642059,Drive results.json episode_summaries
MASAC,E2,40,8760,-0.5122386797760721,-76282.58419225266,Drive results.json episode_summaries
MASAC,E2,41,8760,-0.5281246595625226,-78648.32430205088,Drive results.json episode_summaries
MASAC,E2,42,8760,-0.5341713049896714,-79548.79073906186,Drive results.json episode_summaries
MASAC,E2,43,8760,-0.5124019091372712,-76306.89230872242,Drive results.json episode_summaries
MASAC,E2,44,8760,-0.5280629675781271,-78639.13713173468,Drive results.json episode_summaries
MASAC,E2,45,8760,-0.5341292031088826,-79542.5209269748,Drive results.json episode_summaries
MASAC,E2,46,8760,-0.5126333496593685,-76341.35843127315,Drive results.json episode_summaries
MASAC,E2,47,8760,-0.5281921079341843,-78658.36871355871,Drive results.json episode_summaries
MASAC,E2,48,8760,-0.5341373025630299,-79543.72709768642,Drive results.json episode_summaries
MASAC,E2,49,8748,-0.5125064952745902,-76217.91595125597,Drive results.json episode_summaries
MASAC,E3,0,8760,-0.54328587221065,-80906.13208961,Drive results.json episode_summaries
MASAC,E3,1,8760,-0.5518098292620185,-82175.51977369978,Drive results.json episode_summaries
MASAC,E3,2,8760,-0.5266826511246796,-78433.58040548729,Drive results.json episode_summaries
MASAC,E3,3,8760,-0.5437156108790443,-80970.12877210727,Drive results.json episode_summaries
MASAC,E3,4,8760,-0.5516603422252431,-82153.25816418321,Drive results.json episode_summaries
MASAC,E3,5,8760,-0.5269059164552964,-78466.82907852274,Drive results.json episode_summaries
MASAC,E3,6,8760,-0.5428022325761069,-80834.10847523384,Drive results.json episode_summaries
MASAC,E3,7,8760,-0.5515759494845673,-82140.69039724176,Drive results.json episode_summaries
MASAC,E3,8,8760,-0.5271277014266983,-78499.85729646392,Drive results.json episode_summaries
MASAC,E3,9,8760,-0.5433765672185381,-80919.6383901847,Drive results.json episode_summaries
MASAC,E3,10,8760,-0.5518946498872621,-82188.15126121108,Drive results.json episode_summaries
MASAC,E3,11,8760,-0.527185775624718,-78508.505706033,Drive results.json episode_summaries
MASAC,E3,12,8760,-0.5428711335833696,-80844.36921323539,Drive results.json episode_summaries
MASAC,E3,13,8760,-0.5515063561842355,-82130.32656295635,Drive results.json episode_summaries
MASAC,E3,14,8760,-0.526716133105878,-78438.56654212734,Drive results.json episode_summaries
MASAC,E3,15,8760,-0.5434030689842839,-80923.58503313956,Drive results.json episode_summaries
MASAC,E3,16,8760,-0.5518058895075868,-82174.93306546981,Drive results.json episode_summaries
MASAC,E3,17,8760,-0.5271417917155541,-78501.95562228031,Drive results.json episode_summaries
MASAC,E3,18,8760,-0.543199383343419,-80893.25216750195,Drive results.json episode_summaries
MASAC,E3,19,8760,-0.5519228590949066,-82192.3521764135,Drive results.json episode_summaries
MASAC,E3,20,8760,-0.5268976734633181,-78465.60153215734,Drive results.json episode_summaries
MASAC,E3,21,8760,-0.5434026496022172,-80923.52257876217,Drive results.json episode_summaries
MASAC,E3,22,8737,-0.551733265259201,-81948.39015568385,Drive results.json episode_summaries
MASAC,E3,23,8760,-0.5431901089086011,-80891.87101866888,Drive results.json episode_summaries
MASAC,E3,24,8760,-0.5512860059573528,-82097.51200716899,Drive results.json episode_summaries
MASAC,E3,25,8760,-0.5263660388880146,-78386.43051120313,Drive results.json episode_summaries
MASAC,E3,26,8760,-0.5425584560941135,-80797.80528153537,Drive results.json episode_summaries
MASAC,E3,27,8760,-0.5511507904264829,-82077.37571031181,Drive results.json episode_summaries
MASAC,E3,28,8760,-0.5263098821800003,-78378.06765424565,Drive results.json episode_summaries
MASAC,E3,29,8760,-0.5424389493246577,-80780.00833342804,Drive results.json episode_summaries
MASAC,E3,30,8752,-0.5507925898136747,-81949.12468283779,Drive results.json episode_summaries
MASAC,E3,31,8760,-0.5431901089086011,-80891.87101866888,Drive results.json episode_summaries
MASAC,E3,32,8760,-0.5512860059573528,-82097.51200716899,Drive results.json episode_summaries
MASAC,E3,33,8760,-0.5263660388880146,-78386.43051120313,Drive results.json episode_summaries
MASAC,E3,34,8760,-0.5425584560941135,-80797.80528153537,Drive results.json episode_summaries
MASAC,E3,35,8760,-0.5511507904264829,-82077.37571031181,Drive results.json episode_summaries
MASAC,E3,36,8760,-0.5263098821800003,-78378.06765424565,Drive results.json episode_summaries
MASAC,E3,37,8753,-0.5423942671547753,-80708.80934689773,Drive results.json episode_summaries
MASAC,E3,38,8760,-0.5431901089086011,-80891.87101866888,Drive results.json episode_summaries
MASAC,E3,39,8760,-0.5512860059573528,-82097.51200716899,Drive results.json episode_summaries
MASAC,E3,40,8760,-0.5263660388880146,-78386.43051120313,Drive results.json episode_summaries
MASAC,E3,41,8760,-0.5425584560941135,-80797.80528153537,Drive results.json episode_summaries
MASAC,E3,42,8760,-0.5511507904264829,-82077.37571031181,Drive results.json episode_summaries
MASAC,E3,43,8760,-0.5263098821800003,-78378.06765424565,Drive results.json episode_summaries
MASAC,E3,44,8760,-0.5424389493246577,-80780.00833342804,Drive results.json episode_summaries
MASAC,E3,45,8760,-0.5507613602389888,-82019.38176679022,Drive results.json episode_summaries
MASAC,E3,46,8760,-0.5265661854577639,-78416.23633837019,Drive results.json episode_summaries
MASAC,E3,47,8760,-0.5426501765817953,-80811.46429656095,Drive results.json episode_summaries
MASAC,E3,48,8760,-0.5510169561042634,-82057.44510304689,Drive results.json episode_summaries
MASAC,E3,49,8748,-0.5263825588275348,-78281.50861859568,Drive results.json episode_summaries
MATD3,E1,0,8760,-0.7290455099358968,-108569.45733965375,Drive results.json episode_summaries
MATD3,E1,1,8760,-0.7408485589329936,-110327.1673963014,Drive results.json episode_summaries
MATD3,E1,2,8760,-0.7290455099358968,-108569.45733965375,Drive results.json episode_summaries
MATD3,E1,3,8760,-0.7407922956320674,-110318.78866552748,Drive results.json episode_summaries
MATD3,E1,4,8760,-0.5922761108176945,-88201.75842297106,Drive results.json episode_summaries
MATD3,E1,5,8752,-0.6203870136879436,-92303.661444547,Drive results.json episode_summaries
MATD3,E1,6,8760,-0.7290455099358968,-108569.45733965375,Drive results.json episode_summaries
MATD3,E1,7,8758,-0.7408411170337472,-110300.8705506865,Drive results.json episode_summaries
MATD3,E1,8,8760,-0.7290455099358968,-108569.45733965375,Drive results.json episode_summaries
MATD3,E1,9,8758,-0.7408411170337472,-110300.8705506865,Drive results.json episode_summaries
MATD3,E1,10,8760,-0.6275426411947297,-93453.65012671915,Drive results.json episode_summaries
MATD3,E1,11,8760,-0.5928723266513164,-88290.54688491405,Drive results.json episode_summaries
MATD3,E1,12,8760,-0.6198809948244577,-92312.67774925823,Drive results.json episode_summaries
MATD3,E1,13,8760,-0.6268358120596415,-93348.38913192181,Drive results.json episode_summaries
MATD3,E1,14,8760,-0.5917727467841729,-88126.79745109903,Drive results.json episode_summaries
MATD3,E1,15,8760,-0.6203342994187452,-92380.18386943953,Drive results.json episode_summaries
MATD3,E1,16,8760,-0.6283982286783234,-93581.06421477592,Drive results.json episode_summaries
MATD3,E1,17,8760,-0.5938568489662464,-88437.1619480534,Drive results.json episode_summaries
MATD3,E1,18,8760,-0.6213662761289298,-92533.86584112022,Drive results.json episode_summaries
MATD3,E1,19,8760,-0.6275623168218012,-93456.58022110263,Drive results.json episode_summaries
MATD3,E1,20,8760,-0.5923983721498567,-88219.96558055666,Drive results.json episode_summaries
MATD3,E1,21,8760,-0.6201243990915624,-92348.92551271548,Drive results.json episode_summaries
MATD3,E1,22,8760,-0.6272274115573233,-93406.70612911659,Drive results.json episode_summaries
MATD3,E1,23,8760,-0.5931696773648101,-88334.82835316751,Drive results.json episode_summaries
MATD3,E1,24,8760,-0.6204905186511218,-92403.44803752506,Drive results.json episode_summaries
MATD3,E1,25,8760,-0.6273433676959105,-93423.97431727499,Drive results.json episode_summaries
MATD3,E1,26,8760,-0.5928058131346036,-88280.64169200516,Drive results.json episode_summaries
MATD3,E1,27,8760,-0.6199991237039061,-92330.26950198569,Drive results.json episode_summaries
MATD3,E1,28,8760,-0.6271063775182276,-93388.68174001445,Drive results.json episode_summaries
MATD3,E1,29,8760,-0.593209215177488,-88340.71632423151,Drive results.json episode_summaries
MATD3,E1,30,8760,-0.6206955466116958,-92433.98080141374,Drive results.json episode_summaries
MATD3,E1,31,8760,-0.6273007341341804,-93417.62532726215,Drive results.json episode_summaries
MATD3,E1,32,8760,-0.5938652665084503,-88438.41548843842,Drive results.json episode_summaries
MATD3,E1,33,8760,-0.6217203631282271,-92586.59647705557,Drive results.json episode_summaries
MATD3,E1,34,8760,-0.6277545907183286,-93485.2136497735,Drive results.json episode_summaries
MATD3,E1,35,8760,-0.593056386533042,-88317.95708250062,Drive results.json episode_summaries
MATD3,E1,36,8760,-0.620323505435223,-92378.5764294134,Drive results.json episode_summaries
MATD3,E1,37,8760,-0.6270121202100872,-93374.64494168619,Drive results.json episode_summaries
MATD3,E1,38,8760,-0.5929187672102019,-88297.46281294327,Drive results.json episode_summaries
MATD3,E1,39,8760,-0.6207299658118058,-92439.10650869412,Drive results.json episode_summaries
MATD3,E1,40,8760,-0.6273482118240455,-93424.69570483686,Drive results.json episode_summaries
MATD3,E1,41,8760,-0.5930866282044822,-88322.46067221148,Drive results.json episode_summaries
MATD3,E1,42,8760,-0.6205688221034855,-92415.10898765107,Drive results.json episode_summaries
MATD3,E1,43,8760,-0.6271540325616335,-93395.77852907847,Drive results.json episode_summaries
MATD3,E1,44,8760,-0.5929114224400491,-88296.36902977212,Drive results.json episode_summaries
MATD3,E1,45,8760,-0.6205522129256076,-92412.63554888149,Drive results.json episode_summaries
MATD3,E1,46,8760,-0.6274638329804146,-93441.91400744335,Drive results.json episode_summaries
MATD3,E1,47,8760,-0.5932659126113043,-88349.15970607544,Drive results.json episode_summaries
MATD3,E1,48,8760,-0.6209203261908646,-92467.45497634355,Drive results.json episode_summaries
MATD3,E1,49,8760,-0.6270644681842904,-93382.44060200453,Drive results.json episode_summaries
MATD3,E2,0,8760,-0.5379045652431999,-80104.74785601732,Drive results.json episode_summaries
MATD3,E2,1,8760,-0.546346867690215,-81361.97553642682,Drive results.json episode_summaries
MATD3,E2,2,8760,-0.5379045652431999,-80104.74785601732,Drive results.json episode_summaries
MATD3,E2,3,8760,-0.5463129732708171,-81356.92797949008,Drive results.json episode_summaries
MATD3,E2,4,8760,-0.5200509799956652,-77445.99194095447,Drive results.json episode_summaries
MATD3,E2,5,8752,-0.5364557770549047,-79816.03633333693,Drive results.json episode_summaries
MATD3,E2,6,8760,-0.5379045652431999,-80104.74785601732,Drive results.json episode_summaries
MATD3,E2,7,8758,-0.5463226664745562,-81339.79652073077,Drive results.json episode_summaries
MATD3,E2,8,8760,-0.5379045652431999,-80104.74785601732,Drive results.json episode_summaries
MATD3,E2,9,8758,-0.5463226664745562,-81339.79652073077,Drive results.json episode_summaries
MATD3,E2,10,8760,-0.5437832290180135,-80980.19846536257,Drive results.json episode_summaries
MATD3,E2,11,8760,-0.5179435756514317,-77132.1572860112,Drive results.json episode_summaries
MATD3,E2,12,8760,-0.5355468808063508,-79753.64148968176,Drive results.json episode_summaries
MATD3,E2,13,8760,-0.5444056873465541,-81072.89495964885,Drive results.json episode_summaries
MATD3,E2,14,8760,-0.5198361041934004,-77413.9926364812,Drive results.json episode_summaries
MATD3,E2,15,8760,-0.5355810446343805,-79758.72916695195,Drive results.json episode_summaries
MATD3,E2,16,8760,-0.5425436641559441,-80795.60246610318,Drive results.json episode_summaries
MATD3,E2,17,8760,-0.5195452125324825,-77370.67305033731,Drive results.json episode_summaries
MATD3,E2,18,8760,-0.5353446433967475,-79723.52429464363,Drive results.json episode_summaries
MATD3,E2,19,8760,-0.5412439665334856,-80602.05149616668,Drive results.json episode_summaries
MATD3,E2,20,8760,-0.5163800478966408,-76899.31673276775,Drive results.json episode_summaries
MATD3,E2,21,8760,-0.5324095383276435,-79286.42844775267,Drive results.json episode_summaries
MATD3,E2,22,8760,-0.539854063028672,-80395.06706622984,Drive results.json episode_summaries
MATD3,E2,23,8760,-0.5162682233948295,-76882.66382795801,Drive results.json episode_summaries
MATD3,E2,24,8760,-0.5338357535318733,-79498.82041596656,Drive results.json episode_summaries
MATD3,E2,25,8760,-0.5423865388068095,-80772.20335911008,Drive results.json episode_summaries
MATD3,E2,26,8760,-0.5187932362978955,-77258.6887494826,Drive results.json episode_summaries
MATD3,E2,27,8760,-0.5354799564595091,-79743.67511595009,Drive results.json episode_summaries
MATD3,E2,28,8760,-0.5443911206276645,-81070.7256838718,Drive results.json episode_summaries
MATD3,E2,29,8760,-0.5209639882541299,-77581.95713080504,Drive results.json episode_summaries
MATD3,E2,30,8760,-0.5374121495436477,-80031.41731004001,Drive results.json episode_summaries
MATD3,E2,31,8760,-0.5447622909459948,-81126.00036767755,Drive results.json episode_summaries
MATD3,E2,32,8760,-0.5210693798623016,-77597.65204909396,Drive results.json episode_summaries
MATD3,E2,33,8760,-0.5370481840301343,-79977.2155657676,Drive results.json episode_summaries
MATD3,E2,34,8760,-0.5440354758624605,-81017.76306543761,Drive results.json episode_summaries
MATD3,E2,35,8760,-0.5196509887585685,-77386.42524592602,Drive results.json episode_summaries
MATD3,E2,36,8760,-0.5357672874406514,-79786.46444566181,Drive results.json episode_summaries
MATD3,E2,37,8760,-0.5426995523740894,-80818.8173395494,Drive results.json episode_summaries
MATD3,E2,38,8760,-0.5191190755272117,-77307.21272751236,Drive results.json episode_summaries
MATD3,E2,39,8760,-0.5343928392074653,-79581.78161477573,Drive results.json episode_summaries
MATD3,E2,40,8760,-0.5410807127807018,-80577.73974730211,Drive results.json episode_summaries
MATD3,E2,41,8760,-0.5172306432109047,-77025.98738696793,Drive results.json episode_summaries
MATD3,E2,42,8760,-0.5332846171364575,-79416.74518396125,Drive results.json episode_summaries
MATD3,E2,43,8760,-0.5401663542078549,-80441.57346863375,Drive results.json episode_summaries
MATD3,E2,44,8760,-0.5170151327521121,-76993.89356944454,Drive results.json episode_summaries
MATD3,E2,45,8760,-0.5333774205833492,-79430.56547327238,Drive results.json episode_summaries
MATD3,E2,46,8760,-0.5409636860546514,-80560.31212725869,Drive results.json episode_summaries
MATD3,E2,47,8760,-0.5180577945888039,-77149.16677016467,Drive results.json episode_summaries
MATD3,E2,48,8760,-0.5341633753189277,-79547.6098524947,Drive results.json episode_summaries
MATD3,E2,49,8760,-0.5400036063529057,-80417.33705807471,Drive results.json episode_summaries
MATD3,E3,0,8760,-0.5684158445302419,-84648.48756744362,Drive results.json episode_summaries
MATD3,E3,1,8760,-0.57691164288679,-85913.68185870076,Drive results.json episode_summaries
MATD3,E3,2,8760,-0.5684158445302419,-84648.48756744362,Drive results.json episode_summaries
MATD3,E3,3,8760,-0.5768798621596843,-85908.94907282019,Drive results.json episode_summaries
MATD3,E3,4,8760,-0.5296572948608507,-78876.56435067789,Drive results.json episode_summaries
MATD3,E3,5,8752,-0.5462371260239373,-81271.34455834546,Drive results.json episode_summaries
MATD3,E3,6,8760,-0.5684158445302419,-84648.48756744362,Drive results.json episode_summaries
MATD3,E3,7,8758,-0.5768946132006594,-85891.53138099337,Drive results.json episode_summaries
MATD3,E3,8,8760,-0.5684158445302419,-84648.48756744362,Drive results.json episode_summaries
MATD3,E3,9,8758,-0.5768946132006594,-85891.53138099337,Drive results.json episode_summaries
MATD3,E3,10,8760,-0.5560367784337301,-82804.99704435108,Drive results.json episode_summaries
MATD3,E3,11,8760,-0.5290481534341094,-78785.85100940758,Drive results.json episode_summaries
MATD3,E3,12,8760,-0.5465653053425684,-81394.50527161527,Drive results.json episode_summaries
MATD3,E3,13,8760,-0.5570915828035414,-82962.07851110339,Drive results.json episode_summaries
MATD3,E3,14,8760,-0.5294059028282437,-78839.12704918205,Drive results.json episode_summaries
MATD3,E3,15,8760,-0.5461359378768078,-81330.56386861422,Drive results.json episode_summaries
MATD3,E3,16,8760,-0.5573036510462676,-82993.65971381016,Drive results.json episode_summaries
MATD3,E3,17,8760,-0.5306691975196048,-79027.25689461955,Drive results.json episode_summaries
MATD3,E3,18,8760,-0.5478043395531886,-81579.02224626085,Drive results.json episode_summaries
MATD3,E3,19,8760,-0.5573450207988863,-82999.82049737014,Drive results.json episode_summaries
MATD3,E3,20,8760,-0.5314246043958997,-79139.75208663738,Drive results.json episode_summaries
MATD3,E3,21,8760,-0.5477750204600343,-81574.6560469083,Drive results.json episode_summaries
MATD3,E3,22,8760,-0.5571922573500272,-82977.07096456605,Drive results.json episode_summaries
MATD3,E3,23,8760,-0.5310539928085858,-79084.56060905459,Drive results.json episode_summaries
MATD3,E3,24,8760,-0.5488046468150503,-81727.98800369729,Drive results.json episode_summaries
MATD3,E3,25,8760,-0.5592074796612345,-83277.17787115104,Drive results.json episode_summaries
MATD3,E3,26,8760,-0.532613615070585,-79316.81955631153,Drive results.json episode_summaries
MATD3,E3,27,8760,-0.5496729222899496,-81857.2915874193,Drive results.json episode_summaries
MATD3,E3,28,8760,-0.5590967239198357,-83260.68412614193,Drive results.json episode_summaries
MATD3,E3,29,8760,-0.5322197004957441,-79258.15779782619,Drive results.json episode_summaries
MATD3,E3,30,8760,-0.5490741829018809,-81768.1273177481,Drive results.json episode_summaries
MATD3,E3,31,8760,-0.5585123883529018,-83173.66487351415,Drive results.json episode_summaries
MATD3,E3,32,8760,-0.531245422769196,-79113.06835878865,Drive results.json episode_summaries
MATD3,E3,33,8760,-0.5490237537694356,-81760.61741134436,Drive results.json episode_summaries
MATD3,E3,34,8760,-0.5590613648918028,-83255.41845968728,Drive results.json episode_summaries
MATD3,E3,35,8760,-0.5322138703365309,-79257.28957051618,Drive results.json episode_summaries
MATD3,E3,36,8760,-0.5493746202055392,-81812.8684410089,Drive results.json episode_summaries
MATD3,E3,37,8760,-0.5589779915173627,-83243.00249676566,Drive results.json episode_summaries
MATD3,E3,38,8760,-0.5317935634108971,-79194.6974631508,Drive results.json episode_summaries
MATD3,E3,39,8760,-0.5490083374794791,-81758.32161744402,Drive results.json episode_summaries
MATD3,E3,40,8760,-0.5589212199068986,-83234.54806853534,Drive results.json episode_summaries
MATD3,E3,41,8760,-0.5318280955072872,-79199.83998294521,Drive results.json episode_summaries
MATD3,E3,42,8760,-0.549230301955724,-81791.3765672464,Drive results.json episode_summaries
MATD3,E3,43,8760,-0.5593175702688571,-83293.5725644382,Drive results.json episode_summaries
MATD3,E3,44,8760,-0.5331477726212497,-79396.3662987565,Drive results.json episode_summaries
MATD3,E3,45,8760,-0.5503917691234074,-81964.34225785782,Drive results.json episode_summaries
MATD3,E3,46,8760,-0.5601154123894135,-83412.38721303146,Drive results.json episode_summaries
MATD3,E3,47,8760,-0.5331268724667073,-79393.25384774205,Drive results.json episode_summaries
MATD3,E3,48,8760,-0.550808564915432,-82026.41148720612,Drive results.json episode_summaries
MATD3,E3,49,8760,-0.5606717322690229,-83495.23436950288,Drive results.json episode_summaries
