available,axis,axis_name,baseline,delta_vs_baseline,improved_vs_baseline,kpi,lower_is_better,source,value,family,method,run_dir,table_path
True,OE3,Costos energeticos,0.0,-4.6600919836468195e-08,True,electricity_cost_daily_average_delta,True,citylearn_v2.evaluate_v2,-4.6600919836468195e-08,citylearn_v2_original,baseline,outputs\citylearn_v2_original_benchmark\baseline\E2_seed_0,outputs\citylearn_v2_original_benchmark\baseline\E2_seed_0\figures\tables\objective_kpis.csv
True,OE3,Costos energeticos,0.0,-8.526997477577086e-06,True,electricity_cost_delta,True,citylearn_v2.evaluate_v2,-8.526997477577086e-06,citylearn_v2_original,baseline,outputs\citylearn_v2_original_benchmark\baseline\E2_seed_0,outputs\citylearn_v2_original_benchmark\baseline\E2_seed_0\figures\tables\objective_kpis.csv
False,OE3,Costos energeticos,,,,price_signal_deviation,True,derived_from_citylearn_v2_timeseries,,citylearn_v2_original,baseline,outputs\citylearn_v2_original_benchmark\baseline\E2_seed_0,outputs\citylearn_v2_original_benchmark\baseline\E2_seed_0\figures\tables\objective_kpis.csv
True,OE1,Flexibilidad energetica,,,,battery_capacity_fade_ratio,True,citylearn_v2.evaluate_v2,0.0005795900344428,citylearn_v2_original,hour_rbc,outputs\citylearn_v2_original_benchmark\hour_rbc\E2_seed_0,outputs\citylearn_v2_original_benchmark\hour_rbc\E2_seed_0\figures\tables\objective_kpis.csv
True,OE1,Flexibilidad energetica,,,,battery_charge_total,False,citylearn_v2.evaluate_v2,31048.290894806385,citylearn_v2_original,hour_rbc,outputs\citylearn_v2_original_benchmark\hour_rbc\E2_seed_0,outputs\citylearn_v2_original_benchmark\hour_rbc\E2_seed_0\figures\tables\objective_kpis.csv
True,OE1,Flexibilidad energetica,,,,battery_discharge_total,False,citylearn_v2.evaluate_v2,24750.353607565165,citylearn_v2_original,hour_rbc,outputs\citylearn_v2_original_benchmark\hour_rbc\E2_seed_0,outputs\citylearn_v2_original_benchmark\hour_rbc\E2_seed_0\figures\tables\objective_kpis.csv
True,OE1,Flexibilidad energetica,,,,battery_equivalent_full_cycles,False,citylearn_v2.evaluate_v2,256.4275942204574,citylearn_v2_original,hour_rbc,outputs\citylearn_v2_original_benchmark\hour_rbc\E2_seed_0,outputs\citylearn_v2_original_benchmark\hour_rbc\E2_seed_0\figures\tables\objective_kpis.csv
True,OE1,Flexibilidad energetica,,,,battery_throughput_total,False,citylearn_v2.evaluate_v2,55798.64450237155,citylearn_v2_original,hour_rbc,outputs\citylearn_v2_original_benchmark\hour_rbc\E2_seed_0,outputs\citylearn_v2_original_benchmark\hour_rbc\E2_seed_0\figures\tables\objective_kpis.csv
False,OE1,Flexibilidad energetica,,,,community_import_share,False,citylearn_v2.evaluate_v2,,citylearn_v2_original,hour_rbc,outputs\citylearn_v2_original_benchmark\hour_rbc\E2_seed_0,outputs\citylearn_v2_original_benchmark\hour_rbc\E2_seed_0\figures\tables\objective_kpis.csv
False,OE1,Flexibilidad energetica,,,,community_local_traded_daily_average,False,citylearn_v2.evaluate_v2,,citylearn_v2_original,hour_rbc,outputs\citylearn_v2_original_benchmark\hour_rbc\E2_seed_0,outputs\citylearn_v2_original_benchmark\hour_rbc\E2_seed_0\figures\tables\objective_kpis.csv
False,OE1,Flexibilidad energetica,,,,community_local_traded_total,False,citylearn_v2.evaluate_v2,,citylearn_v2_original,hour_rbc,outputs\citylearn_v2_original_benchmark\hour_rbc\E2_seed_0,outputs\citylearn_v2_original_benchmark\hour_rbc\E2_seed_0\figures\tables\objective_kpis.csv
True,OE1,Flexibilidad energetica,,,,ev_charge_total,False,citylearn_v2.evaluate_v2,37497.81816992164,citylearn_v2_original,hour_rbc,outputs\citylearn_v2_original_benchmark\hour_rbc\E2_seed_0,outputs\citylearn_v2_original_benchmark\hour_rbc\E2_seed_0\figures\tables\objective_kpis.csv
True,OE1,Flexibilidad energetica,,,,ev_departure_count,True,citylearn_v2.evaluate_v2,2787.0,citylearn_v2_original,hour_rbc,outputs\citylearn_v2_original_benchmark\hour_rbc\E2_seed_0,outputs\citylearn_v2_original_benchmark\hour_rbc\E2_seed_0\figures\tables\objective_kpis.csv
True,OE1,Flexibilidad energetica,,,,ev_departure_met_count,False,citylearn_v2.evaluate_v2,188.0,citylearn_v2_original,hour_rbc,outputs\citylearn_v2_original_benchmark\hour_rbc\E2_seed_0,outputs\citylearn_v2_original_benchmark\hour_rbc\E2_seed_0\figures\tables\objective_kpis.csv
True,OE1,Flexibilidad energetica,,,,ev_departure_soc_deficit_mean,True,citylearn_v2.evaluate_v2,0.2644211790564455,citylearn_v2_original,hour_rbc,outputs\citylearn_v2_original_benchmark\hour_rbc\E2_seed_0,outputs\citylearn_v2_original_benchmark\hour_rbc\E2_seed_0\figures\tables\objective_kpis.csv
True,OE1,Flexibilidad energetica,,,,ev_departure_success_rate,False,citylearn_v2.evaluate_v2,0.0674560459275206,citylearn_v2_original,hour_rbc,outputs\citylearn_v2_original_benchmark\hour_rbc\E2_seed_0,outputs\citylearn_v2_original_benchmark\hour_rbc\E2_seed_0\figures\tables\objective_kpis.csv
True,OE1,Flexibilidad energetica,,,,ev_departure_within_tolerance_count,False,citylearn_v2.evaluate_v2,300.0,citylearn_v2_original,hour_rbc,outputs\citylearn_v2_original_benchmark\hour_rbc\E2_seed_0,outputs\citylearn_v2_original_benchmark\hour_rbc\E2_seed_0\figures\tables\objective_kpis.csv
True,OE1,Flexibilidad energetica,,,,ev_departure_within_tolerance_rate,False,citylearn_v2.evaluate_v2,0.1076426264800861,citylearn_v2_original,hour_rbc,outputs\citylearn_v2_original_benchmark\hour_rbc\E2_seed_0,outputs\citylearn_v2_original_benchmark\hour_rbc\E2_seed_0\figures\tables\objective_kpis.csv
True,OE1,Flexibilidad energetica,,,,ev_v2g_export_total,False,citylearn_v2.evaluate_v2,15437.333896301334,citylearn_v2_original,hour_rbc,outputs\citylearn_v2_original_benchmark\hour_rbc\E2_seed_0,outputs\citylearn_v2_original_benchmark\hour_rbc\E2_seed_0\figures\tables\objective_kpis.csv
True,OE1,Flexibilidad energetica,,,,grid_export_baseline,True,citylearn_v2.evaluate_v2,64470.68685300648,citylearn_v2_original,hour_rbc,outputs\citylearn_v2_original_benchmark\hour_rbc\E2_seed_0,outputs\citylearn_v2_original_benchmark\hour_rbc\E2_seed_0\figures\tables\objective_kpis.csv
True,OE1,Flexibilidad energetica,64470.68685300648,22243.92493709928,False,grid_export_control,True,citylearn_v2.evaluate_v2,86714.61179010576,citylearn_v2_original,hour_rbc,outputs\citylearn_v2_original_benchmark\hour_rbc\E2_seed_0,outputs\citylearn_v2_original_benchmark\hour_rbc\E2_seed_0\figures\tables\objective_kpis.csv
True,OE1,Flexibilidad energetica,0.0,11152.437077437093,False,grid_export_delta,True,citylearn_v2.evaluate_v2,11152.437077437093,citylearn_v2_original,hour_rbc,outputs\citylearn_v2_original_benchmark\hour_rbc\E2_seed_0,outputs\citylearn_v2_original_benchmark\hour_rbc\E2_seed_0\figures\tables\objective_kpis.csv
True,OE1,Flexibilidad energetica,1.0,0.3450238553812146,False,grid_export_ratio,True,citylearn_v2.evaluate_v2,1.3450238553812146,citylearn_v2_original,hour_rbc,outputs\citylearn_v2_original_benchmark\hour_rbc\E2_seed_0,outputs\citylearn_v2_original_benchmark\hour_rbc\E2_seed_0\figures\tables\objective_kpis.csv
True,OE1,Flexibilidad energetica,1.0,0.74844328019094,False,grid_import,True,citylearn_v2.evaluate_v2,1.74844328019094,citylearn_v2_original,hour_rbc,outputs\citylearn_v2_original_benchmark\hour_rbc\E2_seed_0,outputs\citylearn_v2_original_benchmark\hour_rbc\E2_seed_0\figures\tables\objective_kpis.csv
True,OE1,Flexibilidad energetica,,,,grid_import_baseline,True,citylearn_v2.evaluate_v2,88668.89653593302,citylearn_v2_original,hour_rbc,outputs\citylearn_v2_original_benchmark\hour_rbc\E2_seed_0,outputs\citylearn_v2_original_benchmark\hour_rbc\E2_seed_0\figures\tables\objective_kpis.csv
True,OE1,Flexibilidad energetica,88668.89653593302,50602.34670773748,False,grid_import_control,True,citylearn_v2.evaluate_v2,139271.2432436705,citylearn_v2_original,hour_rbc,outputs\citylearn_v2_original_benchmark\hour_rbc\E2_seed_0,outputs\citylearn_v2_original_benchmark\hour_rbc\E2_seed_0\figures\tables\objective_kpis.csv
True,OE1,Flexibilidad energetica,0.0,25370.499550979468,False,grid_import_delta,True,citylearn_v2.evaluate_v2,25370.499550979468,citylearn_v2_original,hour_rbc,outputs\citylearn_v2_original_benchmark\hour_rbc\E2_seed_0,outputs\citylearn_v2_original_benchmark\hour_rbc\E2_seed_0\figures\tables\objective_kpis.csv
True,OE1,Flexibilidad energetica,,,,net_exchange_baseline,True,citylearn_v2.evaluate_v2,24198.209682926536,citylearn_v2_original,hour_rbc,outputs\citylearn_v2_original_benchmark\hour_rbc\E2_seed_0,outputs\citylearn_v2_original_benchmark\hour_rbc\E2_seed_0\figures\tables\objective_kpis.csv
