available,axis,axis_name,baseline,delta_vs_baseline,improved_vs_baseline,kpi,lower_is_better,source,value,family,method,run_dir,table_path,normalized_score
True,OE1,Flexibilidad energetica,,,,battery_capacity_fade_ratio,True,citylearn_v2.evaluate_v2,0.0005402847001329,citylearn_v3_madrl,HAPPO,outputs\citylearn_v3_madrl_full_20260615_074011_v4\happo\E2_seed_0,outputs\citylearn_v3_madrl_full_20260615_074011_v4\happo\E2_seed_0\figures\tables\objective_kpis.csv,0.0
True,OE1,Flexibilidad energetica,,,,battery_capacity_fade_ratio,True,citylearn_v2.evaluate_v2,6.177268493979404e-05,citylearn_v3_madrl,MAAC,outputs\citylearn_v3_madrl_full_20260615_074011_v4\maac\E2_seed_0,outputs\citylearn_v3_madrl_full_20260615_074011_v4\maac\E2_seed_0\figures\tables\objective_kpis.csv,0.8869815872742493
True,OE1,Flexibilidad energetica,,,,battery_capacity_fade_ratio,True,citylearn_v2.evaluate_v2,5.028306424212913e-05,citylearn_v3_madrl,MASAC,outputs\citylearn_v3_madrl_full_20260615_074011_v4\masac\E2_seed_0,outputs\citylearn_v3_madrl_full_20260615_074011_v4\masac\E2_seed_0\figures\tables\objective_kpis.csv,0.9082790295118935
True,OE1,Flexibilidad energetica,,,,battery_capacity_fade_ratio,True,citylearn_v2.evaluate_v2,8.011053678679772e-07,citylearn_v3_madrl,MATD3,outputs\citylearn_v3_madrl_full_20260615_074011_v4\matd3\E2_seed_0,outputs\citylearn_v3_madrl_full_20260615_074011_v4\matd3\E2_seed_0\figures\tables\objective_kpis.csv,1.0
True,OE1,Flexibilidad energetica,,,,battery_charge_total,False,citylearn_v2.evaluate_v2,5472726.657080317,citylearn_v3_madrl,HAPPO,outputs\citylearn_v3_madrl_full_20260615_074011_v4\happo\E2_seed_0,outputs\citylearn_v3_madrl_full_20260615_074011_v4\happo\E2_seed_0\figures\tables\objective_kpis.csv,1.0
True,OE1,Flexibilidad energetica,,,,battery_charge_total,False,citylearn_v2.evaluate_v2,407054.975021348,citylearn_v3_madrl,MAAC,outputs\citylearn_v3_madrl_full_20260615_074011_v4\maac\E2_seed_0,outputs\citylearn_v3_madrl_full_20260615_074011_v4\maac\E2_seed_0\figures\tables\objective_kpis.csv,0.07328272468436661
True,OE1,Flexibilidad energetica,,,,battery_charge_total,False,citylearn_v2.evaluate_v2,353615.1211018505,citylearn_v3_madrl,MASAC,outputs\citylearn_v3_madrl_full_20260615_074011_v4\masac\E2_seed_0,outputs\citylearn_v3_madrl_full_20260615_074011_v4\masac\E2_seed_0\figures\tables\objective_kpis.csv,0.06350640301848774
True,OE1,Flexibilidad energetica,,,,battery_charge_total,False,citylearn_v2.evaluate_v2,6473.014259601426,citylearn_v3_madrl,MATD3,outputs\citylearn_v3_madrl_full_20260615_074011_v4\matd3\E2_seed_0,outputs\citylearn_v3_madrl_full_20260615_074011_v4\matd3\E2_seed_0\figures\tables\objective_kpis.csv,0.0
True,OE1,Flexibilidad energetica,,,,battery_discharge_total,False,citylearn_v2.evaluate_v2,4646300.516930651,citylearn_v3_madrl,HAPPO,outputs\citylearn_v3_madrl_full_20260615_074011_v4\happo\E2_seed_0,outputs\citylearn_v3_madrl_full_20260615_074011_v4\happo\E2_seed_0\figures\tables\objective_kpis.csv,1.0
True,OE1,Flexibilidad energetica,,,,battery_discharge_total,False,citylearn_v2.evaluate_v2,357029.0806518877,citylearn_v3_madrl,MAAC,outputs\citylearn_v3_madrl_full_20260615_074011_v4\maac\E2_seed_0,outputs\citylearn_v3_madrl_full_20260615_074011_v4\maac\E2_seed_0\figures\tables\objective_kpis.csv,0.07602854198176179
True,OE1,Flexibilidad energetica,,,,battery_discharge_total,False,citylearn_v2.evaluate_v2,303898.4720165327,citylearn_v3_madrl,MASAC,outputs\citylearn_v3_madrl_full_20260615_074011_v4\masac\E2_seed_0,outputs\citylearn_v3_madrl_full_20260615_074011_v4\masac\E2_seed_0\figures\tables\objective_kpis.csv,0.06458343605748032
True,OE1,Flexibilidad energetica,,,,battery_discharge_total,False,citylearn_v2.evaluate_v2,4088.46691936412,citylearn_v3_madrl,MATD3,outputs\citylearn_v3_madrl_full_20260615_074011_v4\matd3\E2_seed_0,outputs\citylearn_v3_madrl_full_20260615_074011_v4\matd3\E2_seed_0\figures\tables\objective_kpis.csv,0.0
