available,axis,axis_name,baseline,delta_vs_baseline,improved_vs_baseline,kpi,lower_is_better,source,value
True,OE1,Flexibilidad energetica,,,,battery_capacity_fade_ratio,True,citylearn_v2.evaluate_v2,0.0004831812951161643
True,OE1,Flexibilidad energetica,,,,battery_charge_total,False,citylearn_v2.evaluate_v2,4975198.288583401
True,OE1,Flexibilidad energetica,,,,battery_discharge_total,False,citylearn_v2.evaluate_v2,4220262.942131899
True,OE1,Flexibilidad energetica,,,,battery_equivalent_full_cycles,False,citylearn_v2.evaluate_v2,175.0449484260127
True,OE1,Flexibilidad energetica,,,,battery_throughput_total,False,citylearn_v2.evaluate_v2,9195461.230715299
True,OE1,Flexibilidad energetica,,,,community_import_share,False,citylearn_v2.evaluate_v2,0.1847474399146722
True,OE1,Flexibilidad energetica,,,,community_local_traded_daily_average,False,citylearn_v2.evaluate_v2,6636.701550273971
True,OE1,Flexibilidad energetica,,,,community_local_traded_total,False,citylearn_v2.evaluate_v2,2422119.536618738
True,OE1,Flexibilidad energetica,,,,ev_charge_total,False,citylearn_v2.evaluate_v2,105886.64410170913
True,OE1,Flexibilidad energetica,,,,ev_departure_count,True,citylearn_v2.evaluate_v2,39682.0
True,OE1,Flexibilidad energetica,,,,ev_departure_met_count,False,citylearn_v2.evaluate_v2,8144.0
True,OE1,Flexibilidad energetica,,,,ev_departure_soc_deficit_mean,True,citylearn_v2.evaluate_v2,0.34391132929571716
True,OE1,Flexibilidad energetica,,,,ev_departure_success_rate,False,citylearn_v2.evaluate_v2,0.20523159114963963
True,OE1,Flexibilidad energetica,,,,ev_departure_within_tolerance_count,False,citylearn_v2.evaluate_v2,2512.0
True,OE1,Flexibilidad energetica,,,,ev_departure_within_tolerance_rate,False,citylearn_v2.evaluate_v2,0.06330326092434857
True,OE1,Flexibilidad energetica,,,,ev_v2g_export_total,False,citylearn_v2.evaluate_v2,46956.2508762877
True,OE1,Flexibilidad energetica,,,,grid_export_baseline,True,citylearn_v2.evaluate_v2,39642257.443626404
True,OE1,Flexibilidad energetica,39642257.443626404,-277060.599576354,True,grid_export_control,True,citylearn_v2.evaluate_v2,39365196.84405005
True,OE1,Flexibilidad energetica,0.0,-138909.87818695727,True,grid_export_delta,True,citylearn_v2.evaluate_v2,-138909.87818695727
True,OE1,Flexibilidad energetica,1.0,-0.00698902175211269,True,grid_export_ratio,True,citylearn_v2.evaluate_v2,0.9930109782478873
True,OE1,Flexibilidad energetica,1.0,0.4109786821660124,False,grid_import,True,citylearn_v2.evaluate_v2,1.4109786821660124
True,OE1,Flexibilidad energetica,,,,grid_import_baseline,True,citylearn_v2.evaluate_v2,12573631.048870087
True,OE1,Flexibilidad energetica,12573631.048870087,536805.218812013,False,grid_import_control,True,citylearn_v2.evaluate_v2,13110436.2676821
True,OE1,Flexibilidad energetica,0.0,269138.0429744212,False,grid_import_delta,True,citylearn_v2.evaluate_v2,269138.0429744212
True,OE1,Flexibilidad energetica,,,,net_exchange_baseline,True,citylearn_v2.evaluate_v2,-27068626.394756317
True,OE1,Flexibilidad energetica,-27068626.394756317,813865.8183883727,False,net_exchange_control,True,citylearn_v2.evaluate_v2,-26254760.576367944
True,OE1,Flexibilidad energetica,0.0,408047.9211613813,False,net_exchange_delta,True,citylearn_v2.evaluate_v2,408047.9211613813
True,OE1,Flexibilidad energetica,1.0,-0.06596342595574323,True,one_minus_load_factor_average,True,citylearn_v2.evaluate_v2,0.9340365740442568
True,OE1,Flexibilidad energetica,1.0,0.15196049424100466,False,peak_average,True,citylearn_v2.evaluate_v2,1.1519604942410047
True,OE1,Flexibilidad energetica,,,,pv_export_daily_average,True,citylearn_v2.evaluate_v2,110849.34532442086
True,OE1,Flexibilidad energetica,,,,pv_export_total,True,citylearn_v2.evaluate_v2,40455392.320691764
True,OE1,Flexibilidad energetica,,,,pv_generation_daily_average,False,citylearn_v2.evaluate_v2,136095.6394630498
True,OE1,Flexibilidad energetica,,,,pv_generation_total,False,citylearn_v2.evaluate_v2,49669237.752368875
True,OE1,Flexibilidad energetica,,,,pv_self_consumption_ratio,False,citylearn_v2.evaluate_v2,0.18550406345299056
True,OE1,Flexibilidad energetica,1.0,0.10566246977778238,False,ramping_average,True,citylearn_v2.evaluate_v2,1.1056624697777824
True,OE1,Flexibilidad energetica,1.0,-0.011347738758503811,True,zero_net_energy,True,citylearn_v2.evaluate_v2,0.9886522612414962
True,OE2,Emisiones de CO2,1.0,0.4189207285376251,False,carbon_emissions,True,citylearn_v2.evaluate_v2,1.418920728537625
True,OE2,Emisiones de CO2,,,,carbon_emissions_baseline,True,citylearn_v2.evaluate_v2,10495657.205877407
True,OE2,Emisiones de CO2,10495657.205877407,1395843.098224897,False,carbon_emissions_control,True,citylearn_v2.evaluate_v2,11891500.304102303
True,OE2,Emisiones de CO2,,,,carbon_emissions_daily_average_baseline,True,citylearn_v2.evaluate_v2,28758.508156302978
True,OE2,Emisiones de CO2,28758.508156302978,3824.6642718800686,False,carbon_emissions_daily_average_control,True,citylearn_v2.evaluate_v2,32583.172428183047
True,OE2,Emisiones de CO2,0.0,3824.6642718800695,False,carbon_emissions_daily_average_delta,True,citylearn_v2.evaluate_v2,3824.6642718800695
True,OE2,Emisiones de CO2,0.0,699833.8812483886,False,carbon_emissions_delta,True,citylearn_v2.evaluate_v2,699833.8812483886
True,OE3,Costos energeticos,1.0,-0.06596342595574323,True,cost_one_minus_load_factor_average,True,citylearn_v2.evaluate_v2,0.9340365740442568
True,OE3,Costos energeticos,1.0,0.15196049424100466,False,cost_peak_average,True,citylearn_v2.evaluate_v2,1.1519604942410047
True,OE3,Costos energeticos,1.0,0.10566246977778238,False,cost_ramping_average,True,citylearn_v2.evaluate_v2,1.1056624697777824
True,OE3,Costos energeticos,1.0,0.043369735115007524,False,electricity_cost,True,citylearn_v2.evaluate_v2,1.0433697351150075
True,OE3,Costos energeticos,,,,electricity_cost_baseline,True,citylearn_v2.evaluate_v2,5957996.329614123
True,OE3,Costos energeticos,5957996.329614123,258396.72263155133,False,electricity_cost_control,True,citylearn_v2.evaluate_v2,6216393.052245675
True,OE3,Costos energeticos,,,,electricity_cost_daily_average_baseline,True,citylearn_v2.evaluate_v2,16325.141215976591
True,OE3,Costos energeticos,16325.141215976591,708.0170502519959,False,electricity_cost_daily_average_control,True,citylearn_v2.evaluate_v2,17033.158266228587
True,OE3,Costos energeticos,0.0,708.0170502519959,False,electricity_cost_daily_average_delta,True,citylearn_v2.evaluate_v2,708.0170502519959
True,OE3,Costos energeticos,0.0,129552.36984090167,False,electricity_cost_delta,True,citylearn_v2.evaluate_v2,129552.36984090167
True,OE3,Costos energeticos,0.37913521695102903,0.006670153871297879,False,price_signal_deviation,True,derived_from_citylearn_v2_timeseries,0.3858053708223269
