episode,reward_mean,reward_sum,reward_min,reward_max
0,-0.707488075544692,-6197.595541771501,-0.9827987551689148,-0.0521759428083896
1,-0.7152488656520639,-6265.58006311208,-0.9750334620475768,-0.0398306660354137
2,-0.7096135643740359,-6216.214823916554,-0.982381284236908,-0.051650270819664
3,-0.679379742315728,-5951.366542685777,-0.9470632076263428,-0.0536004975438118
4,-0.6930607778989799,-6071.212414395064,-0.95166677236557,-0.0483361780643463
