available,axis,axis_name,baseline,delta_vs_baseline,improved_vs_baseline,kpi,lower_is_better,source,value
True,OE1,Flexibilidad energetica,,,,battery_capacity_fade_ratio,True,citylearn_v2.evaluate_v2,4.901524072530628e-05
True,OE1,Flexibilidad energetica,,,,battery_charge_total,False,citylearn_v2.evaluate_v2,329128.66625897866
True,OE1,Flexibilidad energetica,,,,battery_discharge_total,False,citylearn_v2.evaluate_v2,286116.1736024983
True,OE1,Flexibilidad energetica,,,,battery_equivalent_full_cycles,False,citylearn_v2.evaluate_v2,11.711810703218553
True,OE1,Flexibilidad energetica,,,,battery_throughput_total,False,citylearn_v2.evaluate_v2,615244.839861477
True,OE1,Flexibilidad energetica,,,,community_import_share,False,citylearn_v2.evaluate_v2,0.1039488707557312
True,OE1,Flexibilidad energetica,,,,community_local_traded_daily_average,False,citylearn_v2.evaluate_v2,3564.166726559425
True,OE1,Flexibilidad energetica,,,,community_local_traded_total,False,citylearn_v2.evaluate_v2,1300772.34824725
True,OE1,Flexibilidad energetica,,,,ev_charge_total,False,citylearn_v2.evaluate_v2,10967.148514784873
True,OE1,Flexibilidad energetica,,,,ev_departure_count,True,citylearn_v2.evaluate_v2,39682.0
True,OE1,Flexibilidad energetica,,,,ev_departure_met_count,False,citylearn_v2.evaluate_v2,1610.0
True,OE1,Flexibilidad energetica,,,,ev_departure_soc_deficit_mean,True,citylearn_v2.evaluate_v2,0.5008684875193997
True,OE1,Flexibilidad energetica,,,,ev_departure_success_rate,False,citylearn_v2.evaluate_v2,0.0405725517867043
True,OE1,Flexibilidad energetica,,,,ev_departure_within_tolerance_count,False,citylearn_v2.evaluate_v2,529.0
True,OE1,Flexibilidad energetica,,,,ev_departure_within_tolerance_rate,False,citylearn_v2.evaluate_v2,0.013330981301345699
True,OE1,Flexibilidad energetica,,,,ev_v2g_export_total,False,citylearn_v2.evaluate_v2,3677.922525198199
True,OE1,Flexibilidad energetica,,,,grid_export_baseline,True,citylearn_v2.evaluate_v2,39642599.684288025
True,OE1,Flexibilidad energetica,39642599.684288025,-8815.838535830379,True,grid_export_control,True,citylearn_v2.evaluate_v2,39633783.845752195
True,OE1,Flexibilidad energetica,0.0,-4419.997137812434,True,grid_export_delta,True,citylearn_v2.evaluate_v2,-4419.997137812434
True,OE1,Flexibilidad energetica,1.0,-0.00022238295687060372,True,grid_export_ratio,True,citylearn_v2.evaluate_v2,0.9997776170431294
True,OE1,Flexibilidad energetica,1.0,0.04319452490192921,False,grid_import,True,citylearn_v2.evaluate_v2,1.0431945249019292
True,OE1,Flexibilidad energetica,,,,grid_import_baseline,True,citylearn_v2.evaluate_v2,12472092.516483307
True,OE1,Flexibilidad energetica,12472092.516483307,41485.92636410892,False,grid_import_control,True,citylearn_v2.evaluate_v2,12513578.442847416
True,OE1,Flexibilidad energetica,0.0,20799.799706357382,False,grid_import_delta,True,citylearn_v2.evaluate_v2,20799.799706357382
True,OE1,Flexibilidad energetica,,,,net_exchange_baseline,True,citylearn_v2.evaluate_v2,-27170507.167804718
True,OE1,Flexibilidad energetica,-27170507.167804718,50301.7648999393,False,net_exchange_control,True,citylearn_v2.evaluate_v2,-27120205.40290478
True,OE1,Flexibilidad energetica,0.0,25219.796844169818,False,net_exchange_delta,True,citylearn_v2.evaluate_v2,25219.796844169818
True,OE1,Flexibilidad energetica,1.0,-0.008532997143850363,True,one_minus_load_factor_average,True,citylearn_v2.evaluate_v2,0.9914670028561496
True,OE1,Flexibilidad energetica,1.0,0.030926141794690887,False,peak_average,True,citylearn_v2.evaluate_v2,1.0309261417946909
True,OE1,Flexibilidad energetica,,,,pv_export_daily_average,True,citylearn_v2.evaluate_v2,111708.71116338148
True,OE1,Flexibilidad energetica,,,,pv_export_total,True,citylearn_v2.evaluate_v2,40769025.04500243
True,OE1,Flexibilidad energetica,,,,pv_generation_daily_average,False,citylearn_v2.evaluate_v2,136095.6394630498
True,OE1,Flexibilidad energetica,,,,pv_generation_total,False,citylearn_v2.evaluate_v2,49669237.752368875
True,OE1,Flexibilidad energetica,,,,pv_self_consumption_ratio,False,citylearn_v2.evaluate_v2,0.17918963749231215
