action_dim,action_l2_max,action_l2_mean,action_l2_min,action_l2_total,action_mean_max,action_mean_mean,action_mean_min,action_mean_total,agent,agent_index,agent_steps,battery_capacity_fade_ratio,battery_charge_total_kwh,battery_discharge_total_kwh,battery_equivalent_full_cycles,battery_throughput_total_kwh,carbon_emissions_baseline_kgco2,carbon_emissions_control_kgco2,carbon_emissions_delta_kgco2,carbon_emissions_max,carbon_emissions_mean,carbon_emissions_min,carbon_emissions_ratio_to_baseline,carbon_emissions_total,electrical_service_violation_time_step_count,electrical_service_violation_total_kwh,electricity_cost_baseline_eur,electricity_cost_control_eur,electricity_cost_delta_eur,electricity_cost_max,electricity_cost_mean,electricity_cost_min,electricity_cost_ratio_to_baseline,electricity_cost_total,equity_relative_benefit_percent,ev_charge_total_kwh,ev_departure_count,ev_departure_met_count,ev_departure_soc_deficit_mean,ev_departure_success_rate,ev_departure_within_tolerance_count,ev_departure_within_tolerance_rate,ev_v2g_export_total_kwh,grid_export_baseline_kwh,grid_export_control_kwh,grid_export_daily_average_baseline_kwh,grid_export_daily_average_control_kwh,grid_export_daily_average_delta_kwh,grid_export_delta_kwh,grid_export_max,grid_export_mean,grid_export_min,grid_export_ratio_to_baseline,grid_export_total,grid_import_baseline_kwh,grid_import_control_kwh,grid_import_daily_average_baseline_kwh,grid_import_daily_average_control_kwh,grid_import_daily_average_delta_kwh,grid_import_delta_kwh,grid_import_max,grid_import_mean,grid_import_min,grid_import_minus_export_control_kwh,grid_import_ratio_to_baseline,grid_import_total,grid_role_control,individual_reward_max,individual_reward_mean,individual_reward_min,individual_reward_total,net_electricity_consumption_max,net_electricity_consumption_mean,net_electricity_consumption_min,net_electricity_consumption_total,net_exchange_baseline_kwh,net_exchange_control_kwh,net_exchange_delta_kwh,net_exchange_ratio_to_baseline,observation_dim,observation_l2_max,observation_l2_mean,observation_l2_min,observation_l2_total,observation_mean_max,observation_mean_mean,observation_mean_min,observation_mean_total,phase_imbalance_ratio_average,pv_export_daily_average_kwh,pv_export_total_kwh,pv_generation_daily_average_kwh,pv_generation_total_kwh,pv_self_consumption_ratio,team_reward_max,team_reward_mean,team_reward_min,team_reward_total
6,1.0,0.1,0.0,10.0,0.16666666666666666,0.016666666666666666,0.0,1.6666666666666665,Building_1,0,100,5.5298106623441546e-05,98624.4645383358,83433.62802814794,13.49178098165731,182058.09256648374,2826226.0317556765,2873785.891873777,47559.86011810042,353.0396423339844,168.0570068359375,0.0,1.0168280454513243,16805.70068359375,0.0,0.0,2287948.6711447192,2309024.1284914617,21075.457346742507,354.96624755859375,129.72568542480468,0.0,1.0092115079383306,12972.568542480469,-0.9211507938330591,526.066355317831,924.0,35.0,0.4956830953624016,0.03787878787878788,12.0,0.012987012987012988,286.9131095726043,1769476.3186286092,1815519.3194563985,4848.433799187878,4974.593408717155,126.1596095292777,46043.00082778931,0.0,0.0,0.0,1.026020693435148,0.0,3666947.6851329207,3728420.6766762137,10047.578997966675,10216.017381005724,168.4383830390492,61472.991543293,446.8856201171875,212.73038208007813,0.0,1912901.3572198153,1.0167640765076977,21273.038208007812,net_importer,-0.07855378836393356,-0.736037547364831,-0.918428897857666,-73.6037547364831,446.8856201171875,212.73038208007813,0.0,21273.038208007812,1897471.3665043116,1912901.3572198153,15429.990715503693,1.008131870123516,61,3.557812495620937,3.315062819130877,2.8271602615036007,331.5062819130877,0.28031036513857543,0.23483372788366977,0.20783116947859526,23.483372788366978,0.0033009654852384916,4868.108250736895,1776656.6736751858,9424.330475569273,3439487.9431463024,0.4834531467931319,-0.08243399113416672,-0.6552604455500841,-0.8942657113075256,-65.52604455500841
8,1.0,0.07,0.0,7.0,0.125,0.00625,-0.125,0.625,Building_2,1,100,4.866275544750314e-05,3254.1153112649918,2839.598181001842,12.4871178120222,6093.713492266834,18878.766619661757,20429.220667238813,1550.4540475770555,11.979840278625488,2.932889565974474,0.0,1.0821268718880341,293.2889565974474,0.0,0.0,-6859.684379753439,-7334.879216665656,-475.1948369122165,7.248857498168945,2.0397640497237446,0.0,1.06927357158221,203.97640497237444,,19.553312346339226,542.0,4.0,0.5271368495480473,0.007380073800738007,1.0,0.0018450184501845018,0.0,1956972.083954811,1958510.0647012964,5362.179474245401,5366.393601190903,4.21412694550143,1537.980746485293,0.0,0.0,0.0,1.0007858981531188,0.0,24679.98390977783,26652.034887916874,67.62411392107181,73.02761015070271,5.403496229630897,1972.0509781390429,15.16435432434082,3.7125183583796026,0.0,-1931858.0298133795,1.0799048729265073,371.25183583796024,net_exporter,-0.07855378836393356,-0.5621738141030073,-0.8793907165527344,-56.21738141030073,15.16435432434082,3.7125183583796026,0.0,371.25183583796024,-1932292.1000450333,-1931858.0298133795,434.07023165374994,0.9997753599304973,75,3.6354109479109336,3.3929062216079124,2.811246047440323,339.29062216079126,0.22735711397268835,0.19417129412090453,0.1646894136778055,19.417129412090453,0.10526171114978457,5359.455527523182,1955977.9568989815,5410.909603423045,1974756.550682602,0.009509320922181234,-0.08243399113416672,-0.6552604455500841,-0.8942657113075256,-65.52604455500841
10,1.0,0.2,0.0,20.0,0.1,0.01,-0.1,1.0,Building_3,2,100,4.603696776889194e-05,29131.18690533936,26172.113186304225,11.701925537800166,55303.300091643585,337992.52027145546,351725.5542960763,13733.034024620836,77.5547866821289,31.250417213439942,0.0,1.0406311773218866,3125.041721343994,0.0,0.0,270711.9205029481,273370.59566763806,2658.67516468995,77.97801971435547,24.439768199920653,0.0,1.0098210494748456,2443.9768199920654,-0.9821049474845703,664.0665654689074,2505.0,62.0,0.4788497454284764,0.02475049900199601,15.0,0.005988023952095809,240.06757652759552,1244321.1826883554,1258674.5916668177,3409.488341650934,3448.8172394113058,39.32889776037142,14353.40897846222,0.0,0.0,0.0,1.0115351319081876,0.0,438529.4309781268,456265.9129031375,1201.5876633719654,1250.1863123273547,48.59864895538947,17736.48192501068,98.17061614990234,39.55748893737793,0.0,-802408.6787636802,1.0404453627786168,3955.748893737793,net_exporter,-0.10854323208332062,-0.7251106758415699,-0.9914970993995667,-72.51106758415699,98.17061614990234,39.55748893737793,0.0,3955.748893737793,-805791.7517102286,-802408.6787636802,3383.072946548462,0.9958015542609264,89,4.493191497349091,3.5647753761135252,3.1995199331468305,356.47753761135255,0.31447756350161915,0.18593653618322645,0.14508887412755386,18.593653618322644,0.020608765906188205,3392.5830212858177,1238151.4451434365,4022.2526369037882,1467954.6186100116,0.15654651073898518,-0.08243399113416672,-0.6552604455500841,-0.8942657113075256,-65.52604455500841
8,1.0,0.1,0.0,10.0,0.125,0.01,-0.125,1.0,Building_4,3,100,0.0001644015559835808,12166.496047411114,10287.528483070617,24.729101905816883,22454.02453048173,440517.74656194466,446175.0735150594,5657.326953114767,28.97085189819336,12.633738994598389,0.0,1.0128424495886212,1263.3738994598389,0.0,0.0,363256.4537339169,364458.9526440575,1202.4989101405954,22.911245346069336,9.422493877410888,0.0,1.0033103304780413,942.2493877410889,-0.331033047804133,164.3461953997612,1426.0,20.0,0.5150240067854689,0.014025245441795231,9.0,0.006311360448807854,57.586568117141724,101996.33289080858,107369.64022547007,279.47391133455943,294.19698200836643,14.723070673807012,5373.307334661484,0.0,0.0,0.0,1.0526813776767234,0.0,582679.4795440175,590038.5140816309,1596.5643919461604,1616.7284322364587,20.16404029029814,7359.034537613392,36.67196273803711,15.992074356079101,0.0,482668.8738561608,1.0126296442486225,1599.2074356079102,net_importer,-0.07855609059333801,-0.7072018736600876,-0.9174841046333313,-70.72018736600876,36.67196273803711,15.992074356079101,0.0,1599.2074356079102,480683.1466532089,482668.8738561608,1985.727202951908,1.004131052267544,75,3.9918681386273196,3.3945439439273972,3.1560890883104182,339.45439439273974,0.3070171982145462,0.19856594465374466,0.17042261266555542,19.856594465374467,0.025430246037099674,283.7119246997413,103543.03118520975,1690.947699404299,617125.4541284273,0.8322172088470331,-0.08243399113416672,-0.6552604455500841,-0.8942657113075256,-65.52604455500841
5,1.0,0.03,0.0,3.0,0.2,-0.002,-0.2,-0.2,Building_5,4,100,9.805807117450894e-05,4266.305961655193,3765.786060104576,17.162589790084976,8032.092021759769,280783.53046792565,282549.5552173073,1766.0247493816423,42.838016510009766,16.55366364955902,0.0,1.0062896308285552,1655.366364955902,0.0,0.0,228702.833981025,228153.9431257788,-548.8908552461944,30.09873390197754,12.46791561126709,0.0,0.9975999822752886,1246.791561126709,0.2400017724711425,263.34219912439585,746.0,32.0,0.48095289226590193,0.04289544235924933,8.0,0.010723860589812333,75.56896734237671,97125.39085154235,98678.80630545318,266.1273410705579,270.3837597135377,4.256418642979777,1553.4154539108276,0.0,0.0,0.0,1.015993917144542,0.0,365237.79707576334,367479.5056821257,1000.7657415022629,1006.9081101005842,6.142368598321296,2241.708606362343,54.225337982177734,20.954004306793212,0.0,268800.6993766725,1.0061376687306471,2095.4004306793213,net_importer,-0.07886910438537598,-0.7448658680915833,-0.9175905585289001,-74.48658680915833,54.225337982177734,20.954004306793212,0.0,2095.4004306793213,268112.406224221,268800.6993766725,688.2931524515152,1.0025671812884178,54,3.92057302509827,3.553374290211041,3.106806927680563,355.3374290211041,0.366979775068007,0.30084487105458324,0.24834261488234788,30.084487105458322,0.017551784624818156,268.18642883338606,97876.87208965118,733.1778193012495,267579.35496915184,0.6342136630797431,-0.08243399113416672,-0.6552604455500841,-0.8942657113075256,-65.52604455500841
34,1.0,0.39,0.0,39.0,0.029411764705882353,0.007352941176470587,-0.029411764705882353,0.7352941176470588,Building_6,5,100,8.303171793554849e-05,46073.140164256096,40681.272751731565,17.07091950334271,86754.41291598766,2853636.7073201262,2869413.702642262,15776.995322135743,286.6831970214844,140.07144897460938,0.0,1.0055287329608793,14007.144897460938,0.0,0.0,2354284.2668959773,2358499.5674444875,4215.30054851016,278.71539306640625,107.17553268432617,0.0,1.001790480702684,10717.553268432617,-0.17904807026841552,1565.3273174762726,7949.0,187.0,0.5157731305486314,0.023524971694552775,46.0,0.005786891432884639,312.11953254044056,1416515.8541670442,1430312.5097275376,3881.3084256203974,3919.1117974039166,37.80337178351904,13796.65556049347,0.0,0.0,0.0,1.009739852554355,0.0,3756763.815042615,3777205.5468503237,10293.678680331404,10349.689818975656,56.011138644252746,20441.73180770874,362.8901062011719,177.30562561035157,0.0,2346893.037122786,1.0054413140708653,17730.562561035156,net_importer,-0.1535537838935852,-0.7413441997766494,-0.9520999193191528,-74.13441997766495,362.8901062011719,177.30562561035157,0.0,17730.562561035156,2340247.960875571,2346893.037122786,6645.076247215271,1.0028394752856569,257,6.839730332803722,3.6255248417595265,3.141616631540686,362.55248417595266,0.23870548161749655,0.07083239675388456,0.05070291453829179,7.083239675388456,0.027794753128123826,3884.545109841573,1417697.1090459307,13459.757425435582,4912250.637057927,0.7113956078806627,-0.08243399113416672,-0.6552604455500841,-0.8942657113075256,-65.52604455500841
44,1.0,0.42,0.0,42.0,0.022727272727272728,0.007272727272727273,-0.022727272727272728,0.7272727272727273,Building_7,6,100,5.7521066011183275e-05,13963.32939851243,12369.490263672214,13.38049779582553,26332.819662184644,50007.6329500219,59447.751357868314,9440.118407846414,14.741578102111816,4.6600450944900516,0.0,1.1887735501754493,466.0045094490051,0.0,0.0,25615.97743742349,27951.3964972027,2335.4190597792076,14.822025299072266,3.73297730922699,0.0,1.0911704058720513,373.297730922699,-9.117040587205127,2250.6497852131724,7786.0,472.0,0.49539995936936126,0.06062162856408939,145.0,0.018623169791934242,285.50965708494186,1931998.0507321358,1940670.9070131779,5293.749653792815,5317.51361665901,23.763962866195957,8672.856281042099,0.0,0.0,0.0,1.004489060575271,0.0,65978.50334545597,78210.33953812346,180.78366026840317,214.29936624214673,33.515705973743536,12231.836192667484,18.66022491455078,5.898791046142578,0.0,-1862460.5674750544,1.185391234605959,589.8791046142578,net_exporter,-0.07855378836393356,-0.5974361195415259,-0.9119604229927063,-59.743611954152584,18.66022491455078,5.898791046142578,0.0,589.8791046142578,-1866019.5473866798,-1862460.5674750544,3558.9799116253853,0.9980927424278005,327,3.622327312637136,3.360134729794476,2.823374904353133,336.0134729794476,0.052705607947075,0.045522048358184596,0.03983818474366809,4.5522048358184595,0.5145915579024549,5286.237799206212,1929256.536801967,5462.3447444872845,1993528.2340401718,0.032240174049578886,-0.08243399113416672,-0.6552604455500841,-0.8942657113075256,-65.52604455500841
19,1.0,0.25,0.0,25.0,0.05263157894736842,-0.0005263157894736842,-0.05263157894736842,-0.05263157894736842,Building_8,7,100,4.519123348330681e-05,7587.459884416428,6378.010042669252,11.618527393582097,13965.46992708568,34798.86812095717,38606.124994481914,3807.2568735247405,101.76921844482422,8.224374213218688,0.0,1.1094074916543584,822.4374213218689,0.0,0.0,-29468.071198750647,-30367.27370058075,-899.2025018301028,70.72732543945312,6.238648629188537,0.0,1.0305144675321751,623.8648629188538,,1618.9154314547777,3726.0,198.0,0.4944719602346314,0.05314009661835749,64.0,0.017176596886741814,616.5984588861465,4945147.462736607,4947862.513846874,13549.89600475837,13557.33535019123,7.439345432860297,2715.051110267639,0.0,0.0,0.0,1.0005490333970273,0.0,45892.17424384691,50818.989639887586,125.74633883460736,139.24600426501908,13.499665430411723,4926.815396040678,128.82179260253906,10.410600008964538,0.0,-4897043.524206987,1.10735632985838,1041.0600008964539,net_exporter,-0.07855378836393356,-0.6004722266644239,-0.8957499861717224,-60.047222666442394,128.82179260253906,10.410600008964538,0.0,1041.0600008964539,-4899255.28849276,-4897043.524206987,2211.764285773039,0.9995485509214088,152,3.7391539025255445,3.419935192931133,2.870072067550221,341.9935192931133,0.11646410217208247,0.09944684473521287,0.08686415913604921,9.944684473521287,0.2837206848115652,13541.4790581497,4942075.627930551,13651.89850035546,4982374.123525562,0.008088211482299414,-0.08243399113416672,-0.6552604455500841,-0.8942657113075256,-65.52604455500841
12,1.0,0.1,0.0,10.0,0.08333333333333333,0.008333333333333333,0.0,0.8333333333333333,Building_9,8,100,6.241339780200983e-05,2213.4308910369873,1990.1024355049428,15.230193212108443,4203.53332654193,20973.14812341645,22046.59803134203,1073.4499079255802,1.9360077381134033,0.9077880299091339,0.0,1.0511821068353147,90.77880299091339,0.0,0.0,5683.570637032339,5276.894207810539,-406.6764292217995,1.9465727806091309,0.6849517619609833,0.0,0.9284470176948229,68.49517619609833,7.155298230517717,255.94585466384888,1847.0,40.0,0.51400428838996,0.02165674066053059,16.0,0.008662696264212236,34.3171865940094,1078110.0523678064,1079040.4520095587,2954.0633927191866,2956.612723853112,2.5493311339255436,930.399641752243,0.0,0.0,0.0,1.0008629913427751,0.0,27250.114668011665,28625.471444010735,74.66637196395479,78.43490291771408,3.768530953759295,1375.3567759990692,2.4506425857543945,1.1490987277030944,0.0,-1050414.980565548,1.0504715959090467,114.90987277030945,net_exporter,-0.03920987248420715,-0.5323402203619481,-0.7562609910964966,-53.2340220361948,2.4506425857543945,1.1490987277030944,0.0,114.90987277030945,-1050859.9376997948,-1050414.980565548,444.9571342468262,0.999576578078311,103,4.590151830486865,3.62556893134256,3.233061134460211,362.556893134256,0.2757161788572118,0.16404763443087983,0.12907989119302551,16.404763443087983,0.12389563645354927,2952.242794746728,1077445.6099661079,2999.344794388089,1094635.8772518863,0.015704096351140128,-0.08243399113416672,-0.6552604455500841,-0.8942657113075256,-65.52604455500841
8,1.0,0.08,0.0,8.0,0.125,0.0075,-0.125,0.75,Building_10,9,100,6.62055017530406e-05,37616.47878457047,33336.10282594338,15.077046666067542,70952.58161051385,400642.04064111994,419217.12460565567,18575.083964535734,40.803165435791016,13.90519296646118,0.0,1.0463632921168515,1390.5192966461182,0.0,0.0,348639.2504230884,352325.4242959231,3686.173872834712,27.271991729736328,10.27164620399475,0.0,1.0105730317752846,1027.164620399475,-1.057303177528458,608.2588432431221,1298.0,37.0,0.5026033570330547,0.028505392912172575,12.0,0.009244992295839754,471.96288204193115,2958463.3788859844,2978090.955864668,8106.304497461312,8160.084820270811,53.78032280949918,19627.57697868347,0.0,0.0,0.0,1.006634382267079,0.0,534080.7482004166,558124.9970026016,1463.401981597214,1529.2841566460143,65.88217504880025,24044.24880218506,51.649574279785156,17.60150951385498,0.0,-2419965.9588620663,1.0450198755210744,1760.150951385498,net_exporter,-0.07855378836393356,-0.6861901908367872,-0.9183046221733093,-68.61901908367872,51.649574279785156,17.60150951385498,0.0,1760.150951385498,-2424382.630685568,-2419965.9588620663,4416.671823501587,0.998178228235263,75,3.606741344494578,3.3588165672434354,2.8771454483229895,335.88165672434354,0.2233769005128684,0.19337034352028215,0.1738380997035748,19.337034352028216,0.04231565022280843,8091.055436507144,2952898.107015253,9620.309019882927,3511011.946048106,0.1589609627107791,-0.08243399113416672,-0.6552604455500841,-0.8942657113075256,-65.52604455500841
