action_l2_mean,agent,agent_steps,reward_max,reward_mean,reward_min,reward_total
0.1,Building_1,100,-0.0409430228173732,-0.6411647174879909,-0.8911147117614746,-64.11647174879909
0.08,Building_10,100,-0.0409430228173732,-0.6411647174879909,-0.8911147117614746,-64.11647174879909
0.09,Building_11,100,-0.0409430228173732,-0.6411647174879909,-0.8911147117614746,-64.11647174879909
0.2,Building_12,100,-0.0409430228173732,-0.6411647174879909,-0.8911147117614746,-64.11647174879909
0.2,Building_13,100,-0.0409430228173732,-0.6411647174879909,-0.8911147117614746,-64.11647174879909
0.11,Building_14,100,-0.0409430228173732,-0.6411647174879909,-0.8911147117614746,-64.11647174879909
0.19,Building_15,100,-0.0409430228173732,-0.6411647174879909,-0.8911147117614746,-64.11647174879909
0.17,Building_16,100,-0.0409430228173732,-0.6411647174879909,-0.8911147117614746,-64.11647174879909
0.24,Building_17,100,-0.0409430228173732,-0.6411647174879909,-0.8911147117614746,-64.11647174879909
0.09,Building_2,100,-0.0409430228173732,-0.6411647174879909,-0.8911147117614746,-64.11647174879909
0.23,Building_3,100,-0.0409430228173732,-0.6411647174879909,-0.8911147117614746,-64.11647174879909
0.1,Building_4,100,-0.0409430228173732,-0.6411647174879909,-0.8911147117614746,-64.11647174879909
0.03,Building_5,100,-0.0409430228173732,-0.6411647174879909,-0.8911147117614746,-64.11647174879909
0.4,Building_6,100,-0.0409430228173732,-0.6411647174879909,-0.8911147117614746,-64.11647174879909
0.49,Building_7,100,-0.0409430228173732,-0.6411647174879909,-0.8911147117614746,-64.11647174879909
0.25,Building_8,100,-0.0409430228173732,-0.6411647174879909,-0.8911147117614746,-64.11647174879909
0.1,Building_9,100,-0.0409430228173732,-0.6411647174879909,-0.8911147117614746,-64.11647174879909
