algorithm,scenario,episodes,kpi,value,gain,improved
MATD3,E1,50,pv_self_consumption_ratio,0.1829580151263629,,
MATD3,E1,50,ramping_average,1.0011755487359968,-0.0011755487359967898,False
MATD3,E1,50,zero_net_energy,0.9899596948084112,0.010040305191588828,True
MATD3,E1,50,flex_composite,1.0009229901555254,-0.0009229901555254383,False
MATD3,E2,50,battery_capacity_fade_ratio,7.260281661379266e-07,0.9999992739718339,True
MATD3,E2,50,battery_charge_total,4405.469097682344,,
MATD3,E2,50,battery_discharge_total,5079.0133206054115,,
MATD3,E2,50,battery_equivalent_full_cycles,0.18054676041817858,,
MATD3,E2,50,battery_throughput_total,9484.482418287756,,
MATD3,E2,50,carbon_emissions,1.0421428734111502,-0.042142873411150195,False
MATD3,E2,50,carbon_emissions_baseline,10973717.965442343,,
MATD3,E2,50,carbon_emissions_control,11019732.720185794,,
MATD3,E2,50,carbon_emissions_daily_average_baseline,30068.413194498942,,
MATD3,E2,50,carbon_emissions_daily_average_control,30194.4954086607,,
MATD3,E2,50,carbon_emissions_daily_average_delta,126.08221416175707,-126.08221416175707,False
MATD3,E2,50,carbon_emissions_delta,23070.418478806503,-23070.418478806503,False
MATD3,E2,50,community_import_share,0.08750074701288249,,
MATD3,E2,50,community_local_traded_daily_average,3174.492712941129,,
MATD3,E2,50,community_local_traded_total,1158557.569693806,,
MATD3,E2,50,cost_one_minus_load_factor_average,0.9957821650426082,0.004217834957391808,True
MATD3,E2,50,cost_peak_average,1.0054542490487863,-0.0054542490487863304,False
MATD3,E2,50,cost_ramping_average,1.0007704484747517,-0.0007704484747517171,False
MATD3,E2,50,electricity_cost,1.0039575998186379,-0.003957599818637858,False
MATD3,E2,50,electricity_cost_baseline,7022738.161467254,,
MATD3,E2,50,electricity_cost_control,7050531.348741419,,
MATD3,E2,50,electricity_cost_daily_average_baseline,19242.575165568458,,
MATD3,E2,50,electricity_cost_daily_average_control,19318.729577553837,,
MATD3,E2,50,electricity_cost_daily_average_delta,76.15441198538058,-76.15441198538058,False
MATD3,E2,50,electricity_cost_delta,13934.67084307495,-13934.67084307495,False
MATD3,E2,50,ev_charge_total,113188.61708337814,,
MATD3,E2,50,ev_departure_count,39682.0,,
MATD3,E2,50,ev_departure_met_count,14450.0,,
MATD3,E2,50,ev_departure_soc_deficit_mean,0.3603148872196515,0.6396851127803485,True
MATD3,E2,50,ev_departure_success_rate,0.36414495237135225,,
MATD3,E2,50,ev_departure_within_tolerance_count,537.0,,
MATD3,E2,50,ev_departure_within_tolerance_rate,0.013532584043142986,,
MATD3,E2,50,ev_v2g_export_total,37559.584774988005,,
MATD3,E2,50,grid_export_baseline,39352683.93083191,,
MATD3,E2,50,grid_export_control,39329922.57472762,,
MATD3,E2,50,grid_export_delta,-11411.861551775113,11411.861551775113,True
MATD3,E2,50,grid_export_ratio,0.9994216060041978,0.0005783939958021733,True
MATD3,E2,50,grid_import,1.043199799675752,-0.04319979967575205,False
MATD3,E2,50,grid_import_baseline,13188350.688228607,,
MATD3,E2,50,grid_import_control,13240544.900985073,,
MATD3,E2,50,grid_import_delta,26168.61346272645,-26168.61346272645,False
MATD3,E2,50,net_exchange_baseline,-26164333.242603302,,
MATD3,E2,50,net_exchange_control,-26089377.673742544,,
MATD3,E2,50,net_exchange_delta,37580.475014501564,-37580.475014501564,False
MATD3,E2,50,one_minus_load_factor_average,0.9957821650426082,0.004217834957391808,True
MATD3,E2,50,peak_average,1.0054542490487863,-0.0054542490487863304,False
MATD3,E2,50,pv_export_daily_average,110926.42027399981,,
MATD3,E2,50,pv_export_total,40483521.465831846,,
MATD3,E2,50,pv_generation_daily_average,135731.8379158463,,
MATD3,E2,50,pv_generation_total,49536465.346037395,,
MATD3,E2,50,pv_self_consumption_ratio,0.18275312574214034,,
MATD3,E2,50,ramping_average,1.0007704484747517,-0.0007704484747517171,False
MATD3,E2,50,zero_net_energy,0.9957416508385861,0.004258349161413877,True
MATD3,E2,50,flex_composite,1.0006689541887155,-0.0006689541887154871,False
MATD3,E3,50,battery_capacity_fade_ratio,6.97173786666607e-07,0.9999993028262133,True
MATD3,E3,50,battery_charge_total,3423.3160599650046,,
MATD3,E3,50,battery_discharge_total,5587.96765206045,,
MATD3,E3,50,battery_equivalent_full_cycles,0.17153894220713953,,
MATD3,E3,50,battery_throughput_total,9011.283712025453,,
MATD3,E3,50,carbon_emissions,1.0741932384067436,-0.07419323840674363,False
MATD3,E3,50,carbon_emissions_baseline,10962469.364197543,,
MATD3,E3,50,carbon_emissions_control,11044830.505711775,,
MATD3,E3,50,carbon_emissions_daily_average_baseline,30037.5915904488,,
MATD3,E3,50,carbon_emissions_daily_average_control,30263.264315228065,,
MATD3,E3,50,carbon_emissions_daily_average_delta,225.67272477926446,-225.67272477926446,False
MATD3,E3,50,carbon_emissions_delta,41293.40711950582,-41293.40711950582,False
MATD3,E3,50,community_import_share,0.0869858368039575,,
MATD3,E3,50,community_local_traded_daily_average,3164.7602825554086,,
MATD3,E3,50,community_local_traded_total,1155005.638120951,,
MATD3,E3,50,cost_one_minus_load_factor_average,0.9935919536582044,0.006408046341795592,True
MATD3,E3,50,cost_peak_average,1.0071128697365774,-0.007112869736577432,False
MATD3,E3,50,cost_ramping_average,1.0011383857310043,-0.0011383857310043322,False
MATD3,E3,50,electricity_cost,1.0091805161969924,-0.00918051619699245,False
MATD3,E3,50,electricity_cost_baseline,9646089.516004698,,
MATD3,E3,50,electricity_cost_control,9734645.597044019,,
MATD3,E3,50,electricity_cost_daily_average_baseline,26430.659708198742,,
MATD3,E3,50,electricity_cost_daily_average_control,26673.306807747056,,
MATD3,E3,50,electricity_cost_daily_average_delta,242.6470995483156,-242.6470995483156,False
MATD3,E3,50,electricity_cost_delta,44399.364069434494,-44399.364069434494,False
MATD3,E3,50,ev_charge_total,162807.5272996761,,
MATD3,E3,50,ev_departure_count,39682.0,,
MATD3,E3,50,ev_departure_met_count,19144.0,,
MATD3,E3,50,ev_departure_soc_deficit_mean,0.2920805822038773,0.7079194177961228,True
MATD3,E3,50,ev_departure_success_rate,0.48243536112091123,,
MATD3,E3,50,ev_departure_within_tolerance_count,700.0,,
MATD3,E3,50,ev_departure_within_tolerance_rate,0.01764023990726274,,
MATD3,E3,50,ev_v2g_export_total,29731.144519319758,,
MATD3,E3,50,grid_export_baseline,39352683.96653366,,
MATD3,E3,50,grid_export_control,39325835.1259214,,
MATD3,E3,50,grid_export_delta,-13461.203738868673,13461.203738868673,True
MATD3,E3,50,grid_export_ratio,0.9993177380065081,0.0006822619934918617,True
MATD3,E3,50,grid_import,1.075911468511894,-0.07591146851189401,False
MATD3,E3,50,grid_import_baseline,13174025.587869644,,
MATD3,E3,50,grid_import_control,13278088.486106314,,
MATD3,E3,50,grid_import_delta,52174.01730863507,-52174.01730863507,False
MATD3,E3,50,net_exchange_baseline,-26178658.378664017,,
MATD3,E3,50,net_exchange_control,-26047746.639815085,,
MATD3,E3,50,net_exchange_delta,65635.22104750374,-65635.22104750374,False
MATD3,E3,50,one_minus_load_factor_average,0.9935919536582044,0.006408046341795592,True
MATD3,E3,50,peak_average,1.0071128697365774,-0.007112869736577432,False
MATD3,E3,50,price_signal_deviation,0.3576461190979214,0.6423538809020786,True
MATD3,E3,50,price_signal_deviation_baseline,0.35630176433678495,,
MATD3,E3,50,price_signal_deviation_delta,0.0013443547611364237,-0.0013443547611364237,False
MATD3,E3,50,price_signal_deviation_ratio,1.0037730791584454,-0.0037730791584453804,False
MATD3,E3,50,pv_export_daily_average,110907.24252598679,,
MATD3,E3,50,pv_export_total,40476522.38687993,,
MATD3,E3,50,pv_generation_daily_average,135731.8379158463,,
MATD3,E3,50,pv_generation_total,49536465.346037395,,
MATD3,E3,50,pv_self_consumption_ratio,0.18289441719083424,,
MATD3,E3,50,ramping_average,1.0011383857310043,-0.0011383857310043322,False
MATD3,E3,50,zero_net_energy,0.9911313266696662,0.00886867333033381,True
MATD3,E3,50,flex_composite,1.0006144030419286,-0.0006144030419286128,False
MAAC,E1,50,battery_capacity_fade_ratio,2.69326532687986e-05,0.9999730673467312,True
MAAC,E1,50,battery_charge_total,181649.98978283536,,
MAAC,E1,50,battery_discharge_total,159375.30118182607,,
MAAC,E1,50,battery_equivalent_full_cycles,6.491762943818274,,
MAAC,E1,50,battery_throughput_total,341025.2909646616,,
MAAC,E1,50,carbon_emissions,1.0279904744395534,-0.02799047443955338,False
MAAC,E1,50,carbon_emissions_baseline,10417463.817999348,,
MAAC,E1,50,carbon_emissions_control,10494384.743438182,,
MAAC,E1,50,carbon_emissions_daily_average_baseline,28544.255238267422,,
MAAC,E1,50,carbon_emissions_daily_average_control,28755.02155982605,,
MAAC,E1,50,carbon_emissions_daily_average_delta,210.76632155862822,-210.76632155862822,False
MAAC,E1,50,carbon_emissions_delta,38565.84588019649,-38565.84588019649,False
MAAC,E1,50,community_import_share,0.09910411309902535,,
MAAC,E1,50,community_local_traded_daily_average,3391.082297380781,,
MAAC,E1,50,community_local_traded_total,1237603.7434482607,,
MAAC,E1,50,cost_one_minus_load_factor_average,0.9955821162398271,0.004417883760172936,True
MAAC,E1,50,cost_peak_average,1.0307016374943516,-0.03070163749435162,False
MAAC,E1,50,cost_ramping_average,1.010993644889474,-0.010993644889474075,False
MAAC,E1,50,electricity_cost,1.001224116074091,-0.0012241160740908974,False
MAAC,E1,50,electricity_cost_baseline,5911410.430769732,,
MAAC,E1,50,electricity_cost_control,5918646.683298586,,
MAAC,E1,50,electricity_cost_daily_average_baseline,16197.494044808036,,
MAAC,E1,50,electricity_cost_daily_average_control,16217.321657628276,,
MAAC,E1,50,electricity_cost_daily_average_delta,19.827612820240798,-19.827612820240798,False
MAAC,E1,50,electricity_cost_delta,3628.0400708369775,-3628.0400708369775,False
MAAC,E1,50,ev_charge_total,11085.426500886679,,
MAAC,E1,50,ev_departure_count,39682.0,,
MAAC,E1,50,ev_departure_met_count,1677.0,,
MAAC,E1,50,ev_departure_soc_deficit_mean,0.5001015868844906,0.4998984131155094,True
MAAC,E1,50,ev_departure_success_rate,0.04226097474925659,,
MAAC,E1,50,ev_departure_within_tolerance_count,542.0,,
MAAC,E1,50,ev_departure_within_tolerance_rate,0.013658585756766293,,
MAAC,E1,50,ev_v2g_export_total,3710.111443613656,,
MAAC,E1,50,grid_export_baseline,39642401.10018158,,
MAAC,E1,50,grid_export_control,39628757.33693227,,
MAAC,E1,50,grid_export_delta,-6840.573845111944,6840.573845111944,True
MAAC,E1,50,grid_export_ratio,0.9996558290398498,0.0003441709601501586,True
MAAC,E1,50,grid_import,1.027697229384953,-0.027697229384952893,False
MAAC,E1,50,grid_import_baseline,12471908.741031647,,
MAAC,E1,50,grid_import_control,12487915.029436171,,
MAAC,E1,50,grid_import_delta,8025.073128036143,-8025.073128036143,False
MAAC,E1,50,net_exchange_baseline,-27170492.359149933,,
MAAC,E1,50,net_exchange_control,-27140842.307496104,,
MAAC,E1,50,net_exchange_delta,14865.646973146218,-14865.646973146218,False
MAAC,E1,50,one_minus_load_factor_average,0.9955821162398271,0.004417883760172936,True
MAAC,E1,50,peak_average,1.0307016374943516,-0.03070163749435162,False
MAAC,E1,50,price_signal_deviation,0.37992894346227535,0.6200710565377247,True
MAAC,E1,50,price_signal_deviation_baseline,0.3793213483543036,,
MAAC,E1,50,price_signal_deviation_delta,0.000607595107971759,-0.000607595107971759,False
MAAC,E1,50,price_signal_deviation_ratio,1.0016017951813359,-0.0016017951813358522,False
MAAC,E1,50,pv_export_daily_average,111726.2682727422,,
MAAC,E1,50,pv_export_total,40775432.65837287,,
MAAC,E1,50,pv_generation_daily_average,136095.6394630498,,
MAAC,E1,50,pv_generation_total,49669237.752368875,,
MAAC,E1,50,pv_self_consumption_ratio,0.1790606318207859,,
MAAC,E1,50,ramping_average,1.010993644889474,-0.010993644889474075,False
MAAC,E1,50,zero_net_energy,0.9986756010334867,0.0013243989665132627,True
MAAC,E1,50,flex_composite,1.0124257995412176,-0.012425799541217586,False
MAAC,E2,50,battery_capacity_fade_ratio,4.7039472819188236e-05,0.9999529605271809,True
MAAC,E2,50,battery_charge_total,324341.5473796671,,
MAAC,E2,50,battery_discharge_total,279771.4939794364,,
MAAC,E2,50,battery_equivalent_full_cycles,11.499905607231849,,
MAAC,E2,50,battery_throughput_total,604113.0413591035,,
MAAC,E2,50,carbon_emissions,1.0469962875520018,-0.0469962875520018,False
MAAC,E2,50,carbon_emissions_baseline,10417831.77047322,,
MAAC,E2,50,carbon_emissions_control,10558754.019475915,,
MAAC,E2,50,carbon_emissions_daily_average_baseline,28545.263442328724,,
MAAC,E2,50,carbon_emissions_daily_average_control,28931.395874805567,,
MAAC,E2,50,carbon_emissions_daily_average_delta,386.13243247684466,-386.13243247684466,False
MAAC,E2,50,carbon_emissions_delta,70654.19071758597,-70654.19071758597,False
MAAC,E2,50,community_import_share,0.10269686002765092,,
MAAC,E2,50,community_local_traded_daily_average,3523.595829408709,,
MAAC,E2,50,community_local_traded_total,1285965.6612412867,,
MAAC,E2,50,cost_one_minus_load_factor_average,0.9926963312773214,0.0073036687226786245,True
MAAC,E2,50,cost_peak_average,1.0402106617728162,-0.04021066177281618,False
MAAC,E2,50,cost_ramping_average,1.0186301738338828,-0.018630173833882768,False
MAAC,E2,50,electricity_cost,1.0039868213638963,-0.003986821363896276,False
MAAC,E2,50,electricity_cost_baseline,6641408.353484642,,
MAAC,E2,50,electricity_cost_control,6667886.462194674,,
MAAC,E2,50,electricity_cost_daily_average_baseline,18197.716689534354,,
MAAC,E2,50,electricity_cost_daily_average_control,18270.267735206322,,
MAAC,E2,50,electricity_cost_daily_average_delta,72.55104567196791,-72.55104567196791,False
MAAC,E2,50,electricity_cost_delta,13275.329877851962,-13275.329877851962,False
MAAC,E2,50,ev_charge_total,10967.570031635463,,
MAAC,E2,50,ev_departure_count,39682.0,,
MAAC,E2,50,ev_departure_met_count,1620.0,,
MAAC,E2,50,ev_departure_soc_deficit_mean,0.5008193109843627,0.4991806890156373,True
MAAC,E2,50,ev_departure_success_rate,0.04082455521395091,,
MAAC,E2,50,ev_departure_within_tolerance_count,522.0,,
MAAC,E2,50,ev_departure_within_tolerance_rate,0.01315457890227307,,
MAAC,E2,50,ev_v2g_export_total,3716.8197939107195,,
MAAC,E2,50,grid_export_baseline,39642530.32753754,,
MAAC,E2,50,grid_export_control,39640434.04137335,,
MAAC,E2,50,grid_export_delta,-1051.0150348243806,1051.0150348243806,True
MAAC,E2,50,grid_export_ratio,0.9999471202734319,5.287972656808915e-05,True
MAAC,E2,50,grid_import,1.046308935568358,-0.04630893556835791,False
MAAC,E2,50,grid_import_baseline,12472232.392642975,,
MAAC,E2,50,grid_import_control,12521956.960466396,,
MAAC,E2,50,grid_import_delta,24930.40753471335,-24930.40753471335,False
MAAC,E2,50,net_exchange_baseline,-27170297.93489456,,
MAAC,E2,50,net_exchange_control,-27118477.080906957,,
MAAC,E2,50,net_exchange_delta,25981.422569535865,-25981.422569535865,False
MAAC,E2,50,one_minus_load_factor_average,0.9926963312773214,0.0073036687226786245,True
MAAC,E2,50,peak_average,1.0402106617728162,-0.04021066177281618,False
MAAC,E2,50,pv_export_daily_average,111741.57932902654,,
MAAC,E2,50,pv_export_total,40781020.555955976,,
MAAC,E2,50,pv_generation_daily_average,136095.6394630498,,
MAAC,E2,50,pv_generation_total,49669237.752368875,,
MAAC,E2,50,pv_self_consumption_ratio,0.17894812963963783,,
MAAC,E2,50,ramping_average,1.0186301738338828,-0.018630173833882768,False
MAAC,E2,50,zero_net_energy,0.9988305956826783,0.0011694043173217095,True
MAAC,E2,50,flex_composite,1.0171790556280067,-0.0171790556280067,False
MAAC,E3,50,battery_capacity_fade_ratio,4.901524072530628e-05,0.9999509847592747,True
MAAC,E3,50,battery_charge_total,329128.66625897866,,
MAAC,E3,50,battery_discharge_total,286116.1736024983,,
MAAC,E3,50,battery_equivalent_full_cycles,11.711810703218553,,
MAAC,E3,50,battery_throughput_total,615244.839861477,,
MAAC,E3,50,carbon_emissions,1.043854275478452,-0.04385427547845211,False
MAAC,E3,50,carbon_emissions_baseline,10417672.837767562,,
MAAC,E3,50,carbon_emissions_control,10564094.134996949,,
MAAC,E3,50,carbon_emissions_daily_average_baseline,28544.827960545896,,
MAAC,E3,50,carbon_emissions_daily_average_control,28946.027998621623,,
MAAC,E3,50,carbon_emissions_daily_average_delta,401.2000380757261,-401.2000380757261,False
MAAC,E3,50,carbon_emissions_delta,73411.2486337313,-73411.2486337313,False
MAAC,E3,50,community_import_share,0.1039488707557312,,
MAAC,E3,50,community_local_traded_daily_average,3564.166726559425,,
MAAC,E3,50,community_local_traded_total,1300772.34824725,,
MAAC,E3,50,cost_one_minus_load_factor_average,0.9914670028561496,0.008532997143850363,True
MAAC,E3,50,cost_peak_average,1.0309261417946909,-0.030926141794690887,False
MAAC,E3,50,cost_ramping_average,1.0189549701035028,-0.018954970103502777,False
MAAC,E3,50,electricity_cost,1.002675335325078,-0.00267533532507791,False
MAAC,E3,50,electricity_cost_baseline,7093803.197904205,,
MAAC,E3,50,electricity_cost_control,7112781.500188709,,
MAAC,E3,50,electricity_cost_daily_average_baseline,19437.296123952612,,
MAAC,E3,50,electricity_cost_daily_average_control,19489.297408897022,,
MAAC,E3,50,electricity_cost_daily_average_delta,52.00128494441179,-52.00128494441179,False
MAAC,E3,50,electricity_cost_delta,9515.151784724349,-9515.151784724349,False
MAAC,E3,50,ev_charge_total,10967.148514784873,,
MAAC,E3,50,ev_departure_count,39682.0,,
MAAC,E3,50,ev_departure_met_count,1610.0,,
MAAC,E3,50,ev_departure_soc_deficit_mean,0.5008684875193997,0.4991315124806003,True
MAAC,E3,50,ev_departure_success_rate,0.0405725517867043,,
MAAC,E3,50,ev_departure_within_tolerance_count,529.0,,
MAAC,E3,50,ev_departure_within_tolerance_rate,0.013330981301345699,,
MAAC,E3,50,ev_v2g_export_total,3677.922525198199,,
MAAC,E3,50,grid_export_baseline,39642599.684288025,,
MAAC,E3,50,grid_export_control,39633783.845752195,,
MAAC,E3,50,grid_export_delta,-4419.997137812434,4419.997137812434,True
MAAC,E3,50,grid_export_ratio,0.9997776170431294,0.00022238295687060372,True
MAAC,E3,50,grid_import,1.0431945249019292,-0.04319452490192921,False
MAAC,E3,50,grid_import_baseline,12472092.516483307,,
MAAC,E3,50,grid_import_control,12513578.442847416,,
MAAC,E3,50,grid_import_delta,20799.799706357382,-20799.799706357382,False
MAAC,E3,50,net_exchange_baseline,-27170507.167804718,,
MAAC,E3,50,net_exchange_control,-27120205.40290478,,
MAAC,E3,50,net_exchange_delta,25219.796844169818,-25219.796844169818,False
MAAC,E3,50,one_minus_load_factor_average,0.9914670028561496,0.008532997143850363,True
MAAC,E3,50,peak_average,1.0309261417946909,-0.030926141794690887,False
MAAC,E3,50,price_signal_deviation,0.379623524784308,0.620376475215692,True
MAAC,E3,50,price_signal_deviation_baseline,0.37931532563014614,,
MAAC,E3,50,price_signal_deviation_delta,0.00030819915416185895,-0.00030819915416185895,False
MAAC,E3,50,price_signal_deviation_ratio,1.000812514373496,-0.0008125143734960538,False
MAAC,E3,50,pv_export_daily_average,111708.71116338148,,
MAAC,E3,50,pv_export_total,40769025.04500243,,
MAAC,E3,50,pv_generation_daily_average,136095.6394630498,,
MAAC,E3,50,pv_generation_total,49669237.752368875,,
MAAC,E3,50,pv_self_consumption_ratio,0.17918963749231215,,
MAAC,E3,50,ramping_average,1.0189549701035028,-0.018954970103502777,False
MAAC,E3,50,zero_net_energy,0.998817912086312,0.0011820879136880125,True
MAAC,E3,50,flex_composite,1.0137827049181145,-0.013782704918114508,False
