objetivo,oe,scenario,algorithm,kpi,value,baseline,delta_vs_baseline,improved_vs_baseline,lower_is_better,available,source
OE.1 Flexibilidad,OE1,E1,MASAC,grid_export_delta,5705.569394234239,0.0,5705.569394234239,False,True,True,objective_kpis.csv
OE.1 Flexibilidad,OE1,E1,MASAC,grid_export_ratio,1.000279914676201,1.0,0.0002799146762009,False,True,True,objective_kpis.csv
OE.1 Flexibilidad,OE1,E1,MASAC,grid_import,1.0526600476938446,1.0,0.0526600476938445,False,True,True,objective_kpis.csv
OE.1 Flexibilidad,OE1,E1,MASAC,grid_import_baseline,11107877.379131315,,,,True,True,objective_kpis.csv
OE.1 Flexibilidad,OE1,E1,MASAC,grid_import_control,11166713.320297375,11107877.379131315,58835.941166060045,False,True,True,objective_kpis.csv
OE.1 Flexibilidad,OE1,E1,MASAC,grid_import_delta,29498.57696435126,0.0,29498.57696435126,False,True,True,objective_kpis.csv
OE.1 Flexibilidad,OE1,E1,MASAC,net_exchange_baseline,-29547215.87386322,,,,True,True,objective_kpis.csv
OE.1 Flexibilidad,OE1,E1,MASAC,net_exchange_control,-29499759.88996099,-29547215.87386322,47455.98390223086,False,True,True,objective_kpis.csv
OE.1 Flexibilidad,OE1,E1,MASAC,net_exchange_delta,23793.00757011609,0.0,23793.00757011609,False,True,True,objective_kpis.csv
OE.1 Flexibilidad,OE1,E1,MASAC,one_minus_load_factor_average,0.9786257116077314,1.0,-0.0213742883922686,True,True,True,objective_kpis.csv
OE.1 Flexibilidad,OE1,E1,MASAC,peak_average,1.0850627613699078,1.0,0.0850627613699077,False,True,True,objective_kpis.csv
OE.1 Flexibilidad,OE1,E1,MASAC,pv_export_daily_average,113456.12326822054,,,,True,True,objective_kpis.csv
OE.1 Flexibilidad,OE1,E1,MASAC,pv_export_total,41406757.654430985,,,,True,True,objective_kpis.csv
OE.1 Flexibilidad,OE1,E1,MASAC,pv_generation_daily_average,135736.1247659243,,,,False,True,objective_kpis.csv
OE.1 Flexibilidad,OE1,E1,MASAC,pv_generation_total,49538029.86769711,,,,False,True,objective_kpis.csv
OE.1 Flexibilidad,OE1,E1,MASAC,pv_self_consumption_ratio,0.1641420184650577,,,,False,True,objective_kpis.csv
OE.1 Flexibilidad,OE1,E1,MASAC,ramping_average,1.0219691691061643,1.0,0.0219691691061643,False,True,True,objective_kpis.csv
OE.1 Flexibilidad,OE1,E1,MASAC,zero_net_energy,0.9992642225192476,1.0,-0.0007357774807523,True,True,True,objective_kpis.csv
OE.1 Flexibilidad,OE1,E1,MATD3,battery_capacity_fade_ratio,6.491037768997175e-07,,,,True,True,objective_kpis.csv
OE.1 Flexibilidad,OE1,E1,MATD3,battery_charge_total,2339.0884487526127,,,,False,True,objective_kpis.csv
OE.1 Flexibilidad,OE1,E1,MATD3,battery_discharge_total,6151.162350785767,,,,False,True,objective_kpis.csv
OE.1 Flexibilidad,OE1,E1,MATD3,battery_equivalent_full_cycles,0.16162055127424,,,,False,True,objective_kpis.csv
OE.1 Flexibilidad,OE1,E1,MATD3,battery_throughput_total,8490.250799538378,,,,False,True,objective_kpis.csv
OE.1 Flexibilidad,OE1,E1,MATD3,community_import_share,0.0871140856236642,,,,False,True,objective_kpis.csv
OE.1 Flexibilidad,OE1,E1,MATD3,community_local_traded_daily_average,3173.3016377023123,,,,False,True,objective_kpis.csv
OE.1 Flexibilidad,OE1,E1,MATD3,community_local_traded_total,1158122.876859773,,,,False,True,objective_kpis.csv
OE.1 Flexibilidad,OE1,E1,MATD3,ev_charge_total,154012.73039302416,,,,False,True,objective_kpis.csv
OE.1 Flexibilidad,OE1,E1,MATD3,ev_departure_count,39682.0,,,,True,True,objective_kpis.csv
OE.1 Flexibilidad,OE1,E1,MATD3,ev_departure_met_count,17435.0,,,,False,True,objective_kpis.csv
OE.1 Flexibilidad,OE1,E1,MATD3,ev_departure_soc_deficit_mean,0.3150071212508084,,,,True,True,objective_kpis.csv
OE.1 Flexibilidad,OE1,E1,MATD3,ev_departure_success_rate,0.4393679754044655,,,,False,True,objective_kpis.csv
OE.1 Flexibilidad,OE1,E1,MATD3,ev_departure_within_tolerance_count,624.0,,,,False,True,objective_kpis.csv
OE.1 Flexibilidad,OE1,E1,MATD3,ev_departure_within_tolerance_rate,0.0157250138601885,,,,False,True,objective_kpis.csv
OE.1 Flexibilidad,OE1,E1,MATD3,ev_v2g_export_total,29656.91909918259,,,,False,True,objective_kpis.csv
OE.1 Flexibilidad,OE1,E1,MATD3,grid_export_baseline,39352684.03644943,,,,True,True,objective_kpis.csv
OE.1 Flexibilidad,OE1,E1,MATD3,grid_export_control,39321485.62116025,39352684.03644943,-31198.41528918594,True,True,True,objective_kpis.csv
OE.1 Flexibilidad,OE1,E1,MATD3,grid_export_delta,-15641.950079056976,0.0,-15641.950079056976,True,True,True,objective_kpis.csv
OE.1 Flexibilidad,OE1,E1,MATD3,grid_export_ratio,0.9992072099768268,1.0,-0.0007927900231732,True,True,True,objective_kpis.csv
OE.1 Flexibilidad,OE1,E1,MATD3,grid_import,1.0395562335067712,1.0,0.0395562335067711,False,True,True,objective_kpis.csv
OE.1 Flexibilidad,OE1,E1,MATD3,grid_import_baseline,13204978.475624084,,,,True,True,objective_kpis.csv
OE.1 Flexibilidad,OE1,E1,MATD3,grid_import_control,13294323.972622547,13204978.475624084,89345.49699846283,False,True,True,objective_kpis.csv
OE.1 Flexibilidad,OE1,E1,MATD3,grid_import_delta,44795.15356419106,0.0,44795.15356419106,False,True,True,objective_kpis.csv
OE.1 Flexibilidad,OE1,E1,MATD3,net_exchange_baseline,-26147705.560825348,,,,True,True,objective_kpis.csv
OE.1 Flexibilidad,OE1,E1,MATD3,net_exchange_control,-26027161.6485377,-26147705.560825348,120543.91228764877,False,True,True,objective_kpis.csv
OE.1 Flexibilidad,OE1,E1,MATD3,net_exchange_delta,60437.10364324804,0.0,60437.10364324804,False,True,True,objective_kpis.csv
OE.1 Flexibilidad,OE1,E1,MATD3,one_minus_load_factor_average,0.9934690566529492,1.0,-0.0065309433470507,True,True,True,objective_kpis.csv
OE.1 Flexibilidad,OE1,E1,MATD3,peak_average,1.0081243650776304,1.0,0.0081243650776303,False,True,True,objective_kpis.csv
OE.1 Flexibilidad,OE1,E1,MATD3,pv_export_daily_average,110898.61026130983,,,,True,True,objective_kpis.csv
OE.1 Flexibilidad,OE1,E1,MATD3,pv_export_total,40473371.96995053,,,,True,True,objective_kpis.csv
OE.1 Flexibilidad,OE1,E1,MATD3,pv_generation_daily_average,135731.8379158463,,,,False,True,objective_kpis.csv
OE.1 Flexibilidad,OE1,E1,MATD3,pv_generation_total,49536465.3460374,,,,False,True,objective_kpis.csv
OE.1 Flexibilidad,OE1,E1,MATD3,pv_self_consumption_ratio,0.1829580151263629,,,,False,True,objective_kpis.csv
OE.1 Flexibilidad,OE1,E1,MATD3,ramping_average,1.0011755487359968,1.0,0.0011755487359967,False,True,True,objective_kpis.csv
OE.1 Flexibilidad,OE1,E1,MATD3,zero_net_energy,0.9899596948084112,1.0,-0.0100403051915888,True,True,True,objective_kpis.csv
