agent,algorithm,battery_throughput_total_kwh,building_id,carbon_emissions_delta_kgco2,electricity_cost_delta_eur,ev_charge_total_kwh,ev_departure_count,ev_departure_success_rate,ev_total,flex_composite_proxy,grid_export_max,grid_import_max,grid_role_control,nombre,objective,pv_self_consumption_ratio,run_id,scenario,tipo_uso
Building_7,MATD3,277.6279525756836,7,12547.892022004176,12638.630894491755,20586.2127130609,7786.0,0.3384279475982533,42,67.79361016762306,183.75563049316406,18.66022491455078,net_exporter,UNAP-FACULTAD DE BIOLOGIA-AULAS,OE1_flexibilidad,0.03502490484567942,madrl_v3_20260627_164047,E1,Education
Building_8,MATD3,320.1572818706718,8,5611.882300971294,4985.046019970978,13011.789591550827,3726.0,0.464573268921095,17,29.408560877863312,0.0,87.2361068725586,net_exporter,PNP- ESCUELA TECNICA SUPERIOR-IQUITOS,OE1_flexibilidad,0.010424238968653252,madrl_v3_20260627_164047,E1,Assembly_Military
Building_9,MATD3,38.87544536590576,9,834.2206596290125,651.5491709332837,6583.751294627786,1847.0,0.38440714672441795,10,9.723696105598256,25.74156379699707,2.4506425857543945,net_exporter,GOBIERNO REGIONAL DE LORETO - COER,OE1_flexibilidad,0.0211180659566958,madrl_v3_20260627_164047,E1,Office_Critical
Building_10,MATD3,662.9605941772461,10,12713.468743677484,12586.203459868673,21137.037186317146,1298.0,0.6694915254237288,6,146.01026805458005,385.5312194824219,51.64957809448242,net_exporter,GOBIERNO REGIONAL DE LORETO,OE1_flexibilidad,0.14999341316419565,madrl_v3_20260627_164047,E1,Office
Building_11,MATD3,532.7440643310547,11,-801.056876752351,-1824.6310089519247,1455.1087969951332,983.0,0.32553407934893186,3,99.78339864818382,0.0,298.38018798828125,net_exporter,HOSPITAL REGIONAL DE LORETO,OE1_flexibilidad,0.02999204372981047,madrl_v3_20260627_164047,E1,Healthcare_Hospital
Building_12,MATD3,1223.2149353027344,12,-2152.5859613089124,-2322.773223772878,0.0,960.0,0.0,3,292.20137323474324,660.6112060546875,215.14822387695312,net_exporter,SEGURO SOCIAL DE SALUD - ESSALUD,OE1_flexibilidad,0.15531022741097322,madrl_v3_20260627_164047,E1,Healthcare
Building_13,MATD3,144.78224154534018,13,7053.8491813538785,7017.086505566538,10374.461107077077,2018.0,0.6481665014866204,11,7.063884898826594,17.44454574584961,2.789368152618408,net_exporter,UNAP-FACULTAD DE CIENCIAS AD..CONTABLES Y ECO,OE1_flexibilidad,0.042259201988233686,madrl_v3_20260627_164047,E1,Education
Building_14,MATD3,64.33050727844238,14,-2070.5784961438258,-3532.4155618258374,0.0,1192.0,0.0,4,3.732406982449431,0.0,10.199092864990234,net_exporter,AUTORIDAD PORTUARIA NACIONAL,OE1_flexibilidad,0.0018719176419417416,madrl_v3_20260627_164047,E1,Industrial_Port
Building_15,MATD3,140.2913589477539,15,1060.0689967864164,717.1645468654569,2785.137937311083,1535.0,0.50814332247557,8,8.776101909887233,4.7578582763671875,20.5941162109375,net_exporter,DREL- COLEGIO NACIONAL DE IQUITOS,OE1_flexibilidad,0.023668757642990288,madrl_v3_20260627_164047,E1,Education
Building_16,MATD3,454.91090393066406,16,6707.384412607236,6445.151627770596,9723.487419864163,2133.0,0.4571026722925457,11,34.68696104114555,0.0,103.13050842285156,net_exporter,SIMA - IQUITOS S.R.LTDA,OE1_flexibilidad,0.06962529941491118,madrl_v3_20260627_164047,E1,Industrial
