episode,first_global_step,last_all_done,last_episode_step,last_global_step,last_time_step,reward_mean_average,reward_sum_total,steps
0,0,False,8759,8759,1,-0.5430863981455699,-80876.42641183829,8760
1,8760,False,8759,17519,2,-0.5394617765557689,-80336.6477646851,8760
2,17520,False,8759,26279,3,-0.5315374302950608,-79156.55411954047,8760
3,26280,False,8759,35039,4,-0.5067830801313629,-75470.13629316256,8760
4,35040,True,8758,43798,8759,-0.46272886511014993,-68901.71620149666,8759
5,43800,False,8759,52559,1,-0.4607559602209014,-68615.77759609662,8760
6,52560,False,8759,61319,2,-0.47661705659315534,-70977.81206785269,8760
7,61320,True,8756,70076,8759,-0.4909295212567794,-73084.1868999755,8757
8,70080,False,8759,78839,1,-0.4648395307973227,-69223.9029263373,8760
9,78840,False,8759,87599,2,-0.476233423021135,-70920.68135630742,8760
10,87600,False,8759,96359,3,-0.4940095269845013,-73567.89875853193,8760
11,96360,False,8759,105119,4,-0.4666024901159301,-69486.44282806432,8760
12,105120,False,8759,113879,5,-0.4800290450306308,-71485.92538596154,8760
13,113880,False,8759,122639,6,-0.49060063069347304,-73060.245922872,8760
14,122640,False,8759,131399,7,-0.46387929868813704,-69080.90516063737,8760
15,131400,False,8759,140159,8,-0.47815838043427167,-71207.34601427174,8760
16,140160,False,8759,148919,9,-0.4906437286279428,-73066.66406727325,8760
17,148920,False,8759,157679,10,-0.46280571761730377,-68921.02746756887,8760
18,157680,False,8759,166439,11,-0.4778256930782465,-71157.80221321248,8760
19,166440,False,8759,175199,12,-0.4919831569702523,-73266.13173600998,8760
20,175200,True,8746,183946,8759,-0.4640371043826167,-69001.85338459072,8747
21,183960,False,8759,192719,1,-0.4688204396747063,-69816.73987635726,8760
22,192720,False,8759,201479,2,-0.4789144225118991,-71319.93580047201,8760
23,201480,False,8759,210239,3,-0.49330334318312874,-73462.73386683154,8760
24,210240,False,8759,218999,4,-0.4652991851212606,-69292.35464825813,8760
25,219000,False,8759,227759,5,-0.4794950370224856,-71406.40091338856,8760
26,227760,False,8759,236519,6,-0.49279815635159785,-73387.50144387994,8760
27,236520,False,8759,245279,7,-0.468999774700398,-69843.44644838327,8760
28,245280,False,8759,254039,8,-0.48424793637918995,-72114.20268558897,8760
29,254040,False,8759,262799,9,-0.4950956144191894,-73729.63889930569,8760
30,262800,False,8759,271559,10,-0.4682498861927679,-69731.773051827,8760
31,271560,True,8748,280308,8759,-0.48178331713513084,-71657.07810745941,8749
32,280320,False,8759,289079,1,-0.47058609597939166,-70079.681413251,8760
33,289080,False,8759,297839,2,-0.4829501026535276,-71920.92928716334,8760
34,297840,False,8759,306599,3,-0.4966271911683815,-73957.72130879537,8760
35,306600,False,8759,315359,4,-0.4694604864583044,-69912.0556433707,8760
36,315360,False,8759,324119,5,-0.4828980959063895,-71913.18444237953,8760
37,324120,False,8759,332879,6,-0.49614552259545214,-73885.99122491473,8760
38,332880,False,8759,341639,7,-0.47006662610182914,-70002.3219590844,8760
39,341640,False,8759,350399,8,-0.4840218275873937,-72080.53056431467,8760
40,350400,False,8759,359159,9,-0.49863786002289506,-74257.15011460954,8760
41,359160,False,8759,367919,10,-0.4711252354415355,-70159.97006195347,8760
42,367920,False,8759,376679,11,-0.48595114700923553,-72367.84481261535,8760
43,376680,False,8759,385439,12,-0.5016096546463357,-74699.70976993232,8760
44,385440,False,8759,394199,13,-0.4757257935811949,-70845.08518011154,8760
45,394200,False,8759,402959,14,-0.4865498057069974,-72456.99706588605,8760
46,402960,False,8759,411719,15,-0.5007265378784168,-74568.19602085384,8760
47,411720,False,8759,420479,16,-0.4733727008768073,-70494.66261457413,8760
48,420480,False,8759,429239,17,-0.488585151399759,-72760.10074645211,8760
