absolute_net_energy_total,carbon_emissions_total,electricity_cost_total,episode,grid_import_total,return_per_cost,return_per_grid_import,return_per_kgco2,return_total,steps
435.0295875072479,743.0041326284409,231.65131759643555,0,435.0295875072479,-349.13000819936946,-185.9101742372657,-108.85057412228784,-80876.42641183829,8760
1619.3289564847946,1281.2238693237305,862.2854845225811,1,1619.3289564847946,-93.16711136470636,-49.611073428266366,-62.70305267344829,-80336.6477646851,8760
1587.1146302223206,1524.4026834964752,845.1314972639084,2,1587.1146302223206,-93.66181993666996,-49.87450346195368,-51.92627576460409,-79156.55411954047,8760
131.6550822481513,671.5101368203759,70.10574050247669,3,131.6550822481513,-1076.5186381633948,-573.2413440060899,-112.38867763116177,-75470.13629316256,8760
760.0943055525422,520.871634028852,-8.545815944671631e-06,4,0.0,8062625809.821858,,-132.28156747287966,-68901.71620149666,8759
214.89054457098248,728.2411142811179,9.6932053565979e-06,5,0.0,-7078750018.371553,,-94.22123559149854,-68615.77759609662,8760
100.65648412704468,833.3590624332428,-4.112720489501953e-06,6,0.0,17258117163.330017,,-85.17074484149916,-70977.81206785269,8760
376.3089966773987,996.349775314331,200.38287782669067,7,376.3089966773987,-364.72271330081077,-194.2132331282766,-73.35193795463917,-73084.1868999755,8757
112.8016617372632,741.6437458470464,-2.0518898963928223e-05,8,0.0,3373665567.9250336,,-93.33848402817078,-69223.9029263373,8760
1475.6136927604675,468.0088188648224,4.947185516357422e-06,9,0.0,-14335561325.083647,,-151.53706190479252,-70920.68135630742,8760
406.1683859825134,998.8596143722534,216.28286570310595,10,406.1683859825134,-340.14668022532794,-181.12659994591309,-73.65189031570432,-73567.89875853193,8760
459.9513628855348,583.5666800960898,2.1383166313171387e-06,11,0.0,-32495862310.74804,,-119.07198474152553,-69486.44282806432,8760
1002.831494808197,818.4979288578033,6.616115570068359e-06,12,0.0,-10804818118.560001,,-87.33794291418508,-71485.92538596154,8760
701.1603384017944,1192.3229773044586,373.3647748231888,13,701.1603384017944,-195.68060740992647,-104.19905679406155,-61.27554975753531,-73060.245922872,8760
73.09954246133566,829.0687467083335,38.92519215494394,14,73.09954246133566,-1774.709419176581,-945.0251374305954,-83.32349450502208,-69080.90516063737,8760
722.4346506595612,774.2751796245575,-1.513957977294922e-05,15,0.0,4703389861.685732,,-91.96645829303202,-71207.34601427174,8760
741.5088260173798,1185.034371137619,394.85016775131226,16,741.5088260173798,-185.0490895910995,-98.53782113385213,-61.65784372746093,-73066.66406727325,8760
224.65104530006647,925.3193287625908,119.62569592148066,17,224.65104530006647,-576.1389886735282,-306.79148354511784,-74.4835056668874,-68921.02746756887,8760
1338.190037727356,541.4227344989777,-5.185604095458984e-06,18,0.0,13722181813.980963,,-131.4274367866369,-71157.80221321248,8760
1360.018726348877,1187.4874737262726,724.2039209008217,19,1360.018726348877,-101.16781975562327,-53.87141391258717,-61.69844596853283,-73266.13173600998,8760
111.22991456836462,715.3419023528695,-1.9274652004241943e-05,20,0.0,3579927324.7270494,,-96.45996293189734,-69001.85338459072,8747
109.96124424785376,524.2375823035836,-3.5390257835388184e-06,21,0.0,19727672005.414047,,-133.1776702646372,-69816.73987635726,8760
835.7957272529602,676.5584583282471,9.47713851928711e-06,22,0.0,-7525471497.048125,,-105.41577733977512,-71319.93580047201,8760
373.7284650802612,1002.4718873500824,199.00876194238663,23,373.7284650802612,-369.14321334303423,-196.56713558346385,-73.2815900314389,-73462.73386683154,8760
