absolute_net_energy_total,carbon_emissions_total,electricity_cost_total,episode,grid_import_total,return_per_cost,return_per_grid_import,return_per_kgco2,return_total,steps
309.2843715324998,656.7792622074485,-5.580484867095947e-06,24,0.0,12416905752.549326,,-105.50326210874124,-69292.35464825813,8760
978.6669716835022,960.250057220459,-6.854534149169922e-06,25,0.0,10417396625.274061,,-74.36229800400285,-71406.40091338856,8760
740.177196264267,1219.2247760295868,394.1410738825798,26,740.177196264267,-186.19602550162816,-99.14855768898649,-60.19193743984338,-73387.50144387994,8760
453.7255595251918,1217.7609169259667,241.60683579742908,27,453.7255595251918,-289.0789336231457,-153.9332422036617,-57.35398917604561,-69843.44644838327,8760
1208.921016216278,721.6996870040894,-2.086162567138672e-06,28,0.0,34567873003.54018,,-99.92272961201984,-72114.20268558897,8760
763.8786058425903,1231.0202189683914,406.7619788050652,29,763.8786058425903,-181.2599081062086,-96.52009931339651,-59.89311772725548,-73729.63889930569,8760
229.60068330913785,713.5746391788125,122.2613525763154,30,229.60068330913785,-570.3500867806979,-303.7089090799398,-97.72176479264297,-69731.773051827,8760
1197.554548740387,622.7568912506104,4.112720489501953e-06,31,0.0,-17423279381.706055,,-115.06428770873788,-71657.07810745941,8749
529.4153615012765,542.9416221156716,281.91132501512766,32,529.4153615012765,-248.58767702748534,-132.37183223116966,-129.074063506446,-70079.681413251,8760
418.5539469718933,804.8168544769287,-1.3768672943115234e-05,33,0.0,5223519331.478205,,-89.36310029678319,-71920.92928716334,8760
512.1864469051361,1014.7288343906404,272.736998796463,34,512.1864469051361,-271.1686409807135,-144.39609200064083,-72.88422167800925,-73957.72130879537,8760
277.3519839271903,700.1307924762368,-4.599802196025848e-06,35,0.0,15198926532.92212,,-99.85570752588144,-69912.0556433707,8760
799.0021786689758,1129.088059425354,1.3649463653564451e-05,36,0.0,-5268572177.456947,,-63.69138690473755,-71913.18444237953,8760
1254.3699176311493,1387.4593722820282,667.9464155435562,37,1254.3699176311493,-110.61664454743479,-58.90287241936321,-53.25272415248492,-73885.99122491473,8760
414.4631587937474,593.7560376897454,4.127621650695801e-06,38,0.0,-16959481242.008694,,-117.89744864146142,-70002.3219590844,8760
868.4979803562164,1004.2059264183044,7.212162017822266e-06,39,0.0,-9994302732.827349,,-71.77863490748744,-72080.53056431467,8760
1478.1369545459747,1224.6988472938538,787.1013609170914,40,1478.1369545459747,-94.3425507841694,-50.23698912758622,-60.63298767586111,-74257.15011460954,8760
710.5962935462594,800.739366389811,378.38936165720224,41,710.5962935462594,-185.41739586620338,-98.73393753831351,-87.61898441221213,-70159.97006195347,8760
1750.7025446891785,575.9644355773926,1.1026859283447266e-05,42,0.0,-6562870075.003931,,-125.64637734978908,-72367.84481261535,8760
1645.9808058738708,1375.2889924049375,876.4774842858315,43,1645.9808058738708,-85.2271862189351,-45.38309894219778,-54.315645789694415,-74699.70976993232,8760
470.00286569446325,535.5169008746743,2.898275852203369e-06,44,0.0,-24443872423.75589,,-132.29290254779696,-70845.08518011154,8760
1050.402368068695,982.6043875217438,3.993511199951172e-06,45,0.0,-18143681947.548306,,-73.73974509581831,-72456.99706588605,8760
1120.2231855392456,1515.433658838272,596.5138845443726,46,1120.2231855392456,-125.00663933046637,-66.56548175706494,-49.205846515259296,-74568.19602085384,8760
517.1867133155465,647.086968280375,275.399629868567,47,517.1867133155465,-255.97224893954046,-136.30408670526663,-108.94155819875768,-70494.66261457413,8760
1736.7641501426697,626.5220823287964,-1.043081283569336e-05,48,0.0,6975496722.3142185,,-116.1333379918569,-72760.10074645211,8760
