algorithm,cost_function,level,name,scenario,value
HAPPO,building_energy_grid_ratio_to_baseline_net_exchange_total_ratio,building,Building_10,E2,0.9633216436501504
HAPPO,building_energy_grid_total_export_baseline_kwh,building,Building_10,E2,2957264.577039242
HAPPO,building_energy_grid_total_export_control_kwh,building,Building_10,E2,3329953.7842891216
HAPPO,building_energy_grid_total_export_delta_kwh,building,Building_10,E2,372689.20724987984
HAPPO,building_energy_grid_total_import_baseline_kwh,building,Building_10,E2,535519.3085417747
HAPPO,building_energy_grid_total_import_control_kwh,building,Building_10,E2,997034.1517381668
HAPPO,building_energy_grid_total_import_delta_kwh,building,Building_10,E2,461514.84319639206
HAPPO,building_energy_grid_total_net_exchange_baseline_kwh,building,Building_10,E2,-2421745.268497467
HAPPO,building_energy_grid_total_net_exchange_control_kwh,building,Building_10,E2,-2332919.632550955
HAPPO,building_energy_grid_total_net_exchange_delta_kwh,building,Building_10,E2,88825.63594651222
HAPPO,building_equity_benefit_relative_percent,building,Building_10,E2,-26.980106669630448
HAPPO,building_ev_events_departure_count,building,Building_10,E2,1298.0
HAPPO,building_ev_events_departure_met_count,building,Building_10,E2,678.0
HAPPO,building_ev_events_departure_within_tolerance_count,building,Building_10,E2,45.0
HAPPO,building_ev_performance_departure_soc_deficit_mean_ratio,building,Building_10,E2,0.28103990037035237
HAPPO,building_ev_performance_departure_success_ratio,building,Building_10,E2,0.522342064714946
HAPPO,building_ev_performance_departure_within_tolerance_ratio,building,Building_10,E2,0.03466872110939907
HAPPO,building_ev_total_charge_kwh,building,Building_10,E2,17630.407352119684
HAPPO,building_ev_total_v2g_export_kwh,building,Building_10,E2,5932.977272376418
HAPPO,building_solar_self_consumption_daily_average_export_kwh,building,Building_10,E2,7827.927980584019
HAPPO,building_solar_self_consumption_daily_average_generation_kwh,building,Building_10,E2,9620.309019882927
HAPPO,building_solar_self_consumption_ratio_self_consumption_ratio,building,Building_10,E2,0.18631221051158287
HAPPO,building_solar_self_consumption_total_export_kwh,building,Building_10,E2,2856867.549247309
HAPPO,building_solar_self_consumption_total_generation_kwh,building,Building_10,E2,3511011.946048106
HAPPO,building_battery_health_capacity_fade_ratio,building,Building_11,E2,0.001304316506872531
HAPPO,building_battery_health_equivalent_full_cycles_count,building,Building_11,E2,378.4826752090041
HAPPO,building_battery_total_charge_kwh,building,Building_11,E2,772389.0343409686
HAPPO,building_battery_total_discharge_kwh,building,Building_11,E2,666602.0968036652
HAPPO,building_battery_total_throughput_kwh,building,Building_11,E2,1438991.1311446337
HAPPO,building_comfort_resilience_discomfort_cold_delta_average_c,building,Building_11,E2,0.0
HAPPO,building_comfort_resilience_discomfort_cold_delta_max_c,building,Building_11,E2,0.0
HAPPO,building_comfort_resilience_discomfort_cold_delta_min_c,building,Building_11,E2,0.0
HAPPO,building_comfort_resilience_discomfort_cold_ratio,building,Building_11,E2,nan
HAPPO,building_comfort_resilience_discomfort_hot_delta_average_c,building,Building_11,E2,0.0
HAPPO,building_comfort_resilience_discomfort_hot_delta_max_c,building,Building_11,E2,0.0
HAPPO,building_comfort_resilience_discomfort_hot_delta_min_c,building,Building_11,E2,0.0
HAPPO,building_comfort_resilience_discomfort_hot_ratio,building,Building_11,E2,nan
HAPPO,building_comfort_resilience_discomfort_overall_ratio,building,Building_11,E2,nan
HAPPO,building_comfort_resilience_resilience_one_minus_thermal_ratio,building,Building_11,E2,nan
HAPPO,building_comfort_resilience_resilience_unserved_energy_annual_normalized_ratio,building,Building_11,E2,0.0
HAPPO,building_comfort_resilience_resilience_unserved_energy_outage_normalized_ratio,building,Building_11,E2,nan
HAPPO,building_cost_daily_average_baseline_eur,building,Building_11,E2,511.8445761062228
HAPPO,building_cost_daily_average_control_eur,building,Building_11,E2,1.9901566876825083
HAPPO,building_cost_daily_average_delta_eur,building,Building_11,E2,-509.8544194185404
HAPPO,building_cost_ratio_to_baseline_total_ratio,building,Building_11,E2,0.003888205093081796
HAPPO,building_cost_total_baseline_eur,building,Building_11,E2,186801.94342143356
HAPPO,building_cost_total_control_eur,building,Building_11,E2,726.3242678087954
HAPPO,building_cost_total_delta_eur,building,Building_11,E2,-186075.61915362478
HAPPO,building_electrical_service_phase_imbalance_phase_average_ratio,building,Building_11,E2,0.2142249553030509
HAPPO,building_electrical_service_phase_phase_peaks_export_peak_l1_kw,building,Building_11,E2,4207.087890625
HAPPO,building_electrical_service_phase_phase_peaks_export_peak_l2_kw,building,Building_11,E2,4206.087890625
HAPPO,building_electrical_service_phase_phase_peaks_export_peak_l3_kw,building,Building_11,E2,4217.48828125
HAPPO,building_electrical_service_phase_phase_peaks_import_peak_l1_kw,building,Building_11,E2,186.54367065429688
HAPPO,building_electrical_service_phase_phase_peaks_import_peak_l2_kw,building,Building_11,E2,188.08023071289062
HAPPO,building_electrical_service_phase_phase_peaks_import_peak_l3_kw,building,Building_11,E2,176.68023681640625
HAPPO,building_electrical_service_phase_violations_energy_total_kwh,building,Building_11,E2,0.0
HAPPO,building_electrical_service_phase_violations_event_count,building,Building_11,E2,0.0
HAPPO,building_emissions_daily_average_baseline_kgco2,building,Building_11,E2,1103.1711927065421
HAPPO,building_emissions_daily_average_control_kgco2,building,Building_11,E2,1304.4243653747696
HAPPO,building_emissions_daily_average_delta_kgco2,building,Building_11,E2,201.2531726682275
HAPPO,building_emissions_ratio_to_baseline_total_ratio,building,Building_11,E2,1.1824314974854166
HAPPO,building_emissions_total_baseline_kgco2,building,Building_11,E2,402611.51987152506
HAPPO,building_emissions_total_control_kgco2,building,Building_11,E2,476060.5423465669
HAPPO,building_emissions_total_delta_kgco2,building,Building_11,E2,73449.02247504186
HAPPO,building_energy_grid_daily_average_export_baseline_kwh,building,Building_11,E2,27966.969029518797
HAPPO,building_energy_grid_daily_average_export_control_kwh,building,Building_11,E2,27923.186107032197
HAPPO,building_energy_grid_daily_average_export_delta_kwh,building,Building_11,E2,-43.78292248659802
HAPPO,building_energy_grid_daily_average_import_baseline_kwh,building,Building_11,E2,1430.123064861217
HAPPO,building_energy_grid_daily_average_import_control_kwh,building,Building_11,E2,1675.1530830813592
HAPPO,building_energy_grid_daily_average_import_delta_kwh,building,Building_11,E2,245.03001822014218
HAPPO,building_energy_grid_daily_average_net_exchange_baseline_kwh,building,Building_11,E2,-26536.84596465758
HAPPO,building_energy_grid_daily_average_net_exchange_control_kwh,building,Building_11,E2,-26248.03302395084
HAPPO,building_energy_grid_daily_average_net_exchange_delta_kwh,building,Building_11,E2,288.8129407067402
HAPPO,building_energy_grid_ratio_to_baseline_export_total_ratio,building,Building_11,E2,0.9984344773850757
HAPPO,building_energy_grid_ratio_to_baseline_import_total_ratio,building,Building_11,E2,1.1713349181204349
HAPPO,building_energy_grid_ratio_to_baseline_net_exchange_total_ratio,building,Building_11,E2,0.9891165309889732
HAPPO,building_energy_grid_total_export_baseline_kwh,building,Building_11,E2,10206778.40539813
HAPPO,building_energy_grid_total_export_control_kwh,building,Building_11,E2,10190799.46297896
HAPPO,building_energy_grid_total_export_delta_kwh,building,Building_11,E2,-15978.942419171333
HAPPO,building_energy_grid_total_import_baseline_kwh,building,Building_11,E2,521935.33021330833
HAPPO,building_energy_grid_total_import_control_kwh,building,Building_11,E2,611361.0772795677
HAPPO,building_energy_grid_total_import_delta_kwh,building,Building_11,E2,89425.74706625938
HAPPO,building_energy_grid_total_net_exchange_baseline_kwh,building,Building_11,E2,-9684843.075184822
HAPPO,building_energy_grid_total_net_exchange_control_kwh,building,Building_11,E2,-9579438.385699391
HAPPO,building_energy_grid_total_net_exchange_delta_kwh,building,Building_11,E2,105404.68948543072
HAPPO,building_equity_benefit_relative_percent,building,Building_11,E2,99.61117949069182
HAPPO,building_ev_events_departure_count,building,Building_11,E2,983.0
HAPPO,building_ev_events_departure_met_count,building,Building_11,E2,404.0
HAPPO,building_ev_events_departure_within_tolerance_count,building,Building_11,E2,30.0
HAPPO,building_ev_performance_departure_soc_deficit_mean_ratio,building,Building_11,E2,0.3547701739956057
HAPPO,building_ev_performance_departure_success_ratio,building,Building_11,E2,0.41098677517802645
HAPPO,building_ev_performance_departure_within_tolerance_ratio,building,Building_11,E2,0.030518819938962362
HAPPO,building_ev_total_charge_kwh,building,Building_11,E2,1934.30488711223
HAPPO,building_ev_total_v2g_export_kwh,building,Building_11,E2,2316.5657434952445
HAPPO,building_solar_self_consumption_daily_average_export_kwh,building,Building_11,E2,26856.389285024325
HAPPO,building_solar_self_consumption_daily_average_generation_kwh,building,Building_11,E2,28769.848278196274
HAPPO,building_solar_self_consumption_ratio_self_consumption_ratio,building,Building_11,E2,0.06650917914718706
HAPPO,building_solar_self_consumption_total_export_kwh,building,Building_11,E2,9801463.07281367
HAPPO,building_solar_self_consumption_total_generation_kwh,building,Building_11,E2,10499795.877863381
HAPPO,building_battery_health_capacity_fade_ratio,building,Building_12,E2,0.0013637005060327906
HAPPO,building_battery_health_equivalent_full_cycles_count,building,Building_12,E2,378.68911454804316
HAPPO,building_battery_total_charge_kwh,building,Building_12,E2,1754407.4705605456
HAPPO,building_battery_total_discharge_kwh,building,Building_12,E2,1537158.3130910457
HAPPO,building_battery_total_throughput_kwh,building,Building_12,E2,3291565.7836515913
HAPPO,building_comfort_resilience_discomfort_cold_delta_average_c,building,Building_12,E2,0.0
HAPPO,building_comfort_resilience_discomfort_cold_delta_max_c,building,Building_12,E2,0.0
HAPPO,building_comfort_resilience_discomfort_cold_delta_min_c,building,Building_12,E2,0.0
HAPPO,building_comfort_resilience_discomfort_cold_ratio,building,Building_12,E2,nan
HAPPO,building_comfort_resilience_discomfort_hot_delta_average_c,building,Building_12,E2,0.0
HAPPO,building_comfort_resilience_discomfort_hot_delta_max_c,building,Building_12,E2,0.0
HAPPO,building_comfort_resilience_discomfort_hot_delta_min_c,building,Building_12,E2,0.0
HAPPO,building_comfort_resilience_discomfort_hot_ratio,building,Building_12,E2,nan
HAPPO,building_comfort_resilience_discomfort_overall_ratio,building,Building_12,E2,nan
HAPPO,building_comfort_resilience_resilience_one_minus_thermal_ratio,building,Building_12,E2,nan
HAPPO,building_comfort_resilience_resilience_unserved_energy_annual_normalized_ratio,building,Building_12,E2,0.0
HAPPO,building_comfort_resilience_resilience_unserved_energy_outage_normalized_ratio,building,Building_12,E2,nan
HAPPO,building_cost_daily_average_baseline_eur,building,Building_12,E2,1753.2468377100913
HAPPO,building_cost_daily_average_control_eur,building,Building_12,E2,1623.5306452394864
HAPPO,building_cost_daily_average_delta_eur,building,Building_12,E2,-129.71619247060508
HAPPO,building_cost_ratio_to_baseline_total_ratio,building,Building_12,E2,0.9260137308218238
HAPPO,building_cost_total_baseline_eur,building,Building_12,E2,639862.0438126121
HAPPO,building_cost_total_control_eur,building,Building_12,E2,592521.0384021942
HAPPO,building_cost_total_delta_eur,building,Building_12,E2,-47341.005410417914
HAPPO,building_electrical_service_phase_imbalance_phase_average_ratio,building,Building_12,E2,0.07299412764332182
HAPPO,building_electrical_service_phase_phase_peaks_export_peak_l1_kw,building,Building_12,E2,950.3936767578125
HAPPO,building_electrical_service_phase_phase_peaks_export_peak_l2_kw,building,Building_12,E2,947.1736450195312
HAPPO,building_electrical_service_phase_phase_peaks_export_peak_l3_kw,building,Building_12,E2,954.0894165039062
HAPPO,building_electrical_service_phase_phase_peaks_import_peak_l1_kw,building,Building_12,E2,442.00897216796875
HAPPO,building_electrical_service_phase_phase_peaks_import_peak_l2_kw,building,Building_12,E2,442.1293029785156
HAPPO,building_electrical_service_phase_phase_peaks_import_peak_l3_kw,building,Building_12,E2,449.096435546875
HAPPO,building_electrical_service_phase_violations_energy_total_kwh,building,Building_12,E2,0.0
HAPPO,building_electrical_service_phase_violations_event_count,building,Building_12,E2,0.0
HAPPO,building_emissions_daily_average_baseline_kgco2,building,Building_12,E2,2623.8732763818966
HAPPO,building_emissions_daily_average_control_kgco2,building,Building_12,E2,4306.9750311009375
HAPPO,building_emissions_daily_average_delta_kgco2,building,Building_12,E2,1683.1017547190409
HAPPO,building_emissions_ratio_to_baseline_total_ratio,building,Building_12,E2,1.6414569521588704
HAPPO,building_emissions_total_baseline_kgco2,building,Building_12,E2,957604.4178262097
HAPPO,building_emissions_total_control_kgco2,building,Building_12,E2,1571866.4290588796
HAPPO,building_emissions_total_delta_kgco2,building,Building_12,E2,614262.0112326699
HAPPO,building_energy_grid_daily_average_export_baseline_kwh,building,Building_12,E2,10225.511187017175
HAPPO,building_energy_grid_daily_average_export_control_kwh,building,Building_12,E2,11776.055041588092
HAPPO,building_energy_grid_daily_average_export_delta_kwh,building,Building_12,E2,1550.543854570917
HAPPO,building_energy_grid_daily_average_import_baseline_kwh,building,Building_12,E2,3407.664430317126
HAPPO,building_energy_grid_daily_average_import_control_kwh,building,Building_12,E2,5572.381755824176
HAPPO,building_energy_grid_daily_average_import_delta_kwh,building,Building_12,E2,2164.7173255070497
HAPPO,building_energy_grid_daily_average_net_exchange_baseline_kwh,building,Building_12,E2,-6817.84675670005
HAPPO,building_energy_grid_daily_average_net_exchange_control_kwh,building,Building_12,E2,-6203.673285763916
HAPPO,building_energy_grid_daily_average_net_exchange_delta_kwh,building,Building_12,E2,614.173470936133
HAPPO,building_energy_grid_ratio_to_baseline_export_total_ratio,building,Building_12,E2,1.1516348499564075
HAPPO,building_energy_grid_ratio_to_baseline_import_total_ratio,building,Building_12,E2,1.6352495586854472
HAPPO,building_energy_grid_ratio_to_baseline_net_exchange_total_ratio,building,Building_12,E2,0.909916797362368
HAPPO,building_energy_grid_total_export_baseline_kwh,building,Building_12,E2,3731885.520295143
HAPPO,building_energy_grid_total_export_control_kwh,building,Building_12,E2,4297769.421219587
HAPPO,building_energy_grid_total_export_delta_kwh,building,Building_12,E2,565883.9009244442
HAPPO,building_energy_grid_total_import_baseline_kwh,building,Building_12,E2,1243655.531047821
HAPPO,building_energy_grid_total_import_control_kwh,building,Building_12,E2,2033687.1583026648
HAPPO,building_energy_grid_total_import_delta_kwh,building,Building_12,E2,790031.6272548437
HAPPO,building_energy_grid_total_net_exchange_baseline_kwh,building,Building_12,E2,-2488229.989247322
HAPPO,building_energy_grid_total_net_exchange_control_kwh,building,Building_12,E2,-2264082.2629169226
HAPPO,building_energy_grid_total_net_exchange_delta_kwh,building,Building_12,E2,224147.7263303995
HAPPO,building_equity_benefit_relative_percent,building,Building_12,E2,7.398626917817624
HAPPO,building_ev_events_departure_count,building,Building_12,E2,960.0
HAPPO,building_ev_events_departure_met_count,building,Building_12,E2,455.0
HAPPO,building_ev_events_departure_within_tolerance_count,building,Building_12,E2,67.0
HAPPO,building_ev_performance_departure_soc_deficit_mean_ratio,building,Building_12,E2,0.23788223729304056
HAPPO,building_ev_performance_departure_success_ratio,building,Building_12,E2,0.4739583333333333
HAPPO,building_ev_performance_departure_within_tolerance_ratio,building,Building_12,E2,0.06979166666666667
HAPPO,building_ev_total_charge_kwh,building,Building_12,E2,9149.873355416581
HAPPO,building_ev_total_v2g_export_kwh,building,Building_12,E2,2251.309356917758
HAPPO,building_solar_self_consumption_daily_average_export_kwh,building,Building_12,E2,9022.072992821266
HAPPO,building_solar_self_consumption_daily_average_generation_kwh,building,Building_12,E2,12113.474015475871
HAPPO,building_solar_self_consumption_ratio_self_consumption_ratio,building,Building_12,E2,0.25520350468454456
HAPPO,building_solar_self_consumption_total_export_kwh,building,Building_12,E2,3292680.7226717276
HAPPO,building_solar_self_consumption_total_generation_kwh,building,Building_12,E2,4420913.287564714
HAPPO,building_battery_health_capacity_fade_ratio,building,Building_13,E2,0.00022754639814839012
HAPPO,building_battery_health_equivalent_full_cycles_count,building,Building_13,E2,59.70748190728033
HAPPO,building_battery_total_charge_kwh,building,Building_13,E2,17237.529697686434
HAPPO,building_battery_total_discharge_kwh,building,Building_13,E2,15243.340459874067
HAPPO,building_battery_total_throughput_kwh,building,Building_13,E2,32480.8701575605
HAPPO,building_comfort_resilience_discomfort_cold_delta_average_c,building,Building_13,E2,0.0
HAPPO,building_comfort_resilience_discomfort_cold_delta_max_c,building,Building_13,E2,0.0
HAPPO,building_comfort_resilience_discomfort_cold_delta_min_c,building,Building_13,E2,0.0
HAPPO,building_comfort_resilience_discomfort_cold_ratio,building,Building_13,E2,nan
HAPPO,building_comfort_resilience_discomfort_hot_delta_average_c,building,Building_13,E2,0.0
HAPPO,building_comfort_resilience_discomfort_hot_delta_max_c,building,Building_13,E2,0.0
HAPPO,building_comfort_resilience_discomfort_hot_delta_min_c,building,Building_13,E2,0.0
HAPPO,building_comfort_resilience_discomfort_hot_ratio,building,Building_13,E2,nan
HAPPO,building_comfort_resilience_discomfort_overall_ratio,building,Building_13,E2,nan
HAPPO,building_comfort_resilience_resilience_one_minus_thermal_ratio,building,Building_13,E2,nan
HAPPO,building_comfort_resilience_resilience_unserved_energy_annual_normalized_ratio,building,Building_13,E2,0.0
HAPPO,building_comfort_resilience_resilience_unserved_energy_outage_normalized_ratio,building,Building_13,E2,nan
HAPPO,building_cost_daily_average_baseline_eur,building,Building_13,E2,23.724671438921774
HAPPO,building_cost_daily_average_control_eur,building,Building_13,E2,4.435088535050314
HAPPO,building_cost_daily_average_delta_eur,building,Building_13,E2,-19.289582903871462
HAPPO,building_cost_ratio_to_baseline_total_ratio,building,Building_13,E2,0.18693993493095462
HAPPO,building_cost_total_baseline_eur,building,Building_13,E2,8658.516547229825
HAPPO,building_cost_total_control_eur,building,Building_13,E2,1618.6225199377373
HAPPO,building_cost_total_delta_eur,building,Building_13,E2,-7039.894027292088
HAPPO,building_electrical_service_phase_imbalance_phase_average_ratio,building,Building_13,E2,0.3689776081588667
HAPPO,building_electrical_service_phase_phase_peaks_export_peak_l1_kw,building,Building_13,E2,325.90869140625
HAPPO,building_electrical_service_phase_phase_peaks_export_peak_l2_kw,building,Building_13,E2,322.4808044433594
HAPPO,building_electrical_service_phase_phase_peaks_export_peak_l3_kw,building,Building_13,E2,323.14678955078125
HAPPO,building_electrical_service_phase_phase_peaks_import_peak_l1_kw,building,Building_13,E2,34.887245178222656
HAPPO,building_electrical_service_phase_phase_peaks_import_peak_l2_kw,building,Building_13,E2,39.1805305480957
HAPPO,building_electrical_service_phase_phase_peaks_import_peak_l3_kw,building,Building_13,E2,35.18657684326172
HAPPO,building_electrical_service_phase_violations_energy_total_kwh,building,Building_13,E2,0.0
HAPPO,building_electrical_service_phase_violations_event_count,building,Building_13,E2,0.0
HAPPO,building_emissions_daily_average_baseline_kgco2,building,Building_13,E2,54.48964444540258
HAPPO,building_emissions_daily_average_control_kgco2,building,Building_13,E2,76.21436496305233
HAPPO,building_emissions_daily_average_delta_kgco2,building,Building_13,E2,21.724720517649754
HAPPO,building_emissions_ratio_to_baseline_total_ratio,building,Building_13,E2,1.3986944811030553
HAPPO,building_emissions_total_baseline_kgco2,building,Building_13,E2,19886.44982072005
HAPPO,building_emissions_total_control_kgco2,building,Building_13,E2,27815.067612973973
HAPPO,building_emissions_total_delta_kgco2,building,Building_13,E2,7928.617792253925
HAPPO,building_energy_grid_daily_average_export_baseline_kwh,building,Building_13,E2,1757.2722455851494
HAPPO,building_energy_grid_daily_average_export_control_kwh,building,Building_13,E2,1766.2583476076927
HAPPO,building_energy_grid_daily_average_export_delta_kwh,building,Building_13,E2,8.986102022543228
HAPPO,building_energy_grid_daily_average_import_baseline_kwh,building,Building_13,E2,72.40040372102646
HAPPO,building_energy_grid_daily_average_import_control_kwh,building,Building_13,E2,100.49656640479915
HAPPO,building_energy_grid_daily_average_import_delta_kwh,building,Building_13,E2,28.096162683772693
HAPPO,building_energy_grid_daily_average_net_exchange_baseline_kwh,building,Building_13,E2,-1684.871841864123
HAPPO,building_energy_grid_daily_average_net_exchange_control_kwh,building,Building_13,E2,-1665.7617812028936
HAPPO,building_energy_grid_daily_average_net_exchange_delta_kwh,building,Building_13,E2,19.110060661229465
HAPPO,building_energy_grid_ratio_to_baseline_export_total_ratio,building,Building_13,E2,1.0051136652531327
HAPPO,building_energy_grid_ratio_to_baseline_import_total_ratio,building,Building_13,E2,1.3880663813979952
HAPPO,building_energy_grid_ratio_to_baseline_net_exchange_total_ratio,building,Building_13,E2,0.9886578550448761
HAPPO,building_energy_grid_total_export_baseline_kwh,building,Building_13,E2,641331.1499616802
HAPPO,building_energy_grid_total_export_control_kwh,building,Building_13,E2,644610.7027789908
HAPPO,building_energy_grid_total_export_delta_kwh,building,Building_13,E2,3279.5528173106723
HAPPO,building_energy_grid_total_import_baseline_kwh,building,Building_13,E2,26423.130674686283
HAPPO,building_energy_grid_total_import_control_kwh,building,Building_13,E2,36677.05938081816
HAPPO,building_energy_grid_total_import_delta_kwh,building,Building_13,E2,10253.928706131876
HAPPO,building_energy_grid_total_net_exchange_baseline_kwh,building,Building_13,E2,-614908.0192869939
HAPPO,building_energy_grid_total_net_exchange_control_kwh,building,Building_13,E2,-607933.6433981727
HAPPO,building_energy_grid_total_net_exchange_delta_kwh,building,Building_13,E2,6974.375888821203
HAPPO,building_equity_benefit_relative_percent,building,Building_13,E2,81.30600650690454
HAPPO,building_ev_events_departure_count,building,Building_13,E2,2018.0
HAPPO,building_ev_events_departure_met_count,building,Building_13,E2,1071.0
HAPPO,building_ev_events_departure_within_tolerance_count,building,Building_13,E2,88.0
HAPPO,building_ev_performance_departure_soc_deficit_mean_ratio,building,Building_13,E2,0.2306985608642848
HAPPO,building_ev_performance_departure_success_ratio,building,Building_13,E2,0.5307234886025768
HAPPO,building_ev_performance_departure_within_tolerance_ratio,building,Building_13,E2,0.04360753221010902
HAPPO,building_ev_total_charge_kwh,building,Building_13,E2,6132.014406150207
HAPPO,building_ev_total_v2g_export_kwh,building,Building_13,E2,1151.8278575482109
HAPPO,building_solar_self_consumption_daily_average_export_kwh,building,Building_13,E2,1727.162845587799
HAPPO,building_solar_self_consumption_daily_average_generation_kwh,building,Building_13,E2,1832.502519284712
HAPPO,building_solar_self_consumption_ratio_self_consumption_ratio,building,Building_13,E2,0.05748405395809807
HAPPO,building_solar_self_consumption_total_export_kwh,building,Building_13,E2,630342.4735209804
HAPPO,building_solar_self_consumption_total_generation_kwh,building,Building_13,E2,668787.065267283
HAPPO,building_battery_health_capacity_fade_ratio,building,Building_14,E2,0.0005621039495271188
HAPPO,building_battery_health_equivalent_full_cycles_count,building,Building_14,E2,159.02658656065688
HAPPO,building_battery_total_charge_kwh,building,Building_14,E2,38972.757651903325
HAPPO,building_battery_total_discharge_kwh,building,Building_14,E2,33861.41899287752
HAPPO,building_battery_total_throughput_kwh,building,Building_14,E2,72834.17664478085
HAPPO,building_comfort_resilience_discomfort_cold_delta_average_c,building,Building_14,E2,0.0
HAPPO,building_comfort_resilience_discomfort_cold_delta_max_c,building,Building_14,E2,0.0
HAPPO,building_comfort_resilience_discomfort_cold_delta_min_c,building,Building_14,E2,0.0
HAPPO,building_comfort_resilience_discomfort_cold_ratio,building,Building_14,E2,nan
HAPPO,building_comfort_resilience_discomfort_hot_delta_average_c,building,Building_14,E2,0.0
HAPPO,building_comfort_resilience_discomfort_hot_delta_max_c,building,Building_14,E2,0.0
HAPPO,building_comfort_resilience_discomfort_hot_delta_min_c,building,Building_14,E2,0.0
HAPPO,building_comfort_resilience_discomfort_hot_ratio,building,Building_14,E2,nan
HAPPO,building_comfort_resilience_discomfort_overall_ratio,building,Building_14,E2,nan
HAPPO,building_comfort_resilience_resilience_one_minus_thermal_ratio,building,Building_14,E2,nan
HAPPO,building_comfort_resilience_resilience_unserved_energy_annual_normalized_ratio,building,Building_14,E2,0.0
HAPPO,building_comfort_resilience_resilience_unserved_energy_outage_normalized_ratio,building,Building_14,E2,nan
HAPPO,building_cost_daily_average_baseline_eur,building,Building_14,E2,-89.95575858611717
HAPPO,building_cost_daily_average_control_eur,building,Building_14,E2,-171.36277429252718
HAPPO,building_cost_daily_average_delta_eur,building,Building_14,E2,-81.40701570641
HAPPO,building_cost_ratio_to_baseline_total_ratio,building,Building_14,E2,1.9049672526353805
HAPPO,building_cost_total_baseline_eur,building,Building_14,E2,-32830.10372732501
HAPPO,building_cost_total_control_eur,building,Building_14,E2,-62540.27250117689
HAPPO,building_cost_total_delta_eur,building,Building_14,E2,-29710.16877385188
HAPPO,building_electrical_service_phase_imbalance_phase_average_ratio,building,Building_14,E2,0.689500925057423
HAPPO,building_electrical_service_phase_phase_peaks_export_peak_l1_kw,building,Building_14,E2,1089.781494140625
HAPPO,building_electrical_service_phase_phase_peaks_export_peak_l2_kw,building,Building_14,E2,1081.8876953125
HAPPO,building_electrical_service_phase_phase_peaks_export_peak_l3_kw,building,Building_14,E2,1087.07958984375
HAPPO,building_electrical_service_phase_phase_peaks_import_peak_l1_kw,building,Building_14,E2,27.863035202026367
HAPPO,building_electrical_service_phase_phase_peaks_import_peak_l2_kw,building,Building_14,E2,20.938875198364258
HAPPO,building_electrical_service_phase_phase_peaks_import_peak_l3_kw,building,Building_14,E2,24.940690994262695
HAPPO,building_electrical_service_phase_violations_energy_total_kwh,building,Building_14,E2,0.0
HAPPO,building_electrical_service_phase_violations_event_count,building,Building_14,E2,0.0
HAPPO,building_emissions_daily_average_baseline_kgco2,building,Building_14,E2,45.16647357400558
HAPPO,building_emissions_daily_average_control_kgco2,building,Building_14,E2,138.29411827671547
HAPPO,building_emissions_daily_average_delta_kgco2,building,Building_14,E2,93.12764470270989
HAPPO,building_emissions_ratio_to_baseline_total_ratio,building,Building_14,E2,3.061875487138034
HAPPO,building_emissions_total_baseline_kgco2,building,Building_14,E2,16483.88091811312
HAPPO,building_emissions_total_control_kgco2,building,Building_14,E2,50471.59091607295
HAPPO,building_emissions_total_delta_kgco2,building,Building_14,E2,33987.70999795983
HAPPO,building_energy_grid_daily_average_export_baseline_kwh,building,Building_14,E2,11817.052343990232
HAPPO,building_energy_grid_daily_average_export_control_kwh,building,Building_14,E2,11887.374081757587
HAPPO,building_energy_grid_daily_average_export_delta_kwh,building,Building_14,E2,70.32173776735466
HAPPO,building_energy_grid_daily_average_import_baseline_kwh,building,Building_14,E2,58.634800726916374
HAPPO,building_energy_grid_daily_average_import_control_kwh,building,Building_14,E2,178.2742878672657
HAPPO,building_energy_grid_daily_average_import_delta_kwh,building,Building_14,E2,119.63948714034936
HAPPO,building_energy_grid_daily_average_net_exchange_baseline_kwh,building,Building_14,E2,-11758.417543263316
HAPPO,building_energy_grid_daily_average_net_exchange_control_kwh,building,Building_14,E2,-11709.09979389032
HAPPO,building_energy_grid_daily_average_net_exchange_delta_kwh,building,Building_14,E2,49.31774937299469
HAPPO,building_energy_grid_ratio_to_baseline_export_total_ratio,building,Building_14,E2,1.0059508696179313
HAPPO,building_energy_grid_ratio_to_baseline_import_total_ratio,building,Building_14,E2,3.0404177324240265
HAPPO,building_energy_grid_ratio_to_baseline_net_exchange_total_ratio,building,Building_14,E2,0.9958057494393665
HAPPO,building_energy_grid_total_export_baseline_kwh,building,Building_14,E2,4312731.728375435
HAPPO,building_energy_grid_total_export_control_kwh,building,Building_14,E2,4338396.232588112
HAPPO,building_energy_grid_total_export_delta_kwh,building,Building_14,E2,25664.50421267748
HAPPO,building_energy_grid_total_import_baseline_kwh,building,Building_14,E2,21399.25914862752
HAPPO,building_energy_grid_total_import_control_kwh,building,Building_14,E2,65062.686976224184
HAPPO,building_energy_grid_total_import_delta_kwh,building,Building_14,E2,43663.427827596664
HAPPO,building_energy_grid_total_net_exchange_baseline_kwh,building,Building_14,E2,-4291332.469226807
HAPPO,building_energy_grid_total_net_exchange_control_kwh,building,Building_14,E2,-4273333.545611888
HAPPO,building_energy_grid_total_net_exchange_delta_kwh,building,Building_14,E2,17998.923614919186
HAPPO,building_equity_benefit_relative_percent,building,Building_14,E2,nan
HAPPO,building_ev_events_departure_count,building,Building_14,E2,1192.0
HAPPO,building_ev_events_departure_met_count,building,Building_14,E2,739.0
