action_dim,agent,agent_index,battery_capacity_fade_ratio,battery_charge_total_kwh,battery_discharge_total_kwh,battery_equivalent_full_cycles,battery_throughput_total_kwh,carbon_emissions_baseline_kgco2,carbon_emissions_control_kgco2,carbon_emissions_delta_kgco2,carbon_emissions_ratio_to_baseline,electrical_service_violation_time_step_count,electrical_service_violation_total_kwh,electricity_cost_baseline_eur,electricity_cost_control_eur,electricity_cost_delta_eur,electricity_cost_ratio_to_baseline,equity_relative_benefit_percent,ev_charge_total_kwh,ev_departure_count,ev_departure_met_count,ev_departure_soc_deficit_mean,ev_departure_success_rate,ev_departure_within_tolerance_count,ev_departure_within_tolerance_rate,ev_v2g_export_total_kwh,grid_export_baseline_kwh,grid_export_control_kwh,grid_export_daily_average_baseline_kwh,grid_export_daily_average_control_kwh,grid_export_daily_average_delta_kwh,grid_export_delta_kwh,grid_export_ratio_to_baseline,grid_import_baseline_kwh,grid_import_control_kwh,grid_import_daily_average_baseline_kwh,grid_import_daily_average_control_kwh,grid_import_daily_average_delta_kwh,grid_import_delta_kwh,grid_import_minus_export_control_kwh,grid_import_ratio_to_baseline,grid_role_control,net_exchange_baseline_kwh,net_exchange_control_kwh,net_exchange_delta_kwh,net_exchange_ratio_to_baseline,observation_dim,phase_imbalance_ratio_average,pv_export_daily_average_kwh,pv_export_total_kwh,pv_generation_daily_average_kwh,pv_generation_total_kwh,pv_self_consumption_ratio
6,Building_1,0,0.0011616802270879272,2172915.523718731,1895657.3388716201,301.5097719423708,4068572.862590351,2827494.144139081,3594573.472005248,767079.3278661673,1.2712929855066875,0.0,0.0,1942223.5865149037,2153049.3561413498,210825.76962644607,1.108548660973039,-10.854866097303896,9080.561199592426,924.0,381.0,0.3019644784403335,0.41233766233766234,48.0,0.05194805194805195,2305.615008566994,1769549.574809134,2450889.5382231474,4848.634523966117,6715.532471441436,1866.8979474753194,681339.9634140134,1.3850358153924587,3668559.398416996,4633932.50129354,10051.995154927265,12697.154929905808,2645.159774978543,965373.102876544,2183042.9630703926,1.2631477367636756,net_importer,1899009.823607862,2183042.9630703926,284033.1394625306,1.1495690732778339,61,0.05233604291727022,4415.618475561011,1611516.7594766205,9424.330475569273,3439487.9431463024,0.5314660827092561
8,Building_2,1,0.000402174179015563,32016.56375807532,27942.782819657117,122.86751347895992,59959.34657773244,22949.041400370726,37333.746787156444,14384.705386785718,1.6268107297306693,0.0,0.0,-3246.174113436655,-20184.885916848754,-16938.7118034121,6.218053995717269,,2345.9144585672766,542.0,232.0,0.22251731535207533,0.4280442804428044,36.0,0.06642066420664207,16.490516364574432,1957142.963917017,1969324.9364385605,5362.64769197493,5396.026769554224,33.37907757929491,12181.972521543503,1.0062243651823792,29998.62402199628,48583.80302966619,82.1973942833555,133.1215061892897,50.924111905934225,18585.17900766991,-1920741.1334088943,1.61953438244509,net_exporter,-1927144.3398950207,-1920741.1334088943,6403.206486126408,0.996677360198938,75,0.4963393751458036,5334.512608273176,1946874.830661031,5410.909603423045,1974756.550682602,0.014119066986729746
10,Building_3,2,0.0012877307020797814,900569.720229355,784316.8285972681,356.5142930229842,1684886.5488266232,347248.6075948644,643659.2937540412,296410.6861591768,1.8535979113413745,0.0,0.0,232179.5307359738,240834.77592133993,8655.245185366133,1.0372782439430828,-3.7278243943082847,22154.423985524103,2505.0,1180.0,0.2377416849688454,0.47105788423153694,111.0,0.04431137724550898,3342.755838622572,1245031.655344963,1513577.8658149391,3411.43506430861,4147.262105212757,735.8270409041472,268546.21046997607,1.2156942832072566,450183.9052295685,853794.6724708527,1233.5213752151665,2339.4305445028504,1105.9091692876839,403610.76724128425,-659783.1933440864,1.8965464170369783,net_exporter,-794847.7501153946,-659783.1933440864,135064.55677130818,0.8300749335307299,89,0.1530402284689209,2570.3996280528627,938088.7642547927,4022.2526369037882,1467954.6186100116,0.3609552009563773
8,Building_4,3,0.002443260453569109,188944.23681067076,162407.404626957,386.9511469577398,351351.6414376277,441161.167536858,543587.0240237825,102425.85648692446,1.2321733280805296,0.0,0.0,296817.27579027746,324304.9100218571,27487.634231579665,1.0926079324675213,-9.260793246752133,8671.813838751987,1426.0,768.0,0.20244878434442862,0.5385694249649369,101.0,0.07082748948106592,7.399999618530273,101807.63298726082,204782.76256877184,278.95686627403353,561.1127185352808,282.1558522612472,102975.12958151102,2.0114676725113165,583584.1287830174,721760.5042569935,1599.0431659769858,1977.651798397973,378.60863242098725,138176.37547397614,516977.7416882217,1.2367719899479164,net_importer,481776.4957957566,516977.7416882217,35201.245892465115,1.0730655110816951,75,0.10535220771381211,330.08173804313685,120466.08097999314,1690.947699404299,617125.4541284273,0.8047948270905003
5,Building_5,4,0.002235061036820878,109433.08206682975,94438.24624527531,435.6224963933869,203871.32831210506,285759.8778041182,315066.1249041469,29306.247100028675,1.1025554998316365,0.0,0.0,195327.88954429756,181333.3180717927,-13994.571472504875,0.9283534394133148,7.164656058668522,1605.0547980684787,746.0,388.0,0.2840012294581649,0.5201072386058981,30.0,0.040214477211796246,1828.48482300248,96763.40979127586,119866.48472023755,265.13549891433047,328.43882101674865,63.303322102418164,23103.074928961694,1.2387583796271373,372003.8162212409,409878.2968384372,1019.3048965989019,1123.0824436719367,103.77754707303474,37874.4806171963,290011.81211819965,1.1018120754833098,net_importer,275240.40642996505,290011.81211819965,14771.405688234605,1.0536672862819405,54,0.5600502395533243,257.2361542739336,93880.478136891,733.1778193012495,267579.35496915184,0.6491490229217642
34,Building_6,5,0.0016072306018018424,990972.2370507277,866825.4816340827,365.5642893909505,1857797.7186848104,2863613.3828211427,3192210.3549175896,328596.9720964469,1.114749069852692,0.0,0.0,1954699.6208284425,2014987.913566327,60288.29273788445,1.0308427402837133,-3.0842740283713264,31154.471566291526,7949.0,3678.0,0.2477526858133722,0.46269971065542836,559.0,0.07032331110831551,10320.139938542445,1415837.1205103993,1741994.6744856983,3879.448669054639,4773.13302747537,893.6843584207303,326157.553975299,1.2303637538883863,3770473.085530281,4241611.727210773,10331.24261362333,11622.180780118571,1290.9381664952405,471138.6416804921,2499617.052725075,1.124954781798749,net_importer,2354635.9650198817,2499617.052725075,144981.0877051931,1.0615726124373408,257,0.13576448968777727,3578.35870218045,1305951.8280166066,13459.757425435582,4912250.637057927,0.7341438936025515
44,Building_7,6,0.0010907065119203562,297948.1537730205,261743.67135439673,284.3962526053949,559691.8251274172,52338.737274503466,97372.19003250822,45033.45275800476,1.860422988843152,0.0,0.0,19756.849819785457,-40871.41315879378,-60628.26297857924,-2.0687211540102504,306.87211540102504,23945.533955002204,7786.0,4100.0,0.23515950595776028,0.5265861803236579,389.0,0.04996146930387876,3521.4310475786333,1930142.9073472023,1931685.7769767046,5288.666488906594,5292.894011581335,4.227522674740851,1542.8696295022964,1.000799355127348,69062.5583836846,127234.01353300363,189.23409078758198,348.6261359506893,159.39204516310727,58171.45514931902,-1804451.763443701,1.8423009009620108,net_exporter,-1861080.3489635177,-1804451.763443701,56628.58551981673,0.9695721973791435,327,0.4123205774822078,4655.4651542163765,1699050.8035742184,5462.3447444872845,1993528.2340401718,0.14771670921818475
19,Building_8,7,0.0003589505825231736,70424.50422705234,61302.956473944825,109.59023352828382,131727.46070099715,35476.86154603049,66303.13213473745,30826.270588706953,1.8689119963080867,0.0,0.0,-26012.356960941164,-70432.65078198038,-44420.29382103922,2.7076612429907247,,14337.637645270675,3726.0,1503.0,0.3296256813012256,0.4033816425120773,115.0,0.030864197530864196,9935.107476181525,4944328.241827488,4970133.763509605,13547.65130766751,13618.359438775035,70.70813110752498,25805.521682117134,1.0052192169330123,46766.01421306096,86095.61404609215,128.1406942702892,235.90532447838928,107.76463020810007,39329.599833031185,-4884038.149463513,1.840986782706128,net_exporter,-4897562.227614427,-4884038.149463513,13524.07815091405,0.9972386102468163,152,0.5228142855317818,13487.894383779687,4922519.454480262,13651.89850035546,4982374.123525562,0.012013282736573514
12,Building_9,8,0.001348600600272303,52789.17059023879,46298.10409175811,359.01186478984386,99087.2746819969,21955.513137876464,28015.205503895413,6059.6923660189495,1.2759986673035255,0.0,0.0,5216.5431757379565,-12316.405274350578,-17532.948450088534,-2.3610281482254276,336.1028148225427,5925.502091227099,1847.0,1059.0,0.19591807656958488,0.5733622089875474,116.0,0.06280454791553872,1095.399405089207,1078095.5331265926,1074679.2094760537,2954.023609434664,2944.6627500200125,-9.360859414651685,-3416.3236505389214,0.9968311494245494,28508.51474392414,36413.360894180834,78.11443701954326,99.77402231537162,21.659585295828364,7904.846150256693,-1038265.8485818729,1.277280181772409,net_exporter,-1049587.0183826685,-1038265.8485818729,11321.169800795615,0.9892136910970558,103,0.7448189191005742,2851.3479607872687,1040623.1995223202,2999.344794388089,1094635.8772518863,0.04934305448234205
8,Building_10,9,0.0009854225048835613,633538.5697327846,556410.3602348698,252.85782617247224,1189948.9299676544,401729.8500234329,742483.6265615337,340753.77653810073,1.8482162242069504,0.0,0.0,264997.5443575372,336494.16449710197,71496.6201395648,1.2698010666963044,-26.980106669630448,17630.407352119684,1298.0,678.0,0.28103990037035237,0.522342064714946,45.0,0.03466872110939907,5932.977272376418,2957264.577039242,3329953.7842891216,8103.019733867086,9124.202628489431,1021.1828946223446,372689.20724987984,1.1260249793486552,535519.3085417747,997034.1517381668,1467.3436927734438,2731.91227785318,1264.5685850797363,461514.84319639206,-2332919.632550955,1.861808035368701,net_exporter,-2421745.268497467,-2332919.632550955,88825.63594651222,0.9633216436501504,75,0.11455236086673513,7827.927980584019,2856867.549247309,9620.309019882927,3511011.946048106,0.18631221051158287
