rank,algorithm,scenario,oe,metric,higher_is_better,building_id,agent,nombre,tipo_uso,value,import_ratio_to_baseline,co2_reduction_kgco2,cost_reduction_eur,battery_throughput_kwh,ev_charge_kwh,ev_departure_success_ratio,grid_role_control
7,MAAC,E1,OE.1,flex_gain_vs_baseline,True,12,Building_12,SEGURO SOCIAL DE SALUD - ESSALUD,Healthcare,-0.01064344082921842,1.0106434408292184,-11013.67513289256,-6.225393988541327,72534.62070844881,430.8110456466675,0.030208333333333334,net_exporter
8,MAAC,E1,OE.1,flex_gain_vs_baseline,True,16,Building_16,SIMA - IQUITOS S.R.LTDA,Industrial,-0.01622649614802385,1.0162264961480239,-3953.853207007138,-414.58177620812785,16782.73060612582,530.5765521973372,0.04781997187060478,net_exporter
9,MAAC,E1,OE.1,flex_gain_vs_baseline,True,15,Building_15,DREL- COLEGIO NACIONAL DE IQUITOS,Education,-0.018322046087585697,1.0183220460875857,-1243.496142786622,72.63421237049988,4106.881103097337,434.00811398774385,0.053420195439739415,net_exporter
10,MAAC,E1,OE.1,flex_gain_vs_baseline,True,9,Building_9,GOBIERNO REGIONAL DE LORETO - COER,Office_Critical,-0.030366019459384885,1.0303660194593849,-598.8120052297418,92.64210583066915,2469.1479862835718,219.4257254600525,0.023280996210070383,net_exporter
11,MAAC,E1,OE.1,flex_gain_vs_baseline,True,2,Building_2,MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA,Office,-0.03190211575846891,1.031902115758469,-1005.8809560081936,253.78286649480833,4715.750213604435,55.26330590248108,0.01845018450184502,net_exporter
12,MAAC,E1,OE.1,flex_gain_vs_baseline,True,17,Building_17,ASOCIACION CIVIL SELVA AMAZONICA,Laboratory,-0.034229477965610045,1.03422947796561,-4903.786296434322,-1171.6009859154437,17451.537687945704,716.4884076043963,0.06534090909090909,net_exporter
13,MAAC,E1,OE.1,flex_gain_vs_baseline,True,3,Building_3,AEROPUERTO INTERNACIONAL,Assembly,-0.03664738275864332,1.0366473827586433,-9379.15315049942,-183.18253686942626,35880.01147306534,644.3287180960178,0.02475049900199601,net_exporter
14,MAAC,E1,OE.1,flex_gain_vs_baseline,True,7,Building_7,UNAP-FACULTAD DE BIOLOGIA-AULAS,Education,-0.03947300474227622,1.0394730047422762,-2803.3701157714677,-894.7552645089308,6890.991292480113,2126.7416176199913,0.059979450295402005,net_exporter
15,MAAC,E1,OE.1,flex_gain_vs_baseline,True,8,Building_8,PNP- ESCUELA TECNICA SUPERIOR-IQUITOS,Assembly_Military,-0.041536916645957156,1.0415369166459572,-1502.4807328329844,310.33087436192,3782.0551733355987,1345.6209635734558,0.06065485775630703,net_exporter
16,MAAC,E1,OE.1,flex_gain_vs_baseline,True,13,Building_13,UNAP-FACULTAD DE CIENCIAS AD..CONTABLES Y ECO,Education,-0.07060606569062822,1.0706060656906282,-1387.7666340559226,-202.177036113153,4388.299544389407,648.8648328781128,0.06095143706640238,net_exporter
17,MAAC,E1,OE.1,flex_gain_vs_baseline,True,14,Building_14,AUTORIDAD PORTUARIA NACIONAL,Industrial_Port,-0.10995083083028034,1.1099508308302803,-1519.7487320994787,246.19107240995072,5566.884461576003,419.14769315719604,0.008389261744966443,net_exporter
1,MAAC,E2,OE.2,co2_reduction_kgco2,True,2,Building_2,MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA,Office,-714.7335240736975,1.0225528132809567,-714.7335240736975,399.7144504451717,3220.078354600206,59.778337717056274,0.016605166051660517,net_exporter
2,MAAC,E2,OE.2,co2_reduction_kgco2,True,9,Building_9,GOBIERNO REGIONAL DE LORETO - COER,Office_Critical,-791.37656366191,1.040250325412972,-791.37656366191,182.43987174571816,2921.2579951538937,207.2546579837799,0.024363833243096916,net_exporter
3,MAAC,E2,OE.2,co2_reduction_kgco2,True,5,Building_5,HOTEL PLAZA S.A.,MultiFamily_Hotel,-1035.809021146095,1.003505258498149,-1035.809021146095,595.6810479151609,7275.652964822283,177.98002815246582,0.0388739946380697,net_importer
4,MAAC,E2,OE.2,co2_reduction_kgco2,True,14,Building_14,AUTORIDAD PORTUARIA NACIONAL,Industrial_Port,-1509.583317264358,1.1100788245994964,-1509.583317264358,701.8555300273947,5856.427517282398,438.5593731403351,0.010906040268456376,net_exporter
5,MAAC,E2,OE.2,co2_reduction_kgco2,True,13,Building_13,UNAP-FACULTAD DE CIENCIAS AD..CONTABLES Y ECO,Education,-1762.0891934498322,1.0899768205754616,-1762.0891934498322,-227.94082114890352,5928.510651138217,613.5159951746464,0.05252725470763132,net_exporter
6,MAAC,E2,OE.2,co2_reduction_kgco2,True,15,Building_15,DREL- COLEGIO NACIONAL DE IQUITOS,Education,-2120.0514549081563,1.0314102849743074,-2120.0514549081563,222.2380285324598,7316.52908147002,457.3426399976015,0.05537459283387622,net_exporter
7,MAAC,E2,OE.2,co2_reduction_kgco2,True,8,Building_8,PNP- ESCUELA TECNICA SUPERIOR-IQUITOS,Assembly_Military,-5648.202803503467,1.1552336460693668,-5648.202803503467,-594.7012225314829,16789.177427282615,1377.5827544033527,0.05850778314546431,net_exporter
8,MAAC,E2,OE.2,co2_reduction_kgco2,True,17,Building_17,ASOCIACION CIVIL SELVA AMAZONICA,Laboratory,-5935.47329951881,1.041319397339726,-5935.47329951881,-1082.8433108846366,19528.43563019194,700.5233999043703,0.06297348484848485,net_exporter
9,MAAC,E2,OE.2,co2_reduction_kgco2,True,4,Building_4,HIPERMERCADOS TOTTUS ORIENTE SAC,Retail,-6411.428929588234,1.0146674062184646,-6411.428929588234,-1991.5849292417988,22259.991337359123,219.30346320569515,0.02314165497896213,net_importer
10,MAAC,E2,OE.2,co2_reduction_kgco2,True,7,Building_7,UNAP-FACULTAD DE BIOLOGIA-AULAS,Education,-6796.218203967379,1.0941970385253617,-6796.218203967379,-1930.1471342821242,20060.975776606938,2057.907931178808,0.0571538659131775,net_exporter
11,MAAC,E2,OE.2,co2_reduction_kgco2,True,16,Building_16,SIMA - IQUITOS S.R.LTDA,Industrial,-7900.489557624067,1.0319210396933087,-7900.489557624067,-405.5336355024774,32946.92690137308,553.1733643338084,0.05110173464603844,net_exporter
12,MAAC,E2,OE.2,co2_reduction_kgco2,True,11,Building_11,HOSPITAL REGIONAL DE LORETO,Healthcare_Hospital,-13060.239328606694,1.0351948345744173,-13060.239328606694,-601.9963592307904,53369.52990833422,493.38030640780926,0.06002034587995931,net_exporter
13,MAAC,E2,OE.2,co2_reduction_kgco2,True,3,Building_3,AEROPUERTO INTERNACIONAL,Assembly,-14635.871883378742,1.0568803030310308,-14635.871883378742,-1802.1081817082886,54136.836383399816,610.9675801545382,0.02155688622754491,net_exporter
14,MAAC,E2,OE.2,co2_reduction_kgco2,True,10,Building_10,GOBIERNO REGIONAL DE LORETO,Office,-15132.954615966242,1.0327039714405335,-15132.954615966242,-3097.7296573023777,54413.541413575,794.2589787244797,0.014637904468412942,net_exporter
15,MAAC,E2,OE.2,co2_reduction_kgco2,True,12,Building_12,SEGURO SOCIAL DE SALUD - ESSALUD,Healthcare,-15427.895990195335,1.0149182307655906,-15427.895990195335,-3331.873266436276,72531.330821329,484.6437773704529,0.051041666666666666,net_exporter
16,MAAC,E2,OE.2,co2_reduction_kgco2,True,6,Building_6,MALL AVENTURA S.A.,Commercial_Mall,-18405.23022689065,1.004336554262912,-18405.23022689065,-6252.776270689443,101200.92304985077,1136.7062156945467,0.02201534784249591,net_importer
17,MAAC,E2,OE.2,co2_reduction_kgco2,True,1,Building_1,ELECTRO ORIENTE S.A.,Office,-23634.60108895274,1.0081051554000313,-23634.60108895274,-7260.802849741653,124356.91614533402,584.6912280917168,0.04220779220779221,net_importer
1,MAAC,E3,OE.3,cost_reduction_eur,True,14,Building_14,AUTORIDAD PORTUARIA NACIONAL,Industrial_Port,683.7813220831522,1.1242956737508574,-1706.9210198676847,683.7813220831522,6435.289774752659,450.7670795917511,0.010067114093959731,net_exporter
2,MAAC,E3,OE.3,cost_reduction_eur,True,5,Building_5,HOTEL PLAZA S.A.,MultiFamily_Hotel,610.0458629335917,1.0042343605951227,-1249.1888576007914,610.0458629335917,8164.721340929039,207.0528998374939,0.04691689008042895,net_importer
3,MAAC,E3,OE.3,cost_reduction_eur,True,11,Building_11,HOSPITAL REGIONAL DE LORETO,Healthcare_Hospital,544.9652378683968,1.0319042291528875,-11815.308858978853,544.9652378683968,49944.71445365295,501.0157934874296,0.06307222787385554,net_exporter
4,MAAC,E3,OE.3,cost_reduction_eur,True,2,Building_2,MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA,Office,513.2504941530733,1.018946405495425,-603.1786635218414,513.2504941530733,2754.9789012081455,56.477458238601685,0.014760147601476014,net_exporter
5,MAAC,E3,OE.3,cost_reduction_eur,True,3,Building_3,AEROPUERTO INTERNACIONAL,Assembly,381.01429472729797,1.051592401972695,-13215.04591323962,381.01429472729797,54778.89009986388,590.641118362546,0.023552894211576848,net_exporter
6,MAAC,E3,OE.3,cost_reduction_eur,True,8,Building_8,PNP- ESCUELA TECNICA SUPERIOR-IQUITOS,Assembly_Military,287.3682754620677,1.0975668470883595,-3557.6176695554896,287.3682754620677,11309.232048371341,1399.3286963254213,0.05770263016639828,net_exporter
7,MAAC,E3,OE.3,cost_reduction_eur,True,9,Building_9,GOBIERNO REGIONAL DE LORETO - COER,Office_Critical,201.60605605898104,1.0411338241761459,-806.4968048009468,201.60605605898104,2942.7457475835126,204.2424762248993,0.02273957769355712,net_exporter
8,MAAC,E3,OE.3,cost_reduction_eur,True,15,Building_15,DREL- COLEGIO NACIONAL DE IQUITOS,Education,-8.167611657190719,1.0348695832890302,-2349.028243940338,-8.167611657190719,7942.126626354341,467.8347786217928,0.05732899022801303,net_exporter
9,MAAC,E3,OE.3,cost_reduction_eur,True,13,Building_13,UNAP-FACULTAD DE CIENCIAS AD..CONTABLES Y ECO,Education,-96.15629087547859,1.0708272254956632,-1401.3494720202252,-96.15629087547859,4431.238513265803,567.6567199528217,0.051040634291377604,net_exporter
10,MAAC,E3,OE.3,cost_reduction_eur,True,16,Building_16,SIMA - IQUITOS S.R.LTDA,Industrial,-134.9301664266095,1.0361093126084506,-8959.80473646539,-134.9301664266095,38013.61317858752,568.2885534018278,0.05110173464603844,net_exporter
11,MAAC,E3,OE.3,cost_reduction_eur,True,17,Building_17,ASOCIACION CIVIL SELVA AMAZONICA,Laboratory,-917.1594137359643,1.0383134325127386,-5493.709940827743,-917.1594137359643,18282.20552666924,700.947837330401,0.0634469696969697,net_exporter
12,MAAC,E3,OE.3,cost_reduction_eur,True,12,Building_12,SEGURO SOCIAL DE SALUD - ESSALUD,Healthcare,-1674.530742320465,1.0180128957448074,-18771.349817235256,-1674.530742320465,91235.08225816,472.4245455265045,0.046875,net_exporter
13,MAAC,E3,OE.3,cost_reduction_eur,True,4,Building_4,HIPERMERCADOS TOTTUS ORIENTE SAC,Retail,-1898.7107700188644,1.014948393041998,-6515.768822942278,-1898.7107700188644,22216.913278694454,241.18782672286034,0.02314165497896213,net_importer
14,MAAC,E3,OE.3,cost_reduction_eur,True,7,Building_7,UNAP-FACULTAD DE BIOLOGIA-AULAS,Education,-2026.5497062121904,1.097111151948176,-7009.741869637772,-2026.5497062121904,20074.642790665108,2052.0858311653137,0.05574107372206524,net_exporter
15,MAAC,E3,OE.3,cost_reduction_eur,True,6,Building_6,MALL AVENTURA S.A.,Commercial_Mall,-2656.096125725191,1.0032989154795797,-14103.742794324178,-2656.096125725191,75977.28336932848,1107.8495190888643,0.021386337904138887,net_importer
16,MAAC,E3,OE.3,cost_reduction_eur,True,10,Building_10,GOBIERNO REGIONAL DE LORETO,Office,-3921.4049577621045,1.0409654210301809,-19050.813760150282,-3921.4049577621045,70642.63548244536,787.9993848204613,0.017719568567026195,net_exporter
17,MAAC,E3,OE.3,cost_reduction_eur,True,1,Building_1,ELECTRO ORIENTE S.A.,Office,-8866.628043056466,1.0101768499506776,-29812.229984278325,-8866.628043056466,130098.52647094509,591.3479960858822,0.04112554112554113,net_importer
