run_id,algorithm,scenario,oe,building_id,agent,nombre,tipo_uso,import_ratio_to_baseline,flex_gain_vs_baseline,carbon_emissions_delta_kgco2,carbon_emissions_ratio,co2_reduction_kgco2,electricity_cost_delta_eur,electricity_cost_ratio,cost_reduction_eur,battery_throughput_kwh,ev_charge_kwh,ev_v2g_export_kwh,ev_departure_success_ratio,grid_role_control,action_dim,action_l2_mean,battery_charge_total_kwh,battery_discharge_total_kwh,ev_charge_total_kwh_behavior,ev_departure_success_rate_behavior,pv_self_consumption_ratio
madrl_v3_20260627_164047,HAPPO,E1,OE.1,12,Building_12,SEGURO SOCIAL DE SALUD - ESSALUD,Healthcare,1.1834167176017791,-0.18341671760177913,149677.0954805113,1.1563036810045029,-149677.0954805113,-26924.683624654077,0.9573551254621958,26924.683624654077,1761456.8992410703,9377.641594192013,2659.3727416282345,0.5791666666666667,net_exporter,5.0,,937963.169716143,823493.7295249272,9377.641594192013,0.5791666666666667,0.25717328477516904
madrl_v3_20260627_164047,HAPPO,E1,OE.1,13,Building_13,UNAP-FACULTAD DE CIENCIAS AD..CONTABLES Y ECO,Education,1.1908719319602499,-0.19087193196024987,3856.0489610386794,1.1938876752321361,-3856.0489610386794,-1579.3360273852468,0.8458267646207204,1579.3360273852468,11648.857552776799,5264.1871296893805,1438.912966767326,0.5401387512388504,net_exporter,13.0,,6173.606497108936,5475.251055667863,5264.1871296893805,0.5401387512388504,0.047495063453909483
madrl_v3_20260627_164047,HAPPO,E1,OE.1,14,Building_14,AUTORIDAD PORTUARIA NACIONAL,Industrial_Port,3.562573633645714,-2.562573633645714,40402.65741502971,3.5724498312372592,-40402.65741502971,6100.451037292289,0.8149083687213406,-6100.451037292289,75970.96030017073,21220.41874529235,5530.8967444577465,0.7130872483221476,net_exporter,6.0,,40601.36190549284,35369.598394677894,21220.41874529235,0.7130872483221476,0.0030292706830115346
madrl_v3_20260627_164047,HAPPO,E1,OE.1,15,Building_15,DREL- COLEGIO NACIONAL DE IQUITOS,Education,1.221873472343211,-0.22187347234321098,14612.609330124033,1.2208859494202902,-14612.609330124033,-7439.1833670505985,0.7020864347329527,7439.1833670505985,102966.66718196764,6615.118463806808,746.2618917881045,0.4026058631921824,net_exporter,10.0,,55037.999374345985,47928.66780762166,6615.118463806808,0.4026058631921824,0.03213426256216915
madrl_v3_20260627_164047,HAPPO,E1,OE.1,16,Building_16,SIMA - IQUITOS S.R.LTDA,Industrial,1.1442837622303381,-0.14428376223033812,36282.53238121088,1.1482198156517647,-36282.53238121088,-87685.63482960037,0.4284424592702604,87685.63482960037,805769.6588241803,7036.723483730108,1292.3793135076994,0.6601031411157994,net_exporter,13.0,,431931.2348561799,373838.4239680003,7036.723483730108,0.6601031411157994,0.1826621626493241
madrl_v3_20260627_164047,HAPPO,E1,OE.1,17,Building_17,ASOCIACION CIVIL SELVA AMAZONICA,Laboratory,1.4695480610314768,-0.46954806103147684,64696.73002119054,1.46795058988434,-64696.73002119054,17230.222022801827,1.185379147745362,-17230.222022801827,273385.04808292416,8993.760839650407,716.4961048248224,0.5643939393939394,net_exporter,13.0,,145987.231220541,127397.81686238316,8993.760839650407,0.5643939393939394,0.2772084842022399
madrl_v3_20260627_164047,HAPPO,E2,OE.2,1,Building_1,ELECTRO ORIENTE S.A.,Office,1.2631477367636756,-0.26314773676367564,767079.3278661673,1.2712929855066875,-767079.3278661673,210825.76962644607,1.108548660973039,-210825.76962644607,4068572.862590351,9080.561199592426,2305.615008566994,0.41233766233766234,net_importer,6.0,,2172915.523718731,1895657.3388716201,9080.561199592426,0.41233766233766234,0.5314660827092561
madrl_v3_20260627_164047,HAPPO,E2,OE.2,2,Building_2,MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA,Office,1.61953438244509,-0.6195343824450901,14384.705386785718,1.6268107297306693,-14384.705386785718,-16938.7118034121,6.218053995717269,16938.7118034121,59959.34657773244,2345.9144585672766,16.490516364574432,0.4280442804428044,net_exporter,8.0,,32016.56375807532,27942.782819657117,2345.9144585672766,0.4280442804428044,0.014119066986729746
madrl_v3_20260627_164047,HAPPO,E2,OE.2,3,Building_3,AEROPUERTO INTERNACIONAL,Assembly,1.8965464170369783,-0.8965464170369783,296410.6861591768,1.8535979113413745,-296410.6861591768,8655.245185366133,1.0372782439430828,-8655.245185366133,1684886.5488266232,22154.423985524103,3342.755838622572,0.47105788423153694,net_exporter,10.0,,900569.720229355,784316.8285972681,22154.423985524103,0.47105788423153694,0.3609552009563773
madrl_v3_20260627_164047,HAPPO,E2,OE.2,4,Building_4,HIPERMERCADOS TOTTUS ORIENTE SAC,Retail,1.2367719899479164,-0.23677198994791637,102425.85648692446,1.2321733280805296,-102425.85648692446,27487.634231579665,1.0926079324675213,-27487.634231579665,351351.6414376277,8671.813838751987,7.399999618530273,0.5385694249649369,net_importer,8.0,,188944.23681067076,162407.404626957,8671.813838751987,0.5385694249649369,0.8047948270905003
madrl_v3_20260627_164047,HAPPO,E2,OE.2,5,Building_5,HOTEL PLAZA S.A.,MultiFamily_Hotel,1.1018120754833098,-0.10181207548330984,29306.247100028675,1.1025554998316365,-29306.247100028675,-13994.571472504875,0.9283534394133148,13994.571472504875,203871.32831210506,1605.0547980684787,1828.48482300248,0.5201072386058981,net_importer,5.0,,109433.08206682975,94438.24624527531,1605.0547980684787,0.5201072386058981,0.6491490229217642
madrl_v3_20260627_164047,HAPPO,E2,OE.2,6,Building_6,MALL AVENTURA S.A.,Commercial_Mall,1.124954781798749,-0.12495478179874908,328596.9720964469,1.114749069852692,-328596.9720964469,60288.29273788445,1.0308427402837133,-60288.29273788445,1857797.7186848104,31154.471566291526,10320.139938542445,0.46269971065542836,net_importer,34.0,,990972.2370507277,866825.4816340827,31154.471566291526,0.46269971065542836,0.7341438936025515
madrl_v3_20260627_164047,HAPPO,E2,OE.2,7,Building_7,UNAP-FACULTAD DE BIOLOGIA-AULAS,Education,1.8423009009620108,-0.8423009009620108,45033.45275800476,1.860422988843152,-45033.45275800476,-60628.26297857924,-2.0687211540102504,60628.26297857924,559691.8251274172,23945.533955002204,3521.4310475786333,0.5265861803236579,net_exporter,44.0,,297948.1537730205,261743.67135439673,23945.533955002204,0.5265861803236579,0.14771670921818475
madrl_v3_20260627_164047,HAPPO,E2,OE.2,8,Building_8,PNP- ESCUELA TECNICA SUPERIOR-IQUITOS,Assembly_Military,1.840986782706128,-0.8409867827061279,30826.270588706953,1.8689119963080867,-30826.270588706953,-44420.29382103922,2.7076612429907247,44420.29382103922,131727.46070099715,14337.637645270675,9935.107476181525,0.4033816425120773,net_exporter,19.0,,70424.50422705234,61302.956473944825,14337.637645270675,0.4033816425120773,0.012013282736573514
madrl_v3_20260627_164047,HAPPO,E2,OE.2,9,Building_9,GOBIERNO REGIONAL DE LORETO - COER,Office_Critical,1.277280181772409,-0.2772801817724091,6059.6923660189495,1.2759986673035255,-6059.6923660189495,-17532.948450088534,-2.3610281482254276,17532.948450088534,99087.2746819969,5925.502091227099,1095.399405089207,0.5733622089875474,net_exporter,12.0,,52789.17059023879,46298.10409175811,5925.502091227099,0.5733622089875474,0.04934305448234205
madrl_v3_20260627_164047,HAPPO,E2,OE.2,10,Building_10,GOBIERNO REGIONAL DE LORETO,Office,1.861808035368701,-0.861808035368701,340753.77653810073,1.8482162242069504,-340753.77653810073,71496.6201395648,1.2698010666963044,-71496.6201395648,1189948.9299676544,17630.407352119684,5932.977272376418,0.522342064714946,net_exporter,8.0,,633538.5697327846,556410.3602348698,17630.407352119684,0.522342064714946,0.18631221051158287
madrl_v3_20260627_164047,HAPPO,E2,OE.2,11,Building_11,HOSPITAL REGIONAL DE LORETO,Healthcare_Hospital,1.1713349181204349,-0.1713349181204349,73449.02247504186,1.1824314974854166,-73449.02247504186,-186075.61915362478,0.003888205093081796,186075.61915362478,1438991.1311446337,1934.30488711223,2316.5657434952445,0.41098677517802645,net_exporter,5.0,,772389.0343409686,666602.0968036652,1934.30488711223,0.41098677517802645,0.06650917914718706
madrl_v3_20260627_164047,HAPPO,E2,OE.2,12,Building_12,SEGURO SOCIAL DE SALUD - ESSALUD,Healthcare,1.6352495586854472,-0.6352495586854472,614262.0112326699,1.6414569521588704,-614262.0112326699,-47341.005410417914,0.9260137308218238,47341.005410417914,3291565.7836515913,9149.873355416581,2251.309356917758,0.4739583333333333,net_exporter,5.0,,1754407.4705605456,1537158.3130910457,9149.873355416581,0.4739583333333333,0.25520350468454456
madrl_v3_20260627_164047,HAPPO,E2,OE.2,13,Building_13,UNAP-FACULTAD DE CIENCIAS AD..CONTABLES Y ECO,Education,1.3880663813979952,-0.3880663813979952,7928.617792253925,1.3986944811030553,-7928.617792253925,-7039.894027292088,0.18693993493095462,7039.894027292088,32480.8701575605,6132.014406150207,1151.8278575482109,0.5307234886025768,net_exporter,13.0,,17237.529697686434,15243.340459874067,6132.014406150207,0.5307234886025768,0.05748405395809807
madrl_v3_20260627_164047,HAPPO,E2,OE.2,14,Building_14,AUTORIDAD PORTUARIA NACIONAL,Industrial_Port,3.0404177324240265,-2.0404177324240265,33987.70999795983,3.061875487138034,-33987.70999795983,-29710.16877385188,1.9049672526353805,29710.16877385188,72834.17664478085,17428.98997742124,4541.408154556761,0.6199664429530202,net_exporter,6.0,,38972.757651903325,33861.41899287752,17428.98997742124,0.6199664429530202,0.003284957698988514
madrl_v3_20260627_164047,HAPPO,E2,OE.2,15,Building_15,DREL- COLEGIO NACIONAL DE IQUITOS,Education,1.2900761633724334,-0.29007616337243336,18524.348474709797,1.2835392122191749,-18524.348474709797,-36712.99223596016,-0.5585170287289182,36712.99223596016,261254.7894240341,5491.316218134016,928.4421800370183,0.4247557003257329,net_exporter,10.0,,139699.77392845112,121555.01549558298,5491.316218134016,0.4247557003257329,0.06114462917810789
madrl_v3_20260627_164047,HAPPO,E2,OE.2,16,Building_16,SIMA - IQUITOS S.R.LTDA,Industrial,1.2175618544706863,-0.21756185447068632,53833.72757072927,1.2199521940984972,-53833.72757072927,-105472.70786801592,0.3050798656515489,105472.70786801592,950524.7408270675,9315.280934259295,532.6303217528621,0.6024378809188936,net_exporter,13.0,,509116.3557020205,441408.38512504706,9315.280934259295,0.6024378809188936,0.2075202079324701
madrl_v3_20260627_164047,HAPPO,E2,OE.2,17,Building_17,ASOCIACION CIVIL SELVA AMAZONICA,Laboratory,1.6454811479144358,-0.6454811479144358,91997.44206160473,1.6643217364287648,-91997.44206160473,-6814.941258555889,0.9275514962426774,6814.941258555889,473653.7307241778,4662.100165596232,1598.4006687831134,0.4498106060606061,net_exporter,13.0,,252592.287889835,221061.44283434277,4662.100165596232,0.4498106060606061,0.38591265463595953
madrl_v3_20260627_164047,HAPPO,E3,OE.3,1,Building_1,ELECTRO ORIENTE S.A.,Office,1.1883941250212193,-0.18839412502121933,548410.8186067329,1.1939565269408492,-548410.8186067329,215256.67663652636,1.094035875028836,-215256.67663652636,2758389.0952249398,9827.713042838499,2727.875077734003,0.4448051948051948,net_importer,6.0,,1473732.8669593325,1284656.2282656073,9827.713042838499,0.4448051948051948,0.5144268765776177
madrl_v3_20260627_164047,HAPPO,E3,OE.3,2,Building_2,MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA,Office,1.7257948393940954,-0.7257948393940954,16893.01791464846,1.7368614409098262,-16893.01791464846,-12273.820555565666,5.148145106895778,12273.820555565666,57954.18217836331,2225.4589706715196,6.980552077293396,0.36162361623616235,net_exporter,8.0,,30986.324674168904,26967.85750419441,2225.4589706715196,0.36162361623616235,0.012465399012404794
madrl_v3_20260627_164047,HAPPO,E3,OE.3,3,Building_3,AEROPUERTO INTERNACIONAL,Assembly,2.2235234974229123,-1.2235234974229123,410000.24282352795,2.1807109730781056,-410000.24282352795,144952.40242004138,1.526620495892679,-144952.40242004138,1769185.3708821256,22714.100471597165,2302.0081407707185,0.5041916167664671,net_exporter,10.0,,944871.9177854159,824313.4530967098,22714.100471597165,0.5041916167664671,0.2854374362974128
madrl_v3_20260627_164047,HAPPO,E3,OE.3,4,Building_4,HIPERMERCADOS TOTTUS ORIENTE SAC,Retail,1.2117511006092643,-0.21175110060926428,90904.47367185232,1.2060992652198856,-90904.47367185232,38937.296279706294,1.107018106138765,-38937.296279706294,297043.00130795944,8915.942704897374,4.165828227996826,0.5673211781206171,net_importer,8.0,,159912.92586603225,137130.0754419272,8915.942704897374,0.5673211781206171,0.8137253888612378
madrl_v3_20260627_164047,HAPPO,E3,OE.3,5,Building_5,HOTEL PLAZA S.A.,MultiFamily_Hotel,1.1340260101201882,-0.13402601012018822,38830.44625139597,1.135504476814954,-38830.44625139597,-430.13257438485743,0.9981701702909448,430.13257438485743,210547.77395615468,1848.1512902434915,1814.6864390707342,0.6032171581769437,net_importer,5.0,,112966.52528551705,97581.24867063762,1848.1512902434915,0.6032171581769437,0.6137356570436833
madrl_v3_20260627_164047,HAPPO,E3,OE.3,6,Building_6,MALL AVENTURA S.A.,Commercial_Mall,1.0738163270056669,-0.07381632700566687,179591.98063607933,1.0627161041323665,-179591.98063607933,183961.8942599343,1.0777951665471264,-183961.8942599343,1707794.0448969333,31431.84666434303,10438.078381312604,0.4643351364951566,net_importer,34.0,,909985.5553425116,797808.4895544217,31431.84666434303,0.4643351364951566,0.6994891741834274
madrl_v3_20260627_164047,HAPPO,E3,OE.3,7,Building_7,UNAP-FACULTAD DE BIOLOGIA-AULAS,Education,2.0408125730257534,-1.0408125730257534,55795.68466147478,2.04539973690637,-55795.68466147478,-31946.52625865505,-0.10259138885982871,31946.52625865505,478354.57063889725,25602.788152690977,3127.941893365758,0.5448240431543796,net_exporter,44.0,,254544.25263653634,223810.31800236093,25602.788152690977,0.5448240431543796,0.12087818651002943
madrl_v3_20260627_164047,HAPPO,E3,OE.3,8,Building_8,PNP- ESCUELA TECNICA SUPERIOR-IQUITOS,Assembly_Military,2.161973366010555,-1.161973366010555,42189.13236250534,2.183838405862309,-42189.13236250534,-22221.494325882584,1.7744324187385074,22221.494325882584,153287.33755100996,18320.15496419929,9500.649239929568,0.44981213097155126,net_exporter,19.0,,82213.3972810288,71073.94026998118,18320.15496419929,0.44981213097155126,0.01194363530313503
madrl_v3_20260627_164047,HAPPO,E3,OE.3,9,Building_9,GOBIERNO REGIONAL DE LORETO - COER,Office_Critical,1.3251863112120688,-0.32518631121206876,7139.338582992928,1.3253585831790444,-7139.338582992928,-16264.548553564862,-1.6028998470769753,16264.548553564862,91910.85251553665,5903.852241750807,1190.0068906064262,0.5690308608554413,net_exporter,12.0,,49008.45894324298,42902.39357229368,5903.852241750807,0.5690308608554413,0.04376089430736647
madrl_v3_20260627_164047,HAPPO,E3,OE.3,10,Building_10,GOBIERNO REGIONAL DE LORETO,Office,1.7948134956085455,-0.7948134956085455,312905.4083051138,1.7786501455688635,-312905.4083051138,167324.10016908043,1.4783198581797259,-167324.10016908043,1089371.0511729324,17520.953400319442,5523.011890353577,0.5308166409861325,net_exporter,8.0,,580113.9982283427,509257.0529445897,17520.953400319442,0.5308166409861325,0.17859034686555347
madrl_v3_20260627_164047,HAPPO,E3,OE.3,11,Building_11,HOSPITAL REGIONAL DE LORETO,Healthcare_Hospital,1.028110551058704,-0.02811055105870408,13368.884398156428,1.0332928575534215,-13368.884398156428,-193217.95855132013,0.11620643232486044,193217.95855132013,1267328.1678138687,1741.4759538322687,2215.8362821759656,0.4537131230925738,net_exporter,5.0,,681235.2960753874,586092.8717384812,1741.4759538322687,0.4537131230925738,0.06747436469199199
madrl_v3_20260627_164047,HAPPO,E3,OE.3,12,Building_12,SEGURO SOCIAL DE SALUD - ESSALUD,Healthcare,1.3371464619639826,-0.33714646196398257,314553.30790580786,1.3284793829450798,-314553.30790580786,-44024.59352911392,0.9418988139825232,44024.59352911392,2807203.6303932704,9740.76527925022,2385.6727011449984,0.5427083333333333,net_exporter,5.0,,1498027.5680645264,1309176.0623287437,9740.76527925022,0.5427083333333333,0.2901508550401792
madrl_v3_20260627_164047,HAPPO,E3,OE.3,13,Building_13,UNAP-FACULTAD DE CIENCIAS AD..CONTABLES Y ECO,Education,1.1824677567742528,-0.18246775677425275,3687.161340639199,1.1845537362593674,-3687.161340639199,-6425.612286915865,0.48080487324591636,6425.612286915865,19100.131534488024,5469.4581696707755,1213.2232916521607,0.5069375619425174,net_exporter,13.0,,10135.632872968214,8964.49866151981,5469.4581696707755,0.5069375619425174,0.05437398932155323
madrl_v3_20260627_164047,HAPPO,E3,OE.3,14,Building_14,AUTORIDAD PORTUARIA NACIONAL,Industrial_Port,3.6942296544989475,-2.6942296544989475,44970.67727445179,3.733674580669034,-44970.67727445179,-16501.277397430793,1.4248480033415603,16501.277397430793,109252.48817112015,17894.81744875945,4594.168814842997,0.6426174496644296,net_exporter,6.0,,58446.0196051652,50806.46856595495,17894.81744875945,0.6426174496644296,0.0032730864435229945
madrl_v3_20260627_164047,HAPPO,E3,OE.3,15,Building_15,DREL- COLEGIO NACIONAL DE IQUITOS,Education,1.2224232155422323,-0.22242321554223232,14354.726617016539,1.2206662055622437,-14354.726617016539,-14439.788210813704,0.5010000563980798,14439.788210813704,69190.05587432063,3583.548241076991,1169.057549600897,0.39543973941368077,net_exporter,10.0,,36978.13218585393,32211.923688466704,3583.548241076991,0.39543973941368077,0.024392253810519935
madrl_v3_20260627_164047,HAPPO,E3,OE.3,16,Building_16,SIMA - IQUITOS S.R.LTDA,Industrial,1.1098846367514723,-0.10988463675147231,30087.85976466525,1.123161286246249,-30087.85976466525,-169286.37314776465,0.07844089719235967,169286.37314776465,893971.6400406631,8397.917018141598,799.7894310167758,0.5757149554617909,net_exporter,13.0,,479081.7890391061,414889.8510015569,8397.917018141598,0.5757149554617909,0.1957869024571536
madrl_v3_20260627_164047,HAPPO,E3,OE.3,17,Building_17,ASOCIACION CIVIL SELVA AMAZONICA,Laboratory,1.5907716683284168,-0.5907716683284168,84147.75044602537,1.6074807148721775,-84147.75044602537,-10328.088817340482,0.907321896944421,10328.088817340482,413176.53947417147,3724.5377354733646,1537.6907891619485,0.4285037878787879,net_exporter,13.0,,220333.31702367496,192843.22245049648,3724.5377354733646,0.4285037878787879,0.3443042138259963
madrl_v3_20260627_164047,MASAC,E1,OE.1,1,Building_1,ELECTRO ORIENTE S.A.,Office,1.0133413338483535,-0.013341333848353454,38011.441977117676,1.0134495685464848,-38011.441977117676,12608.441071504261,1.0066130126945003,-12608.441071504261,148154.7372655461,457.6761318743229,294.27722528763115,0.02922077922077922,net_importer,6.0,0.1,79508.16974639893,68646.56751914718,457.6761318743229,0.02922077922077922,0.4839076046695805
madrl_v3_20260627_164047,MASAC,E1,OE.1,2,Building_2,MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA,Office,1.0707922707645035,-0.07079227076450345,1368.9330320151603,1.0726265426051105,-1368.9330320151603,-315.5849476327385,1.0550607931571476,315.5849476327385,5013.655820707325,16.95028519630432,0.0,0.007380073800738007,net_exporter,8.0,0.06,2634.4000485390425,2379.2557721682824,16.95028519630432,0.007380073800738007,0.009323348998583248
madrl_v3_20260627_164047,MASAC,E1,OE.1,3,Building_3,AEROPUERTO INTERNACIONAL,Assembly,1.0385864379773453,-0.03858643797734529,13061.924938681419,1.038614872148941,-13061.924938681419,1527.3787585422688,1.0067640681996102,-1527.3787585422688,54207.54009071289,660.0751714110374,270.3300165235996,0.023552894211576848,net_exporter,10.0,0.23,28529.47381591797,25678.066274794925,660.0751714110374,0.023552894211576848,0.15709062581621952
madrl_v3_20260627_164047,MASAC,E1,OE.1,4,Building_4,HIPERMERCADOS TOTTUS ORIENTE SAC,Retail,1.0106935550587013,-0.010693555058701287,4831.021028340037,1.0109664659251083,-4831.021028340037,789.4806635804125,1.0026080411358333,-789.4806635804125,19580.168176272062,152.44102025032043,56.462382316589355,0.014726507713884993,net_importer,8.0,0.08,10618.629791553132,8961.53838471893,152.44102025032043,0.014726507713884993,0.8327225445114239
madrl_v3_20260627_164047,MASAC,E1,OE.1,5,Building_5,HOTEL PLAZA S.A.,MultiFamily_Hotel,1.0051622212393931,-0.005162221239393139,1474.3818138134666,1.0052536320333336,-1474.3818138134666,-519.9722254097578,0.9972709701224215,519.9722254097578,7073.973438132634,254.56127274036407,81.60367488861084,0.04423592493297587,net_importer,5.0,0.03,3749.8407365592393,3324.132701573395,254.56127274036407,0.04423592493297587,0.6347651946216002
madrl_v3_20260627_164047,MASAC,E1,OE.1,6,Building_6,MALL AVENTURA S.A.,Commercial_Mall,1.0055553585558805,-0.0055553585558805185,16104.228118202183,1.0056430637798264,-16104.228118202183,4501.239303347655,1.0022942354898619,-4501.239303347655,79025.95569919237,1406.0533001422882,293.98155719041824,0.020631525978110455,net_importer,34.0,0.48,41674.21474456787,37351.7409546245,1406.0533001422882,0.020631525978110455,0.7107255772591512
madrl_v3_20260627_164047,MASAC,E1,OE.1,7,Building_7,UNAP-FACULTAD DE BIOLOGIA-AULAS,Education,1.1687143854393418,-0.1687143854393418,8563.841417380252,1.17178638353803,-8563.841417380252,2188.72682629068,1.1031892933960719,-2188.72682629068,22417.229134745005,2126.3184623867273,385.2483840584755,0.06075006421782687,net_exporter,44.0,0.54,11851.74667236302,10565.482462381984,2126.3184623867273,0.06075006421782687,0.03163733170167804
madrl_v3_20260627_164047,MASAC,E1,OE.1,8,Building_8,PNP- ESCUELA TECNICA SUPERIOR-IQUITOS,Assembly_Military,1.0950043931426587,-0.09500439314265874,3398.927174072196,1.09715385047095,-3398.927174072196,-591.3960286215188,1.0242784145964425,591.3960286215188,11679.187441157119,1446.981806665659,594.4339935164899,0.05636070853462158,net_exporter,19.0,0.24,6371.851001799107,5307.336439358012,1446.981806665659,0.05636070853462158,0.007993026229147283
madrl_v3_20260627_164047,MASAC,E1,OE.1,9,Building_9,GOBIERNO REGIONAL DE LORETO - COER,Office_Critical,1.0388225722236992,-0.038822572223699225,825.9888640280333,1.0394141554477596,-825.9888640280333,-272.90791547088793,0.9421641443769578,272.90791547088793,3029.5625061163346,238.81814788281918,47.98630881309509,0.021115322144017325,net_exporter,12.0,0.17,1590.2749729156494,1439.2875332006854,238.81814788281918,0.021115322144017325,0.015501429525431881
