bytes,path,relative_path
894679,outputs\citylearn_v2_sb3_supervision_smoke\a2c\E1_seed_0\checkpoints\a2c_citylearn_v2_sb3.zip,checkpoints\a2c_citylearn_v2_sb3.zip
