action_l2_mean,agent,agent_steps,reward_max,reward_mean,reward_min,reward_total
2.0675697244278264,Building_1,104,-0.046434111893177,-0.6304409368536793,-0.9093573093414308,-65.56585743278265
2.4616724817478772,Building_10,104,-0.046434111893177,-0.6304409368536793,-0.9093573093414308,-65.56585743278265
1.8190417708394153,Building_11,104,-0.046434111893177,-0.6304409368536793,-0.9093573093414308,-65.56585743278265
1.6063996767615338,Building_12,104,-0.046434111893177,-0.6304409368536793,-0.9093573093414308,-65.56585743278265
2.474867381827995,Building_13,104,-0.046434111893177,-0.6304409368536793,-0.9093573093414308,-65.56585743278265
2.089390020670245,Building_14,104,-0.046434111893177,-0.6304409368536793,-0.9093573093414308,-65.56585743278265
2.0675075294983984,Building_15,104,-0.046434111893177,-0.6304409368536793,-0.9093573093414308,-65.56585743278265
2.383225787473939,Building_16,104,-0.046434111893177,-0.6304409368536793,-0.9093573093414308,-65.56585743278265
2.4759523399572667,Building_17,104,-0.046434111893177,-0.6304409368536793,-0.9093573093414308,-65.56585743278265
1.9424563461339217,Building_2,104,-0.046434111893177,-0.6304409368536793,-0.9093573093414308,-65.56585743278265
2.489692894094998,Building_3,104,-0.046434111893177,-0.6304409368536793,-0.9093573093414308,-65.56585743278265
2.2783922361968387,Building_4,104,-0.046434111893177,-0.6304409368536793,-0.9093573093414308,-65.56585743278265
1.548443867095944,Building_5,104,-0.046434111893177,-0.6304409368536793,-0.9093573093414308,-65.56585743278265
4.136018021623167,Building_6,104,-0.046434111893177,-0.6304409368536793,-0.9093573093414308,-65.56585743278265
4.579192149485902,Building_7,104,-0.046434111893177,-0.6304409368536793,-0.9093573093414308,-65.56585743278265
3.289213133806982,Building_8,104,-0.046434111893177,-0.6304409368536793,-0.9093573093414308,-65.56585743278265
2.274843873543752,Building_9,104,-0.046434111893177,-0.6304409368536793,-0.9093573093414308,-65.56585743278265
