episode,first_global_step,last_all_done,last_episode_step,last_global_step,last_time_step,reward_mean_average,reward_sum_total,steps
0,0,False,8759,8759,1,-0.5684158445302419,-84648.48756744362,8760
1,8760,False,8759,17519,4,-0.57691164288679,-85913.68185870076,8760
2,17520,False,8759,26279,1,-0.5684158445302419,-84648.48756744362,8760
3,26280,False,8759,35039,6,-0.5768798621596843,-85908.94907282019,8760
4,35040,False,8759,43799,7,-0.5296572948608507,-78876.56435067789,8760
5,43800,True,8751,52551,8759,-0.5462371260239373,-81271.34455834546,8752
6,52560,False,8759,61319,1,-0.5684158445302419,-84648.48756744362,8760
7,61320,True,8757,70077,8759,-0.5768946132006594,-85891.53138099337,8758
8,70080,False,8759,78839,1,-0.5684158445302419,-84648.48756744362,8760
9,78840,True,8757,87597,8759,-0.5768946132006594,-85891.53138099337,8758
10,87600,False,8759,96359,3,-0.5560367784337301,-82804.99704435108,8760
11,96360,False,8759,105119,4,-0.5290481534341094,-78785.85100940758,8760
12,105120,False,8759,113879,5,-0.5465653053425684,-81394.50527161527,8760
13,113880,False,8759,122639,6,-0.5570915828035414,-82962.07851110339,8760
14,122640,False,8759,131399,7,-0.5294059028282437,-78839.12704918205,8760
15,131400,False,8759,140159,8,-0.5461359378768078,-81330.56386861422,8760
16,140160,False,8759,148919,9,-0.5573036510462676,-82993.65971381016,8760
17,148920,False,8759,157679,10,-0.5306691975196048,-79027.25689461955,8760
18,157680,False,8759,166439,11,-0.5478043395531886,-81579.02224626085,8760
19,166440,False,8759,175199,12,-0.5573450207988863,-82999.82049737014,8760
20,175200,False,8759,183959,13,-0.5314246043958997,-79139.75208663738,8760
21,183960,False,8759,192719,14,-0.5477750204600343,-81574.6560469083,8760
22,192720,False,8759,201479,15,-0.5571922573500272,-82977.07096456605,8760
23,201480,False,8759,210239,16,-0.5310539928085858,-79084.56060905459,8760
24,210240,False,8759,218999,17,-0.5488046468150503,-81727.98800369729,8760
25,219000,False,8759,227759,18,-0.5592074796612345,-83277.17787115104,8760
26,227760,False,8759,236519,19,-0.532613615070585,-79316.81955631153,8760
27,236520,False,8759,245279,20,-0.5496729222899496,-81857.2915874193,8760
28,245280,False,8759,254039,21,-0.5590967239198357,-83260.68412614193,8760
29,254040,False,8759,262799,22,-0.5322197004957441,-79258.15779782619,8760
30,262800,False,8759,271559,23,-0.5490741829018809,-81768.1273177481,8760
31,271560,False,8759,280319,24,-0.5585123883529018,-83173.66487351415,8760
32,280320,False,8759,289079,25,-0.531245422769196,-79113.06835878865,8760
33,289080,False,8759,297839,26,-0.5490237537694356,-81760.61741134436,8760
34,297840,False,8759,306599,27,-0.5590613648918028,-83255.41845968728,8760
35,306600,False,8759,315359,28,-0.5322138703365309,-79257.28957051618,8760
36,315360,False,8759,324119,29,-0.5493746202055392,-81812.8684410089,8760
37,324120,False,8759,332879,30,-0.5589779915173627,-83243.00249676566,8760
38,332880,False,8759,341639,31,-0.5317935634108971,-79194.6974631508,8760
39,341640,False,8759,350399,32,-0.5490083374794791,-81758.32161744402,8760
40,350400,False,8759,359159,33,-0.5589212199068986,-83234.54806853534,8760
41,359160,False,8759,367919,34,-0.5318280955072872,-79199.83998294521,8760
42,367920,False,8759,376679,35,-0.549230301955724,-81791.3765672464,8760
43,376680,False,8759,385439,36,-0.5593175702688571,-83293.5725644382,8760
44,385440,False,8759,394199,37,-0.5331477726212497,-79396.3662987565,8760
45,394200,False,8759,402959,38,-0.5503917691234074,-81964.34225785782,8760
46,402960,False,8759,411719,39,-0.5601154123894135,-83412.38721303146,8760
47,411720,False,8759,420479,40,-0.5331268724667073,-79393.25384774205,8760
48,420480,False,8759,429239,41,-0.550808564915432,-82026.41148720612,8760
49,429240,False,8759,437999,42,-0.5606717322690229,-83495.23436950288,8760
