action_l2_mean,agent,agent_steps,reward_max,reward_mean,reward_min,reward_total
0.0960091220068415,Building_1,4385,0.09136694669723511,-0.5250480049697739,-0.9081417322158813,-2302.3355017924587
0.14230330672748004,Building_10,4385,0.09136694669723511,-0.5250480049697739,-0.9081417322158813,-2302.3355017924587
0.08369441277080958,Building_11,4385,0.09136694669723511,-0.5250480049697739,-0.9081417322158813,-2302.3355017924587
0.08643101482326111,Building_12,4385,0.09136694669723511,-0.5250480049697739,-0.9081417322158813,-2302.3355017924587
0.17993158494868872,Building_13,4385,0.09136694669723511,-0.5250480049697739,-0.9081417322158813,-2302.3355017924587
0.10057012542759407,Building_14,4385,0.09136694669723511,-0.5250480049697739,-0.9081417322158813,-2302.3355017924587
0.12702394526795896,Building_15,4385,0.09136694669723511,-0.5250480049697739,-0.9081417322158813,-2302.3355017924587
0.17286202964652223,Building_16,4385,0.09136694669723511,-0.5250480049697739,-0.9081417322158813,-2302.3355017924587
0.16875712656784492,Building_17,4385,0.09136694669723511,-0.5250480049697739,-0.9081417322158813,-2302.3355017924587
0.1112884834663626,Building_2,4385,0.09136694669723511,-0.5250480049697739,-0.9081417322158813,-2302.3355017924587
0.1516533637400228,Building_3,4385,0.09136694669723511,-0.5250480049697739,-0.9081417322158813,-2302.3355017924587
0.10695553021664767,Building_4,4385,0.09136694669723511,-0.5250480049697739,-0.9081417322158813,-2302.3355017924587
0.0766248574686431,Building_5,4385,0.09136694669723511,-0.5250480049697739,-0.9081417322158813,-2302.3355017924587
0.4362599771949829,Building_6,4385,0.09136694669723511,-0.5250480049697739,-0.9081417322158813,-2302.3355017924587
0.5265678449258837,Building_7,4385,0.09136694669723511,-0.5250480049697739,-0.9081417322158813,-2302.3355017924587
0.2522234891676169,Building_8,4385,0.09136694669723511,-0.5250480049697739,-0.9081417322158813,-2302.3355017924587
0.156442417331813,Building_9,4385,0.09136694669723511,-0.5250480049697739,-0.9081417322158813,-2302.3355017924587
