action_l2_mean,agent,agent_steps,reward_max,reward_mean,reward_min,reward_total
0.7695215950633556,Building_1,4385,-0.07355263084173203,-0.7013158763929811,-0.9694892764091492,-3075.270117983222
0.9420764346636631,Building_10,4385,-0.07355263084173203,-0.7013158763929811,-0.9694892764091492,-3075.270117983222
0.6216033031633957,Building_11,4385,-0.07355263084173203,-0.7013158763929811,-0.9694892764091492,-3075.270117983222
0.6918848619032435,Building_12,4385,-0.07355263084173203,-0.7013158763929811,-0.9694892764091492,-3075.270117983222
0.9802973684580578,Building_13,4385,-0.07355263084173203,-0.7013158763929811,-0.9694892764091492,-3075.270117983222
0.7564933441083846,Building_14,4385,-0.07355263084173203,-0.7013158763929811,-0.9694892764091492,-3075.270117983222
0.8592873050910168,Building_15,4385,-0.07355263084173203,-0.7013158763929811,-0.9694892764091492,-3075.270117983222
1.0673928976484168,Building_16,4385,-0.07355263084173203,-0.7013158763929811,-0.9694892764091492,-3075.270117983222
0.9859285043985707,Building_17,4385,-0.07355263084173203,-0.7013158763929811,-0.9694892764091492,-3075.270117983222
0.8341833426670974,Building_2,4385,-0.07355263084173203,-0.7013158763929811,-0.9694892764091492,-3075.270117983222
0.9095069185295709,Building_3,4385,-0.07355263084173203,-0.7013158763929811,-0.9694892764091492,-3075.270117983222
0.7597398100245476,Building_4,4385,-0.07355263084173203,-0.7013158763929811,-0.9694892764091492,-3075.270117983222
0.5942886390764203,Building_5,4385,-0.07355263084173203,-0.7013158763929811,-0.9694892764091492,-3075.270117983222
1.626033495025321,Building_6,4385,-0.07355263084173203,-0.7013158763929811,-0.9694892764091492,-3075.270117983222
1.7750113245737904,Building_7,4385,-0.07355263084173203,-0.7013158763929811,-0.9694892764091492,-3075.270117983222
1.312610009422241,Building_8,4385,-0.07355263084173203,-0.7013158763929811,-0.9694892764091492,-3075.270117983222
0.9562993765344947,Building_9,4385,-0.07355263084173203,-0.7013158763929811,-0.9694892764091492,-3075.270117983222
