episode,first_global_step,last_all_done,last_episode_step,last_global_step,last_time_step,reward_mean_average,reward_sum_total,steps
0,0,False,8759,8759,1,-0.5926788541975274,-88261.73496709578,8760
1,8760,False,8759,17519,2,-0.6186860314815956,-92134.72380823921,8760
2,17520,False,8759,26279,3,-0.6252873685173733,-93117.79491960723,8760
3,26280,False,8759,35039,4,-0.591942039784044,-88152.00856463984,8760
4,35040,True,8754,43794,8759,-0.6197626231442488,-92242.37001567427,8755
