episode,reward_mean,reward_sum,reward_min,reward_max
0,-0.5926788541975274,-5191.86676277034,-0.8949306607246399,-0.0179812554270029
1,-0.6186860314815956,-5419.689635778777,-0.901089370250702,-0.0079168928787112
2,-0.6252873685173733,-5477.51734821219,-0.913122296333313,-0.0093849869444966
3,-0.591942039784044,-5185.412268508226,-0.8971859216690063,-0.0160516947507858
4,-0.6197626231442488,-5426.021765627898,-0.900676965713501,-0.0079124486073851
