algorithm,scenario,agent,electricity_cost_delta_eur,electricity_cost_control_eur,electricity_cost_baseline_eur,carbon_emissions_delta_kgco2,grid_import_delta_kwh,ev_charge_total_kwh,source_file
MATD3,E2,Building_16,4084.2272729192337,181776.69547391243,177692.4682009932,6079.644355727651,8158.641069918871,8864.235897751525,outputs/_drive_madrl/full_data/MATD3/E2/data/building_behavior_summary.csv
MATD3,E2,Building_17,3978.6180818784487,90426.05574934489,86447.43766746644,5707.077056921567,7638.385771632194,8145.327739963308,outputs/_drive_madrl/full_data/MATD3/E2/data/building_behavior_summary.csv
MATD3,E3,Building_1,4843.0938886310905,2817308.6671665474,2812465.5732779163,3888.007722920273,5347.85857963562,8462.970232633874,outputs/_drive_madrl/full_data/MATD3/E3/data/building_behavior_summary.csv
MATD3,E3,Building_2,-170.44407857847568,745.0053284830119,915.4494070614876,113.01437550113768,144.22897818684578,566.6829447690398,outputs/_drive_madrl/full_data/MATD3/E3/data/building_behavior_summary.csv
MATD3,E3,Building_3,9133.735155636445,532660.4976231849,523526.7624675485,8737.941424186109,11618.39941573143,14273.600824467838,outputs/_drive_madrl/full_data/MATD3/E3/data/building_behavior_summary.csv
MATD3,E3,Building_4,363.94980360381305,388346.2642283178,387982.314424714,631.4797802955727,841.8836295902729,3481.636465843767,outputs/_drive_madrl/full_data/MATD3/E3/data/building_behavior_summary.csv
MATD3,E3,Building_5,-480.57576279580826,266111.6777823464,266592.2535451422,-824.7591667941888,-1012.488902045414,781.1923982072622,outputs/_drive_madrl/full_data/MATD3/E3/data/building_behavior_summary.csv
MATD3,E3,Building_6,5237.497457646299,3785032.8633479,3779795.365890254,5656.399538822938,7798.290789395571,20703.4777953364,outputs/_drive_madrl/full_data/MATD3/E3/data/building_behavior_summary.csv
MATD3,E3,Building_7,19286.639444799344,75168.54194352313,55881.902498723786,16599.681164901907,22354.507884785533,26387.20552253537,outputs/_drive_madrl/full_data/MATD3/E3/data/building_behavior_summary.csv
MATD3,E3,Building_8,5679.101768598106,-22648.93400213116,-28328.035770729268,5312.571718088817,7152.261878252029,12952.008410556242,outputs/_drive_madrl/full_data/MATD3/E3/data/building_behavior_summary.csv
MATD3,E3,Building_9,1023.4906623259712,2808.372776658144,1784.8821143321725,1068.0396748888345,1355.649552345276,6939.37315453589,outputs/_drive_madrl/full_data/MATD3/E3/data/building_behavior_summary.csv
MATD3,E3,Building_10,2925.505332276516,380310.19449984445,377384.689167568,3207.775001204864,4362.088432312012,8684.561257060617,outputs/_drive_madrl/full_data/MATD3/E3/data/building_behavior_summary.csv
MATD3,E3,Building_11,8538.471293286479,232380.73336942628,223842.2620761398,8332.188633897807,11108.18332028389,12087.939836069942,outputs/_drive_madrl/full_data/MATD3/E3/data/building_behavior_summary.csv
MATD3,E3,Building_12,-2672.0535701428307,898413.0585748772,901085.11214502,-2163.488812311087,-2794.821243286133,0.0,outputs/_drive_madrl/full_data/MATD3/E3/data/building_behavior_summary.csv
MATD3,E3,Building_13,7454.377370212824,17873.46585712875,10419.088486915927,6462.385206009651,8713.749373333529,9541.111192865295,outputs/_drive_madrl/full_data/MATD3/E3/data/building_behavior_summary.csv
MATD3,E3,Building_14,6942.329148787183,-59763.73612475713,-66706.06527354431,6924.560233738037,9125.096951782703,11801.238536376506,outputs/_drive_madrl/full_data/MATD3/E3/data/building_behavior_summary.csv
MATD3,E3,Building_15,5319.336686961971,33767.285799258,28447.949112296024,4728.621304856904,6339.955468118191,7047.527139615268,outputs/_drive_madrl/full_data/MATD3/E3/data/building_behavior_summary.csv
MATD3,E3,Building_16,7461.088822252495,261900.8935679428,254439.80474569032,6667.361244060507,8937.755783885717,9670.127303780988,outputs/_drive_madrl/full_data/MATD3/E3/data/building_behavior_summary.csv
MATD3,E3,Building_17,7670.537615821464,124230.74530546925,116560.20768964777,7019.362469963831,9331.04700577259,9426.874285021797,outputs/_drive_madrl/full_data/MATD3/E3/data/building_behavior_summary.csv
