algorithm,scenario,agent,grid_role_control,action_dim,observation_dim,battery_throughput_total_kwh,ev_charge_total_kwh,ev_departure_success_rate,carbon_emissions_control_kgco2,carbon_emissions_delta_kgco2,electricity_cost_control_eur,electricity_cost_delta_eur,grid_import_control_kwh,grid_export_control_kwh
MASAC,E2,Building_8,net_exporter,19,152,10145.22794327571,1459.7524029016497,0.0550187869028448,37433.17180203367,2635.8306358039627,-27349.007051794903,-853.7371509218392,49304.52807662636,4946805.1186442375
MASAC,E2,Building_9,net_exporter,12,103,3618.1356806811946,243.96209025383,0.0216567406605305,21857.49405454099,847.4506514802306,4272.909395812778,-307.4147976214563,28386.71443915367,1078698.0619860888
MASAC,E2,Building_10,net_exporter,8,75,52900.80671124626,658.5101829618216,0.0261941448382126,415391.4625577927,14739.380947611178,267498.07498034503,3246.141006816877,553162.7816553116,2973994.264170408
MASAC,E2,Building_11,net_exporter,5,54,33288.157945284736,530.0657864511013,0.0610376398779247,406265.1707434654,7957.32841246383,183044.65019376515,-717.3080218275427,526191.8640375137,10212889.541603684
MASAC,E2,Building_12,net_exporter,5,54,118040.63755845184,502.1715675592423,0.0510416666666666,983485.3577709198,29201.518189747818,643787.8535448619,6122.541815543314,1277131.030004501,3759092.513031244
MASAC,E2,Building_13,net_exporter,13,110,5959.636928049848,470.09384682774544,0.0475718533201189,20650.027620418,2088.514806301595,8112.008691570706,383.8298251423557,27354.912281852216,643393.3802312948
MASAC,E2,Building_14,net_exporter,6,61,4333.401933772315,628.4507700204849,0.0151006711409395,13577.1255761683,1632.6859095960915,-36448.92380361105,-523.6390250804398,17640.72967889905,4314037.264295459
MASAC,E2,Building_15,net_exporter,10,89,8284.433906815424,404.1301949471235,0.0482084690553745,66598.81565630529,2265.0876792293348,22712.998942593254,-148.9510539049079,86716.06367060449,2385384.856498003
MASAC,E2,Building_16,net_exporter,13,110,46291.33691124432,566.5349094495177,0.0534458509142053,252875.4097328186,12272.788314087637,150924.63436805556,1916.198482380132,328820.17105804384,2359833.7439811155
MASAC,E2,Building_17,net_exporter,13,110,19710.227000309154,668.2171229198575,0.0615530303030303,141962.97199201584,5828.101555668545,93654.73925328389,1177.486600960241,184398.8322568536,305277.1353223324
MASAC,E3,Building_1,net_importer,6,61,182058.0925664837,526.066355317831,0.0378787878787878,2873785.891873777,47559.86011810042,2309024.1284914617,21075.457346742507,3728420.6766762137,1815519.3194563985
MASAC,E3,Building_2,net_exporter,8,75,6093.713492266834,19.553312346339226,0.007380073800738,20429.220667238813,1550.4540475770557,-7334.879216665656,-475.1948369122165,26652.034887916878,1958510.0647012964
MASAC,E3,Building_3,net_exporter,10,89,55303.30009164359,664.0665654689074,0.024750499001996,351725.5542960763,13733.034024620836,273370.59566763806,2658.67516468995,456265.9129031375,1258674.5916668177
MASAC,E3,Building_4,net_importer,8,75,22454.02453048173,164.3461953997612,0.0140252454417952,446175.0735150594,5657.326953114767,364458.9526440575,1202.4989101405954,590038.5140816309,107369.64022547008
MASAC,E3,Building_5,net_importer,5,54,8032.092021759769,263.34219912439585,0.0428954423592493,282549.5552173073,1766.0247493816423,228153.9431257788,-548.8908552461944,367479.5056821257,98678.80630545318
MASAC,E3,Building_6,net_importer,34,257,86754.41291598766,1565.3273174762726,0.0235249716945527,2869413.702642262,15776.995322135745,2358499.5674444875,4215.30054851016,3777205.546850324,1430312.5097275376
MASAC,E3,Building_7,net_exporter,44,327,26332.819662184644,2250.6497852131724,0.0606216285640893,59447.75135786832,9440.118407846414,27951.3964972027,2335.419059779208,78210.33953812346,1940670.9070131776
MASAC,E3,Building_8,net_exporter,19,152,13965.46992708568,1618.9154314547775,0.0531400966183574,38606.12499448192,3807.256873524741,-30367.27370058075,-899.2025018301028,50818.98963988759,4947862.513846874
MASAC,E3,Building_9,net_exporter,12,103,4203.53332654193,255.94585466384888,0.0216567406605305,22046.59803134203,1073.4499079255802,5276.894207810539,-406.6764292217995,28625.47144401073,1079040.452009559
MASAC,E3,Building_10,net_exporter,8,75,70952.58161051385,608.2588432431221,0.0285053929121725,419217.12460565567,18575.083964535734,352325.4242959231,3686.173872834712,558124.9970026016,2978090.955864668
MASAC,E3,Building_11,net_exporter,5,54,28455.855886723788,493.87172162532806,0.0651068158697863,405550.9535765648,7085.636688141676,212920.3285648933,-2304.438581703289,525257.9341173172,10212135.21410811
MASAC,E3,Building_12,net_exporter,5,54,129739.67899751665,489.7182060331106,0.0552083333333333,985193.4233179092,30895.56613867986,763022.0064729782,6876.913280371577,1279364.2365312576,3764012.454925776
MASAC,E3,Building_13,net_exporter,13,110,7106.780278333796,465.1815653666854,0.0485629335976214,21002.237682373263,2453.9150040369204,11290.0362981925,323.7646423686456,27811.502586547285,643781.2162088789
MASAC,E3,Building_14,net_exporter,6,61,4816.499125994071,614.2507697343826,0.0167785234899328,13729.511377215384,1784.680847986454,-43786.56971841068,-845.4150263144693,17833.82946166396,4314351.678415775
MASAC,E3,Building_15,net_exporter,10,89,9057.70363283508,404.59967879951,0.0482084690553745,66906.43928347621,2563.499905439472,28005.932667560475,-286.5330013486673,87112.90812161472,2385863.6407723427
MASAC,E3,Building_16,net_exporter,13,110,41993.14718484508,541.9551022872329,0.0543834974214721,252340.6221344471,11789.351006293524,182476.33541980016,2089.146697272139,328123.11239753664,2359663.502302401
MASAC,E3,Building_17,net_exporter,13,110,19693.391360967536,619.0684324130416,0.0620265151515151,141925.89199531078,5790.491945133312,110271.87033185948,780.4171880511421,184345.1866064668,305603.06027913094
MATD3,E1,Building_1,net_importer,6,61,1895.5012817382808,8879.937245206907,0.7402597402597403,3035034.8840730786,4169.593465026002,2383712.2633343395,4480.25976029411,3938948.3014651537,1695373.1863343418
MATD3,E1,Building_2,net_exporter,8,75,129.90314421200696,2178.2845485229045,0.3431734317343173,42282.36890358944,110.354055652002,4854.367047991285,-132.44582715462002,54971.88362611458,1940050.8959755895
MATD3,E1,Building_3,net_exporter,10,89,664.1392211914062,16704.372256189585,0.7652694610778443,586432.3803772926,9096.473491992569,457756.90334187256,8616.46970715234,761419.9759113789,1095453.800544262
MATD3,E1,Building_4,net_importer,8,75,129.38999938964844,1720.4128919318318,0.3246844319775596,414090.2081654221,-360.5190547941602,328347.9946281649,-458.7606200844748,548106.3288016915,115288.42153845727
MATD3,E1,Building_5,net_importer,5,54,66.69000244140625,1120.1211027093232,0.3431635388739946,297553.1482760804,-553.1820692244219,232302.5861710505,-366.30828433218994,386703.41596861184,93496.6894856766
MATD3,E1,Building_6,net_importer,34,257,1353.4387013494215,26183.063033197075,0.3823122405334004,4075012.014123797,10651.98459522659,3205892.0903999195,8392.78836319549,5364179.991520286,711639.6840279102
MATD3,E1,Building_7,net_exporter,44,327,277.6279525756836,20586.2127130609,0.3384279475982533,94355.15894302726,12547.892022004176,55761.85069799809,12638.630894491756,123243.45844114572,1923747.3787940291
MATD3,E1,Building_8,net_exporter,19,152,320.1572818706718,13011.789591550829,0.464573268921095,69782.53558481485,5611.882300971294,-17929.47475987752,4985.046019970978,91588.76189036854,4930249.562559605
MATD3,E1,Building_9,net_exporter,12,103,38.87544536590576,6583.751294627786,0.3844071467244179,23694.18972331285,834.2206596290125,3103.1846582570583,651.5491709332837,30742.241752505302,1071421.131879747
MATD3,E1,Building_10,net_exporter,8,75,662.9605941772461,21137.037186317142,0.6694915254237288,416532.9257521629,12713.468743677484,338562.6527477993,12586.203459868671,553429.7077573538,2984845.8472808897
MATD3,E1,Building_11,net_exporter,5,54,532.7440643310547,1455.1087969951332,0.3255340793489318,430593.0106599331,-801.056876752351,188424.28671424487,-1824.6310089519247,557627.647162199,10185118.488574028
MATD3,E1,Building_12,net_exporter,5,54,1223.2149353027344,0.0,0.0,1014594.0529315472,-2152.5859613089124,758802.9319932023,-2322.773223772878,1315060.9633690715,3735265.844703272
MATD3,E1,Building_13,net_exporter,13,110,144.78224154534018,10374.461107077075,0.6481665014866204,26954.487240258604,7053.849181353879,16084.79090121176,7017.086505566538,35829.09312224388,640450.0518052615
MATD3,E1,Building_14,net_exporter,6,61,64.33050727844238,0.0,0.0,14333.508472081274,-2070.5784961438258,-59452.01630735555,-3532.4155618258374,18469.644231319427,4316494.757615805
MATD3,E1,Building_15,net_exporter,10,89,140.2913589477539,2785.137937311083,0.50814332247557,72466.98481706064,1060.0689967864164,27867.948533875584,717.1645468654569,94363.0677142758,2378586.593136996
MATD3,E1,Building_16,net_exporter,13,110,454.91090393066406,9723.487419864165,0.4571026722925457,305730.82182377577,6707.384412607236,217385.6382581459,6445.151627770596,394908.6355094016,2357014.467841685
MATD3,E1,Building_17,net_exporter,13,110,391.2931638907121,11569.55326846242,0.7395833333333334,140623.81511303782,8626.72504574852,108387.87047539584,8075.305863098925,182853.73123919964,305111.69592246413
MATD3,E2,Building_1,net_importer,6,61,3607.433335058442,7693.142107978463,0.2586580086580086,3037816.863275349,6951.535140919033,2083098.2791571796,4618.862719768193,3942408.150240302,1694551.3501631916
MATD3,E2,Building_2,net_exporter,8,75,129.90314421200696,354.17428172007203,0.1512915129151291,42274.63760347385,102.6227556636295,1940.6168985392144,-133.3569866283051,54961.34569127485,1942455.3267712595
MATD3,E2,Building_3,net_exporter,10,89,664.1392211914062,4229.520744848996,0.3860279441117764,565265.6573728323,-1112.949284640723,381672.3030267893,-958.8966749461832,733979.7640225887,1096703.0121589303
MATD3,E2,Building_4,net_importer,8,75,129.38999938964844,2697.514974117279,0.4810659186535764,414537.59060944617,86.86336731998017,279884.9551527966,-32.59594170260243,548715.6558686495,114920.64650662243
MATD3,E2,Building_5,net_importer,5,54,66.69000244140625,0.0,0.0,296690.09617010225,-1416.2341955444426,202577.3263655693,-950.0458268172516,385610.8617016971,93524.25635088237
MATD3,E2,Building_6,net_importer,34,257,724.1849975585938,24601.08366525173,0.3450748521826645,4072979.1689618826,8619.185892284382,2762082.2513633748,5521.813462362625,5361502.891610146,712621.8176486492
MATD3,E2,Building_7,net_exporter,44,327,523.6122240451477,17457.822829430923,0.4193424094528641,91954.8555799853,10147.588059800866,38897.876362536364,7192.025028299468,119924.74738021196,1924247.676911123
MATD3,E2,Building_8,net_exporter,19,152,169.09834671020508,3839.3417687695473,0.2949543746645195,62266.56218398362,-1904.0908750832316,-31171.31619449007,-1950.974042386908,81565.87086919136,4931509.075898409
MATD3,E2,Building_9,net_exporter,12,103,38.87544536590576,3373.1118268873543,0.5100162425554954,22021.59855979681,557.2435806423127,312.354694635634,303.81413540743426,28621.37929272652,1075482.9613813758
MATD3,E2,Building_10,net_exporter,8,75,662.9605941772461,15170.41975074634,0.6533127889060092,408750.3489848077,7589.062412178668,258269.98933006625,5227.3350185480085,543055.1147777438,2985540.0482634604
MATD3,E2,Building_11,net_exporter,5,54,532.7440643310547,0.0,0.0,429545.753513813,-1848.3140035871768,159882.20890891706,-2279.042941080581,556238.1322546005,10185184.089122772
MATD3,E2,Building_12,net_exporter,5,54,1223.2149353027344,0.0,0.0,1018562.3810565472,-2163.488812311087,665477.6965967282,-2053.6084617908346,1320084.164479911,3735252.044715479
MATD3,E2,Building_13,net_exporter,13,110,144.78224154534018,3249.822793824598,0.4628344895936571,23186.95488440245,1514.2031124481873,8052.684323439561,971.0084948295817,30646.373937368397,641443.3167015715
MATD3,E2,Building_14,net_exporter,6,61,64.33050727844238,11980.249707240611,0.7348993288590604,22563.85418951139,6969.130487184972,-49665.5554039627,4420.004919616345,29329.82816249132,4314024.453693748
MATD3,E2,Building_15,net_exporter,10,89,140.2913589477539,1532.848994847387,0.2527687296416938,71542.5914767636,135.67569352604914,17016.926936044772,-166.00098410973806,93151.29296218044,2378627.1091196835
MATD3,E2,Building_16,net_exporter,13,110,454.91090393066406,8864.235897751525,0.3680262541022034,305103.08175483346,6079.644355727651,181776.69547391243,4084.2272729192337,394077.4505123198,2357042.534101963
MATD3,E2,Building_17,net_exporter,13,110,207.9210968017578,8145.327739963308,0.2821969696969697,134670.72400826216,5707.077056921567,90426.05574934489,3978.6180818784487,175229.4469154775,305350.4249123037
MATD3,E3,Building_1,net_importer,6,61,1895.5012817382808,8462.970232633874,0.5173160173160173,3034753.2984710336,3888.007722920273,2817308.6671665474,4843.0938886310905,3938562.6418756247,1695438.6809304657
MATD3,E3,Building_2,net_exporter,8,75,129.90314421200696,566.6829447690398,0.3302583025830258,38022.37733512093,113.01437550113768,745.0053284830119,-170.44407857847568,49422.07231801376,1942257.1452450752
MATD3,E3,Building_3,net_exporter,10,89,1260.8284266394985,14273.600824467838,0.5141716566866268,575116.5563043356,8737.941424186109,532660.4976231849,9133.735155636445,746981.4918787479,1095408.1066800952
MATD3,E3,Building_4,net_importer,8,75,243.13324140524023,3481.636465843767,0.6584852734922861,415082.20885135233,631.4797802955727,388346.2642283178,363.94980360381305,549444.8152806759,114493.18334983288
MATD3,E3,Building_5,net_importer,5,54,66.69000244140625,781.1923982072622,0.3217158176943699,284435.5785460388,-824.7591667941888,266111.6777823464,-480.57576279580826,370130.7081291247,93523.66028031708
MATD3,E3,Building_6,net_importer,34,257,724.1849975585938,20703.4777953364,0.4655931563718706,4070016.382585287,5656.399538822938,3785032.8633479,5237.497457646299,5357347.783433199,714377.3182411194
MATD3,E3,Building_7,net_exporter,44,327,277.6279525756836,26387.20552253537,0.5247880811713331,103100.6546067521,16599.681164901907,75168.54194352313,19286.639444799344,134778.80807813257,1923406.92509532
MATD3,E3,Building_8,net_exporter,19,152,169.09834671020508,12952.008410556242,0.4648416532474503,69483.22471081465,5312.571718088817,-22648.93400213116,5679.101768598106,91207.73389649576,4930417.412406921
MATD3,E3,Building_9,net_exporter,12,103,38.87544536590576,6939.37315453589,0.3708716838115863,22532.394651591778,1068.0396748888345,2808.372776658144,1023.4906623259712,29272.178379893303,1071362.0469962957
MATD3,E3,Building_10,net_exporter,8,75,1253.8736981519314,8684.561257060617,0.4899845916795069,404369.0602222979,3207.775001204864,380310.19449984445,2925.505332276516,537078.2571002841,2985731.975860268
MATD3,E3,Building_11,net_exporter,5,54,532.7440643310547,12087.939836069942,0.671414038657172,439726.2561328411,8332.188633897807,232380.73336942628,8538.471293286479,569732.4523236752,10184381.369966509
MATD3,E3,Building_12,net_exporter,5,54,1223.2149353027344,0.0,0.0,1018562.3810565472,-2163.488812311087,898413.0585748772,-2672.0535701428307,1320084.164479911,3735252.044715479
MATD3,E3,Building_13,net_exporter,13,110,144.78224154534018,9541.111192865295,0.5569871159563925,26363.023241776973,6462.385206009651,17873.46585712875,7454.377370212824,35037.19469726086,640491.503057301
MATD3,E3,Building_14,net_exporter,6,61,64.33050727844238,11801.238536376506,0.7290268456375839,23328.647211499512,6924.560233738037,-59763.73612475713,6942.329148787183,30275.17607134581,4314161.240172744
MATD3,E3,Building_15,net_exporter,10,89,140.2913589477539,7047.527139615268,0.3804560260586319,73567.16967588942,4728.621304856904,33767.285799258,5319.336686961971,95964.8908154387,2377959.8394273818
MATD3,E3,Building_16,net_exporter,13,110,454.91090393066406,9670.127303780988,0.4491326769807782,310388.2813387513,6667.361244060507,261900.8935679428,7461.088822252495,400851.6454611719,2357015.757714987
MATD3,E3,Building_17,net_exporter,13,110,391.2931638907121,9426.874285021797,0.4663825757575757,135983.01076984406,7019.362469963831,124230.74530546925,7670.537615821464,176922.11000826955,305162.5539022386
