episode,reward_mean,reward_sum,reward_min,reward_max
0,-0.5703142368316224,-4995.952714645013,-0.9903003573417664,0.0512197203934192
1,-0.5753874155783772,-5040.393760466584,-0.978137731552124,0.0658580288290977
2,-0.5806196601594483,-5086.228222996768,-0.9859930872917176,0.0574264600872993
3,-0.551831897046249,-4834.047418125141,-0.9326897263526917,0.0552691109478473
4,-0.5609013325154417,-4913.49567283527,-0.9585461616516112,0.0546163022518157
