episode,reward_mean,reward_sum,reward_min,reward_max
0,-0.5464507429692338,-4786.908508410488,-0.9615933895111084,0.1475402116775512
1,-0.5207840899681015,-4562.06862812057,-0.9436364769935608,0.1296240091323852
2,-0.5356525117536577,-4692.316002962041,-0.9498733282089232,0.1258502900600433
3,-0.5439423803696735,-4764.93525203834,-0.9470358490943908,0.1236495152115821
4,-0.5198770247332538,-4554.122736663303,-0.9500285983085632,0.1243016868829727
