family,method,global_score,mean_axis_score,improved_kpis,total_kpis,available_kpis,global_rank
citylearn_v2_original,baseline,0.7253610486391638,0.7280795935897814,12,54,51,1
citylearn_v2_original,hour_rbc,0.6873569251346027,0.6895944383970959,5,54,51,2
citylearn_v3_madrl,MATD3,0.48731492091468065,0.4877168942444173,6,54,54,3
citylearn_v3_madrl,MAAC,0.4401275035183068,0.4408800341198896,3,54,54,4
citylearn_v3_madrl,MASAC,0.3944614527977949,0.39481075707907226,6,54,54,5
citylearn_v3_madrl,HAPPO,0.33747522092346083,0.33514779644559267,6,54,54,6
