action_l2_mean,agent,agent_steps,reward_max,reward_mean,reward_min,reward_total
0.11,Building_1,100,-0.470935046672821,-0.7104156750440598,-0.8457818627357483,-71.04156750440598
0.25,Building_10,100,-0.470935046672821,-0.7104156750440598,-0.8457818627357483,-71.04156750440598
0.08,Building_11,100,-0.470935046672821,-0.7104156750440598,-0.8457818627357483,-71.04156750440598
0.05,Building_12,100,-0.470935046672821,-0.7104156750440598,-0.8457818627357483,-71.04156750440598
0.2,Building_13,100,-0.470935046672821,-0.7104156750440598,-0.8457818627357483,-71.04156750440598
0.06,Building_14,100,-0.470935046672821,-0.7104156750440598,-0.8457818627357483,-71.04156750440598
0.25,Building_15,100,-0.470935046672821,-0.7104156750440598,-0.8457818627357483,-71.04156750440598
0.11,Building_16,100,-0.470935046672821,-0.7104156750440598,-0.8457818627357483,-71.04156750440598
0.15,Building_17,100,-0.470935046672821,-0.7104156750440598,-0.8457818627357483,-71.04156750440598
0.07,Building_2,100,-0.470935046672821,-0.7104156750440598,-0.8457818627357483,-71.04156750440598
0.05,Building_3,100,-0.470935046672821,-0.7104156750440598,-0.8457818627357483,-71.04156750440598
0.03,Building_4,100,-0.470935046672821,-0.7104156750440598,-0.8457818627357483,-71.04156750440598
0.09,Building_5,100,-0.470935046672821,-0.7104156750440598,-0.8457818627357483,-71.04156750440598
0.55,Building_6,100,-0.470935046672821,-0.7104156750440598,-0.8457818627357483,-71.04156750440598
0.47,Building_7,100,-0.470935046672821,-0.7104156750440598,-0.8457818627357483,-71.04156750440598
0.34,Building_8,100,-0.470935046672821,-0.7104156750440598,-0.8457818627357483,-71.04156750440598
0.07,Building_9,100,-0.470935046672821,-0.7104156750440598,-0.8457818627357483,-71.04156750440598
