available,axis,axis_name,baseline,delta_vs_baseline,improved_vs_baseline,kpi,lower_is_better,source,value,output_profile,algorithm,scenario,seed,run_path
True,OE1,Flexibilidad energetica,-29547576.81678009,60338.20351592824,False,net_exchange_control,True,citylearn_v2.evaluate_v2,-29487238.613264162,canonical_50ep,MASAC,E2,0,D:\MADRLCitytleranflexresdr\outputs\madrl_v3_20260627_164047\MASAC\E2
True,OE1,Flexibilidad energetica,0.0,30251.766267861498,False,net_exchange_delta,True,citylearn_v2.evaluate_v2,30251.766267861498,canonical_50ep,MASAC,E2,0,D:\MADRLCitytleranflexresdr\outputs\madrl_v3_20260627_164047\MASAC\E2
True,OE1,Flexibilidad energetica,1.0,-0.021142718667697347,True,one_minus_load_factor_average,True,citylearn_v2.evaluate_v2,0.9788572813323027,canonical_50ep,MASAC,E2,0,D:\MADRLCitytleranflexresdr\outputs\madrl_v3_20260627_164047\MASAC\E2
True,OE1,Flexibilidad energetica,1.0,0.09560743997142573,False,peak_average,True,citylearn_v2.evaluate_v2,1.0956074399714257,canonical_50ep,MASAC,E2,0,D:\MADRLCitytleranflexresdr\outputs\madrl_v3_20260627_164047\MASAC\E2
True,OE1,Flexibilidad energetica,,,,pv_export_daily_average,True,citylearn_v2.evaluate_v2,113436.8744305524,canonical_50ep,MASAC,E2,0,D:\MADRLCitytleranflexresdr\outputs\madrl_v3_20260627_164047\MASAC\E2
True,OE1,Flexibilidad energetica,,,,pv_export_total,True,citylearn_v2.evaluate_v2,41399732.63071702,canonical_50ep,MASAC,E2,0,D:\MADRLCitytleranflexresdr\outputs\madrl_v3_20260627_164047\MASAC\E2
True,OE1,Flexibilidad energetica,,,,pv_generation_daily_average,False,citylearn_v2.evaluate_v2,135736.12476592427,canonical_50ep,MASAC,E2,0,D:\MADRLCitytleranflexresdr\outputs\madrl_v3_20260627_164047\MASAC\E2
True,OE1,Flexibilidad energetica,,,,pv_generation_total,False,citylearn_v2.evaluate_v2,49538029.867697105,canonical_50ep,MASAC,E2,0,D:\MADRLCitytleranflexresdr\outputs\madrl_v3_20260627_164047\MASAC\E2
True,OE1,Flexibilidad energetica,,,,pv_self_consumption_ratio,False,citylearn_v2.evaluate_v2,0.1642838291856845,canonical_50ep,MASAC,E2,0,D:\MADRLCitytleranflexresdr\outputs\madrl_v3_20260627_164047\MASAC\E2
True,OE1,Flexibilidad energetica,1.0,0.02088123074470949,False,ramping_average,True,citylearn_v2.evaluate_v2,1.0208812307447095,canonical_50ep,MASAC,E2,0,D:\MADRLCitytleranflexresdr\outputs\madrl_v3_20260627_164047\MASAC\E2
True,OE1,Flexibilidad energetica,1.0,-0.0011312729869701332,True,zero_net_energy,True,citylearn_v2.evaluate_v2,0.9988687270130299,canonical_50ep,MASAC,E2,0,D:\MADRLCitytleranflexresdr\outputs\madrl_v3_20260627_164047\MASAC\E2
True,OE2,Emisiones de CO2,1.0,0.051639591972695964,False,carbon_emissions,True,citylearn_v2.evaluate_v2,1.051639591972696,canonical_50ep,MASAC,E2,0,D:\MADRLCitytleranflexresdr\outputs\madrl_v3_20260627_164047\MASAC\E2
True,OE2,Emisiones de CO2,,,,carbon_emissions_baseline,True,citylearn_v2.evaluate_v2,9088297.682261093,canonical_50ep,MASAC,E2,0,D:\MADRLCitytleranflexresdr\outputs\madrl_v3_20260627_164047\MASAC\E2
True,OE2,Emisiones de CO2,9088297.682261093,154873.6158968918,False,carbon_emissions_control,True,citylearn_v2.evaluate_v2,9243171.298157984,canonical_50ep,MASAC,E2,0,D:\MADRLCitytleranflexresdr\outputs\madrl_v3_20260627_164047\MASAC\E2
True,OE2,Emisiones de CO2,,,,carbon_emissions_daily_average_baseline,True,citylearn_v2.evaluate_v2,24902.288431814846,canonical_50ep,MASAC,E2,0,D:\MADRLCitytleranflexresdr\outputs\madrl_v3_20260627_164047\MASAC\E2
True,OE2,Emisiones de CO2,24902.288431814846,424.3597193201749,False,carbon_emissions_daily_average_control,True,citylearn_v2.evaluate_v2,25326.64815113502,canonical_50ep,MASAC,E2,0,D:\MADRLCitytleranflexresdr\outputs\madrl_v3_20260627_164047\MASAC\E2
True,OE2,Emisiones de CO2,0.0,424.35971932017395,False,carbon_emissions_daily_average_delta,True,citylearn_v2.evaluate_v2,424.35971932017395,canonical_50ep,MASAC,E2,0,D:\MADRLCitytleranflexresdr\outputs\madrl_v3_20260627_164047\MASAC\E2
