episode,reward_mean,reward_sum,reward_min,reward_max
0,-0.5619568003097463,-4922.741570713377,-0.968125820159912,0.1093943119049072
1,-0.5306646067225256,-4648.621954889324,-0.9619800448417664,0.123143546283245
2,-0.547785428084037,-4798.600350016164,-0.9507356286048888,0.1114102900028228
3,-0.5601438582206626,-4906.860198013004,-0.9638909697532654,0.1081278473138809
4,-0.533050930697101,-4669.526152906605,-0.9493398070335388,0.1125539168715477
