algorithm,scenario,cost_function,level,name,value
MASAC,E1,building_battery_health_equivalent_full_cycles_count,building,Building_2,10.273884878498617
MASAC,E1,building_battery_health_capacity_fade_ratio,building,Building_3,4.617451363900136e-05
MASAC,E1,building_battery_health_equivalent_full_cycles_count,building,Building_3,11.470067729731886
MASAC,E1,building_battery_health_capacity_fade_ratio,building,Building_4,0.0001451846112135
MASAC,E1,building_battery_health_equivalent_full_cycles_count,building,Building_4,21.56406186814104
MASAC,E1,building_battery_health_capacity_fade_ratio,building,Building_5,8.699514411323746e-05
MASAC,E1,building_battery_health_equivalent_full_cycles_count,building,Building_5,15.115327859257766
MASAC,E1,building_battery_health_capacity_fade_ratio,building,Building_6,7.745091108674726e-05
MASAC,E1,building_battery_health_equivalent_full_cycles_count,building,Building_6,15.550168378432186
MASAC,E1,building_battery_health_capacity_fade_ratio,building,Building_7,4.9372197595075e-05
MASAC,E1,building_battery_health_equivalent_full_cycles_count,building,Building_7,11.390868462776933
MASAC,E1,building_battery_health_capacity_fade_ratio,building,Building_8,3.761113997637656e-05
MASAC,E1,building_battery_health_equivalent_full_cycles_count,building,Building_8,9.716462097468485
MASAC,E1,building_battery_health_capacity_fade_ratio,building,Building_9,4.4612968738823696e-05
MASAC,E1,building_battery_health_equivalent_full_cycles_count,building,Building_9,10.976675746798314
MASAC,E2,building_battery_health_capacity_fade_ratio,building,Building_1,3.836046554752765e-05
MASAC,E2,building_battery_health_equivalent_full_cycles_count,building,Building_1,10.197869316168976
MASAC,E2,building_battery_health_capacity_fade_ratio,building,Building_10,4.5208271738125686e-05
MASAC,E2,building_battery_health_equivalent_full_cycles_count,building,Building_10,11.24114039762989
MASAC,E2,building_battery_health_capacity_fade_ratio,building,Building_11,3.298369257351883e-05
MASAC,E2,building_battery_health_equivalent_full_cycles_count,building,Building_11,8.75543344168457
MASAC,E2,building_battery_health_capacity_fade_ratio,building,Building_12,5.256815346167274e-05
MASAC,E2,building_battery_health_equivalent_full_cycles_count,building,Building_12,13.580377077594552
MASAC,E2,building_battery_health_capacity_fade_ratio,building,Building_13,4.381737217392068e-05
MASAC,E2,building_battery_health_equivalent_full_cycles_count,building,Building_13,10.9552149412681
MASAC,E2,building_battery_health_capacity_fade_ratio,building,Building_14,3.387548699151921e-05
MASAC,E2,building_battery_health_equivalent_full_cycles_count,building,Building_14,9.46157627461204
MASAC,E2,building_battery_health_capacity_fade_ratio,building,Building_15,2.8911060485484085e-05
MASAC,E2,building_battery_health_equivalent_full_cycles_count,building,Building_15,8.284433906815424
MASAC,E2,building_battery_health_capacity_fade_ratio,building,Building_16,5.476034767022592e-05
MASAC,E2,building_battery_health_equivalent_full_cycles_count,building,Building_16,14.269832586696769
MASAC,E2,building_battery_health_capacity_fade_ratio,building,Building_17,5.2378156098694496e-05
MASAC,E2,building_battery_health_equivalent_full_cycles_count,building,Building_17,13.371931479178532
MASAC,E2,building_battery_health_capacity_fade_ratio,building,Building_2,2.5803570674263785e-05
