algorithm,scenario,episode,steps,global_step_min,global_step_max,district_net_electricity_consumption_kwh,district_cost,district_emission,district_without_storage_kwh,reward_mean,reward_sum
MAAC,E3,43,8760,376680,385439,1359.5047500133514,649.8698244690895,1124.1488407850266,1442.494648694992,-0.5417308376725886,-80674.55634620189
MAAC,E3,44,8760,385440,394199,1433.7156693935394,1138.8163677453997,1132.6354122161863,1433.7156693935394,-0.5500662867710824,-81915.87142594959
MAAC,E3,45,8760,394200,402959,1171.828942976892,643.3719779960811,925.744892977178,1171.828942976892,-0.5255362287935904,-78262.85519194147
MAAC,E3,46,8760,402960,411719,1442.494648694992,689.5406326055527,1139.5708111524582,1442.494648694992,-0.5419086847598242,-80701.04133443303
MAAC,E3,47,8760,411720,420479,1433.7155392169952,1138.8162643909454,1132.635309457779,1433.7156693935394,-0.5503509618328148,-81958.26523614279
MAAC,E3,48,8760,420480,429239,1171.828942976892,643.3719779960811,925.744892977178,1171.828942976892,-0.525685534999424,-78285.08987211423
MAAC,E3,49,8749,429240,437988,1442.494648694992,689.5406326055527,1139.5708111524582,1442.494648694992,-0.5419790135380939,-80610.1646205613
MASAC,E1,0,8760,0,8759,1442.494648694992,574.6171877980232,1139.5708111524582,1442.494648694992,-0.6210917477015423,-92492.98306771368
MASAC,E1,1,8760,8760,17519,1433.7156693935394,949.0136524438858,1132.6354122161863,1433.7156693935394,-0.6273420491722544,-93423.77796273213
MASAC,E1,2,8760,17520,26279,1207.5658943280578,552.4939416870475,953.9770864471792,1171.8289444074037,-0.5940955721188472,-88472.71259993874
MASAC,E1,3,8760,26280,35039,1442.494648694992,574.6171877980232,1139.5708111524582,1442.494648694992,-0.6223996801744109,-92687.76037157327
MASAC,E1,4,8760,35040,43799,957.599410057068,633.8599035739899,988.3797491788864,1433.7156846523285,-0.6272485963388912,-93409.86096678767
MASAC,E1,5,8760,43800,52559,1171.828912459314,536.1433102115989,925.7448691353202,1171.828942976892,-0.5946771398305757,-88559.31966356933
MASAC,E1,6,8760,52560,61319,1442.4946625232697,574.6171934008598,1139.5708221197128,1442.494648694992,-0.6202952471434151,-92374.36820459738
MASAC,E1,7,8760,61320,70079,1433.7156693935394,949.0136524438858,1132.6354122161863,1433.7156693935394,-0.626684333464624,-93325.83093955182
MASAC,E1,8,8760,70080,78839,1171.828942976892,536.1433240398765,925.744892977178,1171.828942976892,-0.5943081018458584,-88504.36252688523
MASAC,E1,9,8760,78840,87599,1412.9580256938934,562.8512855172157,1116.2368787527084,1442.494648694992,-0.6211253258863731,-92497.9835309987
MASAC,E1,10,8760,87600,96359,1433.7156693935394,949.0136524438858,1132.6354122161863,1433.7156693935394,-0.627759154809035,-93485.89333416149
MASAC,E1,11,8760,96360,105119,1171.828942976892,536.1433240398765,925.744892977178,1171.828942976892,-0.5949465356619399,-88599.4380907761
MASAC,E1,12,8760,105120,113879,1442.494648694992,574.6171877980232,1139.5708111524582,1442.494648694992,-0.6201102730134485,-92346.82185716275
MASAC,E1,13,8760,113880,122639,1297.5459153652191,858.8793394565582,1051.1623058319092,1433.7156693935394,-0.6267569655710916,-93336.64731284697
MASAC,E1,14,8760,122640,131399,1171.828942976892,536.1433240398765,925.744892977178,1171.828942976892,-0.5935483689749503,-88391.2231077496
MASAC,E1,15,8760,131400,140159,1442.494648694992,574.6171877980232,1139.5708111524582,1442.494648694992,-0.621724609506729,-92587.22884774208
MASAC,E1,16,8760,140160,148919,1501.0754108428955,993.6008151769638,1185.8496088981628,1433.715669631958,-0.6273043487738759,-93418.16361940559
MASAC,E1,17,8760,148920,157679,1171.828942976892,536.1433240398765,925.744892977178,1171.828942976892,-0.5940935033245957,-88472.40451509878
MASAC,E1,18,8760,157680,166439,1442.494648694992,574.6171877980232,1139.5708111524582,1442.494648694992,-0.6196734128005857,-92281.76463426324
MASAC,E1,19,8760,166440,175199,1436.8622224330902,951.09643805027,1135.1211891174316,1433.7156693935394,-0.626621744706036,-93316.51022162288
MASAC,E1,20,8760,175200,183959,2074.396692000329,949.0923978313804,1638.7734192833304,1171.828942976892,-0.5936434362832134,-88405.38053129613
MASAC,E1,21,8760,183960,192719,1442.494648694992,574.6171877980232,1139.5708111524582,1442.494648694992,-0.6209577095561946,-92473.0221071085
MASAC,E1,22,8737,192720,201456,1433.7156693935394,949.0136524438858,1132.6354122161863,1433.7156693935394,-0.6262709057626162,-93019.39136201562
MASAC,E1,23,8760,201480,210239,1442.494648694992,574.6171877980232,1139.5708111524582,1442.494648694992,-0.6198266866174633,-92304.59017107263
MASAC,E1,24,8760,210240,218999,1433.7156693935394,949.0136524438858,1132.6354122161863,1433.7156693935394,-0.625059442587418,-93083.85219011828
MASAC,E1,25,8760,219000,227759,1298.8265947923064,594.2481717690825,1026.0730424150825,1171.8289370164275,-0.5912577995024707,-88050.11150190793
MASAC,E1,26,8760,227760,236519,966.3174483776093,384.9321861863136,1064.884356379509,1442.4946639537811,-0.617648968359532,-91980.28436810151
MASAC,E1,27,8760,236520,245279,962.8758409023284,637.3525321483612,988.3797512054444,1433.7156541347504,-0.624221940411225,-92959.13136603963
MASAC,E1,28,8760,245280,254039,1171.828942976892,536.1433240398765,925.744892977178,1171.828942976892,-0.5910754955645872,-88022.96279947832
MASAC,E1,29,8760,254040,262799,1442.494648694992,574.6171877980232,1139.5708111524582,1442.494648694992,-0.6177623385667682,-91997.16745936312
MASAC,E1,30,8752,262800,271551,1433.7156693935394,949.0136524438858,1132.6354122161863,1433.7156693935394,-0.62171172874099,-92500.75784899946
MASAC,E1,31,8760,271560,280319,1442.494648694992,574.6171877980232,1139.5708111524582,1442.494648694992,-0.6198266866174633,-92304.59017107263
MASAC,E1,32,8760,280320,289079,1433.7156693935394,949.0136524438858,1132.6354122161863,1433.7156693935394,-0.625059442587418,-93083.85219011828
MASAC,E1,33,8760,289080,297839,1298.8265947923064,594.2481717690825,1026.0730424150825,1171.8289370164275,-0.5912577995024707,-88050.11150190793
MASAC,E1,34,8760,297840,306599,966.3174483776093,384.9321861863136,1064.884356379509,1442.4946639537811,-0.617648968359532,-91980.28436810151
MASAC,E1,35,8760,306600,315359,962.8758409023284,637.3525321483612,988.3797512054444,1433.7156541347504,-0.624221940411225,-92959.13136603963
MASAC,E1,36,8760,315360,324119,1171.828942976892,536.1433240398765,925.744892977178,1171.828942976892,-0.5910754955645872,-88022.96279947832
MASAC,E1,37,8753,324120,332872,1442.494648694992,574.6171877980232,1139.5708111524582,1442.494648694992,-0.6177986854378559,-91929.0621918384
MASAC,E1,38,8760,332880,341639,1442.494648694992,574.6171877980232,1139.5708111524582,1442.494648694992,-0.6198266866174633,-92304.59017107263
MASAC,E1,39,8760,341640,350399,1433.7156693935394,949.0136524438858,1132.6354122161863,1433.7156693935394,-0.625059442587418,-93083.85219011828
MASAC,E1,40,8760,350400,359159,1298.8265947923064,594.2481717690825,1026.0730424150825,1171.8289370164275,-0.5912577995024707,-88050.11150190793
MASAC,E1,41,8760,359160,367919,966.3174483776093,384.9321861863136,1064.884356379509,1442.4946639537811,-0.617648968359532,-91980.28436810151
MASAC,E1,42,8760,367920,376679,962.8758409023284,637.3525321483612,988.3797512054444,1433.7156541347504,-0.624221940411225,-92959.13136603963
MASAC,E1,43,8760,376680,385439,1171.828942976892,536.1433240398765,925.744892977178,1171.828942976892,-0.5910754955645872,-88022.96279947832
MASAC,E1,44,8760,385440,394199,1442.494648694992,574.6171877980232,1139.5708111524582,1442.494648694992,-0.6177623385667682,-91997.16745936312
