algorithm,scenario,agent,agent_index,trace_rows,action_l2_mean,action_l2_max,action_mean,individual_reward_mean,individual_reward_sum,grid_import_kwh,grid_export_kwh,battery_consumption_kwh,battery_energy_balance_kwh,ev_charge_kwh,ev_consumption_kwh,ev_v2g_export_kwh,pv_generation_kwh,pv_export_kwh
MASAC,E2,Building_3,2,100,0.23,1.0,0.007000000000000001,-0.7135681933909654,-71.35681933909655,3672.129463195801,1144.9121704101565,-1428.5315551757812,0.0,0.0,0.0,0.0,2483.031325138855,0.0
MASAC,E2,Building_4,3,100,0.1,1.0,0.01,-0.699056760147214,-69.9056760147214,1599.2074356079102,0.0,0.0,0.0,0.0,0.0,0.0,1048.3533339950563,0.0
MASAC,E2,Building_5,4,100,0.03,1.0,-0.002,-0.7414161462336779,-74.14161462336779,2095.4054889678955,0.0,-55.85494422912598,0.0,0.0,0.0,0.0,443.9311362197877,0.0
MASAC,E2,Building_6,5,100,0.4,1.0,0.005294117647058814,-0.7379283566772937,-73.79283566772938,17730.562561035156,0.0,0.0,0.0,0.0,0.0,0.0,8701.263539632415,0.0
MASAC,E2,Building_7,6,100,0.49,1.0,0.008409090909090899,-0.5760821447148919,-57.60821447148919,589.8791046142578,0.0,0.0,0.0,0.0,0.0,0.0,3366.3261556617736,0.0
MASAC,E2,Building_8,7,100,0.25,1.0,-0.000526315789473684,-0.5786972533538938,-57.869725335389376,1037.761836528778,0.0,400.3079299926758,0.0,0.0,0.0,0.0,8860.411730068969,0.0
MASAC,E2,Building_9,8,100,0.1,1.0,0.00833333333333333,-0.504320615103934,-50.432061510393396,114.90987277030945,0.0,0.0,0.0,0.0,0.0,0.0,1849.9818987960814,0.0
MASAC,E3,Building_1,0,100,0.1,1.0,0.01666666666666666,-0.736037547364831,-73.6037547364831,21273.038208007812,0.0,0.0,0.0,0.0,0.0,0.0,5877.4875542358395,0.0
MASAC,E3,Building_10,9,100,0.08,1.0,0.0075,-0.6861901908367872,-68.61901908367872,1760.1509513854983,0.0,0.0,0.0,0.0,0.0,0.0,6003.259956843567,0.0
MASAC,E3,Building_11,10,100,0.09,1.0,0.018000000000000002,-0.7160310738533735,-71.60310738533735,3269.2429275512695,0.0,0.0,0.0,0.0,0.0,0.0,17841.054509480287,0.0
MASAC,E3,Building_12,11,100,0.19,1.0,0.014000000000000002,-0.7180816490203142,-71.80816490203142,9479.268600463867,1179.5131225585938,-1007.3970947265625,0.0,0.0,0.0,0.0,7671.025058631897,0.0
MASAC,E3,Building_13,12,100,0.2,1.0,0.013846153846153841,-0.5356887135654688,-53.56887135654688,152.94499542564154,0.0,67.3597412109375,0.0,0.0,0.0,0.0,1132.1482118759156,0.0
MASAC,E3,Building_14,13,100,0.11,1.0,0.014999999999999993,-0.5423007412999868,-54.230074129998684,244.94688093662262,0.0,135.33690764295727,0.0,0.0,0.0,0.0,7478.335752955627,0.0
MASAC,E3,Building_15,14,100,0.22,1.0,0.02,-0.6252270226925611,-62.522702269256115,928.7009716033934,0.0,0.0,0.0,0.0,0.0,0.0,4133.13716485138,0.0
MASAC,E3,Building_16,15,100,0.17,1.0,0.009999999999999997,-0.6906917565315962,-69.06917565315962,2817.539710998535,33.03385925292969,-136.1643984600596,0.0,0.0,0.0,0.0,4300.8597409881595,0.0
MASAC,E3,Building_17,16,100,0.24,1.0,0.009230769230769228,-0.6782339528948068,-67.82339528948069,1114.2255401611328,0.0,3.146481990814209,0.0,0.0,0.0,0.0,672.835042740631,0.0
MASAC,E3,Building_2,1,100,0.07,1.0,0.00625,-0.5621738141030073,-56.21738141030073,371.25183583796024,0.0,0.0,0.0,0.0,0.0,0.0,3364.6200732421876,0.0
MASAC,E3,Building_3,2,100,0.2,1.0,0.01,-0.7251106758415699,-72.51106758415699,3955.748893737793,0.0,0.0,0.0,0.0,0.0,0.0,2483.031325138855,0.0
MASAC,E3,Building_4,3,100,0.1,1.0,0.01,-0.7072018736600876,-70.72018736600876,1599.2074356079102,0.0,-2.816966286900424e-07,0.0,0.0,0.0,0.0,1048.3533339950563,0.0
MASAC,E3,Building_5,4,100,0.03,1.0,-0.002,-0.7448658680915833,-74.48658680915833,2095.4004306793213,0.0,-55.860002517700195,0.0,0.0,0.0,0.0,443.9311362197877,0.0
MASAC,E3,Building_6,5,100,0.39,1.0,0.007352941176470575,-0.7413441997766494,-74.13441997766495,17730.562561035156,0.0,0.0,0.0,0.0,0.0,0.0,8701.263539632415,0.0
MASAC,E3,Building_7,6,100,0.42,1.0,0.007272727272727264,-0.5974361195415259,-59.743611954152584,589.8791046142578,0.0,0.0,0.0,0.0,0.0,0.0,3366.3261556617736,0.0
MASAC,E3,Building_8,7,100,0.25,1.0,-0.000526315789473684,-0.6004722266644239,-60.047222666442394,1041.0600008964539,0.0,403.6061172485351,0.0,0.0,0.0,0.0,8860.411730068969,0.0
MASAC,E3,Building_9,8,100,0.1,1.0,0.00833333333333333,-0.5323402203619481,-53.2340220361948,114.90987277030945,0.0,0.0,0.0,0.0,0.0,0.0,1849.9818987960814,0.0
MATD3,E1,Building_1,0,104,2.190720303934868,2.449489742783178,0.2922567223222592,-0.7640534861443135,-79.4615625590086,22743.2900390625,2813.3603515625,-2896.0241201648314,0.0,0.0,0.0,0.0,11717.526645703507,0.0
MATD3,E1,Building_10,9,104,2.4296543823025405,2.6457513110645907,0.33537481292688215,-0.7327984412415669,-76.21103788912296,1570.8681182861328,2079.129638671875,-2351.535367897437,0.0,0.0,0.0,0.0,11967.444195806695,0.0
MATD3,E1,Building_11,10,104,1.8038190856120113,2.0,0.04779039128468587,-0.7455213890912441,-77.53422446548939,4476.394058227539,0.0,927.7127921001447,0.0,0.0,0.0,0.0,35604.95396225815,0.0
MATD3,E1,Building_12,11,104,1.566670021112061,1.7320508075688772,0.11580773213734993,-0.7444091220028125,-77.4185486882925,9339.79556274414,2642.44482421875,-3263.8703537881374,0.0,0.0,0.0,0.0,15281.14756362915,0.0
MATD3,E1,Building_13,12,104,2.527199896447378,3.0,0.5129649780811907,-0.6822860510303423,-70.95774930715561,76.69664219021797,88.45650672912598,-97.00786240102177,0.0,0.0,0.0,0.0,2262.08487811203,0.0
MATD3,E1,Building_14,13,104,1.8633123348429357,2.23606797749979,-0.27512042513355994,-0.6838975831006582,-71.12534864246845,150.2689870595932,0.0,35.12140970117207,0.0,0.0,0.0,0.0,14898.313939362715,0.0
MATD3,E1,Building_15,14,104,2.4466999575614734,2.6457513110645907,0.29242068615097266,-0.7104467553301499,-73.8864625543356,849.5424137115477,21.045219421386722,-159.72163391113278,0.0,0.0,0.0,0.0,8251.130624138641,0.0
MATD3,E1,Building_16,15,104,2.1097034175947984,2.6457513110645907,0.23668705101108406,-0.7348754126578569,-76.42704291641712,2785.142234802246,0.0,-135.12109158441808,0.0,0.0,0.0,0.0,8584.452638731385,0.0
MATD3,E1,Building_17,16,104,2.8905503707777624,3.1622776601683795,0.6193774802026135,-0.7357285001243536,-76.51576401293278,1696.0469055175781,0.0,491.3489300718211,0.0,0.0,0.0,0.0,1342.8837048685073,0.0
MATD3,E1,Building_2,1,104,2.1194749575494987,2.449489742783178,0.5849847555196342,-0.6944755689742473,-72.22545917332172,474.90645107626915,12.203322410583496,81.16634251205122,0.0,0.0,0.0,0.0,6706.000883789063,0.0
MATD3,E1,Building_3,2,104,2.686141408116995,3.0,0.41221633854393774,-0.7462484976993158,-77.60984376072884,7461.816390991211,0.0,3353.6630859375,0.0,0.0,0.0,0.0,4962.636969781875,0.0
MATD3,E1,Building_4,3,104,2.0611190791019585,2.449489742783178,0.13184046602019897,-0.7465087424677151,-77.63690921664238,2210.801954269409,0.0,462.7076835632324,0.0,0.0,0.0,0.0,2091.7528978378296,0.0
MATD3,E1,Building_5,4,104,1.8475035592118034,2.0,0.020898523554205888,-0.7549702549496522,-78.51690651476383,2299.901077270508,0.0,-114.33385062217712,0.0,0.0,0.0,0.0,893.1792795974733,0.0
MATD3,E1,Building_6,5,104,3.8833397943236503,4.795831523312719,0.35308809189691637,-0.7734734148073655,-80.44123513996601,19138.140869140625,0.0,-0.0010755830044217873,0.0,0.0,0.0,0.0,17327.912063230513,0.0
MATD3,E1,Building_7,6,104,4.249902778874511,4.898979485566356,0.3522452268687604,-0.7001958409181008,-72.82036745548248,533.226544380188,979.761444091797,-1042.3382290724405,0.0,0.0,0.0,0.0,6730.721096046639,0.0
MATD3,E1,Building_8,7,104,3.129660422322229,3.605551275463989,0.2740559367018069,-0.7093043967794913,-73.7676572650671,1058.1251883506775,0.0,403.0593207390284,0.0,0.0,0.0,0.0,17644.07453102989,0.0
MATD3,E1,Building_9,8,104,2.3166115011398465,2.6457513110645907,0.3237005961754431,-0.6685793214262679,-69.53224942833185,105.58874344825745,161.06903839111328,-178.76996123133245,0.0,0.0,0.0,0.0,3698.218697314262,0.0
MATD3,E2,Building_1,0,104,1.9518227574387599,2.23606797749979,0.42382471965482604,-0.6945330821024702,-72.2314405386569,22743.290130615234,2813.3603515625,-2896.023992739865,0.0,0.0,0.0,0.0,11717.526645703507,0.0
MATD3,E2,Building_10,9,104,2.4365724806963005,2.6457513110645907,0.30710435526158947,-0.6298301904104077,-65.5023398026824,1570.8682403564453,2079.129638671875,-2351.535238864467,0.0,0.0,0.0,0.0,11967.444195806695,0.0
MATD3,E2,Building_11,10,104,1.6693609956626874,2.0,0.3240507829647798,-0.671125226528742,-69.79702355898917,4476.393409729004,0.0,927.7121578568099,0.0,0.0,0.0,0.0,35604.95396225815,0.0
MATD3,E2,Building_12,11,104,1.8195689201716134,2.23606797749979,0.12197526842355727,-0.651785627580606,-67.78570526838303,9339.79556274414,2642.44482421875,-3263.8703537881374,0.0,0.0,0.0,0.0,15281.14756362915,0.0
MATD3,E2,Building_13,12,104,2.4758983321298382,3.0,0.40171150364444624,-0.49296648483812955,-51.26851442316547,76.69664219021797,88.45650672912598,-97.00786255813027,0.0,0.0,0.0,0.0,2262.08487811203,0.0
MATD3,E2,Building_14,13,104,2.0761513561874665,2.449489742783178,0.11007378090364044,-0.49314762909825033,-51.28735342621803,150.26897990703583,0.0,35.121402472257614,0.0,0.0,0.0,0.0,14898.313939362715,0.0
MATD3,E2,Building_15,14,104,2.2742672973557627,2.6457513110645907,0.2304721613916067,-0.5752100716031586,-59.8218474467285,849.542453765869,21.045219421386722,-159.72159172570898,0.0,0.0,0.0,0.0,8251.130624138641,0.0
MATD3,E2,Building_16,15,104,2.0917265617735246,2.449489742783178,0.2293222577548062,-0.6404015378614601,-66.60175993759185,2785.142234802246,0.0,-135.12109158441808,0.0,0.0,0.0,0.0,8584.452638731385,0.0
MATD3,E2,Building_17,16,104,2.1651604716519532,3.0,0.18697558578169904,-0.6286631891091999,-65.38097166735679,1696.0475101470947,0.0,491.3495330810547,0.0,0.0,0.0,0.0,1342.8837048685073,0.0
MATD3,E2,Building_2,1,104,1.950303297179113,2.449489742783178,0.28388337404108965,-0.5349013486232322,-55.62974025681615,474.9064472615719,12.203322410583496,81.16633893154639,0.0,0.0,0.0,0.0,6706.000883789063,0.0
MATD3,E2,Building_3,2,104,2.4582530556452786,2.8284271247461903,0.17237868824830424,-0.6732512302159404,-70.0181279424578,7461.816383361816,0.0,3353.663079561631,0.0,0.0,0.0,0.0,4962.636969781875,0.0
MATD3,E2,Building_4,3,104,2.0987172527185107,2.449489742783178,0.15025263021771723,-0.6767412071975951,-70.38108554854989,2210.801950454712,0.0,462.70768070122995,0.0,0.0,0.0,0.0,2091.7528978378296,0.0
MATD3,E2,Building_5,4,104,1.5806510565111123,2.0,0.07315472934681636,-0.7041125662553196,-73.22770689055324,2487.0337562561035,0.0,-114.33385127287386,0.0,0.0,0.0,0.0,893.1792795974733,0.0
MATD3,E2,Building_6,5,104,3.683416543934092,4.358898943540674,0.2679586807137873,-0.7126227645561672,-74.11276751384139,19138.141967773438,0.0,-3.586568345781416e-05,0.0,0.0,0.0,0.0,17327.912063230513,0.0
MATD3,E2,Building_7,6,104,4.429125341767401,5.000191071883268,0.4210516795380874,-0.548490575355782,-57.04301983700134,533.2271320819855,979.761444091797,-1042.3376378173637,0.0,0.0,0.0,0.0,6730.721096046639,0.0
MATD3,E2,Building_8,7,104,3.0494213103235905,3.4641016151377544,0.15638832651410503,-0.5692612100661231,-59.2031658468768,1058.1253962516785,0.0,403.0595245361328,0.0,0.0,0.0,0.0,17644.07453102989,0.0
MATD3,E2,Building_9,8,104,2.34215552118385,2.6457513110645907,0.2698574425825754,-0.4741461436541823,-49.311198940034956,105.58874607086182,161.06903839111328,-178.76995849609375,0.0,0.0,0.0,0.0,3698.218697314262,0.0
MATD3,E3,Building_1,0,104,2.067569724427826,2.449489742783178,0.25142031578490365,-0.7053830926306546,-73.35984163358808,22743.29034423828,2813.3603515625,-2896.023838626752,0.0,0.0,0.0,0.0,11717.526645703507,0.0
MATD3,E3,Building_10,9,104,2.4616724817478772,2.8284271247461903,-0.004166232914520575,-0.649357262855539,-67.53315533697605,1570.8682899475098,2079.129638671875,-2351.5351864336335,0.0,0.0,0.0,0.0,11967.444195806695,0.0
MATD3,E3,Building_11,10,104,1.8190417708394153,2.0,0.2626133673466169,-0.6799438117752568,-70.71415642462671,4476.393859863281,0.0,927.7125979232133,0.0,0.0,0.0,0.0,35604.95396225815,0.0
MATD3,E3,Building_12,11,104,1.6063996767615338,1.7320508075688772,-0.08226919093957316,-0.6685742979439405,-69.53172698616982,9339.79556274414,2642.44482421875,-3263.8703537881374,0.0,0.0,0.0,0.0,15281.14756362915,0.0
MATD3,E3,Building_13,12,104,2.4748673818279956,2.8284271247461903,0.491345169976045,-0.5298321923026099,-55.102547999471426,76.69664505124092,88.45650672912598,-97.00785953753346,0.0,0.0,0.0,0.0,2262.08487811203,0.0
MATD3,E3,Building_14,13,104,2.089390020670245,2.449489742783178,0.06882295822605299,-0.5221220995299518,-54.30069835111499,150.26897394657135,0.0,35.12139646908918,0.0,0.0,0.0,0.0,14898.313939362715,0.0
MATD3,E3,Building_15,14,104,2.067507529498398,2.6457513110645907,0.17992068615097268,-0.6014243457466364,-62.548131957650185,849.5424137115477,21.045219421386722,-159.72163391113278,0.0,0.0,0.0,0.0,8251.130624138641,0.0
MATD3,E3,Building_16,15,104,2.383225787473939,2.6457513110645907,0.33731042343527956,-0.6585637281756275,-68.49062773026526,2785.142234802246,0.0,-135.12109158441808,0.0,0.0,0.0,0.0,8584.452638731385,0.0
MATD3,E3,Building_17,16,104,2.4759523399572663,3.060804888577364,0.43121945530661115,-0.649721572175622,-67.57104350626469,1696.0470294952393,0.0,491.3490550610668,0.0,0.0,0.0,0.0,1342.8837048685073,0.0
MATD3,E3,Building_2,1,104,1.9424563461339217,2.449489742783178,0.4492908845870541,-0.5613448516546319,-58.379864572081715,474.9064492434263,12.203322410583496,81.16634120335596,0.0,0.0,0.0,0.0,6706.000883789063,0.0
MATD3,E3,Building_3,2,104,2.4896928940949983,3.0,0.4306101205257269,-0.6866610310658311,-71.41274723084643,7461.815143585205,0.0,3353.661851281795,0.0,0.0,0.0,0.0,4962.636969781875,0.0
MATD3,E3,Building_4,3,104,2.278392236196838,2.6457513110645907,0.4658453606400424,-0.6931064672770355,-72.08307259681169,2210.8018836975098,0.0,462.70758758891634,0.0,0.0,0.0,0.0,2091.7528978378296,0.0
MATD3,E3,Building_5,4,104,1.5484438670959437,2.0,-0.04256301490733257,-0.70570570952259,-73.39339379034936,2402.5222663879395,0.0,-114.33385062217712,0.0,0.0,0.0,0.0,893.1792795974733,0.0
MATD3,E3,Building_6,5,104,4.136018021623166,4.898979485566356,0.3431509647044833,-0.7227969779453886,-75.1708857063204,19138.141967773438,0.0,-2.8766746254405007e-05,0.0,0.0,0.0,0.0,17327.912063230513,0.0
MATD3,E3,Building_7,6,104,4.579192149485902,5.0,0.4080403465679944,-0.577492804517253,-60.05925166979432,533.226544380188,979.761444091797,-1042.3382290724405,0.0,0.0,0.0,0.0,6730.721096046639,0.0
MATD3,E3,Building_8,7,104,3.2892131338069825,3.605551275463989,0.19747867092286583,-0.5958447096099218,-61.96784979943186,1058.1253962516785,0.0,403.0595245361328,0.0,0.0,0.0,0.0,17644.07453102989,0.0
MATD3,E3,Building_9,8,104,2.274843873543752,2.6457513110645907,0.30427508030194217,-0.5096209835879003,-53.00058229314163,105.58874607086182,161.06903839111328,-178.76995849609375,0.0,0.0,0.0,0.0,3698.218697314262,0.0
