algorithm,scenario,agent,agent_index,trace_rows,action_l2_mean,action_l2_max,action_mean,individual_reward_mean,individual_reward_sum,grid_import_kwh,grid_export_kwh,battery_consumption_kwh,battery_energy_balance_kwh,ev_charge_kwh,ev_consumption_kwh,ev_v2g_export_kwh,pv_generation_kwh,pv_export_kwh
HAPPO,E2,Building_14,13,98,1.7260594309398811,2.23606797749979,0.045079906249330164,-0.5041452439463868,-49.40623390674591,581.7111257314682,152.54467117786407,326.83537755820197,0.0,0.0,0.0,0.0,5788.474978814315,0.0
HAPPO,E2,Building_15,14,98,2.0147849246813596,2.449489742783178,0.10717050402748339,-0.5297555158637008,-51.91604055464268,592.3276414871215,193.17675018310547,-489.3152567095781,0.0,0.0,0.0,0.0,3185.8068338043217,0.0
HAPPO,E2,Building_16,15,98,2.4778238431066537,2.9848164682230127,0.4491853010562925,-0.5980431052799128,-58.60822431743145,2639.7384176254272,375.50776863098145,-285.08993091630145,0.0,0.0,0.0,0.0,3316.2707767959596,0.0
HAPPO,E2,Building_17,16,98,2.2459056770565753,2.6457513110645907,0.28684705676543093,-0.6769993910375907,-66.34594032168388,4925.1263999938965,0.0,3830.2239843409147,0.0,0.0,0.0,0.0,519.0440852289199,0.0
HAPPO,E2,Building_2,1,98,1.8886935394771673,2.449489742783178,0.2351359648211878,-0.5097567782718309,-49.95616427063942,542.0127963423729,97.41440697014332,119.79239068506507,0.0,0.0,0.0,0.0,2601.265751953125,0.0
HAPPO,E2,Building_3,2,98,2.0464067688257046,2.679649599174802,0.24813786355151354,-0.6574140291432945,-64.42657485604286,6377.852279663086,505.30953216552734,2244.350168105922,0.0,0.0,0.0,0.0,1908.7637908855438,0.0
HAPPO,E2,Building_4,3,98,1.3107015877807677,2.238392095435909,-0.0455909304282799,-0.5771584424133204,-56.561527356505394,719.1342353820801,3597.115676879883,-4475.257845394571,0.0,0.0,0.0,0.0,809.0598532524109,0.0
HAPPO,E2,Building_5,4,98,1.7391613354861155,2.0,0.3136284527197784,-0.6927035980078639,-67.88495260477066,2176.707841873169,0.0,90.95349003631736,0.0,0.0,0.0,0.0,336.63464343547827,0.0
HAPPO,E2,Building_6,5,98,3.944087333012559,4.5527137732590015,0.35465519761388264,-0.6799027509227091,-66.63046959042549,18926.20051574707,0.0,1578.5076645612717,0.0,0.0,0.0,0.0,6740.265884397125,0.0
HAPPO,E2,Building_7,6,98,3.767146938833955,4.81263588967298,0.26612830456531583,-0.48925709405115675,-47.94719521701336,218.06532609462738,3646.6736345291138,-3949.098850482005,0.0,0.0,0.0,0.0,2584.407702050972,0.0
HAPPO,E2,Building_8,7,98,2.918677730414168,3.652603368133751,0.27177738950929925,-0.5481774621472066,-53.721391290426254,2017.3117671012878,67.36253499984741,1369.5843354252715,0.0,0.0,0.0,0.0,6864.141457635879,0.0
HAPPO,E2,Building_9,8,98,2.392799089140469,2.8284271247461903,0.28647145437279425,-0.45892676391771864,-44.974822863936424,12.551844358444214,565.5058084726334,-666.1392769813538,0.0,0.0,0.0,0.0,1418.3546435863493,0.0
HAPPO,E3,Building_1,0,98,1.6743155728202077,2.4449432911682267,0.026851048927475394,-0.6472109963699263,-63.42667764425278,17288.337951660156,7160.643493652344,-10504.124307483435,0.0,0.0,0.0,0.0,4542.808760465622,0.0
HAPPO,E3,Building_10,9,98,2.254401427574208,2.781507877400588,0.1875053204938161,-0.596335524351013,-58.44088138639927,1042.207664489746,4719.409355163574,-5296.858530044556,0.0,0.0,0.0,0.0,4640.6653974065775,0.0
HAPPO,E3,Building_11,10,98,1.7212202461474324,2.199437086886757,0.2074955560875182,-0.6068880293442278,-59.47502687573433,4058.193256378174,1495.2548599243164,-655.2637033824776,0.0,0.0,0.0,0.0,13761.06470701523,0.0
HAPPO,E3,Building_12,11,98,1.5950564589430483,2.0,0.32271502957660325,-0.6085701519433333,-59.63987489044666,3073.4098587036133,12560.91519165039,-18438.174567222595,0.0,0.0,0.0,0.0,5938.432074022293,0.0
HAPPO,E3,Building_13,12,98,2.06208558429356,3.0,0.12956300377991967,-0.5001095849640516,-49.01073932647705,131.3799555823207,360.81789779663086,-303.00814830535796,0.0,0.0,0.0,0.0,870.5473099121093,0.0
HAPPO,E3,Building_14,13,98,1.6904985582795582,2.1581905413159155,0.011967404523775687,-0.5527310284728907,-54.167640790343285,627.2110077142715,86.50362706184387,438.37630108084716,0.0,0.0,0.0,0.0,5788.474978814315,0.0
HAPPO,E3,Building_15,14,98,1.9742121230538991,2.3884725241071147,0.053849994334183166,-0.5767224108686253,-56.518796265125275,832.1302938461303,62.945138931274414,-119.28100188642748,0.0,0.0,0.0,0.0,3185.8068338043217,0.0
HAPPO,E3,Building_16,15,98,2.485916501573139,2.973492040927924,0.4698595283991618,-0.6334954066848268,-62.08254985511303,2682.550175666809,103.11033248901367,30.119259301955026,0.0,0.0,0.0,0.0,3316.2707767959596,0.0
HAPPO,E3,Building_17,16,98,2.2274161600398505,2.8433878887009083,0.2905724178444085,-0.677309842438114,-66.37636455893517,4420.540147781372,0.0,3325.6377335722345,0.0,0.0,0.0,0.0,519.0440852289199,0.0
HAPPO,E3,Building_2,1,98,1.8325630057903057,2.449489742783178,0.14996719865451508,-0.5302696282766304,-51.96642357110977,370.12861166894436,143.48735094070435,-98.16473900852503,0.0,0.0,0.0,0.0,2601.265751953125,0.0
HAPPO,E3,Building_3,2,98,2.1896987082114534,2.671349428148269,0.25027436802391795,-0.6737494023174656,-66.02744142711163,6125.78715133667,119.96813201904297,2377.626497301124,0.0,0.0,0.0,0.0,1908.7637908855438,0.0
HAPPO,E3,Building_4,3,98,1.2960626507094146,2.238758646011916,0.029818182174420477,-0.6020933531072675,-59.005148604512215,703.4844055175781,3730.4051036834717,-4624.1970689446935,0.0,0.0,0.0,0.0,809.0598532524109,0.0
HAPPO,E3,Building_5,4,98,1.691224455407632,2.0,0.2794139722704279,-0.6951898870115377,-68.1286089271307,2231.353765487671,0.0,88.44513778345981,0.0,0.0,0.0,0.0,336.63464343547827,0.0
HAPPO,E3,Building_6,5,98,3.997940206217872,4.558799842639497,0.32985978484076045,-0.6273234819575232,-61.47770123183727,6714.1109619140625,3922.5518493652344,-14556.13364481926,0.0,0.0,0.0,0.0,6740.265884397125,0.0
HAPPO,E3,Building_7,6,98,3.9253532942007263,5.110456866467823,0.2906524873575034,-0.5452539893437405,-53.43489095568657,497.76002383232117,120.9127550125122,-143.64328137764892,0.0,0.0,0.0,0.0,2584.407702050972,0.0
HAPPO,E3,Building_8,7,98,2.867721627197539,3.6616380964034834,0.2727324111343618,-0.5777465266232588,-56.61915960907936,1272.69184923172,112.18359041213989,580.1433464367105,0.0,0.0,0.0,0.0,6864.141457635879,0.0
HAPPO,E3,Building_9,8,98,2.272173091148048,2.6792642773610127,0.30777201039849644,-0.5074004977941513,-49.72524878382683,12.420407056808472,564.6986440420151,-665.4830446243286,0.0,0.0,0.0,0.0,1418.3546435863493,0.0
MAAC,E1,Building_1,0,100,0.11,1.0,0.018333333333333326,-0.7549082344770431,-75.49082344770432,21120.572387695312,0.0,0.0,0.0,0.0,0.0,0.0,3763.0469862880705,0.0
MAAC,E1,Building_10,9,100,0.25,1.0,0.02125,-0.721702348291874,-72.1702348291874,1689.1886405944824,0.0,-9.847616820479743e-05,0.0,0.0,0.0,0.0,3844.0767331449506,0.0
MAAC,E1,Building_11,10,100,0.08,1.0,-0.016,-0.7368317478895188,-73.68317478895187,3214.7637252807617,319.7672119140625,-386.2192077636719,0.0,0.0,0.0,0.0,11400.30822831955,0.0
MAAC,E1,Building_12,11,100,0.05,1.0,0.002,-0.7423674815893173,-74.23674815893173,8827.794204711914,1426.3429565429688,-1791.5472458684017,0.0,0.0,0.0,0.0,4918.665941171646,0.0
MAAC,E1,Building_13,12,100,0.2,1.0,0.013846153846153841,-0.6582712283730507,-65.82712283730507,80.97757141292095,56.48958969116211,-53.79983615875244,0.0,0.0,0.0,0.0,721.2208304748534,0.0
MAAC,E1,Building_14,13,100,0.06,1.0,0.0,-0.6590507888793945,-65.90507888793945,101.1079375743866,67.75723838806152,-72.7290287209853,0.0,0.0,0.0,0.0,4794.4989192249295,0.0
MAAC,E1,Building_15,14,100,0.25,1.0,0.001,-0.694507769048214,-69.4507769048214,835.3482055664061,252.04668807983398,-330.1326141357422,0.0,0.0,0.0,0.0,2639.3659410736086,0.0
MAAC,E1,Building_16,15,100,0.11,1.0,0.002307692307692307,-0.7246074378490448,-72.46074378490448,2695.3875885009766,0.0,0.0,0.0,0.0,0.0,0.0,2747.3998977035526,0.0
MAAC,E1,Building_17,16,100,0.15,1.0,0.011538461538461536,-0.7198942345380783,-71.98942345380783,1115.4792861938477,0.0,0.0,0.0,0.0,0.0,0.0,429.98864745044705,0.0
MAAC,E1,Building_2,1,100,0.07,1.0,0.00875,-0.6667737948894501,-66.67737948894501,345.40435096621513,0.0,0.0,0.0,0.0,0.0,0.0,2154.6003662109374,0.0
MAAC,E1,Building_3,2,100,0.05,1.0,-0.0030000000000000005,-0.743487691283226,-74.3487691283226,3781.894218444824,0.0,0.0,0.0,0.0,0.0,0.0,1581.4270056316375,0.0
MAAC,E1,Building_4,3,100,0.03,1.0,0.00375,-0.7300684124231338,-73.00684124231339,1620.4918117523193,0.0,0.0,0.0,0.0,0.0,0.0,670.2283849128723,0.0
MAAC,E1,Building_5,4,100,0.09,1.0,0.018000000000000002,-0.7587537658214569,-75.87537658214569,2199.6117248535156,0.0,0.0,0.0,0.0,0.0,0.0,279.0699712583542,0.0
MAAC,E1,Building_6,5,100,0.55,1.0,0.008529411764705867,-0.7531461489200592,-75.31461489200592,17712.57763671875,0.0,0.0,0.0,0.0,0.0,0.0,5582.589105975341,0.0
MAAC,E1,Building_7,6,100,0.47,1.0,0.009772727272727261,-0.6816582924127579,-68.16582924127579,548.8347861766815,0.0,-1.3582531209976878e-05,0.0,0.0,0.0,0.0,2141.2026934816363,0.0
MAAC,E1,Building_8,7,100,0.34,1.0,0.01473684210526315,-0.6802236801385879,-68.0223680138588,726.3786625862122,0.0,120.89563751220705,0.0,0.0,0.0,0.0,5685.157532692337,0.0
MAAC,E1,Building_9,8,100,0.07,1.0,0.005833333333333332,-0.6508134087920189,-65.08134087920189,114.12363243103027,0.0,-2.6976968001690693e-06,0.0,0.0,0.0,0.0,1174.9230230709074,0.0
MAAC,E2,Building_1,0,100,0.11,1.0,0.011666666666666664,-0.7364984606206417,-73.64984606206417,21120.572387695312,0.0,0.0,0.0,0.0,0.0,0.0,3763.0469862880705,0.0
MAAC,E2,Building_10,9,100,0.26,1.0,0.02,-0.67193603515625,-67.193603515625,1689.1887397766116,0.0,0.0,0.0,0.0,0.0,0.0,3844.0767331449506,0.0
MAAC,E2,Building_11,10,100,0.06,1.0,-0.012000000000000002,-0.715429740101099,-71.5429740101099,3214.7637252807617,19.04820251464844,-85.50018310546875,0.0,0.0,0.0,0.0,11400.30822831955,0.0
MAAC,E2,Building_12,11,100,0.04,1.0,0.0,-0.7130042876303196,-71.30042876303196,8827.79426574707,213.09362792968753,-578.2978210449219,0.0,0.0,0.0,0.0,4918.665941171646,0.0
MAAC,E2,Building_13,12,100,0.19,1.0,0.013076923076923073,-0.5049886648356915,-50.498866483569145,83.77927009761333,0.0,5.491452572401613,0.0,0.0,0.0,0.0,721.2208304748534,0.0
MAAC,E2,Building_14,13,100,0.08,1.0,0.0033333333333333322,-0.5067346949875354,-50.67346949875355,106.07933521270753,0.0,-0.000393808877561,0.0,0.0,0.0,0.0,4794.4989192249295,0.0
MAAC,E2,Building_15,14,100,0.24,1.0,0.002,-0.5951043193042278,-59.51043193042278,835.3482055664061,197.99790382385254,-276.0838260650635,0.0,0.0,0.0,0.0,2639.3659410736086,0.0
MAAC,E2,Building_16,15,100,0.11,1.0,0.002307692307692307,-0.6855574166774749,-68.5557416677475,2695.3875885009766,0.0,0.0,0.0,0.0,0.0,0.0,2747.3998977035526,0.0
MAAC,E2,Building_17,16,100,0.18,1.0,0.013846153846153841,-0.6783811117708684,-67.83811117708683,1115.4792861938477,0.0,0.0,0.0,0.0,0.0,0.0,429.98864745044705,0.0
MAAC,E2,Building_2,1,100,0.07,1.0,0.00875,-0.5299057845771312,-52.99057845771313,345.40435096621513,0.0,0.0,0.0,0.0,0.0,0.0,2154.6003662109374,0.0
MAAC,E2,Building_3,2,100,0.05,1.0,-0.0030000000000000005,-0.7224753376841545,-72.24753376841545,3781.894218444824,0.0,0.0,0.0,0.0,0.0,0.0,1581.4270056316375,0.0
MAAC,E2,Building_4,3,100,0.03,1.0,0.00375,-0.6971501523256302,-69.71501523256302,1620.4918117523193,0.0,0.0,0.0,0.0,0.0,0.0,670.2283849128723,0.0
MAAC,E2,Building_5,4,100,0.13,1.0,0.026000000000000002,-0.7447668647766114,-74.47668647766113,2199.6117248535156,0.0,0.0,0.0,0.0,0.0,0.0,279.0699712583542,0.0
MAAC,E2,Building_6,5,100,0.58,1.0,0.008235294117647044,-0.7291839841008186,-72.91839841008186,17712.57763671875,0.0,0.0,0.0,0.0,0.0,0.0,5582.589105975341,0.0
MAAC,E2,Building_7,6,100,0.38,1.0,0.007727272727272718,-0.5688315081596375,-56.883150815963745,548.8347997665405,0.0,0.0,0.0,0.0,0.0,0.0,2141.2026934816363,0.0
MAAC,E2,Building_8,7,100,0.39,1.0,0.01736842105263157,-0.5687817074358463,-56.87817074358463,848.8159656524658,0.0,243.33293914794922,0.0,0.0,0.0,0.0,5685.157532692337,0.0
MAAC,E2,Building_9,8,100,0.08,1.0,0.0066666666666666645,-0.5024462258815765,-50.244622588157654,114.12363505363464,0.0,0.0,0.0,0.0,0.0,0.0,1174.9230230709074,0.0
MAAC,E3,Building_1,0,100,0.11,1.0,0.011666666666666664,-0.7423452970385551,-74.23452970385551,21120.572387695312,0.0,0.0,0.0,0.0,0.0,0.0,3763.0469862880705,0.0
MAAC,E3,Building_10,9,100,0.25,1.0,0.02125,-0.6849931740760803,-68.49931740760803,1689.1887397766116,0.0,0.0,0.0,0.0,0.0,0.0,3844.0767331449506,0.0
MAAC,E3,Building_11,10,100,0.05,1.0,-0.01,-0.7239700469374657,-72.39700469374657,3281.215705871582,0.0,0.0,0.0,0.0,0.0,0.0,11400.30822831955,0.0
MAAC,E3,Building_12,11,100,0.04,1.0,0.0,-0.7205258801579475,-72.05258801579475,8827.79426574707,184.62489318847656,-549.8290863037109,0.0,0.0,0.0,0.0,4918.665941171646,0.0
MAAC,E3,Building_13,12,100,0.19,1.0,0.013076923076923073,-0.5360235020518302,-53.60235020518303,80.86221425235271,18.03499794006348,-15.46060145165535,0.0,0.0,0.0,0.0,721.2208304748534,0.0
MAAC,E3,Building_14,13,100,0.08,1.0,0.0033333333333333322,-0.5375924631953239,-53.759246319532394,106.07933521270753,0.0,-0.000393808877561,0.0,0.0,0.0,0.0,4794.4989192249295,0.0
MAAC,E3,Building_15,14,100,0.25,1.0,0.001,-0.617142069041729,-61.7142069041729,835.3482055664061,267.3173179626465,-345.40323638916016,0.0,0.0,0.0,0.0,2639.3659410736086,0.0
MAAC,E3,Building_16,15,100,0.11,1.0,0.002307692307692307,-0.6962837642431259,-69.62837642431259,2695.3875885009766,0.0,0.0,0.0,0.0,0.0,0.0,2747.3998977035526,0.0
MAAC,E3,Building_17,16,100,0.16,1.0,0.012307692307692304,-0.6911271813511849,-69.11271813511848,1115.4792861938477,0.0,0.0,0.0,0.0,0.0,0.0,429.98864745044705,0.0
MAAC,E3,Building_2,1,100,0.07,1.0,0.00875,-0.5583476874232293,-55.83476874232292,345.40435096621513,0.0,0.0,0.0,0.0,0.0,0.0,2154.6003662109374,0.0
MAAC,E3,Building_3,2,100,0.05,1.0,-0.0030000000000000005,-0.7292353022098541,-72.92353022098541,3781.894218444824,0.0,0.0,0.0,0.0,0.0,0.0,1581.4270056316375,0.0
MAAC,E3,Building_4,3,100,0.03,1.0,0.00375,-0.7073866268992424,-70.73866268992424,1620.4918117523193,0.0,0.0,0.0,0.0,0.0,0.0,670.2283849128723,0.0
MAAC,E3,Building_5,4,100,0.12,1.0,0.024000000000000004,-0.7504523378610611,-75.04523378610611,2199.6117248535156,0.0,0.0,0.0,0.0,0.0,0.0,279.0699712583542,0.0
MAAC,E3,Building_6,5,100,0.57,1.0,0.007941176470588222,-0.7376992228627205,-73.76992228627205,17712.57763671875,0.0,0.0,0.0,0.0,0.0,0.0,5582.589105975341,0.0
MAAC,E3,Building_7,6,100,0.43,1.0,0.008863636363636353,-0.5935895621776581,-59.35895621776581,548.8347997665405,0.0,0.0,0.0,0.0,0.0,0.0,2141.2026934816363,0.0
MAAC,E3,Building_8,7,100,0.34,1.0,0.013684210526315783,-0.5897895383834839,-58.97895383834839,605.4830236434937,0.0,0.0,0.0,0.0,0.0,0.0,5685.157532692337,0.0
MAAC,E3,Building_9,8,100,0.08,1.0,0.0066666666666666645,-0.532867402434349,-53.286740243434906,114.12363505363464,0.0,0.0,0.0,0.0,0.0,0.0,1174.9230230709074,0.0
MASAC,E1,Building_1,0,100,0.1,1.0,0.01666666666666666,-0.7499756732583046,-74.99756732583046,21273.038208007812,0.0,0.0,0.0,0.0,0.0,0.0,5877.4875542358395,0.0
MASAC,E1,Building_10,9,100,0.08,1.0,0.0075,-0.7185043159127236,-71.85043159127235,1760.1509513854983,0.0,0.0,0.0,0.0,0.0,0.0,6003.259956843567,0.0
MASAC,E1,Building_11,10,100,0.09,1.0,0.006000000000000001,-0.7325580251216889,-73.25580251216888,3269.2429275512695,0.0,0.0,0.0,0.0,0.0,0.0,17841.054509480287,0.0
MASAC,E1,Building_12,11,100,0.18,1.0,0.012000000000000002,-0.7398281270265579,-73.98281270265579,9479.311935424805,1158.227355957031,-986.0679626464843,0.0,0.0,0.0,0.0,7671.025058631897,0.0
MASAC,E1,Building_13,12,100,0.18,1.0,0.012307692307692304,-0.6544756299257278,-65.44756299257278,152.94499542564154,0.0,67.3597412109375,0.0,0.0,0.0,0.0,1132.1482118759156,0.0
MASAC,E1,Building_14,13,100,0.08,1.0,0.009999999999999995,-0.6552554526925087,-65.52554526925087,109.60998165607454,0.0,1.1318362567180884e-05,0.0,0.0,0.0,0.0,7478.335752955627,0.0
MASAC,E1,Building_15,14,100,0.18,1.0,0.016,-0.6913344141840935,-69.13344141840935,928.7009716033934,0.0,0.0,0.0,0.0,0.0,0.0,4133.13716485138,0.0
MASAC,E1,Building_16,15,100,0.14,1.0,0.007692307692307689,-0.7214918950200081,-72.14918950200081,2817.539710998535,33.03924560546875,-136.16978481259866,0.0,0.0,0.0,0.0,4300.8597409881595,0.0
MASAC,E1,Building_17,16,100,0.27,1.0,0.013076923076923073,-0.7126271191239357,-71.26271191239357,1114.2256107330322,0.0,3.1465532779693604,0.0,0.0,0.0,0.0,672.835042740631,0.0
MASAC,E1,Building_2,1,100,0.06,1.0,0.005,-0.6653569984436035,-66.53569984436035,371.25183583796024,0.0,0.0,0.0,0.0,0.0,0.0,3364.6200732421876,0.0
MASAC,E1,Building_3,2,100,0.23,1.0,0.007000000000000001,-0.7381783145666122,-73.81783145666122,3672.129463195801,1144.9121704101565,-1428.5316467285156,0.0,0.0,0.0,0.0,2483.031325138855,0.0
MASAC,E1,Building_4,3,100,0.08,1.0,0.0075,-0.7269412994384765,-72.69412994384766,1599.2074356079102,0.0,0.0,0.0,0.0,0.0,0.0,1048.3533339950563,0.0
MASAC,E1,Building_5,4,100,0.03,1.0,-0.002,-0.7523742473125458,-75.23742473125458,2094.7717571258545,0.0,-56.48867607116699,0.0,0.0,0.0,0.0,443.9311362197877,0.0
MASAC,E1,Building_6,5,100,0.48,1.0,0.009411764705882337,-0.7525732403993607,-75.25732403993607,17730.562561035156,0.0,0.0,0.0,0.0,0.0,0.0,8701.263539632415,0.0
MASAC,E1,Building_7,6,100,0.54,1.0,0.009999999999999988,-0.6795626452565193,-67.95626452565193,589.8791046142578,0.0,0.0,0.0,0.0,0.0,0.0,3366.3261556617736,0.0
MASAC,E1,Building_8,7,100,0.24,1.0,0.004210526315789472,-0.6852996018528938,-68.52996018528938,1045.1838068962097,0.0,407.729923248291,0.0,0.0,0.0,0.0,8860.411730068969,0.0
MASAC,E1,Building_9,8,100,0.17,1.0,0.01416666666666666,-0.6488853326439857,-64.88853326439857,123.90987348556519,0.0,0.0,0.0,0.0,0.0,0.0,1849.9818987960814,0.0
MASAC,E2,Building_1,0,100,0.1,1.0,0.013333333333333329,-0.7319623259082436,-73.19623259082437,21273.038208007812,0.0,0.0,0.0,0.0,0.0,0.0,5877.4875542358395,0.0
MASAC,E2,Building_10,9,100,0.08,1.0,0.005,-0.6762540586665273,-67.62540586665273,1760.1509513854983,0.0,0.0,0.0,0.0,0.0,0.0,6003.259956843567,0.0
MASAC,E2,Building_11,10,100,0.09,1.0,0.018000000000000002,-0.7113259488716721,-71.13259488716722,3269.2429275512695,0.0,0.0,0.0,0.0,0.0,0.0,17841.054509480287,0.0
MASAC,E2,Building_12,11,100,0.2,1.0,0.016,-0.7154752664640546,-71.54752664640546,9479.268844604492,1179.4032592773438,-1007.2870788574219,0.0,0.0,0.0,0.0,7671.025058631897,0.0
MASAC,E2,Building_13,12,100,0.2,1.0,0.013846153846153841,-0.5073504312708974,-50.73504312708974,152.94499542564154,0.0,67.3597412109375,0.0,0.0,0.0,0.0,1132.1482118759156,0.0
MASAC,E2,Building_14,13,100,0.11,1.0,0.014999999999999993,-0.5145858040824532,-51.458580408245325,244.9462512731552,0.0,135.3362780424634,0.0,0.0,0.0,0.0,7478.335752955627,0.0
MASAC,E2,Building_15,14,100,0.19,1.0,0.017,-0.6069693856313825,-60.69693856313825,928.7009716033934,0.0,0.0,0.0,0.0,0.0,0.0,4133.13716485138,0.0
MASAC,E2,Building_16,15,100,0.17,1.0,0.009999999999999997,-0.6818107982352376,-68.18107982352376,2817.5397415161133,33.03379821777344,-136.164306640625,0.0,0.0,0.0,0.0,4300.8597409881595,0.0
MASAC,E2,Building_17,16,100,0.24,1.0,0.009230769230769228,-0.6661117708310484,-66.61117708310485,1114.2253456115723,0.0,3.146286964416504,0.0,0.0,0.0,0.0,672.835042740631,0.0
MASAC,E2,Building_2,1,100,0.09,1.0,0.00875,-0.5368849708512425,-53.688497085124254,371.25183583796024,0.0,0.0,0.0,0.0,0.0,0.0,3364.6200732421876,0.0
