metric,value
battery_capacity_fade_ratio,5.028306424212913e-05
battery_charge_total,353615.1211018505
battery_discharge_total,303898.4720165327
battery_equivalent_full_cycles,12.516439372542129
battery_throughput_total,657513.5931183831
carbon_emissions,1.0381138541467394
carbon_emissions_baseline,10932105.935573434
carbon_emissions_control,11075355.143674597
carbon_emissions_daily_average_baseline,29954.39461739496
carbon_emissions_daily_average_control,30346.90300812768
carbon_emissions_daily_average_delta,392.5083907327212
carbon_emissions_delta,71820.8582459477
community_import_share,0.09763224324557233
community_local_traded_daily_average,3526.2866048847777
community_local_traded_total,1286947.682174407
cost_one_minus_load_factor_average,0.9835213594804599
cost_peak_average,1.1165692494429975
cost_ramping_average,1.0186612323666393
electricity_cost,1.0035990229795722
electricity_cost_baseline,6993963.858133613
electricity_cost_control,7019135.294777334
electricity_cost_daily_average_baseline,19163.732457495917
electricity_cost_daily_average_control,19232.703170984816
electricity_cost_daily_average_delta,68.97071348890222
electricity_cost_delta,12620.203678604754
ev_charge_total,11313.459531189874
ev_departure_count,39682.0
ev_departure_met_count,1693.0
ev_departure_soc_deficit_mean,0.49999936165598885
ev_departure_success_rate,0.042664180232851165
ev_departure_within_tolerance_count,537.0
ev_departure_within_tolerance_rate,0.013532584043142986
ev_v2g_export_total,3419.5918597663403
grid_export_baseline,39346310.90370178
grid_export_control,39335971.06664721
grid_export_delta,-5184.084304733112
grid_export_ratio,0.9997372094913833
grid_import,1.037793578603177
grid_import_baseline,13134313.989589691
grid_import_control,13181584.683426503
grid_import_delta,23700.10868642078
net_exchange_baseline,-26211996.91411209
net_exchange_control,-26154386.383220706
net_exchange_delta,28884.19299115389
one_minus_load_factor_average,0.9835213594804599
peak_average,1.1165692494429975
pv_export_daily_average,110905.09496458057
pv_export_total,40475738.61644838
pv_generation_daily_average,135731.8379158463
pv_generation_total,49536465.346037395
pv_self_consumption_ratio,0.18291023928120895
ramping_average,1.0186612323666393
zero_net_energy,0.9989132179356845
