episode,reward_mean,reward_sum,reward_min,reward_max
0,-0.528240462095925,-4627.3864479603035,-0.8992579579353333,0.1000357195734977
1,-0.53428630781675,-4680.34805647473,-0.9150859117507936,0.09939806163311
2,-0.5124099687576056,-4488.711326316625,-0.8858621120452881,0.0873642042279243
3,-0.5284361116821532,-4629.100338335662,-0.9084590673446656,0.0930269360542297
4,-0.5342229976281025,-4677.122344234038,-0.9094472527503968,0.0942629724740982
