episode,reward_mean,reward_sum,reward_min,reward_max
0,-0.54328587221065,-4759.184240565293,-0.9021373987197876,0.0935367718338966
1,-0.5518098292620185,-4833.854104335282,-0.9215757250785828,0.0929000824689865
2,-0.5266831061437991,-4613.74400981968,-0.8904573321342468,0.0809131786227226
3,-0.5437156108790443,-4762.948751300428,-0.9106059074401855,0.0865306258201599
4,-0.5516657419654261,-4829.833570907305,-0.916641652584076,0.0936441123485565
