action_dim,action_l2,action_max,action_mean,action_min,agent,agent_index,done,episode,episode_step,global_step,observation_dim,observation_l2,observation_max,observation_mean,observation_min,reward,scenario,time_step
219,0.01980380105905644,0.0038940394297242165,0.0006426981519126295,-0.003003561170771718,central_agent,0,False,0,0,0,1475,6.998240997633739,1.0,0.04385899817413193,0.0,0.0,E1,1
219,0.019831433151846236,0.003886309452354908,0.0006449455997351659,-0.003062937641516328,central_agent,0,False,0,1,1,1475,7.071532575551012,1.0,0.04428696982878245,0.0,0.0,E1,2
219,0.019909365486841107,0.003995034843683243,0.0006474006386020871,-0.003039592644199729,central_agent,0,True,0,2,2,1475,7.0964942240071,1.0,0.044378785828791435,0.0,0.0,E1,3
