algorithm,scenario,metric,value
MATD3,escenario_3,electricity_cost_baseline,7130421.065077164
MATD3,escenario_3,electricity_cost_control,7196027.938635374
MATD3,escenario_3,electricity_cost_daily_average_baseline,19537.6305014102
MATD3,escenario_3,electricity_cost_daily_average_control,19717.395881635915
MATD3,escenario_3,electricity_cost_daily_average_delta,179.76538022571586
MATD3,escenario_3,electricity_cost_delta,32893.31946921796
MATD3,escenario_3,ev_charge_total,150905.11931162328
MATD3,escenario_3,ev_departure_count,39682.0
MATD3,escenario_3,ev_departure_met_count,18843.0
MATD3,escenario_3,ev_departure_soc_deficit_mean,0.29581957510342544
MATD3,escenario_3,ev_departure_success_rate,0.4748500579607883
MATD3,escenario_3,ev_departure_within_tolerance_count,750.0
MATD3,escenario_3,ev_departure_within_tolerance_rate,0.01890025704349579
MATD3,escenario_3,ev_v2g_export_total,31731.80056209676
MATD3,escenario_3,grid_export_baseline,40660901.981601715
MATD3,escenario_3,grid_export_control,40627343.72803881
MATD3,escenario_3,grid_export_delta,-16825.102240152624
MATD3,escenario_3,grid_export_ratio,0.9991746800506764
MATD3,escenario_3,grid_import,1.0861366547501137
MATD3,escenario_3,grid_import_baseline,11149381.982128143
MATD3,escenario_3,grid_import_control,11237105.747779014
MATD3,escenario_3,grid_import_delta,43982.066086973035
MATD3,escenario_3,net_exchange_baseline,-29511519.99947357
MATD3,escenario_3,net_exchange_control,-29390237.980259795
MATD3,escenario_3,net_exchange_delta,60807.168327126594
MATD3,escenario_3,one_minus_load_factor_average,0.9930329620243672
MATD3,escenario_3,peak_average,1.0112345338045805
MATD3,escenario_3,price_signal_deviation,0.38618365055923326
MATD3,escenario_3,price_signal_deviation_baseline,0.38436053869468667
MATD3,escenario_3,price_signal_deviation_delta,0.0018231118645465894
MATD3,escenario_3,price_signal_deviation_ratio,1.0047432337116031
MATD3,escenario_3,pv_export_daily_average,113439.83895585475
MATD3,escenario_3,pv_export_total,41400814.55893049
MATD3,escenario_3,pv_generation_daily_average,135736.12476592427
MATD3,escenario_3,pv_generation_total,49538029.867697105
MATD3,escenario_3,pv_self_consumption_ratio,0.16426198882957105
MATD3,escenario_3,ramping_average,1.000857971275704
MATD3,escenario_3,zero_net_energy,0.9955669206925004
MAAC,escenario_1,battery_capacity_fade_ratio,5.477706672648155e-05
MAAC,escenario_1,battery_charge_total,358700.8645009674
MAAC,escenario_1,battery_discharge_total,316079.59448353073
MAAC,escenario_1,battery_equivalent_full_cycles,12.845131709900595
MAAC,escenario_1,battery_throughput_total,674780.458984498
MAAC,escenario_1,carbon_emissions,1.0507306584450575
MAAC,escenario_1,carbon_emissions_baseline,10419000.77913157
MAAC,escenario_1,carbon_emissions_control,10584020.15044639
MAAC,escenario_1,carbon_emissions_daily_average_baseline,28548.46657143027
MAAC,escenario_1,carbon_emissions_daily_average_control,29000.62605442555
MAAC,escenario_1,carbon_emissions_daily_average_delta,452.1594829952823
MAAC,escenario_1,carbon_emissions_delta,82735.76539890759
MAAC,escenario_1,community_import_share,0.10463533178952408
MAAC,escenario_1,community_local_traded_daily_average,3592.2377194553483
MAAC,escenario_1,community_local_traded_total,1311017.091029558
MAAC,escenario_1,cost_one_minus_load_factor_average,0.9828215819753824
MAAC,escenario_1,cost_peak_average,1.089215862298233
MAAC,escenario_1,cost_ramping_average,1.0215272114711218
MAAC,escenario_1,electricity_cost,1.004567482935532
MAAC,escenario_1,electricity_cost_baseline,5912299.650756408
MAAC,escenario_1,electricity_cost_control,5939303.97852099
MAAC,escenario_1,electricity_cost_daily_average_baseline,16199.930542088572
MAAC,escenario_1,electricity_cost_daily_average_control,16273.923448396366
MAAC,escenario_1,electricity_cost_daily_average_delta,73.99290630779375
MAAC,escenario_1,electricity_cost_delta,13539.160335444842
MAAC,escenario_1,ev_charge_total,11359.92720144242
MAAC,escenario_1,ev_departure_count,39682.0
MAAC,escenario_1,ev_departure_met_count,1641.0
MAAC,escenario_1,ev_departure_soc_deficit_mean,0.5006863821348964
MAAC,escenario_1,ev_departure_success_rate,0.04135376241116879
MAAC,escenario_1,ev_departure_within_tolerance_count,504.0
MAAC,escenario_1,ev_departure_within_tolerance_rate,0.012700972733229171
MAAC,escenario_1,ev_v2g_export_total,3883.6015368360095
MAAC,escenario_1,grid_export_baseline,39642010.75740814
MAAC,escenario_1,grid_export_control,39647612.42376773
MAAC,escenario_1,grid_export_delta,2808.5075714274362
MAAC,escenario_1,grid_export_ratio,1.0001413063124842
MAAC,escenario_1,grid_import,1.0498333837696285
MAAC,escenario_1,grid_import_baseline,12473692.698825836
MAAC,escenario_1,grid_import_control,12529392.019004568
MAAC,escenario_1,grid_import_delta,27925.96923905729
MAAC,escenario_1,net_exchange_baseline,-27168318.058582306
MAAC,escenario_1,net_exchange_control,-27118220.40476316
MAAC,escenario_1,net_exchange_delta,25117.46166763172
MAAC,escenario_1,one_minus_load_factor_average,0.9828215819753824
MAAC,escenario_1,peak_average,1.089215862298233
MAAC,escenario_1,price_signal_deviation,0.3815787500138164
MAAC,escenario_1,price_signal_deviation_baseline,0.37930795276419743
MAAC,escenario_1,price_signal_deviation_delta,0.002270797249618983
MAAC,escenario_1,price_signal_deviation_ratio,1.005986685048575
MAAC,escenario_1,pv_export_daily_average,111708.58081306177
MAAC,escenario_1,pv_export_total,40768977.472567
MAAC,escenario_1,pv_generation_daily_average,136095.6394630498
MAAC,escenario_1,pv_generation_total,49669237.752368875
MAAC,escenario_1,pv_self_consumption_ratio,0.1791905952770011
MAAC,escenario_1,ramping_average,1.0215272114711218
MAAC,escenario_1,zero_net_energy,0.9991761749017497
MAAC,escenario_2,battery_capacity_fade_ratio,6.177268493979404e-05
MAAC,escenario_2,battery_charge_total,407054.97502134804
MAAC,escenario_2,battery_discharge_total,357029.08065188775
MAAC,escenario_2,battery_equivalent_full_cycles,14.54511641805444
MAAC,escenario_2,battery_throughput_total,764084.0556732358
MAAC,escenario_2,carbon_emissions,1.054722935099286
MAAC,escenario_2,carbon_emissions_baseline,10418794.693337657
MAAC,escenario_2,carbon_emissions_control,10603580.080276055
MAAC,escenario_2,carbon_emissions_daily_average_baseline,28547.901888355267
MAAC,escenario_2,carbon_emissions_daily_average_control,29054.221021420864
MAAC,escenario_2,carbon_emissions_daily_average_delta,506.31913306559755
MAAC,escenario_2,carbon_emissions_delta,92645.85303573216
MAAC,escenario_2,community_import_share,0.10624733705261623
MAAC,escenario_2,community_local_traded_daily_average,3649.0101506112746
MAAC,escenario_2,community_local_traded_total,1331736.6628835064
MAAC,escenario_2,cost_one_minus_load_factor_average,0.9795778295331244
MAAC,escenario_2,cost_peak_average,1.0817883847769343
MAAC,escenario_2,cost_ramping_average,1.024512670930083
MAAC,escenario_2,electricity_cost,1.004874906139094
MAAC,escenario_2,electricity_cost_baseline,6642082.883512934
MAAC,escenario_2,electricity_cost_control,6674462.414138143
MAAC,escenario_2,electricity_cost_daily_average_baseline,18199.564927995252
MAAC,escenario_2,electricity_cost_daily_average_control,18288.286098791577
MAAC,escenario_2,electricity_cost_daily_average_delta,88.72117079632619
MAAC,escenario_2,electricity_cost_delta,16234.125898002769
MAAC,escenario_2,ev_charge_total,11413.988464787602
MAAC,escenario_2,ev_departure_count,39682.0
MAAC,escenario_2,ev_departure_met_count,1650.0
MAAC,escenario_2,ev_departure_soc_deficit_mean,0.5003175607927299
MAAC,escenario_2,ev_departure_success_rate,0.04158056549569074
MAAC,escenario_2,ev_departure_within_tolerance_count,517.0
MAAC,escenario_2,ev_departure_within_tolerance_rate,0.013028577188649765
MAAC,escenario_2,ev_v2g_export_total,3772.114571128506
MAAC,escenario_2,grid_export_baseline,39642072.05358124
MAAC,escenario_2,grid_export_control,39645211.36869922
MAAC,escenario_2,grid_export_delta,1573.958481633882
MAAC,escenario_2,grid_export_ratio,1.0000791914992169
MAAC,escenario_2,grid_import,1.0537168844680105
MAAC,escenario_2,grid_import_baseline,12473499.126983643
MAAC,escenario_2,grid_import_control,12534306.269003227
MAAC,escenario_2,grid_import_delta,30486.877974541218
MAAC,escenario_2,net_exchange_baseline,-27168572.926597595
MAAC,escenario_2,net_exchange_control,-27110905.099695995
MAAC,escenario_2,net_exchange_delta,28912.91949290734
MAAC,escenario_2,one_minus_load_factor_average,0.9795778295331244
MAAC,escenario_2,peak_average,1.0817883847769343
MAAC,escenario_2,pv_export_daily_average,111696.14966246509
MAAC,escenario_2,pv_export_total,40764440.62056382
MAAC,escenario_2,pv_generation_daily_average,136095.6394630498
MAAC,escenario_2,pv_generation_total,49669237.752368875
MAAC,escenario_2,pv_self_consumption_ratio,0.17928193656203953
MAAC,escenario_2,ramping_average,1.024512670930083
MAAC,escenario_2,zero_net_energy,0.9990277078528375
MAAC,escenario_3,battery_capacity_fade_ratio,5.8525634206575514e-05
MAAC,escenario_3,battery_charge_total,387474.2518110984
MAAC,escenario_3,battery_discharge_total,338931.8603855882
MAAC,escenario_3,battery_equivalent_full_cycles,13.827878477817082
MAAC,escenario_3,battery_throughput_total,726406.1121966869
MAAC,escenario_3,carbon_emissions,1.0522430118615078
MAAC,escenario_3,carbon_emissions_baseline,10418738.477705272
MAAC,escenario_3,carbon_emissions_control,10591446.496406594
MAAC,escenario_3,carbon_emissions_daily_average_baseline,28547.747855340396
MAAC,escenario_3,carbon_emissions_daily_average_control,29020.974530626587
MAAC,escenario_3,carbon_emissions_daily_average_delta,473.2266752861899
MAAC,escenario_3,carbon_emissions_delta,86590.62268830428
MAAC,escenario_3,community_import_share,0.10515915368460123
MAAC,escenario_3,community_local_traded_daily_average,3611.086335149093
MAAC,escenario_3,community_local_traded_total,1317896.0503987877
MAAC,escenario_3,cost_one_minus_load_factor_average,0.9806625768543861
MAAC,escenario_3,cost_peak_average,1.0809437899932686
MAAC,escenario_3,cost_ramping_average,1.0226132440943358
MAAC,escenario_3,electricity_cost,1.0050396407601672
MAAC,escenario_3,electricity_cost_baseline,7094588.040448039
MAAC,escenario_3,electricity_cost_control,7130342.215513276
MAAC,escenario_3,electricity_cost_daily_average_baseline,19439.446622988118
MAAC,escenario_3,electricity_cost_daily_average_control,19537.414450544427
MAAC,escenario_3,electricity_cost_daily_average_delta,97.9678275563067
MAAC,escenario_3,electricity_cost_delta,17926.0714463967
MAAC,escenario_3,ev_charge_total,11448.820955269039
MAAC,escenario_3,ev_departure_count,39682.0
MAAC,escenario_3,ev_departure_met_count,1658.0
MAAC,escenario_3,ev_departure_soc_deficit_mean,0.5003223895903307
MAAC,escenario_3,ev_departure_success_rate,0.04178216823748803
MAAC,escenario_3,ev_departure_within_tolerance_count,516.0
MAAC,escenario_3,ev_departure_within_tolerance_rate,0.013003376845925105
MAAC,escenario_3,ev_v2g_export_total,3786.4879757869057
MAAC,escenario_3,grid_export_baseline,39641992.52773285
MAAC,escenario_3,grid_export_control,39644749.39444798
MAAC,escenario_3,grid_export_delta,1382.2103184732737
MAAC,escenario_3,grid_export_ratio,1.0000695441005698
MAAC,escenario_3,grid_import,1.0512597814264801
MAAC,escenario_3,grid_import_baseline,12473433.342071533
MAAC,escenario_3,grid_import_control,12532394.986284215
MAAC,escenario_3,grid_import_delta,29561.60070327573
MAAC,escenario_3,net_exchange_baseline,-27168559.185661316
MAAC,escenario_3,net_exchange_control,-27112354.408163764
MAAC,escenario_3,net_exchange_delta,28179.390384804326
MAAC,escenario_3,one_minus_load_factor_average,0.9806625768543861
MAAC,escenario_3,peak_average,1.0809437899932686
MAAC,escenario_3,price_signal_deviation,0.38149154120398204
MAAC,escenario_3,price_signal_deviation_baseline,0.37930519778142613
MAAC,escenario_3,price_signal_deviation_delta,0.002186343422555914
MAAC,escenario_3,price_signal_deviation_ratio,1.0057640745113539
MAAC,escenario_3,pv_export_daily_average,111698.96326063854
MAAC,escenario_3,pv_export_total,40765467.466663875
MAAC,escenario_3,pv_generation_daily_average,136095.6394630498
MAAC,escenario_3,pv_generation_total,49669237.752368875
MAAC,escenario_3,pv_self_consumption_ratio,0.17926126287855812
MAAC,escenario_3,ramping_average,1.0226132440943358
MAAC,escenario_3,zero_net_energy,0.9990659966290548
