episode,reward_mean,reward_sum,reward_min,reward_max
0,-0.5262718476367726,-4610.141385298128,-0.8828038573265076,0.085518293082714
1,-0.542432344614571,-4751.707338823642,-0.9040340185165404,0.0955823510885238
2,-0.5515299988634904,-4831.402790044176,-0.9241473078727722,0.0941144973039627
3,-0.526193019443143,-4609.450850321933,-0.8877939581871033,0.087447851896286
4,-0.5433496622262806,-4757.026292791086,-0.9018139839172364,0.0955832302570343
