available,axis,axis_name,baseline,delta_vs_baseline,improved_vs_baseline,kpi,lower_is_better,source,value,output_profile,algorithm,scenario,seed,run_path
True,OE1,Flexibilidad energetica,-27068839.43111992,883535.6309093274,False,net_exchange_control,True,citylearn_v2.evaluate_v2,-26185303.80021059,local_v4,HAPPO,E2,0,D:\MADRLCitytleranflexresdr\outputs\citylearn_v3_madrl_full_20260615_074011_v4\happo\E2_seed_0
True,OE1,Flexibilidad energetica,0.0,442978.27641720645,False,net_exchange_delta,True,citylearn_v2.evaluate_v2,442978.27641720645,local_v4,HAPPO,E2,0,D:\MADRLCitytleranflexresdr\outputs\citylearn_v3_madrl_full_20260615_074011_v4\happo\E2_seed_0
True,OE1,Flexibilidad energetica,1.0,-0.07409847172868811,True,one_minus_load_factor_average,True,citylearn_v2.evaluate_v2,0.9259015282713119,local_v4,HAPPO,E2,0,D:\MADRLCitytleranflexresdr\outputs\citylearn_v3_madrl_full_20260615_074011_v4\happo\E2_seed_0
True,OE1,Flexibilidad energetica,1.0,0.182923567644675,False,peak_average,True,citylearn_v2.evaluate_v2,1.182923567644675,local_v4,HAPPO,E2,0,D:\MADRLCitytleranflexresdr\outputs\citylearn_v3_madrl_full_20260615_074011_v4\happo\E2_seed_0
True,OE1,Flexibilidad energetica,,,,pv_export_daily_average,True,citylearn_v2.evaluate_v2,110640.23046166918,local_v4,HAPPO,E2,0,D:\MADRLCitytleranflexresdr\outputs\citylearn_v3_madrl_full_20260615_074011_v4\happo\E2_seed_0
True,OE1,Flexibilidad energetica,,,,pv_export_total,True,citylearn_v2.evaluate_v2,40379074.10890668,local_v4,HAPPO,E2,0,D:\MADRLCitytleranflexresdr\outputs\citylearn_v3_madrl_full_20260615_074011_v4\happo\E2_seed_0
True,OE1,Flexibilidad energetica,,,,pv_generation_daily_average,False,citylearn_v2.evaluate_v2,136095.6394630498,local_v4,HAPPO,E2,0,D:\MADRLCitytleranflexresdr\outputs\citylearn_v3_madrl_full_20260615_074011_v4\happo\E2_seed_0
True,OE1,Flexibilidad energetica,,,,pv_generation_total,False,citylearn_v2.evaluate_v2,49669237.752368875,local_v4,HAPPO,E2,0,D:\MADRLCitytleranflexresdr\outputs\citylearn_v3_madrl_full_20260615_074011_v4\happo\E2_seed_0
True,OE1,Flexibilidad energetica,,,,pv_self_consumption_ratio,False,citylearn_v2.evaluate_v2,0.18704059220274868,local_v4,HAPPO,E2,0,D:\MADRLCitytleranflexresdr\outputs\citylearn_v3_madrl_full_20260615_074011_v4\happo\E2_seed_0
True,OE1,Flexibilidad energetica,1.0,0.12235969999021945,False,ramping_average,True,citylearn_v2.evaluate_v2,1.1223596999902195,local_v4,HAPPO,E2,0,D:\MADRLCitytleranflexresdr\outputs\citylearn_v3_madrl_full_20260615_074011_v4\happo\E2_seed_0
True,OE1,Flexibilidad energetica,1.0,-0.013369730394492296,True,zero_net_energy,True,citylearn_v2.evaluate_v2,0.9866302696055077,local_v4,HAPPO,E2,0,D:\MADRLCitytleranflexresdr\outputs\citylearn_v3_madrl_full_20260615_074011_v4\happo\E2_seed_0
True,OE2,Emisiones de CO2,1.0,0.40521919064434875,False,carbon_emissions,True,citylearn_v2.evaluate_v2,1.4052191906443487,local_v4,HAPPO,E2,0,D:\MADRLCitytleranflexresdr\outputs\citylearn_v3_madrl_full_20260615_074011_v4\happo\E2_seed_0
True,OE2,Emisiones de CO2,,,,carbon_emissions_baseline,True,citylearn_v2.evaluate_v2,10495765.345236396,local_v4,HAPPO,E2,0,D:\MADRLCitytleranflexresdr\outputs\citylearn_v3_madrl_full_20260615_074011_v4\happo\E2_seed_0
True,OE2,Emisiones de CO2,10495765.345236396,1528823.8132722583,False,carbon_emissions_control,True,citylearn_v2.evaluate_v2,12024589.158508655,local_v4,HAPPO,E2,0,D:\MADRLCitytleranflexresdr\outputs\citylearn_v3_madrl_full_20260615_074011_v4\happo\E2_seed_0
True,OE2,Emisiones de CO2,,,,carbon_emissions_daily_average_baseline,True,citylearn_v2.evaluate_v2,28758.804462344277,local_v4,HAPPO,E2,0,D:\MADRLCitytleranflexresdr\outputs\citylearn_v3_madrl_full_20260615_074011_v4\happo\E2_seed_0
True,OE2,Emisiones de CO2,28758.804462344277,4189.03659305106,False,carbon_emissions_daily_average_control,True,citylearn_v2.evaluate_v2,32947.841055395336,local_v4,HAPPO,E2,0,D:\MADRLCitytleranflexresdr\outputs\citylearn_v3_madrl_full_20260615_074011_v4\happo\E2_seed_0
True,OE2,Emisiones de CO2,0.0,4189.036593051056,False,carbon_emissions_daily_average_delta,True,citylearn_v2.evaluate_v2,4189.036593051056,local_v4,HAPPO,E2,0,D:\MADRLCitytleranflexresdr\outputs\citylearn_v3_madrl_full_20260615_074011_v4\happo\E2_seed_0
True,OE2,Emisiones de CO2,0.0,766506.4249326547,False,carbon_emissions_delta,True,citylearn_v2.evaluate_v2,766506.4249326547,local_v4,HAPPO,E2,0,D:\MADRLCitytleranflexresdr\outputs\citylearn_v3_madrl_full_20260615_074011_v4\happo\E2_seed_0
True,OE3,Costos energeticos,1.0,-0.07409847172868811,True,cost_one_minus_load_factor_average,True,citylearn_v2.evaluate_v2,0.9259015282713119,local_v4,HAPPO,E2,0,D:\MADRLCitytleranflexresdr\outputs\citylearn_v3_madrl_full_20260615_074011_v4\happo\E2_seed_0
True,OE3,Costos energeticos,1.0,0.182923567644675,False,cost_peak_average,True,citylearn_v2.evaluate_v2,1.182923567644675,local_v4,HAPPO,E2,0,D:\MADRLCitytleranflexresdr\outputs\citylearn_v3_madrl_full_20260615_074011_v4\happo\E2_seed_0
True,OE3,Costos energeticos,1.0,0.12235969999021945,False,cost_ramping_average,True,citylearn_v2.evaluate_v2,1.1223596999902195,local_v4,HAPPO,E2,0,D:\MADRLCitytleranflexresdr\outputs\citylearn_v3_madrl_full_20260615_074011_v4\happo\E2_seed_0
True,OE3,Costos energeticos,1.0,0.04221461191934406,False,electricity_cost,True,citylearn_v2.evaluate_v2,1.042214611919344,local_v4,HAPPO,E2,0,D:\MADRLCitytleranflexresdr\outputs\citylearn_v3_madrl_full_20260615_074011_v4\happo\E2_seed_0
