episode,reward_mean,reward_sum,reward_min,reward_max
0,-0.5436871710242738,-4762.699618172638,-0.988494336605072,0.0578631795942783
1,-0.54876048439187,-4807.1418432727805,-0.977670431137085,0.0744067057967186
2,-0.5533117032481132,-4847.010520453471,-0.9857325553894044,0.0682318732142448
3,-0.525524452589329,-4603.594204682522,-0.9258884191513062,0.0522134639322757
4,-0.5341488453765912,-4679.143885498939,-0.94807106256485,0.0617577545344829
