action_abs_mean_average,action_l2_mean,action_l2_std,action_mean_average,agent_reward_mean,agent_reward_total,agent_steps,episode
0.00974514240085174,0.11764705882352941,0.32218973970892123,0.005220255523023689,-0.6488668918609619,-22.061474323272705,34,0
0.015560650422242117,0.17647058823529413,0.3812200410828154,0.013830546616013746,-0.7799946367740631,-26.519817650318146,34,1
0.014724773193176026,0.23529411764705882,0.42418250299576343,0.011628797960977886,-0.6341503262519836,-21.561111092567444,34,2
0.01680697891315265,0.17647058823529413,0.3812200410828153,0.013711003680954506,-0.6582769155502319,-22.381415128707886,34,3
0.022423395520281327,0.20588235294117646,0.40434491426080943,0.010658689637928386,-0.686624675989151,-23.345238983631134,34,4
0.009139876695877416,0.20588235294117646,0.40434491426080943,0.0074097728896490465,-0.6537245512008667,-22.226634740829468,34,5
0.016132448562789115,0.20588235294117646,0.40434491426080943,0.016132448562789115,-0.7059745788574219,-24.003135681152344,34,6
0.020454545454545454,0.20588235294117646,0.40434491426080943,0.007352941176470588,-0.8045912981033325,-27.356104135513306,34,7
0.01575725312749534,0.17647058823529413,0.3812200410828153,0.009874900186318869,-0.7099968791007996,-24.139893889427185,34,8
0.010357030512739854,0.11764705882352941,0.32218973970892123,-0.0014076753696130881,-0.8053190112113953,-27.38084638118744,34,9
0.01103996622572474,0.11764705882352941,0.32218973970892123,0.01103996622572474,-0.8405856192111969,-28.579911053180695,34,10
0.022234858567038496,0.2647058823529412,0.44117647058823534,0.022234858567038496,-0.649794191122055,-22.093002498149872,34,11
0.011331070889894419,0.11764705882352941,0.32218973970892123,0.003978129713423829,-0.777438759803772,-26.432917833328247,34,12
0.020401682940382623,0.23529411764705882,0.42418250299576343,0.00682702230689847,-0.7877272963523865,-26.78272807598114,34,13
0.015767807588514194,0.23529411764705882,0.42418250299576343,0.006684762605815236,-0.6148661077022552,-20.90544766187668,34,14
0.0256662311160581,0.2647058823529412,0.44117647058823534,0.019783878174881628,-0.8051772713661194,-27.37602722644806,34,15
0.0169014808720691,0.17647058823529413,0.3812200410828153,0.007097559303441657,-0.79714435338974,-27.10290801525116,34,16
0.02188890678919817,0.23529411764705882,0.42418250299576343,0.014535965612727585,-0.6583344042301178,-22.383369743824005,34,17
0.023516909849089773,0.2647058823529412,0.44117647058823534,0.017634556907913303,-0.5434820801019669,-18.478390723466873,34,18
0.006923439881917385,0.14705882352941177,0.35416454643506756,0.006923439881917385,-0.8292655646800995,-28.195029199123383,34,19
0.019915854042151616,0.17647058823529413,0.3812200410828154,0.01818575023592325,-0.7152950763702393,-24.320032596588135,34,20
0.02565594728224485,0.2647058823529412,0.44117647058823534,0.02565594728224485,-0.7979947626590729,-27.131821930408478,34,21
