episode,first_global_step,last_all_done,last_episode_step,last_global_step,last_time_step,reward_mean_average,reward_sum_total,steps
0,0,False,8759,8759,1,-0.6210917477015423,-92492.98306771368,8760
1,8760,False,8759,17519,2,-0.6273420491722544,-93423.77796273213,8760
2,17520,False,8759,26279,3,-0.5940955721188472,-88472.71259993874,8760
3,26280,False,8759,35039,4,-0.6223996801744109,-92687.76037157327,8760
4,35040,False,8759,43799,5,-0.6272485963388912,-93409.86096678767,8760
5,43800,False,8759,52559,6,-0.5946771398305757,-88559.31966356933,8760
6,52560,False,8759,61319,7,-0.6202952471434151,-92374.36820459738,8760
7,61320,False,8759,70079,8,-0.626684333464624,-93325.83093955182,8760
8,70080,False,8759,78839,9,-0.5943081018458584,-88504.36252688523,8760
9,78840,False,8759,87599,10,-0.6211253258863731,-92497.9835309987,8760
10,87600,False,8759,96359,11,-0.627759154809035,-93485.89333416149,8760
11,96360,False,8759,105119,12,-0.5949465356619399,-88599.4380907761,8760
12,105120,False,8759,113879,13,-0.6201102730134485,-92346.82185716275,8760
13,113880,False,8759,122639,14,-0.6267569655710916,-93336.64731284697,8760
14,122640,False,8759,131399,15,-0.5935483689749503,-88391.2231077496,8760
15,131400,False,8759,140159,16,-0.621724609506729,-92587.22884774208,8760
16,140160,False,8759,148919,17,-0.6273043487738759,-93418.16361940559,8760
17,148920,False,8759,157679,18,-0.5940935033245957,-88472.40451509878,8760
18,157680,False,8759,166439,19,-0.6196734128005857,-92281.76463426324,8760
19,166440,False,8759,175199,20,-0.626621744706036,-93316.51022162288,8760
20,175200,False,8759,183959,21,-0.5936434362832134,-88405.38053129613,8760
21,183960,False,8759,192719,22,-0.6209577095561946,-92473.0221071085,8760
22,192720,True,8736,201456,8759,-0.6262709057626162,-93019.39136201562,8737
23,201480,False,8759,210239,1,-0.6198266866174633,-92304.59017107263,8760
24,210240,False,8759,218999,2,-0.625059442587418,-93083.85219011828,8760
25,219000,False,8759,227759,3,-0.5912577995024707,-88050.11150190793,8760
26,227760,False,8759,236519,4,-0.617648968359532,-91980.28436810151,8760
27,236520,False,8759,245279,5,-0.624221940411225,-92959.13136603963,8760
28,245280,False,8759,254039,6,-0.5910754955645872,-88022.96279947832,8760
29,254040,False,8759,262799,7,-0.6177623385667682,-91997.16745936312,8760
30,262800,True,8751,271551,8759,-0.62171172874099,-92500.75784899946,8752
31,271560,False,8759,280319,1,-0.6198266866174633,-92304.59017107263,8760
32,280320,False,8759,289079,2,-0.625059442587418,-93083.85219011828,8760
33,289080,False,8759,297839,3,-0.5912577995024707,-88050.11150190793,8760
34,297840,False,8759,306599,4,-0.617648968359532,-91980.28436810151,8760
35,306600,False,8759,315359,5,-0.624221940411225,-92959.13136603963,8760
36,315360,False,8759,324119,6,-0.5910754955645872,-88022.96279947832,8760
37,324120,True,8752,332872,8759,-0.6177986854378559,-91929.0621918384,8753
38,332880,False,8759,341639,1,-0.6198266866174633,-92304.59017107263,8760
39,341640,False,8759,350399,2,-0.625059442587418,-93083.85219011828,8760
40,350400,False,8759,359159,3,-0.5912577995024707,-88050.11150190793,8760
41,359160,False,8759,367919,4,-0.617648968359532,-91980.28436810151,8760
42,367920,False,8759,376679,5,-0.624221940411225,-92959.13136603963,8760
43,376680,False,8759,385439,6,-0.5910754955645872,-88022.96279947832,8760
44,385440,False,8759,394199,7,-0.6177623385667682,-91997.16745936312,8760
45,394200,False,8759,402959,8,-0.6216226868236812,-92572.0505217826,8760
46,402960,False,8759,411719,9,-0.5913046111629162,-88057.08269438148,8760
47,411720,False,8759,420479,10,-0.6160705411193262,-91745.22498349007,8760
48,420480,False,8759,429239,11,-0.622954731382117,-92770.41859742487,8760
49,429240,True,8747,437987,8759,-0.5895927763098163,-87681.87932169065,8748
