absolute_net_energy_total,carbon_emissions_total,electricity_cost_total,episode,grid_import_total,return_per_cost,return_per_grid_import,return_per_kgco2,return_total,steps
1433.7156693935394,1132.6354122161863,949.0136524438858,32,1433.7156693935394,-98.08483992870929,-64.92490399403438,-82.18342035411423,-93083.85219011828,8760
1298.8265947923064,1026.0730424150825,594.2481717690825,33,1298.8265947923064,-148.17060562387917,-67.79204541618421,-85.8127129962046,-88050.11150190793,8760
966.3174483776093,1064.884356379509,384.9321861863136,34,966.3174483776093,-238.9519184648839,-95.18640538110023,-86.37584336464897,-91980.28436810151,8760
962.8758409023284,988.3797512054444,637.3525321483612,35,962.8758409023284,-145.85198407025524,-96.5432171181343,-94.05203946424956,-92959.13136603963,8760
1171.828942976892,925.744892977178,536.1433240398765,36,1171.828942976892,-164.17804503508373,-75.11588045936675,-95.08339010804386,-88022.96279947832,8760
1442.494648694992,1139.5708111524582,574.6171877980232,37,1442.494648694992,-159.98314033055217,-63.729222340620495,-80.66989895859979,-91929.0621918384,8753
1442.494648694992,1139.5708111524582,574.6171877980232,38,1442.494648694992,-160.63666756086926,-63.98955466114173,-80.99943353035181,-92304.59017107263,8760
1433.7156693935394,1132.6354122161863,949.0136524438858,39,1433.7156693935394,-98.08483992870929,-64.92490399403438,-82.18342035411423,-93083.85219011828,8760
1298.8265947923064,1026.0730424150825,594.2481717690825,40,1298.8265947923064,-148.17060562387917,-67.79204541618421,-85.8127129962046,-88050.11150190793,8760
966.3174483776093,1064.884356379509,384.9321861863136,41,966.3174483776093,-238.9519184648839,-95.18640538110023,-86.37584336464897,-91980.28436810151,8760
962.8758409023284,988.3797512054444,637.3525321483612,42,962.8758409023284,-145.85198407025524,-96.5432171181343,-94.05203946424956,-92959.13136603963,8760
1171.828942976892,925.744892977178,536.1433240398765,43,1171.828942976892,-164.17804503508373,-75.11588045936675,-95.08339010804386,-88022.96279947832,8760
1442.494648694992,1139.5708111524582,574.6171877980232,44,1442.494648694992,-160.10166318188857,-63.776435872806786,-80.72966292136384,-91997.16745936312,8760
1433.7156693935394,1132.6354122161863,949.0136524438858,45,1433.7156693935394,-97.54554139805306,-64.5679282845116,-81.73155238069968,-92572.0505217826,8760
1171.828942976892,925.744892977178,536.1433240398765,46,1171.828942976892,-164.24168453850243,-75.14499724736525,-95.12024680059706,-88057.08269438148,8760
1415.5425956249237,1118.2786892652512,563.8808482289314,47,1415.5425956249237,-162.70321162998994,-64.81276174030428,-82.04146771657604,-91745.22498349007,8760
1433.7156693935394,1132.6354122161863,949.0136524438858,48,1433.7156693935394,-97.75456692169166,-64.70628770951961,-81.90669088820415,-92770.41859742487,8760
1171.828942976892,925.744892977178,536.1433240398765,49,1171.828942976892,-163.54186537473174,-74.82481111871607,-94.71494791584254,-87681.87932169065,8748
